Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4946.8 at 18:52 6/1/2010  Report at 19:05 Wednesday 6/1/2010. Processed 20:06 Wednesday 6/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Brisconnection Tr ctg,BCSCB,0.002,0.1,100.00,,,,,,,,
Capitol Health opt apr12,CAJO,0.01,0.4,66.67,,,,,,,,
Datamotion Asia,DMN,0.003,0.1,50.00,,,,,,,,
Hydrotech Inter,HTI,0.009,0.3,50.00,,,,,,,,
Select Vaccines,SLT,0.01,0.3,42.86,,,,,,,,
Aquacarotene Ltd,AQL,0.018,0.5,38.46,,,,,,,,
Biopharmica Ltd opt may10,BPHO,0.008,0.2,33.33,,,,,,,,
Pharmanet Grp,PNO,0.009,0.2,28.57,,,,,,,,
E-Com Multi Ltd,ECE,0.01,0.2,25.00,,,,,,,,
Future Corp,FUT,0.005,0.1,25.00,,,,,,,,
Giaconda Ltd,GIA,0.06,1.2,25.00,,,,,,,,
Metal Storm Ltd 10% cn11,MSTG,0.105,2,23.53,,,,,,,,
Grandbridge Ltd,GBA,0.15,2.5,20.00,,,,,,,,
IFC Capital Ltd,IFC,0.084,1.4,20.00,,,,,,,,
Money3 Corp,MNY,0.60,10,20.00,,,,,,,,
NewSat Ltd,NWT,0.006,0.1,20.00,,,,,,,,
RTL Corp Ltd,RTL,0.018,0.3,20.00,,,,,,,,
Autodom Ltd,AIE,0.089,1.4,18.67,,,,,,,,
Eastland Medical opt jun11,EMSOB,0.035,0.5,16.67,,,,,,,,
Cell Aquaculture,CAQ,0.145,2,16.00,,,,,,,,
Steamships Trading,SST,18.50,250,15.63,,,,,,,,
Eastland Medical opt may11,EMSO,0.015,0.2,15.38,,,,,,,,
MacarthurCook PSF unt,MPS,0.115,1.5,15.00,,,,,,,,
Aspermont Ltd,ASP,0.155,2,14.81,,,,,,,,
Pac Enviromin,PEV,0.031,0.4,14.81,,,,,,,,
Connxion Ventures,CXN,0.05,0.6,13.64,,,,,,,,
Probiomics Ltd,PCC,0.025,0.3,13.64,,,,,,,,
Prana Biotech,PBT,0.17,2,13.33,,,,,,,,
Hutchison,HTA,0.135,1.5,12.50,,,,,,,,
Coretrack Ltd,CKK,0.28,3,12.00,,,,,,,,
Prima BioMed Ltd opt dec11,PRRO,0.14,1.5,12.00,,,,,,,,
Rheochem Plc cdi 1:1,RHE,0.14,1.5,12.00,,,,,,,,
Specialty Fashion,SFH,1.57,16.5,11.74,,,,,,,,
Capitol Health,CAJ,0.039,0.4,11.43,,,,,,,,
Verus Invest opt jun10,VILO,0.01,0.1,11.11,,,,,,,,
Alternative Invest unt,AIQ,1.15,11,10.58,,,,,,,,
Thakral Hldgs unt,THG,0.375,3.5,10.29,,,,,,,,
CMA Corp Ltd,CMV,0.087,0.8,10.13,,,,,,,,
Aust Vintage Ltd,AVG,0.33,3,10.00,,,,,,,,
LBT Innovations,LBT,0.11,1,10.00,,,,,,,,
Lindsay Aust,LAU,0.22,2,10.00,,,,,,,,
Robe Aust Ltd,ROB,0.011,0.1,10.00,,,,,,,,
Viralytics Ltd opt jun10,VLAO,0.011,0.1,10.00,,,,,,,,
CathRx Ltd,CXD,0.68,6,9.68,,,,,,,,
Cardia Bioplastics,CNN,0.023,0.2,9.52,,,,,,,,
CO2 Grp Ltd,COZ,0.23,2,9.52,,,,,,,,
Thomas & Coffey,THO,0.59,5,9.26,,,,,,,,
C @ Ltd,CEO,0.012,0.1,9.09,,,,,,,,
Macarthurcook Ind Pr unt,MIF,0.24,2,9.09,,,,,,,,
Vita Life Sciences,VSC,0.24,2,9.09,,,,,,,,
Structural Monitor cdi,SMN,0.025,0.2,8.70,,,,,,,,
Blaze Intl,BLZ,0.013,0.1,8.33,,,,,,,,
DWS Advanced,DWS,1.70,13,8.28,,,,,,,,
Structural Systems,STS,0.86,6.5,8.18,,,,,,,,
CPI Grp Ltd,CPI,0.20,1.5,8.11,,,,,,,,
Clever Com Aus,CVA,0.07,0.5,7.69,,,,,,,,
Gage Roads Brewing,GRB,0.14,1,7.69,,,,,,,,
Canberra Invest,CNB,0.75,5,7.14,,,,,,,,
Everest Financial,EFG,0.06,0.4,7.14,,,,,,,,
Vita Grp Ltd,VTG,0.30,2,7.14,,,,,,,,
Greencap Ltd,GCG,0.155,1,6.90,,,,,,,,
Carbon Conscious,CCF,0.32,2,6.67,,,,,,,,
Coretrack Ltd opt feb10,CKKO,0.08,0.5,6.67,,,,,,,,
Prima BioMed Ltd,PRR,0.16,1,6.67,,,,,,,,
Tissue Therapies,TIS,0.16,1,6.67,,,,,,,,
Tyrian Diagnostics,TDX,0.016,0.1,6.67,,,,,,,,
Incitec Pivot,IPL,3.69,23,6.65,,,,,,,,
Longreach Grp,LRG,0.033,0.2,6.45,,,,,,,,
TTA Hldgs Ltd,TTA,0.085,0.5,6.25,,,,,,,,
ADG Global Supply,ADQ,0.069,0.4,6.15,,,,,,,,
CMI Ltd,CMI,0.70,4,6.06,,,,,,,,
IDT Aust Ltd,IDT,1.44,8,5.88,,,,,,,,
Elders Ltd hybrids,ELDPA,63.50,350,5.83,,,,,,,,
Norfolk Grp,NFK,1.03,5.5,5.64,,,,,,,,
Legend Corp,LGD,0.19,1,5.56,,,,,,,,
Magellan Fin Grp,MFG,0.95,5,5.56,,,,,,,,
Sims Metal Mgmt,SGM,23.73,123,5.47,,,,,,,,
Adacel Tech,ADA,0.59,3,5.36,,,,,,,,
Mirvac Industrial unt,MIX,0.059,0.3,5.36,,,,,,,,
Arafura Pearls,APB,0.04,0.2,5.26,,,,,,,,
Atos Wellness,ATW,0.02,0.1,5.26,,,,,,,,
Guinness Peat cdi,GPG,0.725,3.5,5.07,,,,,,,,
Synergy Plus Ltd,SNR,0.042,0.2,5.00,,,,,,,,
MINING RISES,,,,,,,,,,,,
Stonehenge Metals,SHE,0.11,7.5,214.30,,,,,,,,
Aust Mines Ltd,AUZ,0.002,0.1,100.00,,,,,,,,
Mineral Commodities opt dec12,MRCO,0.014,0.7,100.00,,,,,,,,
Augur Res Ltd opt jun10,AUKO,0.02,0.8,66.67,,,,,,,,
Aussie Q Res,AQR,0.19,7.5,65.22,,,,,,,,
REY Res Ltd opt mar10,REYOA,0.015,0.5,50.00,,,,,,,,
Black Range Min opt feb11,BLRO,0.032,1,45.45,,,,,,,,
Carbine Res,CRB,0.13,3.8,41.30,,,,,,,,
Austin Explore opt nov11,AKKO,0.028,0.8,40.00,,,,,,,,
Stirling Min opt dec13,SMZOA,0.04,1,33.33,,,,,,,,
Magnetic Res,MAU,0.28,6,27.27,,,,,,,,
Admiralty Res,ADY,0.019,0.4,26.67,,,,,,,,
Beach Energy Ltd opt jun10,BPTO,0.019,0.4,26.67,,,,,,,,
Midas Res opt nov12,MDSOC,0.019,0.4,26.67,,,,,,,,
Hemisphere Res opt mar10,HEMO,0.455,9.5,26.39,,,,,,,,
Austral Africa Res,AAF,0.005,0.1,25.00,,,,,,,,
Nuenergy Capital opt jun10,NGYO,0.025,0.5,25.00,,,,,,,,
Oroya Min Ltd,ORO,0.005,0.1,25.00,,,,,,,,
Pelican Res,PEL,0.06,1.1,22.45,,,,,,,,
Astro Res NL,ARO,0.011,0.2,22.22,,,,,,,,
Lachlan Star Ltd,LSA,0.017,0.3,21.43,,,,,,,,
Eureka Energy Ltd,EKA,0.12,2,20.00,,,,,,,,
Westralian Gas & Pwr opt oct11,WGPOA,0.006,0.1,20.00,,,,,,,,
Globe Metals & Mining,GBE,0.215,3.5,19.44,,,,,,,,
MEO Aust Ltd,MEO,0.53,8.5,19.10,,,,,,,,
Hemisphere Res,HEM,0.69,11,18.97,,,,,,,,
Black Range Min,BLR,0.053,0.8,17.78,,,,,,,,
Catalpa Res opt jun10,CAHO,0.50,7.5,17.65,,,,,,,,
Ironbark Gold,IBG,0.20,3,17.65,,,,,,,,
Truscott Min Corp,TRM,0.135,2,17.39,,,,,,,,
Navigator Res opt nov11,NAVO,0.057,0.8,16.33,,,,,,,,
Sino Gas Energy,SEH,0.185,2.5,15.62,,,,,,,,
Shield Min,SHX,0.23,3,15.00,,,,,,,,
Lakes Oil NL,LKO,0.008,0.1,14.29,,,,,,,,
Renison Cons,RSN,0.008,0.1,14.29,,,,,,,,
Ampella Min opt jul10,AMXO,0.455,5.5,13.75,,,,,,,,
Azure Min,AZS,0.05,0.6,13.64,,,,,,,,
Top End Uranium,TEU,0.125,1.5,13.64,,,,,,,,
Burey Gold Ltd,BYR,0.034,0.4,13.33,,,,,,,,
Buxton Res Ltd,BUX,0.085,1,13.33,,,,,,,,
Fortescue Metals Grp,FMG,5.20,60,13.04,,,,,,,,
Modena Res Ltd,MDA,0.053,0.6,12.77,,,,,,,,
Mundo Min,MUN,0.265,3,12.77,,,,,,,,
Union Res Ltd,UCL,0.009,0.1,12.50,,,,,,,,
Zinc Co Aust,ZNC,0.14,1.5,12.00,,,,,,,,
Tribune Res NL,TBR,0.795,8.5,11.97,,,,,,,,
Greenpower Enrgy,GPP,0.095,1,11.76,,,,,,,,
Red Metal Ltd,RDM,0.19,2,11.76,,,,,,,,
Aurox Res,AXO,0.335,3.5,11.67,,,,,,,,
Cauldron Energy,CXU,0.445,4.5,11.25,,,,,,,,
Envirogold Ltd,EVG,0.089,0.9,11.25,,,,,,,,
Carnavale Res,CAV,0.15,1.5,11.11,,,,,,,,
Ethan Min Ltd,ETH,0.20,2,11.11,,,,,,,,
Austin Explore,AKK,0.061,0.6,10.91,,,,,,,,
Moby Oil & Gas,MOG,0.205,2,10.81,,,,,,,,
Focus Min Ltd,FML,0.073,0.7,10.61,,,,,,,,
Meteoric Res,MEI,0.165,1.5,10.00,,,,,,,,
Ramelius Res opt jun10,RMSOC,0.055,0.5,10.00,,,,,,,,
Rox Res,RXL,0.022,0.2,10.00,,,,,,,,
Western Plains Res,WPG,0.33,3,10.00,,,,,,,,
Range River Gold,RNG,0.046,0.4,9.52,,,,,,,,
Greenland Min En opt jun11,GGGO,0.58,5,9.43,,,,,,,,
Thundelarra Explor,THX,0.465,4,9.41,,,,,,,,
Norseman Gold cdi 1:1,NGX,1.105,9.5,9.41,,,,,,,,
Gippsland Ltd,GIP,0.07,0.6,9.38,,,,,,,,
Lynas Corp,LYC,0.65,5.5,9.24,,,,,,,,
Gondwana Res opt jun11,GDAO,0.024,0.2,9.09,,,,,,,,
East Coast Min,ECM,0.061,0.5,8.93,,,,,,,,
