Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4694.9 at 16:36 1/3/2010  Report at 19:05 Monday 1/3/2010. Processed 19:45 Monday 1/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Charter Pacific opt feb11,CHFO,0.003,0.2,200.00,,,,,,,,
Media Grp Int Ltd,MUI,0.013,0.3,30.00,,,,,,,,
Pienets Ltd,PIE,0.013,0.3,30.00,,,,,,,,
Clean Seas Tuna,CSS,0.115,2.4,26.37,,,,,,,,
Pac Star Net,PNW,0.05,0.9,21.95,,,,,,,,
Austofix Grp Ltd,AYX,1.20,20,20.00,,,,,,,,
IPGA Ltd,IPP,0.19,3,18.75,,,,,,,,
Altera Res Ltd,AEA,0.225,3.5,18.42,,,,,,,,
Artist & Entertain,AEM,0.013,0.2,18.18,,,,,,,,
Atlantic Ltd opt dec11,ATIO,0.02,0.3,17.65,,,,,,,,
Island Sky Aust,ISK,0.115,1.5,15.00,,,,,,,,
Arturus Capital,AKW,0.195,2.5,14.71,,,,,,,,
E-Com Multi Ltd,ECE,0.008,0.1,14.29,,,,,,,,
TVN Corp Ltd,TVN,0.008,0.1,14.29,,,,,,,,
Smarttrans Hldgs,SMA,0.025,0.3,13.64,,,,,,,,
Thakral Hldgs unt,THG,0.39,4.5,13.04,,,,,,,,
Anteo Diagnostics opt sep10,ADOO,0.04,0.4,11.11,,,,,,,,
China Steel,CNH,0.15,1.5,11.11,,,,,,,,
Cool or Cosy Ltd,COS,0.09,0.9,11.11,,,,,,,,
Robe Aust Ltd,ROB,0.01,0.1,11.11,,,,,,,,
Pulse Health Ltd,PHG,0.051,0.5,10.87,,,,,,,,
Adultshop Com,ASC,0.011,0.1,10.00,,,,,,,,
Coote Industrial,CXG,0.22,2,10.00,,,,,,,,
Run Corp Ltd,RNC,0.055,0.5,10.00,,,,,,,,
Hudson Invest,HGL,0.10,0.9,9.89,,,,,,,,
OBJ Ltd,OBJ,0.047,0.4,9.30,,,,,,,,
Careers Multilist,CGR,0.24,2,9.09,,,,,,,,
China West Hldgs,CWH,0.12,1,9.09,,,,,,,,
Neptune Marine,NMS,0.44,3.5,8.64,,,,,,,,
Cougar Energy,CXY,0.13,1,8.33,,,,,,,,
Bigair Grp Ltd,BGL,0.135,1,8.00,,,,,,,,
Powerlan Ltd,PWR,0.069,0.5,7.81,,,,,,,,
Anteo Diagnostics,ADO,0.056,0.4,7.69,,,,,,,,
Chandler Macleod,CMG,0.28,2,7.69,,,,,,,,
Tyrian Diagnostics,TDX,0.014,0.1,7.69,,,,,,,,
Aust Agriculture,AAC,1.38,9,6.98,,,,,,,,
Euroz Ltd,EZL,1.465,9.5,6.93,,,,,,,,
Frigrite Ltd,FRR,0.16,1,6.67,,,,,,,,
Ideas Intl,IDE,0.32,2,6.67,,,,,,,,
Toll Hldgs Ltd,TOL,7.25,45,6.62,,,,,,,,
Karmelsonix Ltd,KSX,0.034,0.2,6.25,,,,,,,,
Probiotec Ltd,PBP,1.615,9.5,6.25,,,,,,,,
RP Data Ltd,RPX,1.02,6,6.25,,,,,,,,
Techniche Ltd,TCN,0.085,0.5,6.25,,,,,,,,
Calzada Ltd,CZD,0.035,0.2,6.06,,,,,,,,
bioMD Ltd,BOD,0.053,0.3,6.00,,,,,,,,
Clinuvel Pharmaceut,CUV,0.275,1.5,5.77,,,,,,,,
Cbio Ltd,CBZ,0.38,2,5.56,,,,,,,,
ING Real Estate Ente unt,IEF,0.19,1,5.56,,,,,,,,
Calliden Grp,CIX,0.29,1.5,5.45,,,,,,,,
Charter Pacific,CHF,0.058,0.3,5.45,,,,,,,,
Dulhunty Power,DUL,0.04,0.2,5.26,,,,,,,,
Gunns Ltd,GNS,0.60,3,5.26,,,,,,,,
PPK Grp Ltd,PPK,0.40,2,5.26,,,,,,,,
Rubik Financial,RFL,0.08,0.4,5.26,,,,,,,,
MINING RISES,,,,,,,,,,,,
Copper Range Ltd opt sep10,CRJOA,0.005,0.4,400.00,,,,,,,,
Frontier Res,FNT,0.048,2.3,92.00,,,,,,,,
Frontier Res  opt dec10,FNTO,0.016,0.7,77.78,,,,,,,,
Exoma Energy Ltd opt mar11,EXEO,0.042,1.2,40.00,,,,,,,,
Pac Ore Ltd opt sep12,PSFO,0.018,0.5,38.46,,,,,,,,
Geopacific Res,GPR,0.10,2.5,33.33,,,,,,,,
Magellan Pet cdi,MGN,1.75,40,29.63,,,,,,,,
Central Pet opt jun10,CTPOA,0.011,0.2,22.22,,,,,,,,
Synergy Metals,SML,0.017,0.3,21.43,,,,,,,,
Clancy Explore,CLY,0.15,2.5,20.00,,,,,,,,
Imperial Corp Ltd,IMP,0.006,0.1,20.00,,,,,,,,
Monitor Energy,MHL,0.006,0.1,20.00,,,,,,,,
Oil Basins Ltd,OBL,0.018,0.3,20.00,,,,,,,,
Athena Res opt apr12,AHNOA,0.027,0.4,17.39,,,,,,,,
Red 5 Ltd,RED,0.135,2,17.39,,,,,,,,
Regis Res opt jan14,RRLO,0.59,8,15.69,,,,,,,,
Truscott Min Corp,TRM,0.115,1.5,15.00,,,,,,,,
Reward Min Ltd,RWD,0.35,4.5,14.75,,,,,,,,
Apex Min NL opt nov12,AXMO,0.008,0.1,14.29,,,,,,,,
Athena Res,AHN,0.08,1,14.29,,,,,,,,
Golden State Res opt nov10,GDNOA,0.008,0.1,14.29,,,,,,,,
Sierra Min,SRM,0.04,0.5,14.29,,,,,,,,
Atomic Res,ATQ,0.125,1.5,13.64,,,,,,,,
Equatorial Coal,EQX,0.025,0.3,13.64,,,,,,,,
Eleckra Mines opt jun11,EKMO,0.034,0.4,13.33,,,,,,,,
Samson Oil & Gas opt dec12,SSNO,0.017,0.2,13.33,,,,,,,,
Doray Min Ltd,DRM,0.18,2,12.50,,,,,,,,
Sabre Res,SBR,0.45,5,12.50,,,,,,,,
Voyager Res,VOR,0.018,0.2,12.50,,,,,,,,
Triton Gold Ltd opt dec13,TONO,0.084,0.9,12.00,,,,,,,,
Cullen Res,CUL,0.047,0.5,11.90,,,,,,,,
Manhattan Corp,MHC,1.45,15,11.54,,,,,,,,
Austex Oil Ltd,AOK,0.20,2,11.11,,,,,,,,
Buru Energy opt oct10,BRUO,0.01,0.1,11.11,,,,,,,,
Jameson Res,JAL,0.30,3,11.11,,,,,,,,
Barra Res,BAR,0.086,0.8,10.26,,,,,,,,
Axiom Min Ltd cdi,AVQ,0.033,0.3,10.00,,,,,,,,
India Res,IRL,0.033,0.3,10.00,,,,,,,,
Metals Aust,MLS,0.011,0.1,10.00,,,,,,,,
Padbury Min Ltd,PDY,0.022,0.2,10.00,,,,,,,,
ERO Min Ltd,ERO,0.045,0.4,9.76,,,,,,,,
Central Pet opt mar14,CTPO,0.058,0.5,9.43,,,,,,,,
Carbine Res,CRB,0.175,1.5,9.37,,,,,,,,
Fission Energy,FIS,0.12,1,9.09,,,,,,,,
Planet Gas Ltd,PGS,0.12,1,9.09,,,,,,,,
Aditya Birla,ABY,1.035,8.5,8.95,,,,,,,,
Scotgold Res,SGZ,0.125,1,8.70,,,,,,,,
Signature Metals,SBL,0.025,0.2,8.70,,,,,,,,
Korab Res,KOR,0.38,3,8.57,,,,,,,,
Lynas Corp,LYC,0.515,4,8.42,,,,,,,,
Copper Range Ltd,CRJ,0.026,0.2,8.33,,,,,,,,
MIL Res opt may12,MGKOA,0.013,0.1,8.33,,,,,,,,
Peak Res,PEK,0.13,1,8.33,,,,,,,,
Bass Strait Oil Co,BAS,0.04,0.3,8.11,,,,,,,,
Green Rock Energy,GRK,0.04,0.3,8.11,,,,,,,,
A1 Min Ltd,AAM,0.335,2.5,8.06,,,,,,,,
Magnetic Res ctg,MAUCA,0.27,2,8.00,,,,,,,,
Samson Oil & Gas,SSN,0.027,0.2,8.00,,,,,,,,
Sinovus Min Ltd,SNV,0.027,0.2,8.00,,,,,,,,
Elementos Ltd,ELT,0.21,1.5,7.69,,,,,,,,
Transerv Energy,TSV,0.014,0.1,7.69,,,,,,,,
Regis Res,RRL,0.935,6.5,7.47,,,,,,,,
Cortona Res,CRC,0.15,1,7.14,,,,,,,,
Dart Min NL,DTM,0.09,0.6,7.14,,,,,,,,
Syndicated Metals,SMD,0.15,1,7.14,,,,,,,,
Eureka Energy Ltd,EKA,0.155,1,6.90,,,,,,,,
Argosy Min cdi,AGY,0.048,0.3,6.67,,,,,,,,
Fox Res,FXR,0.16,1,6.67,,,,,,,,
Northern Min,NMI,0.16,1,6.67,,,,,,,,
Northern Uranium,NTU,0.16,1,6.67,,,,,,,,
Red Metal Ltd,RDM,0.16,1,6.67,,,,,,,,
Forte Energy NL,FTE,0.165,1,6.45,,,,,,,,
Mirabela Nickel,MBN,2.17,13,6.37,,,,,,,,
Batavia Min opt jun12,BTVO,0.085,0.5,6.25,,,,,,,,
Cougar Metals NL,CGM,0.017,0.1,6.25,,,,,,,,
Global Geoscience,GSC,0.085,0.5,6.25,,,,,,,,
Mithril Res,MTH,0.17,1,6.25,,,,,,,,
Magnetic Res,MAU,0.52,3,6.12,,,,,,,,
Brumby Res,BMY,0.07,0.4,6.06,,,,,,,,
A-Cap Res,ACB,0.36,2,5.88,,,,,,,,
Alcyone Res Ltd,AYN,0.036,0.2,5.88,,,,,,,,
Aust Bauxite Ltd,ABZ,0.36,2,5.88,,,,,,,,
Batavia Min,BTV,0.18,1,5.88,,,,,,,,
Marenica Energy,MEY,0.18,1,5.88,,,,,,,,
Meridian Min,MII,0.09,0.5,5.88,,,,,,,,
Sundance Energy,SEA,0.18,1,5.88,,,,,,,,
Minara Res,MRE,0.735,4,5.76,,,,,,,,
Bauxite Resource,BAU,0.74,4,5.71,,,,,,,,
TNG Ltd,TNG,0.074,0.4,5.71,,,,,,,,
Panoramic Res,PAN,1.975,10.5,5.61,,,,,,,,
Gondwana Res,GDA,0.019,0.1,5.56,,,,,,,,
Namibian Copper,NCO,0.19,1,5.56,,,,,,,,
Target Energy,TEX,0.039,0.2,5.41,,,,,,,,
Aussie Q Res,AQR,0.495,2.5,5.32,,,,,,,,
OZ Minerals,OZL,1.095,5.5,5.29,,,,,,,,
Dynasty Metals,DMA,0.20,1,5.26,,,,,,,,
Nupower Res,NUP,0.082,0.4,5.13,,,,,,,,
Blackthorn Res,BTR,0.825,4,5.10,,,,,,,,
Modena Res Ltd,MDA,0.042,0.2,5.00,,,,,,,,
INDUSTRIAL FALLS,,,,,,,,,,,,
Authorised Invest,AIY,0.009,-2.1,-70.00,,,,,,,,
Entellect Solutions,ESN,0.002,-0.1,-33.33,,,,,,,,
Sun Biomedical,SBN,0.002,-0.1,-33.33,,,,,,,,
Souls Private Equity optfeb15d,SOEOA,0.009,-0.4,-30.77,,,,,,,,
3Q Hldgs Ltd,TQH,0.125,-4.5,-26.47,,,,,,,,
Comtel Corp Ltd,CMO,0.02,-0.7,-25.93,,,,,,,,
Admerex Ltd,ADL,0.006,-0.2,-25.00,,,,,,,,
Future Corp,FUT,0.003,-0.1,-25.00,,,,,,,,
Multi Channel,MUT,0.003,-0.1,-25.00,,,,,,,,
Success Res Global,SGU,0.015,-0.5,-25.00,,,,,,,,
Stanfield Funds,SFN,0.012,-0.3,-20.00,,,,,,,,
Comops Ltd,COM,0.115,-2.5,-17.86,,,,,,,,
EFTEL Ltd,EFT,0.02,-0.4,-16.67,,,,,,,,
Reverse Corp Ltd,REF,0.225,-4.5,-16.67,,,,,,,,
Ainsworth Game Tech,AGI,0.13,-2.5,-16.13,,,,,,,,
Clean Teq Hldgs,CLQ,0.26,-5,-16.13,,,,,,,,
Avexa Ltd,AVX,0.11,-2,-15.38,,,,,,,,
SDI Ltd,SDI,0.225,-4,-15.09,,,,,,,,
Verus Invest opt jun10,VILO,0.006,-0.1,-14.29,,,,,,,,
Cryosite Ltd,CTE,0.13,-2,-13.33,,,,,,,,
Dromana Estate,DMY,0.026,-0.4,-13.33,,,,,,,,
Oldfields Hldgs,OLH,0.20,-3,-13.04,,,,,,,,
