Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4807.1 at 16:36 3/5/2010  Report at 19:05 Monday 3/5/2010. Processed 19:15 Monday 3/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Living Cell Tech opt dec10,LCTO,0.15,5,50.00,,,,,,,,
Overseas & Gen cdi,OGL,0.135,3.5,35.00,,,,,,,,
Enviromission Ltd,EVM,0.049,1.2,32.43,,,,,,,,
Macarthurcook Ind Pr unt,MIF,0.385,7.5,24.19,,,,,,,,
McMillan Shakespeare,MMS,4.41,84,23.53,,,,,,,,
Multi Channel,MUT,0.006,0.1,20.00,,,,,,,,
Artist & Entertain,AEM,0.013,0.2,18.18,,,,,,,,
Consolidated Global,CGI,0.035,0.5,16.67,,,,,,,,
Global Prop,GPB,0.25,3,13.64,,,,,,,,
Maryborough Sugar,MSF,1.98,21,11.86,,,,,,,,
MacarthurCook PSF unt,MPS,0.085,0.9,11.84,,,,,,,,
Ezenet Ltd,EZE,0.03,0.3,11.11,,,,,,,,
Webspy Ltd,WSY,0.02,0.2,11.11,,,,,,,,
Asia Liver Trans,AJJ,0.105,1,10.53,,,,,,,,
Clever Com Aus,CVA,0.105,1,10.53,,,,,,,,
Medical Corp,MOD,0.022,0.2,10.00,,,,,,,,
Heartware Int Inc cdi  35:1,HIN,1.68,15,9.80,,,,,,,,
Carnegie Wave Energy,CWE,0.115,1,9.52,,,,,,,,
BT Invest Mngmnt,BTT,2.76,23,9.09,,,,,,,,
Holista Colltech,HCT,0.12,1,9.09,,,,,,,,
BioProspect Ltd,BPO,0.025,0.2,8.70,,,,,,,,
Hyro Ltd,HYO,0.025,0.2,8.70,,,,,,,,
Oncard Intl,ONC,0.125,1,8.70,,,,,,,,
Savcor Grp Ltd,SAV,0.125,1,8.70,,,,,,,,
Contango Capital,CCQ,0.76,6,8.57,,,,,,,,
Monteray Grp,MRY,0.013,0.1,8.33,,,,,,,,
Biota Hldgs,BTA,1.46,11,8.15,,,,,,,,
Centrepoint Alliance,CAF,0.14,1,7.69,,,,,,,,
E-Pay Asia Ltd,EPY,0.14,1,7.69,,,,,,,,
MobileActive Ltd,MBA,0.044,0.3,7.32,,,,,,,,
iCash Payment Sys,ICP,0.047,0.3,6.82,,,,,,,,
Boart Longyear,BLY,0.35,2,6.06,,,,,,,,
Macq Radio,MRN,0.89,5,5.95,,,,,,,,
Virax Hldgs,VHL,0.09,0.5,5.88,,,,,,,,
