Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4929.5 at 16:35 15/1/2010  Report at 19:05 Friday 15/1/2010. Processed 19:20 Friday 15/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
MGM Wireless Ltd,MWR,0.017,1,142.90,,,,,,,,
IFC Capital Ltd,IFC,0.15,5,50.00,,,,,,,,
M2M Corp,MCL,0.003,0.1,50.00,,,,,,,,
Sun Biomedical,SBN,0.003,0.1,50.00,,,,,,,,
Anteo Diagnostics opt feb11,ADOOA,0.025,0.7,38.89,,,,,,,,
Computronics,CPS,0.04,1.1,37.93,,,,,,,,
Quay Magnesium,QMG,0.029,0.6,26.09,,,,,,,,
World Reach Ltd,WRR,0.005,0.1,25.00,,,,,,,,
Intrapower Ltd,IPX,0.135,2.5,22.73,,,,,,,,
4C Sec Solution,FCS,0.022,0.4,22.22,,,,,,,,
Brainz Instruments,BZI,0.055,1,22.22,,,,,,,,
Pharmanet Grp,PNO,0.011,0.2,22.22,,,,,,,,
Powerlan Ltd,PWR,0.115,2,21.05,,,,,,,,
Rheochem Plc cdi 1:1,RHE,0.18,3,20.00,,,,,,,,
ETT Ltd fpo nz,ETT,0.007,0.1,16.67,,,,,,,,
Scantech Ltd,SCD,0.44,6,15.79,,,,,,,,
Select Vaccines,SLT,0.015,0.2,15.38,,,,,,,,
Alpha Financial Prod ser1frn12,AFPHA,16.00,200,14.29,,,,,,,,
Cellmid Ltd,CDY,0.036,0.4,12.50,,,,,,,,
Incitive Ltd,ICV,0.009,0.1,12.50,,,,,,,,
Hudson Invest,HGL,0.11,1.2,12.24,,,,,,,,
Unilife Medical Sol,UNI,1.055,11.5,12.23,,,,,,,,
Empire Beer Grp,EEE,0.065,0.7,12.07,,,,,,,,
Queste Comm,QUE,0.14,1.5,12.00,,,,,,,,
Zicom Grp Ltd,ZGL,0.33,3.5,11.86,,,,,,,,
Hostech Ltd,HTC,0.029,0.3,11.54,,,,,,,,
Hot Rock Ltd,HRL,0.145,1.5,11.54,,,,,,,,
MCM Entertainment Gr,MEG,0.20,2,11.11,,,,,,,,
Quest Min Ltd,QNL,0.105,1,10.53,,,,,,,,
Bigair Grp Ltd,BGL,0.11,1,10.00,,,,,,,,
Wellcom Grp Ltd,WLL,2.20,20,10.00,,,,,,,,
Coretrack Ltd,CKK,0.29,2.5,9.43,,,,,,,,
Avexa Ltd,AVX,0.175,1.5,9.37,,,,,,,,
Structural Monitor cdi,SMN,0.035,0.3,9.38,,,,,,,,
Adultshop Com,ASC,0.012,0.1,9.09,,,,,,,,
MAX Tr unt,MXQ,0.072,0.6,9.09,,,,,,,,
Robe Aust Ltd,ROB,0.012,0.1,9.09,,,,,,,,
Mesoblast Ltd,MSB,2.18,18,9.00,,,,,,,,
Early Learning Serv,ELY,0.37,3,8.82,,,,,,,,
United Overseas Aust,UOS,0.32,2.5,8.47,,,,,,,,
Legacy Iron Ore opt dec12,LCYOA,0.065,0.5,8.33,,,,,,,,
Multiplex Acumen unt,MPF,0.13,1,8.33,,,,,,,,
AVJennings,AVJ,0.525,4,8.25,,,,,,,,
ARK Fund Ltd (The),ARJ,0.48,3.5,7.87,,,,,,,,
Altera Res Ltd,AEA,0.14,1,7.69,,,,,,,,
Wavenet Intl,WAL,0.14,1,7.69,,,,,,,,
