Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4715.5 at 16:47 30/11/2009  Report at 19:05 Monday 30/11/2009. Processed 19:26 Monday 30/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Orchid Capital opt feb12,ORCOA,0.004,0.3,300.00,,,,,,,,
Transol Corp opt may11,TNCOA,0.006,0.2,50.00,,,,,,,,
Photo-Me Aust,PTO,0.013,0.4,44.44,,,,,,,,
TVN Corp Ltd,TVN,0.011,0.3,37.50,,,,,,,,
Metal Storm Ltd,MST,0.026,0.7,36.84,,,,,,,,
Multi Channel,MUT,0.004,0.1,33.33,,,,,,,,
Hostech Ltd,HTC,0.025,0.6,31.58,,,,,,,,
Sino Strategic Intl,SSI,0.42,10,31.25,,,,,,,,
Rubicor Grp,RUB,0.05,1.1,28.21,,,,,,,,
Black Ridge Min,BRD,0.01,0.2,25.00
GSF Corp Ltd,GSF,0.005,0.1,25.00
Style Ltd,SYP,0.03,0.6,25.00
TTA Hldgs Ltd,TTA,0.072,1.4,24.14
Dark Blue Sea,DBS,0.345,6.5,23.21
Digislide Hldgs,DGI,0.38,7,22.58
Clever Com Aus,CVA,0.072,1.2,20.00
Dromana Estate,DMY,0.037,0.6,19.35
MobileActive Ltd,MBA,0.025,0.4,19.05
Stratatel Ltd opt sep11,STEO,0.013,0.2,18.18
Investorfirst Ltd,INQ,0.14,2,16.67
Transol Corp,TNC,0.014,0.2,16.67
Biota Hldgs,BTA,3.05,43,16.41
Ipernica Ltd,IPR,0.15,2,15.38
Ainsworth Game Tech,AGI,0.19,2.5,15.15
USCOM Ltd,UCM,0.76,10,15.15
Cardia Bioplastics,CNN,0.023,0.3,15.00
Cyclopharm Ltd,CYC,0.115,1.5,15.00
CBD Energy Ltd,CBD,0.195,2.5,14.71
Wentworth Hldgs,WWM,0.08,1,14.29
China Steel,CNH,0.125,1.5,13.64
Atlantic Ltd,ATI,0.045,0.5,12.50
Brierty Ltd,BYL,0.36,4,12.50
Global Construct,GCS,0.98,10.5,12.00
Connxion Ventures,CXN,0.048,0.5,11.63
ISS Grp Ltd,ISS,0.24,2.5,11.63
Energy Develop,ENE,2.69,28,11.62
Chandler Macleod,CMG,0.20,2,11.11
Clinuvel Pharmaceut,CUV,0.30,3,11.11
IPGA Ltd,IPP,0.10,1,11.11
Prime Retirement unt,PTN,0.15,1.5,11.11
BioProspect Ltd,BPO,0.041,0.4,10.81
Solagran Ltd,SLA,0.26,2.5,10.64
Gage Roads Brewing,GRB,0.165,1.5,10.00
Generator Income gennote2,GINHA,49.50,450,10.00
Flexigrp Ltd,FXL,1.75,15.5,9.72
Atlas Southsea Pearl,ATP,0.115,1,9.52
Nexbis Ltd,NBS,0.23,2,9.52
Vmoto Ltd,VMT,0.175,1.5,9.37
Praemium Ltd,PPS,0.18,1.5,9.09
Industrea Ltd,IDL,0.485,4,8.99
Clean Seas Tuna,CSS,0.315,2.5,8.62
Pac Enviromin,PEV,0.013,0.1,8.33
Thinksmart Ltd,TSM,0.92,7,8.24
