Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4374.0 at 16:17 8/7/2010  Report at 19:05 Thursday 8/7/2010. Processed 19:10 Thursday 8/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Cordlife Ltd rts 12jul,CBBR,0.003,0.2,200.00,,,,,,,,
Multi Channel,MUT,0.007,0.2,40.00,,,,,,,,
Tag Pacific Ltd,TAG,0.18,5,38.46,,,,,,,,
Olea Australis,OLE,0.004,0.1,33.33,,,,,,,,
Adcorp Aust,AAU,0.20,4.5,29.03,,,,,,,,
Strathfield Grp,SRA,0.01,0.2,25.00,,,,,,,,
Resourc & En Grp,REZ,0.10,1.9,23.46,,,,,,,,
Strategic Pooled,SPD,0.11,2,22.22,,,,,,,,
Cape Range Ltd,CAG,0.006,0.1,20.00,,,,,,,,
MobileActive Ltd,MBA,0.024,0.4,20.00,,,,,,,,
Soilsub Tech,SOI,0.012,0.2,20.00,,,,,,,,
Cardno Ltd rts26juld,CDDR,0.50,8,19.05,,,,,,,,
Wasabi Energy Ltd,WAS,0.014,0.2,16.67,,,,,,,,
Supply Net,SNL,0.37,5,15.62,,,,,,,,
Dragon Energy,DLE,0.355,4.5,14.52,,,,,,,,
E-Com Multi Ltd,ECE,0.008,0.1,14.29,,,,,,,,
Hawkley Oil And Gas,HOG,0.16,2,14.29,,,,,,,,
Medivac Ltd,MDV,0.008,0.1,14.29,,,,,,,,
Stirling Products,STI,0.008,0.1,14.29,,,,,,,,
Centro Retail stp,CER,0.165,2,13.79,,,,,,,,
PharmAust Ltd opt mar12,PAAO,0.018,0.2,12.50,,,,,,,,
APN Prop Grp,APD,0.19,2,11.76,,,,,,,,
Brand New Vintage,BNV,0.019,0.2,11.76,,,,,,,,
MacarthurCook PSF unt,MPS,0.105,1.1,11.70,,,,,,,,
