Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4651.1 at 16:35 26/2/2010  Report at 19:05 Friday 26/2/2010. Processed 19:55 Friday 26/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Sun Biomedical,SBN,0.003,0.1,50.00,,,,,,,,
Cape Range Ltd,CAG,0.01,0.3,42.86,,,,,,,,
Altera Res Ltd,AEA,0.19,5,35.71,,,,,,,,
Future Corp,FUT,0.004,0.1,33.33,,,,,,,,
Diversa Ltd,DVA,0.11,2.6,30.95,,,,,,,,
Blue Capital Ltd,BIV,0.028,0.6,27.27,,,,,,,,
bioMD Ltd,BOD,0.05,0.9,21.95,,,,,,,,
Healthlinx Ltd,HTX,0.18,3,20.00,,,,,,,,
Savcor Grp Ltd,SAV,0.12,2,20.00,,,,,,,,
MAX Tr unt,MXQ,0.069,1.1,18.97,,,,,,,,
Virax Hldgs,VHL,0.13,2,18.18,,,,,,,,
National Leisure,NLG,0.02,0.3,17.65,,,,,,,,
Pac Enviromin,PEV,0.014,0.2,16.67,,,,,,,,
Undercoverwear,UCW,0.35,5,16.67,,,,,,,,
ADG Global Supply,ADQ,0.071,1,16.39,,,,,,,,
Viagold Capital,VIA,0.25,3.5,16.28,,,,,,,,
SCV Grp Ltd,SCV,0.015,0.2,15.38,,,,,,,,
CO2 Grp Ltd,COZ,0.19,2.5,15.15,,,,,,,,
Dulhunty Power,DUL,0.038,0.5,15.15,,,,,,,,
Medical Develop,MVP,0.16,2,14.29,,,,,,,,
Probiomics Ltd,PCC,0.016,0.2,14.29,,,,,,,,
Ascent Pharmahealth,APH,0.25,3,13.64,,,,,,,,
India Equities Fund opt aug10,INEO,0.085,1,13.33,,,,,,,,
Argus Solutions,ASV,0.27,3,12.50,,,,,,,,
Paragon Care Ltd,PGC,0.032,0.3,10.34,,,,,,,,
Anaeco Ltd,ANQ,0.22,2,10.00,,,,,,,,
Artist & Entertain,AEM,0.011,0.1,10.00,,,,,,,,
Ambertech Ltd,AMO,0.56,5,9.80,,,,,,,,
