Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4621.3 at 16:39 9/9/2010  Report at 19:05 Thursday 9/9/2010. Processed 19:13 Thursday 9/9/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Medic Vision Ltd opt jan12,MVHOA,0.006,0.5,500.00,,,,,,,,
Enerji Ltd opt dec16,ERJO,0.01,0.6,150.00,,,,,,,,
M2M Corp,MCL,0.002,0.1,100.00,,,,,,,,
Enerji Ltd,ERJ,0.026,1.1,73.33,,,,,,,,
Frankland River,FLR,0.012,0.5,71.43,,,,,,,,
Money3 Corp,MNY,0.53,13,32.50,,,,,,,,
AWH Corp Ltd,AWL,0.005,0.1,25.00,,,,,,,,
Energy Ventures,EVE,0.044,0.8,22.22,,,,,,,,
Compass Hotel stp,CXH,0.02,0.3,17.65,,,,,,,,
RER Grp Ltd opt dec10,RGDO,0.235,3.5,17.50,,,,,,,,
CO2 Grp Ltd,COZ,0.195,2.5,14.71,,,,,,,,
Medivac Ltd,MDV,0.008,0.1,14.29,,,,,,,,
Eastland Medical,EMS,0.05,0.6,13.64,,,,,,,,
OBJ Ltd opt dec10,OBJO,0.017,0.2,13.33,,,,,,,,
Engin Ltd,ENG,0.40,4.5,12.68,,,,,,,,
Keycorp Ltd,KYC,0.565,6,11.88,,,,,,,,
Arafura Pearls,APB,0.019,0.2,11.76,,,,,,,,
Konekt Ltd,KKT,0.19,2,11.76,,,,,,,,
Calzada Ltd,CZD,0.029,0.3,11.54,,,,,,,,
Energio Ltd,EIO,0.01,0.1,11.11,,,,,,,,
IFS Construct Ltd,IFS,0.05,0.5,11.11,,,,,,,,
Apollo Cons,AOP,0.011,0.1,10.00,,,,,,,,
Probiomics Ltd,PCC,0.011,0.1,10.00,,,,,,,,
E-Pay Asia Ltd,EPY,0.12,1,9.09,,,,,,,,
