Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4538.8 at 16:36 8/2/2010  Report at 19:05 Monday 8/2/2010. Processed 19:24 Monday 8/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
OBJ Ltd opt dec10,OBJO,0.035,1.3,59.09,,,,,,,,
Benitec Ltd opt apr11,BLTOA,0.003,0.1,50.00,,,,,,,,
Verus Invest opt jun10,VILO,0.012,0.4,50.00,,,,,,,,
Incitive Ltd,ICV,0.007,0.2,40.00,,,,,,,,
Verus Invest,VIL,0.072,2,38.46,,,,,,,,
OBJ Ltd,OBJ,0.044,1.2,37.50,,,,,,,,
SCV Grp Ltd,SCV,0.008,0.2,33.33,,,,,,,,
Konekt Ltd,KKT,0.15,3.5,30.43,,,,,,,,
Electrometals Tech,EMM,0.028,0.6,27.27,,,,,,,,
Westoz Inv Ltd opt jun12,WICO,0.095,2,26.67,,,,,,,,
Longreach Grp,LRG,0.039,0.8,25.81,,,,,,,,
Blue Capital Ltd,BIV,0.02,0.4,25.00,,,,,,,,
Comops Ltd,COM,0.175,3.5,25.00,,,,,,,,
Helicon Grp,HCG,0.03,0.6,25.00,,,,,,,,
Verticon Grp Ltd,VGP,0.005,0.1,25.00,,,,,,,,
RTL Corp Ltd,RTL,0.017,0.3,21.43,,,,,,,,
Pienets Ltd,PIE,0.012,0.2,20.00,,,,,,,,
Benitec Ltd opt apr14,BLTO,0.02,0.3,17.65,,,,,,,,
Anteo Diagnostics,ADO,0.049,0.7,16.67,,,,,,,,
E-Com Multi Ltd,ECE,0.007,0.1,16.67,,,,,,,,
Empired Ltd,EPD,0.14,2,16.67,,,,,,,,
JV Global Ltd,JVG,0.007,0.1,16.67,,,,,,,,
Viralytics Ltd opt jun10,VLAO,0.035,0.5,16.67,,,,,,,,
Atlas Southsea Pearl,ATP,0.115,1.5,15.00,,,,,,,,
Anteo Diagnostics opt sep10,ADOO,0.031,0.4,14.81,,,,,,,,
Berklee Ltd,BER,0.40,4.5,12.68,,,,,,,,
Energy Ventures,EVE,0.045,0.5,12.50,,,,,,,,
Multiplex Acumen unt,MPF,0.135,1.5,12.50,,,,,,,,
Robe Aust Ltd,ROB,0.009,0.1,12.50,,,,,,,,
Early Learning Serv,ELY,0.38,4,11.76,,,,,,,,
Pan Asia Corp Ltd,PZC,0.038,0.4,11.76,,,,,,,,
