Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4706.7 at 16:47 20/11/2009  Report at 19:05 Friday 20/11/2009. Processed 19:16 Friday 20/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Altera Res Ltd,AEA,0.12,7,140.00,,,,,,,,
Transol Corp opt may11,TNCOA,0.005,0.2,66.67,,,,,,,,
Medic Vision Ltd,MVH,0.034,1.3,61.90,,,,,,,,
Sun Biomedical,SBN,0.003,0.1,50.00,,,,,,,,
Vesture Ltd,VES,0.022,0.7,46.67,,,,,,,,
E-Pay Asia Ltd,EPY,0.14,3,27.27,,,,,,,,
Ainsworth Game Tech,AGI,0.20,4,25.00,,,,,,,,
Investorfirst Ltd,INQ,0.135,2.5,22.73,,,,,,,,
AWH Corp Ltd,AWL,0.006,0.1,20.00,,,,,,,,
Montec Intl,MTI,0.006,0.1,20.00
Healthzone Ltd,HZL,0.47,7,17.50
Macarthurcook Ind Pr unt,MIF,0.24,3.5,17.07
Labtech Systems,LBT,0.14,2,16.67
Legacy Iron Ore,LCY,0.145,2,16.00
Macq Radio,MRN,0.63,8,14.55
Incitive Ltd,ICV,0.008,0.1,14.29
Moko Mobi Ltd,MKB,0.12,1.5,14.29
Smarttrans Hldgs,SMA,0.008,0.1,14.29
RER Grp Ltd opt dec10,RGDO,0.17,2,13.33
Advanced Share,ASW,0.35,4,12.90
Jumbuck Entertain,JMB,0.345,3.5,11.29
Gage Roads Brewing,GRB,0.15,1.5,11.11
Pienets Ltd,PIE,0.01,0.1,11.11
Verus Invest opt jun10,VILO,0.01,0.1,11.11
 ,VIL,0.032,0.3,10.34
Becton Prop Grp stpld,BEC,0.11,1,10.00
QRSciences Hldgs,QRS,0.066,0.6,10.00
TTA Hldgs Ltd,TTA,0.055,0.5,10.00
Immuron Ltd,IMC,0.079,0.7,9.72
Dulhunty Power,DUL,0.035,0.3,9.38
Phylogica Ltd,PYC,0.12,1,9.09
Global Construct,GCS,0.98,8,8.89
Antisense Therapeutic,ANP,0.062,0.5,8.77
ITL Ltd,ITD,0.08,0.6,8.11
Patties Foods Ltd,PFL,1.285,9.5,7.98
MAX Tr unt,MXQ,0.082,0.6,7.89
PaperlinX Ltd,PPX,0.555,4,7.77
ARK Fund Ltd (The),ARJ,0.625,4.5,7.76
Rockeby Biomed,RBY,0.014,0.1,7.69
Transol Corp,TNC,0.014,0.1,7.69
Prime Financial,PFG,0.22,1.5,7.32
Headline Grp Ltd,HLD,0.15,1,7.14
Keybridge Capital,KBC,0.09,0.6,7.14
Nusep Ltd,NSP,0.30,2,7.14
ING Real Est Ente unt,IEF,0.245,1.5,6.52
Nanosonics Ltd,NAN,0.66,4,6.45
Healthlinx Ltd,HTX,0.085,0.5,6.25
Wilson Htm Invest,WIG,1.70,10,6.25
Codan Ltd,CDA,1.03,6,6.19
USCOM Ltd,UCM,0.70,4,6.06
Xtek Ltd,XTE,0.053,0.3,6.00
Mercury Mobility,MMY,0.095,0.5,5.56
Skilled Grp Ltd,SKE,2.51,13,5.46
Quay Magnesium,QMG,0.02,0.1,5.26
Coventry Grp,CYG,2.10,10,5.00
Helicon Grp,HCG,0.042,0.2,5.00
Mission Newenergy,MBT,0.315,1.5,5.00
SDI Ltd,SDI,0.315,1.5,5.00
MINING RISES,,,,
Scotgold Res opt apr10,SGZO,0.02,1.2,150.00
Sabre Res opt jan10,SBRO,0.155,6.4,70.33
Astro Res NL opt nov12,AROOB,0.003,0.1,50.00
GB Energy Ltd opt sep11,GBXO,0.003,0.1,50.00
Peel Explore opt nov10,PEXO,0.015,0.5,50.00
Global Iron Ltd,GFE,0.20,6,42.86
Rocklands Rich opt nov09,RCIO,0.095,2.5,35.71
Carbine Res,CRB,0.07,1.8,34.62
Baraka Pet,BKP,0.008,0.2,33.33
Drillsearch Energy,DLS,0.083,1.8,27.69
Cluff Res,CFR,0.005,0.1,25.00
Target Energy opt oct12,TEXOB,0.031,0.6,24.00
Blackthorn Res,BTR,0.65,12.5,23.81
Saracen Min opt nov09,SAROA,0.037,0.7,23.33
Central Asia Res,CVR,0.08,1.5,23.08
Sabre Res,SBR,0.60,11,22.45
Newera Uranium,NRU,0.052,0.9,20.93
Golden West Res,GWR,0.615,10.5,20.59
Black Fire Min opt jun10,BFEO,0.03,0.5,20.00
Global Geoscience,GSC,0.125,2,19.05
Pegasus Metals,PUN,0.115,1.8,18.56
Red 5 Ltd,RED,0.16,2.5,18.52
Global Geoscience opt aug12,GSCO,0.035,0.5,16.67
Jervois Min,JRV,0.007,0.1,16.67
Burey Gold Ltd,BYR,0.029,0.4,16.00
Waratah Gold Ltd,WGO,0.185,2.5,15.62
Excalibur Min opt dec12,EXMOA,0.008,0.1,14.29
Republic Gold Ltd opt jun11,RAUOA,0.008,0.1,14.29
Carrick Gold Ltd,CRK,1.005,12.5,14.20
Ord River Res,ORD,0.057,0.7,14.00
Northern Min,NMI,0.21,2.5,13.51
Padbury Min Ltd opt may11,PDYOB,0.017,0.2,13.33
Target Energy,TEX,0.07,0.8,12.90
Argo Explore,AXT,0.071,0.8,12.70
Resource Min Corp,RMI,0.009,0.1,12.50
Stonehenge Metals,SHE,0.028,0.3,12.00
Outback Metals,OUM,0.075,0.8,11.94
Midas Res optnov12d,MDSOC,0.019,0.2,11.76
Fairstar Res,FAS,0.067,0.7,11.67
Lincoln Min opt jun10,LMLO,0.10,1,11.11
Mithril Res opt sep11,MTHO,0.10,1,11.11
Tasman Goldflds,TGX,0.04,0.4,11.11
Voyager Res,VOR,0.03,0.3,11.11
Epsilon Energy,EPS,0.072,0.7,10.77
Eden Energy Ltd,EDE,0.085,0.8,10.39
Sylvania Res,SLV,0.85,8,10.39
Central Pet opt jun10,CTPOA,0.033,0.3,10.00
Curnamona Energy,CUY,0.495,4.5,10.00
Equatorial Coal,EQX,0.033,0.3,10.00
Bowen Energy Ltd,BWN,0.115,1,9.52
Jupiter Energy opt jun10,JPROA,0.023,0.2,9.52
Desert Energy,DSN,0.12,1,9.09
Gulf Res,GLF,0.036,0.3,9.09
Key Pet,KEY,0.12,1,9.09
Samson Oil & Gas,SSN,0.012,0.1,9.09
Cobar Cons,CCU,0.365,3,8.96
Drake Res,DRK,0.245,2,8.89
Adelaide Energy,ADE,0.13,1,8.33
Batavia Min,BTV,0.13,1,8.33
Chrome Corp,CCI,0.13,1,8.33
Renison Cons 12% cn12,RSNG,0.065,0.5,8.33
Stirling Products,STI,0.013,0.1,8.33
Austex Oil Ltd,AOK,0.135,1,8.00
Gujarat NRE Min,GNM,0.69,5,7.81
Frontier Res opt dec10,FNTO,0.014,0.1,7.69
Lonrho Min Ltd,LOM,0.014,0.1,7.69
Navigator Res rts03decd,NAVR,0.028,0.2,7.69
Sunset Energy Ltd,SEY,0.14,1,7.69
Rawson Res,RAW,0.10,0.7,7.53
Crusader Res,CAS,0.22,1.5,7.32
Adelaide Res,ADN,0.30,2,7.14
Caspian Oil & Gas,CIG,0.015,0.1,7.14
Dart Min NL,DTM,0.075,0.5,7.14
Red Emperor Res,RMP,0.15,1,7.14
Segue Res,SEG,0.06,0.4,7.14
Alara Res Ltd,AUQ,0.235,1.5,6.82
Aragon Res,AAG,0.16,1,6.67
Nkwe Platinum opt aug11,NKPO,0.16,1,6.67
Regal Res,RER,0.048,0.3,6.67
Sierra Min,SRM,0.08,0.5,6.67
Rocklands Rich,RCI,0.405,2.5,6.58
Argonaut Res,ARE,0.066,0.4,6.45
Beacon Min opt aug10,BCNOA,0.017,0.1,6.25
Kings Min NL,KMN,0.17,1,6.25
Intec Ltd,INL,0.018,0.1,5.88
Kuth Energy Ltd,KEN,0.18,1,5.88
Signature Metals,SBL,0.036,0.2,5.88
Venturex Res,VXR,0.092,0.5,5.75
Macq Harbour,MHM,0.28,1.5,5.66
Jindalee Res,JRL,1.13,6,5.61
Lindian Res,LIN,0.29,1.5,5.45
Moby Oil & Gas,MOG,0.195,1,5.41
Emergent Res opt sep10,EMGO,0.60,3,5.26
K2 Energy Ltd,KTE,0.04,0.2,5.26
Hemisphere Res,HEM,0.63,3,5.00
INDUSTRIAL FALLS,,,,
Stratatel Ltd opt sep11,STEO,0.011,-0.9,-45.00
Datamotion Asia,DMN,0.002,-0.1,-33.33
BKM Management,BKM,0.006,-0.2,-25.00
E-Com Multi Ltd,ECE,0.003,-0.1,-25.00
IM Medical Ltd,IMI,0.003,-0.1,-25.00
Luminus Systems,LSL,0.012,-0.4,-25.00
Multi Channel,MUT,0.003,-0.1,-25.00
World Reach Ltd,WRR,0.003,-0.1,-25.00
Netcomm Ltd,NTC,0.39,-10,-20.41
Bigair Grp Ltd,BGL,0.10,-2.5,-20.00
SCV Grp Ltd,SCV,0.015,-0.3,-16.67
Verticon Grp Ltd,VGP,0.011,-0.2,-15.38
QRxPharma Ltd,QRX,0.85,-15,-15.00
Apollo Cons,AOP,0.012,-0.2,-14.29
Byte Power Grp,BPG,0.006,-0.1,-14.29
C @ Ltd,CEO,0.012,-0.2,-14.29
Somnomed Ltd,SOM,0.043,-0.7,-14.00
Frigrite Ltd,FRR,0.125,-2,-13.79
Pulse Health Ltd,PHG,0.07,-1.1,-13.58
Gale Pacific Ltd,GAP,0.13,-2,-13.33
Boom Logistics,BOL,0.41,-6,-12.77
Solverdi Worldwide,SWW,0.105,-1.5,-12.50
Progen Pharmaceutic,PGL,0.50,-7,-12.28
Amcom Telecomm opt dec09,AMMO,0.055,-0.7,-11.29
Greencap Ltd,GCG,0.12,-1.5,-11.11
Probiomics Ltd,PCC,0.016,-0.2,-11.11
Green Invest Ltd,GNV,0.07,-0.8,-10.26
Actinogen Ltd,ACW,0.053,-0.6,-10.17
TPL Corp Ltd,TPL,0.018,-0.2,-10.00
Karmelsonix Ltd,KSX,0.047,-0.5,-9.62
KFM Divers Inf unt,KIL,0.855,-9,-9.52
Hedley Leisure stpld,HLG,0.35,-3.5,-9.09
Viralytics Ltd,VLA,0.04,-0.4,-9.09
Coote Industrial,CXG,0.265,-2.5,-8.62
EFTEL Ltd,EFT,0.032,-0.3,-8.57
Medivac Ltd,MDV,0.011,-0.1,-8.33
Sino Strategic Intl,SSI,0.55,-5,-8.33
Axiom Prop,AXI,0.045,-0.4,-8.16
Firstfolio Ltd,FFF,0.058,-0.5,-7.94
PharmAust Ltd,PAA,0.035,-0.3,-7.89
Quantum Energy,QTM,0.175,-1.5,-7.89
Digislide Hldgs,DGI,0.36,-3,-7.69
Viralytics Ltd opt jun10,VLAO,0.012,-0.1,-7.69
Sunshine Heart cdi,SHC,0.04,-0.3,-6.98
India Equities Fund opt aug10,INEO,0.135,-1,-6.90
Insurance Aust Grp,IAG,3.92,-29,-6.89
Atlantic Ltd opt dec11,ATIO,0.028,-0.2,-6.67
Chemgenex Pharmac opt feb12,CXSOA,0.56,-4,-6.67
Aristocrat Leisure,ALL,4.26,-30,-6.58
DWS Advanced,DWS,1.525,-10.5,-6.44
Blaze Intl,BLZ,0.015,-0.1,-6.25
CBD Energy Ltd,CBD,0.15,-1,-6.25
CEC Grp Ltd,CEG,0.15,-1,-6.25
Neptune Marine opt dec10,NMSO,0.53,-3.5,-6.19
Wentworth Hldgs,WWM,0.08,-0.5,-5.88
Mirvac Industrial unt,MIX,0.066,-0.4,-5.71
Tyrian Diagnostics,TDX,0.017,-0.1,-5.56
Programmed Maint,PRG,3.89,-22,-5.35
Connxion Ventures,CXN,0.036,-0.2,-5.26
Intermoco Ltd,INT,0.018,-0.1,-5.26
Bionomics Ltd,BNO,0.37,-2,-5.13
Energy Ventures,EVE,0.074,-0.4,-5.13
GEO Prop Grp stpld,GPM,0.185,-1,-5.13
Challenger Kenedix ord unt,CKT,0.75,-4,-5.06
MacarthurCook PSF unt,MPS,0.095,-0.5,-5.00
Mesbon China Nylon,MES,0.095,-0.5,-5.00
Quest Min Ltd,QNL,0.095,-0.5,-5.00
MINING FALLS,,,,
Quantum Res opt nov12,QUROB,0.001,-0.9,-90.00
Aust Mines Ltd,AUZ,0.001,-0.1,-50.00
Ferrowest Ltd opt jun10,FWLO,0.03,-2,-40.00
Axiom Min Ltd cdi,AVQ,0.02,-1,-33.33
Thor Min Plc cdi,THR,0.021,-0.9,-30.00
AXG Min Ltd,AXC,0.018,-0.7,-28.00
Ferrowest Ltd,FWL,0.175,-6,-25.53
Beacon Min opt aug10,BCNO,0.003,-0.1,-25.00
Dynasty Metals opt feb10,DMAOA,0.015,-0.5,-25.00
Westralian Gas & Pwr opt oct11,WGPOA,0.003,-0.1,-25.00
Argent Min opt jun11,ARDO,0.04,-1,-20.00
Western Uranium opt jun10,WTNO,0.14,-3,-17.65
Entek Energy Ltd opt dec09,ETEO,0.033,-0.7,-17.50
Global Nickel Invest,GNI,0.03,-0.6,-16.67
Promesa Ltd,PRA,0.165,-3,-15.38
Proto Resource & opt dec11,PRWOB,0.017,-0.3,-15.00
GB Energy Ltd,GBX,0.03,-0.5,-14.29
Renison Cons,RSN,0.006,-0.1,-14.29
Republic Gold Ltd opt jun10,RAUO,0.006,-0.1,-14.29
Washington Res,WRL,0.13,-2,-13.33
Redstone Res,RDS,0.10,-1.5,-13.04
Carpathian Res,CPN,0.044,-0.6,-12.00
Magna Min NL,MAN,0.008,-0.1,-11.11
Millennium Min,MOY,0.048,-0.6,-11.11
Mithril Res,MTH,0.20,-2.5,-11.11
Nimrodel Res,NMR,0.08,-1,-11.11
Union Res Ltd,UCL,0.008,-0.1,-11.11
Ironclad Min,IFE,0.665,-8,-10.74
Falcon Min Ltd,FCN,0.25,-3,-10.71
Heritage Gold NZ,HTM,0.025,-0.3,-10.71
Golden Gate Pet opt aug12,GGPO,0.017,-0.2,-10.53
Matilda Zircon,MZI,0.017,-0.2,-10.53
Ashburton Min opt dec09,ATNO,0.018,-0.2,-10.00
