Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4286.3 at 16:36 25/5/2010  Report at 19:05 Tuesday 25/5/2010. Processed 19:16 Tuesday 25/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Bravura Solutions rts 31may,BVAR,0.005,0.4,400.00,,,,,,,,
Aust Leaders opt nov10,ALFO,0.01,0.3,42.86,,,,,,,,
Freshtel Hldgs,FRE,0.004,0.1,33.33,,,,,,,,
AWH Corp Ltd,AWL,0.005,0.1,25.00,,,,,,,,
Commstrat Ltd,COJ,0.005,0.1,25.00,,,,,,,,
Paragon Care Ltd opt may12,PGCOA,0.01,0.2,25.00,,,,,,,,
Biotron Ltd,BIT,0.08,1.5,23.08,,,,,,,,
MGM Wireless Ltd,MWR,0.011,0.2,22.22,,,,,,,,
Orchid Capital opt feb12,ORCOA,0.012,0.2,20.00,,,,,,,,
Paragon Care Ltd,PGC,0.035,0.5,16.67,,,,,,,,
GBST Hldgs,GBT,0.99,14,16.47,,,,,,,,
Lifestyle Communit,LIC,0.069,0.9,15.00,,,,,,,,
E-Com Multi Ltd,ECE,0.009,0.1,12.50,,,,,,,,
Intermoco Ltd,INT,0.009,0.1,12.50,,,,,,,,
Structural Monitor cdi,SMN,0.019,0.2,11.76,,,,,,,,
Techniche Ltd,TCN,0.038,0.4,11.76,,,,,,,,
Multiplex European unt,MUE,0.145,1.5,11.54,,,,,,,,
Mission Newenergy,MBT,0.245,2.5,11.36,,,,,,,,
EFTEL Ltd,EFT,0.01,0.1,11.11,,,,,,,,
Imugene Ltd,IMU,0.042,0.4,10.53,,,,,,,,
Soilsub Tech,SOI,0.011,0.1,10.00,,,,,,,,
Xceed Capital Ltd,XCD,0.011,0.1,10.00,,,,,,,,
Eumundi Grp Ltd,EBG,0.045,0.4,9.76,,,,,,,,
BPH Corp Ltd,BPH,0.068,0.6,9.68,,,,,,,,
Hydromet Corp Ltd,HMC,0.036,0.3,9.09,,,,,,,,
Headline Grp Ltd,HLD,0.31,2.5,8.77,,,,,,,,
Rivercity Motorway stp,RCY,0.05,0.4,8.70,,,,,,,,
PharmAust Ltd,PAA,0.064,0.5,8.47,,,,,,,,
Pienets Ltd,PIE,0.026,0.2,8.33,,,,,,,,
Carnegie Wave Energy,CWE,0.094,0.7,8.05,,,,,,,,
Mesa Min Ltd,MAS,0.10,0.7,7.53,,,,,,,,
Enerji Ltd,ERJ,0.043,0.3,7.50,,,,,,,,
Keybridge Capital,KBC,0.096,0.6,6.67,,,,,,,,
Coote Industrial,CXG,0.245,1.5,6.52,,,,,,,,
AMA Grp Ltd,AMA,0.05,0.3,6.38,,,,,,,,
Q Ltd,QXQ,0.05,0.3,6.38,,,,,,,,
Maryborough Sugar,MSF,1.86,11,6.29,,,,,,,,
LBT Innovations,LBT,0.085,0.5,6.25,,,,,,,,
Retail Food Grp,RFG,2.50,14,5.93,,,,,,,,
HGL Ltd,HNG,1.165,6.5,5.91,,,,,,,,
Wattyl Ltd,WYL,0.83,4.5,5.73,,,,,,,,
Investorfirst Ltd,INQ,0.074,0.4,5.71,,,,,,,,
Hot Rock Ltd,HRL,0.075,0.4,5.63,,,,,,,,
EVZ Ltd,EVZ,0.095,0.5,5.56,,,,,,,,
Talent2 Internation,TWO,1.39,7,5.30,,,,,,,,
Lemarne Corp,LMC,4.20,20,5.00,,,,,,,,
MINING RISES,,,,,,,,,,,,
Ferrowest Ltd opt jun10,FWLO,0.039,1.4,56.00,,,,,,,,
Fox Res opt nov10,FXRO,0.015,0.3,25.00,,,,,,,,
Palace Res,PXR,0.015,0.3,25.00,,,,,,,,
Regis Res opt jan14,RRLO,0.54,10,22.73,,,,,,,,
Peel Explore,PEX,0.11,2,22.22,,,,,,,,
Eastern Iron,EFE,0.145,2.5,20.83,,,,,,,,
Fairstar Res opt aug11,FASOA,0.036,0.6,20.00,,,,,,,,
Mineral Commodities,MRC,0.036,0.6,20.00,,,,,,,,
Yellow Rock opt sep12,YRROA,0.006,0.1,20.00,,,,,,,,
Gladiator Res,GLA,0.30,4.5,17.65,,,,,,,,
Greater Bendigo Gold,GBM,0.028,0.4,16.67,,,,,,,,
Envirogold Ltd,EVG,0.059,0.8,15.69,,,,,,,,
Kasbah Res,KAS,0.082,1,13.89,,,,,,,,
Greenland Min En opt jun11,GGGO,0.21,2.5,13.51,,,,,,,,
Impact Min,IPT,0.13,1.5,13.04,,,,,,,,
Frontier Res opt dec10,FNTO,0.035,0.4,12.90,,,,,,,,
Mutiny Gold Ltd,MYG,0.035,0.4,12.90,,,,,,,,
Orion Gold NL,ORN,0.027,0.3,12.50,,,,,,,,
West Wits Min Ltd,WWI,0.065,0.7,12.07,,,,,,,,
Nucoal Res NL,NCR,0.245,2.5,11.36,,,,,,,,
A'asia Gold,AAO,0.08,0.8,11.11,,,,,,,,
Base Iron Ltd,BSE,0.10,1,11.11,,,,,,,,
Curnamona Energy,CUY,0.20,2,11.11,,,,,,,,
Kilgore Oil & Gas,KOG,0.01,0.1,11.11,,,,,,,,
Kingsrose Min Ltd,KRM,0.81,8,10.96,,,,,,,,
Range Res Ltd opt dec11,RRSO,0.021,0.2,10.53,,,,,,,,
Silver Lake Resource,SLR,1.33,12.5,10.37,,,,,,,,
Sthn Gold,SAU,0.097,0.9,10.23,,,,,,,,
Great Western Exp,GTE,0.11,1,10.00,,,,,,,,
Planet Gas Ltd,PGS,0.11,1,10.00,,,,,,,,
Centrex Metals,CXM,0.45,4,9.76,,,,,,,,
European Gas,EPG,0.115,1,9.52,,,,,,,,
Goldsearch Ltd,GSE,0.023,0.2,9.52,,,,,,,,
Adavale Resource,ADD,0.035,0.3,9.38,,,,,,,,
Rand Min NL,RND,0.36,3,9.09,,,,,,,,
Ausmon Resources,AOA,0.25,2,8.70,,,,,,,,
Midas Res opt may11,MDSOB,0.025,0.2,8.70,,,,,,,,
Sth American Cor,SAY,0.05,0.4,8.70,,,,,,,,
Somerton Energy,SNE,0.013,0.1,8.33,,,,,,,,
Olympus Pacific Min,OYM,0.40,3,8.11,,,,,,,,
