Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4509.6 at 16:37 19/8/2010  Report at 19:05 Thursday 19/8/2010. Processed 19:09 Thursday 19/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
GoConnect Ltd,GCN,0.05,1.2,31.58,,,,,,,,
TMA Grp Comp,TMA,0.37,7,23.33,,,,,,,,
Structural Monitor cdi,SMN,0.012,0.2,20.00,,,,,,,,
Scantech Ltd,SCD,0.25,4,19.05,,,,,,,,
Hyro Ltd,HYO,0.019,0.3,18.75,,,,,,,,
Van Eyk Three Pillar,VTP,0.047,0.7,17.50,,,,,,,,
TZ Ltd,TZL,0.34,5,17.24,,,,,,,,
ECO Quest,ECQ,0.089,1.3,17.11,,,,,,,,
National Leisure,NLG,0.007,0.1,16.67,,,,,,,,
Ambition Grp Ltd,AMB,0.33,4.5,15.79,,,,,,,,
Grandbridge Ltd,GBA,0.37,5,15.62,,,,,,,,
Elders Ltd,ELD,0.715,9.5,15.32,,,,,,,,
RTL Corp Ltd,RTL,0.023,0.3,15.00,,,,,,,,
Argus Solutions,ASV,0.07,0.9,14.75,,,,,,,,
CO2 Grp Ltd,COZ,0.16,2,14.29,,,,,,,,
Cool or Cosy Ltd,COS,0.08,1,14.29,,,,,,,,
Legacy Iron Ore,LCY,0.12,1.5,14.29,,,,,,,,
Zingmobile Grp cdi,ZMG,0.025,0.3,13.64,,,,,,,,
CathRx Ltd,CXD,0.17,2,13.33,,,,,,,,
IPGA Ltd,IPP,0.39,4.5,13.04,,,,,,,,
Energio Ltd,EIO,0.009,0.1,12.50,,,,,,,,
Joyce Corp,JYC,0.37,4,12.12,,,,,,,,
Quest Min Ltd,QNL,0.039,0.4,11.43,,,,,,,,
Clever Com Aus,CVA,0.07,0.7,11.11,,,,,,,,
Intrapower Ltd,IPX,0.15,1.5,11.11,,,,,,,,
Jumbuck Entertain,JMB,0.20,2,11.11,,,,,,,,
Soilsub Tech,SOI,0.01,0.1,11.11,,,,,,,,
Elders Ltd hybrids,ELDPA,52.20,520,11.06,,,,,,,,
Virax Hldgs,VHL,0.031,0.3,10.71,,,,,,,,
Neuren Pharmaceut,NEU,0.021,0.2,10.53,,,,,,,,
Atlas Southsea Pearl,ATP,0.11,1,10.00,,,,,,,,
Coretrack Ltd,CKK,0.17,1.5,9.68,,,,,,,,
Traffic Tech,TTI,0.034,0.3,9.68,,,,,,,,
NRW Hldgs Ltd,NWH,1.305,11.5,9.66,,,,,,,,
Global Construct,GCS,0.93,8,9.41,,,,,,,,
Metals Finance,MFC,0.07,0.6,9.38,,,,,,,,
"""Sunshine Heart, cdi",SHC,0.035,0.3,9.38,"""",,,,,,,
India Equities Fund,INE,0.062,0.5,8.77,,,,,,,,
Becton Prop Grp 9.5% cn12,BECG,0.36,2.8,8.43,,,,,,,,
Sedgman Ltd,SDM,1.735,13,8.10,,,,,,,,
Aacl Hldgs Ltd,AAY,0.054,0.4,8.00,,,,,,,,
Aeris Environmental,AEI,0.14,1,7.69,,,,,,,,
ETFS Metals etfs pm,ETPMPM,112.75,801,7.65,,,,,,,,
Axiom Prop,AXI,0.03,0.2,7.14,,,,,,,,
Decmil Grp Ltd,DCG,1.78,11.5,6.91,,,,,,,,
Cellnet Grp,CLT,0.32,2,6.67,,,,,,,,
Solagran Ltd,SLA,0.165,1,6.45,,,,,,,,
WDS Ltd,WDS,0.415,2.5,6.41,,,,,,,,
Gunns Ltd,GNS,0.675,4,6.30,,,,,,,,
Hawkley Oil And Gas,HOG,0.17,1,6.25,,,,,,,,
Hostech Ltd,HTC,0.018,0.1,5.88,,,,,,,,
Style Ltd,SYP,0.018,0.1,5.88,,,,,,,,
Bigair Grp Ltd,BGL,0.19,1,5.56,,,,,,,,
Bravura Solutions,BVA,0.095,0.5,5.56,,,,,,,,
Cash Convert ord/div   ,CCV,0.58,3,5.45,,,,,,,,
EDT Retail Tr unt,EDT,0.058,0.3,5.45,,,,,,,,
Chandler Macleod,CMG,0.30,1.5,5.26,,,,,,,,
Port Bouvard Ltd,PBD,0.10,0.5,5.26,,,,,,,,
TPL Corp Ltd,TPL,0.02,0.1,5.26,,,,,,,,
Melbourne IT Ltd,MLB,2.30,11,5.02,,,,,,,,
MINING RISES,,,,,,,,,,,,
Papillon Res Ltd opt dec10,PIRO,0.06,3,100.00,,,,,,,,
Bathurst Res opt dec10,BTUO,0.05,2,66.67,,,,,,,,
Manas Res Ltd opt sep11,MSRO,0.016,0.6,60.00,,,,,,,,
Regis Res opt oct12,RRLOB,0.30,9,42.86,,,,,,,,
Northern Uranium opt mar12,NTUOB,0.051,1.5,41.67,,,,,,,,
Elemental Min opt jan12,ELMO,0.25,7,38.89,,,,,,,,
Abra Min Ltd,AII,0.135,3.5,35.00,,,,,,,,
Quest Pet opt mar11,QPNO,0.004,0.1,33.33,,,,,,,,
Northern Uranium opt sep12,NTUOA,0.046,1.1,31.43,,,,,,,,
Venus Metals Cor opt jul11,VMCO,0.55,13,30.95,,,,,,,,
Midas Res opt may11,MDSOB,0.014,0.3,27.27,,,,,,,,
Elemental Min,ELM,0.45,9.5,26.76,,,,,,,,
Austin Explore opt nov11,AKKO,0.01,0.2,25.00,,,,,,,,
Burey Gold Ltd opt jun11,BYRO,0.03,0.6,25.00,,,,,,,,
Altona Min Ltd,AOH,0.135,2.5,22.73,,,,,,,,
Rum Jungle Uranium,RUM,0.078,1.4,21.87,,,,,,,,
Northern Uranium,NTU,0.145,2.5,20.83,,,,,,,,
Brumby Res opt sep11,BMYOA,0.15,2.5,20.00,,,,,,,,
Red Emperor Res,RMP,0.15,2.5,20.00,,,,,,,,
Superior Res,SPQ,0.06,1,20.00,,,,,,,,
Papillon Res Ltd opt dec12,PIROA,0.10,1.5,17.65,,,,,,,,
MEC Res opt jul13,MMRO,0.55,8,17.02,,,,,,,,
Panax Geothermal,PAX,0.055,0.8,17.02,,,,,,,,
Astro Res NL,ARO,0.007,0.1,16.67,,,,,,,,
Aust Gold Invest,AGV,0.105,1.5,16.67,,,,,,,,
Hawthorn Res,HAW,0.007,0.1,16.67,,,,,,,,
Longreach Oil Ltd,LGO,0.007,0.1,16.67,,,,,,,,
Quest Pet,QPN,0.014,0.2,16.67,,,,,,,,
Kings Min NL,KMN,0.105,1.4,15.38,,,,,,,,
Prosperity Res,PSP,0.15,2,15.38,,,,,,,,
Fox Res,FXR,0.115,1.5,15.00,,,,,,,,
Victorian Gold Mines opt mar14,VGMO,0.07,0.9,14.75,,,,,,,,
Corvette Res Ltd,CVX,0.072,0.9,14.29,,,,,,,,
FE Ltd,FEL,0.12,1.5,14.29,,,,,,,,
Nupower Res,NUP,0.048,0.6,14.29,,,,,,,,
Tango Pet Ltd opt may11,TNPO,0.04,0.5,14.29,,,,,,,,
Helix Res,HLX,0.079,0.9,12.86,,,,,,,,
Falcon Min Ltd,FCN,0.18,2,12.50,,,,,,,,
Gondwana Res,GDA,0.009,0.1,12.50,,,,,,,,
Papillon Res Ltd,PIR,0.225,2.5,12.50,,,,,,,,
Pike River Coal opt apr11,PRCO,0.09,1,12.50,,,,,,,,
Crossland Uranium,CUX,0.14,1.5,12.00,,,,,,,,
Dourado Res Ltd,DUO,0.14,1.5,12.00,,,,,,,,
Uranex NL,UNX,0.14,1.5,12.00,,,,,,,,
Proto Resource &,PRW,0.019,0.2,11.76,,,,,,,,
Liberty Resource,LBY,0.048,0.5,11.63,,,,,,,,
Vital Metals Ltd,VML,0.087,0.9,11.54,,,,,,,,
Apex Min NL,AXM,0.02,0.2,11.11,,,,,,,,
Capital Min,CMY,0.03,0.3,11.11,,,,,,,,
Jatoil Ltd,JAT,0.03,0.3,11.11,,,,,,,,
Laconia Res Ltd,LCR,0.10,1,11.11,,,,,,,,
Rimfire Pacific,RIM,0.01,0.1,11.11,,,,,,,,
Yellow Rock,YRR,0.02,0.2,11.11,,,,,,,,
Avanco Res Ltd,AVB,0.021,0.2,10.53,,,,,,,,
Agri Energy Ltd,AAE,0.011,0.1,10.00,,,,,,,,
Alara Res Ltd,AUQ,0.11,1,10.00,,,,,,,,
Avanco Res Ltd opt apr12,AVBOB,0.011,0.1,10.00,,,,,,,,
Silver Mines Ltd opt may11,SVLO,0.055,0.5,10.00,,,,,,,,
Zambezi Res cdi,ZRL,0.034,0.3,9.68,,,,,,,,
Burey Gold Ltd,BYR,0.08,0.7,9.59,,,,,,,,
MEC Res,MMR,0.70,6,9.37,,,,,,,,
Crescent Gold,CRE,0.12,1,9.09,,,,,,,,
Eldore Min,EDM,0.012,0.1,9.09,,,,,,,,
Maximus Res,MXR,0.024,0.2,9.09,,,,,,,,
Mithril Res,MTH,0.12,1,9.09,,,,,,,,
A1 Min Ltd,AAM,0.125,1,8.70,,,,,,,,
Gas2Grid Ltd,GGX,0.025,0.2,8.70,,,,,,,,
Highlands Pacific,HIG,0.255,2,8.51,,,,,,,,
Catalyst Metals,CYL,0.13,1,8.33,,,,,,,,
Montezuma Min Co opt aug11,MZMO,0.13,1,8.33,,,,,,,,
Triangle Energy,TEG,0.026,0.2,8.33,,,,,,,,
Botswana Metals,BML,0.07,0.5,7.69,,,,,,,,
Magnum Min & Exp,MGU,0.14,1,7.69,,,,,,,,
Sierra Min,SRM,0.14,1,7.69,,,,,,,,
Voyager Res,VOR,0.014,0.1,7.69,,,,,,,,
Argo Explore,AXT,0.043,0.3,7.50,,,,,,,,
Intrepid Mines,IAU,0.795,5.5,7.43,,,,,,,,
Castle Min,CDT,0.37,2.5,7.25,,,,,,,,
Ashburton Min,ATN,0.015,0.1,7.14,,,,,,,,
Brumby Res,BMY,0.225,1.5,7.14,,,,,,,,
Millennium Min,MOY,0.031,0.2,6.90,,,,,,,,
Terrain Min,TMX,0.031,0.2,6.90,,,,,,,,
Korab Res,KOR,0.16,1,6.67,,,,,,,,
Resource Generation,RES,0.64,4,6.67,,,,,,,,
Regis Res opt jan14,RRLO,0.895,5.5,6.55,,,,,,,,
Nucoal Res NL,NCR,0.245,1.5,6.52,,,,,,,,
Excelsior Gold,EXG,0.033,0.2,6.45,,,,,,,,
Navigator Res opt nov11,NAVO,0.05,0.3,6.38,,,,,,,,
Avalon Min,AVI,0.17,1,6.25,,,,,,,,
Sthn Cross Expl,SXX,0.034,0.2,6.25,,,,,,,,
OceanaGold Corp cdi,OGC,3.30,19,6.11,,,,,,,,
Castlemaine,CGT,0.036,0.2,5.88,,,,,,,,
Corazon Ltd,CZN,0.09,0.5,5.88,,,,,,,,
Golden Rim Res,GMR,0.09,0.5,5.88,,,,,,,,
Peak Res opt dec10,PEKOA,0.09,0.5,5.88,,,,,,,,
Uran Ltd,URA,0.018,0.1,5.88,,,,,,,,
Azimuth Res Ltd,AZH,0.074,0.4,5.71,,,,,,,,
Burleson Energy,BUR,0.074,0.4,5.71,,,,,,,,
Discovery Metals,DML,0.94,5,5.62,,,,,,,,
Aragon Res,AAG,0.19,1,5.56,,,,,,,,
Ironbark Zinc Ltd,IBG,0.19,1,5.56,,,,,,,,
Nex Metals Explor,NME,0.19,1,5.56,,,,,,,,
Western Plains Res,WPG,0.78,4,5.41,,,,,,,,
Dart Min NL,DTM,0.10,0.5,5.26,,,,,,,,
Gulf Res,GLF,0.02,0.1,5.26,,,,,,,,
Hudson Res,HRS,0.20,1,5.26,,,,,,,,
Royal Res opt oct11,ROYO,0.20,1,5.26,,,,,,,,
Integra Min Ltd,IGR,0.41,2,5.13,,,,,,,,
Strike Energy Ltd,STX,0.205,1,5.13,,,,,,,,
Buru Energy,BRU,0.315,1.5,5.00,,,,,,,,
Range River Gold,RNG,0.021,0.1,5.00,,,,,,,,
INDUSTRIAL FALLS,,,,,,,,,,,,
Aust Leaders opt nov10,ALFO,0.002,-0.2,-50.00,,,,,,,,
ECO Quest opt mar11,ECQO,0.01,-0.8,-44.44,,,,,,,,
Moko Mobi Ltd opt jul13,MKBO,0.022,-1.3,-37.14,,,,,,,,
