Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4829.8 at 16:34 10/3/2010  Report at 19:05 Wednesday 10/3/2010. Processed 19:14 Wednesday 10/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
World Reach Ltd,WRR,0.01,0.5,100.00,,,,,,,,
Adultshop Com opt dec11,ASCO,0.005,0.2,66.67,,,,,,,,
Enerji Ltd opt dec16,ERJO,0.03,1,50.00,,,,,,,,
ASF Grp Ltd,AFA,0.125,2.7,27.55,,,,,,,,
Headline Grp Ltd,HLD,0.30,6,25.00,,,,,,,,
Karmelsonix Ltd opt jul11,KSXO,0.005,0.1,25.00,,,,,,,,
NewSat Ltd,NWT,0.005,0.1,25.00,,,,,,,,
Integrated Legal,IAW,0.135,2.5,22.73,,,,,,,,
Money3 Corp,MNY,0.49,9,22.50,,,,,,,,
ADG Global Supply opt mar11,ADQO,0.012,0.2,20.00,,,,,,,,
Adultshop Com,ASC,0.013,0.2,18.18,,,,,,,,
RTL Corp Ltd,RTL,0.026,0.4,18.18,,,,,,,,
Global Health Ltd,GLH,0.02,0.3,17.65,,,,,,,,
IPGA Ltd,IPP,0.22,3,15.79,,,,,,,,
Pienets Ltd,PIE,0.023,0.3,15.00,,,,,,,,
Marine Produce Aust,MPA,0.025,0.3,13.64,,,,,,,,
Solco Ltd,SOO,0.11,1.3,13.40,,,,,,,,
Mooter Media Ltd,MMZ,0.017,0.2,13.33,,,,,,,,
EVZ Ltd,EVZ,0.13,1.5,13.04,,,,,,,,
Holista Colltech,HCT,0.18,2,12.50,,,,,,,,
Wavenet Intl,WAL,0.09,1,12.50,,,,,,,,
Coretrack Ltd,CKK,0.28,3,12.00,,,,,,,,
TPL Corp Ltd,TPL,0.019,0.2,11.76,,,,,,,,
Anteo Diagnostics opt sep10,ADOO,0.05,0.5,11.11,,,,,,,,
Dulhunty Power,DUL,0.04,0.4,11.11,,,,,,,,
Savcor Grp Ltd,SAV,0.10,1,11.11,,,,,,,,
Tissue Therapies,TIS,0.215,2,10.26,,,,,,,,
Webjet Ltd,WEB,2.59,24,10.21,,,,,,,,
Gage Roads Brewing,GRB,0.11,1,10.00,,,,,,,,
Style Ltd,SYP,0.022,0.2,10.00,,,,,,,,
Avexa Ltd,AVX,0.115,1,9.52,,,,,,,,
Argus Solutions,ASV,0.24,2,9.09,,,,,,,,
CBD Energy Ltd,CBD,0.12,1,9.09,,,,,,,,
Murchison Hldgs,MCH,0.60,5,9.09,,,,,,,,
RMG Ltd,RMG,0.012,0.1,9.09,,,,,,,,
Zicom Grp Ltd,ZGL,0.24,2,9.09,,,,,,,,
Connxion Ventures,CXN,0.049,0.4,8.89,,,,,,,,
ENV Clean Tech,ESI,0.026,0.2,8.33,,,,,,,,
Centrepoint Alliance,CAF,0.135,1,8.00,,,,,,,,
Keybridge Capital,KBC,0.135,1,8.00,,,,,,,,
BioProspect Ltd,BPO,0.028,0.2,7.69,,,,,,,,
Macarthurcook Ind Pr unt,MIF,0.285,2,7.55,,,,,,,,
Atlantic Ltd,ATI,0.029,0.2,7.41,,,,,,,,
Tyrian Diagnostics,TDX,0.015,0.1,7.14,,,,,,,,
TPG Telecom Ltd,TPM,1.70,11,6.92,,,,,,,,
Morning Star,MSH,0.155,1,6.90,,,,,,,,
Pulse Health Ltd,PHG,0.047,0.3,6.82,,,,,,,,
Quickflix Ltd,QFX,0.08,0.5,6.67,,,,,,,,
Anteo Diagnostics,ADO,0.066,0.4,6.45,,,,,,,,
Ascent Pharmahealth,APH,0.255,1.5,6.25,,,,,,,,
ENV Clean Tech opt jan14,ESIO,0.017,0.1,6.25,,,,,,,,
Vesture Ltd,VES,0.085,0.5,6.25,,,,,,,,
Antisense Therapeutic,ANP,0.052,0.3,6.12,,,,,,,,
Papyrus Aust,PPY,0.35,2,6.06,,,,,,,,
ITL Ltd,ITD,0.072,0.4,5.88,,,,,,,,
Specialty Fashion,SFH,1.48,8,5.71,,,,,,,,
pSivida Corp cdi,PVA,3.91,21,5.68,,,,,,,,
MDS Financial Grp,MWS,0.019,0.1,5.56,,,,,,,,
Biota Hldgs,BTA,2.29,12,5.53,,,,,,,,
Biotron Ltd,BIT,0.10,0.5,5.26,,,,,,,,
Datasquirt Ltd,DSQ,0.10,0.5,5.26,,,,,,,,
Redcape Prop Grp stp,RPF,0.41,2,5.13,,,,,,,,
Macq DDR Tr unt,MDT,0.063,0.3,5.00,,,,,,,,
Odyssey Gaming,ODG,0.042,0.2,5.00,,,,,,,,
Rubicor Grp,RUB,0.042,0.2,5.00,,,,,,,,
MINING RISES,,,,,,,,,,,,
Aurox Res,AXO,0.735,46.5,172.20,,,,,,,,
Havilah Res NL opt apr10,HAVO,0.02,1,100.00,,,,,,,,
Astro Res NL opt nov12,AROOB,0.003,0.1,50.00,,,,,,,,
Gondwana Res opt jun10,GDAOC,0.004,0.1,33.33,,,,,,,,
Graynic Metals,GYN,0.08,2,33.33,,,,,,,,
Proto Resource & opt aug11,PRWO,0.004,0.1,33.33,,,,,,,,
Sumatra Copper cdi  1:1,SUM,0.28,7,33.33,,,,,,,,
Brumby Res,BMY,0.099,2.4,32.00,,,,,,,,
Exoma Energy Ltd opt mar11,EXEO,0.055,1.3,30.95,,,,,,,,
Victory West Moly,VWM,0.16,3.5,28.00,,,,,,,,
Reward Min Ltd,RWD,0.44,9,25.71,,,,,,,,
Essential Pet,EPR,0.01,0.2,25.00,,,,,,,,
Westralian Gas & Pwr opt oct11,WGPOA,0.005,0.1,25.00,,,,,,,,
Padbury Min Ltd opt may11,PDYOB,0.011,0.2,22.22,,,,,,,,
Activex Ltd opt jul10,AIVO,0.012,0.2,20.00,,,,,,,,
Arafura Resource rts 16mar,ARUR,0.006,0.1,20.00,,,,,,,,
Blackham Res opt oct11,BLKO,0.09,1.5,20.00,,,,,,,,
Citigold Corp Ltd,CTO,0.12,2,20.00,,,,,,,,
Fairstar Res opt aug11,FASOA,0.018,0.3,20.00,,,,,,,,
Newport Min Ltd,NMN,0.30,5,20.00,,,,,,,,
Austin Explore,AKK,0.05,0.8,19.05,,,,,,,,
Odin Energy Ltd,ODN,0.019,0.3,18.75,,,,,,,,
Northwest Res,NWR,0.06,0.9,17.65,,,,,,,,
Aurox Res 7%cnjun10,AXOG,0.934,14,17.63,,,,,,,,
Altura Min Ltd opt may10,AJMO,0.014,0.2,16.67,,,,,,,,
Pelican Res,PEL,0.07,1,16.67,,,,,,,,
Resource Min Corp,RMI,0.007,0.1,16.67,,,,,,,,
Sipa Res Ltd,SRI,0.105,1.5,16.67,,,,,,,,
First Aust Res,FAR,0.064,0.9,16.36,,,,,,,,
Gladiator Res,GLA,0.36,5,16.13,,,,,,,,
Altura Min Ltd,AJM,0.24,3,14.29,,,,,,,,
Apex Min NL opt nov12,AXMO,0.008,0.1,14.29,,,,,,,,
Austin Explore opt nov11,AKKO,0.016,0.2,14.29,,,,,,,,
Hawthorn Res,HAW,0.008,0.1,14.29,,,,,,,,
Southerncross Gold opt nov10,SXGO,0.016,0.2,14.29,,,,,,,,
Vector Res Ltd,VEC,0.09,1.1,13.92,,,,,,,,
Nex Metals Explor,NME,0.205,2.5,13.89,,,,,,,,
Midas Res,MDS,0.068,0.8,13.33,,,,,,,,
Quantum Res,QUR,0.017,0.2,13.33,,,,,,,,
Sth Boulder Mines,STB,0.34,4,13.33,,,,,,,,
Toro Energy Ltd,TOE,0.13,1.5,13.04,,,,,,,,
Cudeco Ltd,CDU,4.70,54,12.98,,,,,,,,
Argent Min,ARD,0.18,2,12.50,,,,,,,,
Sirius Res NL,SIR,0.009,0.1,12.50,,,,,,,,
Syrah Res,SYR,0.14,1.5,12.00,,,,,,,,
Waratah Gold Ltd,WGO,0.19,2,11.76,,,,,,,,
Consolidated Tin Min,CSD,0.078,0.8,11.43,,,,,,,,
Aussie Q Res,AQR,0.70,7,11.11,,,,,,,,
Caspian Oil & Gas,CIG,0.01,0.1,11.11,,,,,,,,
Sthn Cross Expl,SXX,0.03,0.3,11.11,,,,,,,,
Strzelecki Metals,STZ,0.05,0.5,11.11,,,,,,,,
Range Res Ltd opt dec11,RRSO,0.021,0.2,10.53,,,,,,,,
Audax Res,ADX,0.11,1,10.00,,,,,,,,
Crossland Uranium,CUX,0.11,1,10.00,,,,,,,,
Intec Ltd,INL,0.011,0.1,10.00,,,,,,,,
Marmota Energy,MEU,0.11,1,10.00,,,,,,,,
Redstone Res,RDS,0.09,0.8,9.76,,,,,,,,
Spitfire Res,SPI,0.115,1,9.52,,,,,,,,
U308 Ltd,UTO,0.115,1,9.52,,,,,,,,
Bauxite Resource,BAU,0.755,6.5,9.42,,,,,,,,
Austpac Res NL,APG,0.035,0.3,9.38,,,,,,,,
Target Energy,TEX,0.035,0.3,9.38,,,,,,,,
Zinc Co Aust,ZNC,0.175,1.5,9.37,,,,,,,,
Gulf Mines Ltd,GLM,0.024,0.2,9.09,,,,,,,,
Macq Harbour opt aug12,MHMO,0.18,1.5,9.09,,,,,,,,
Otto Energy Ltd,OEL,0.12,1,9.09,,,,,,,,
Wild Acre Metals,WAC,0.24,2,9.09,,,,,,,,
Apex Min NL,AXM,0.025,0.2,8.70,,,,,,,,
Energy And Min opt jul11,EMAO,0.05,0.4,8.70,,,,,,,,
Noble Min Res,NMG,0.38,3,8.57,,,,,,,,
Hannans Reward,HNR,0.255,2,8.51,,,,,,,,
Epsilon Energy,EPS,0.065,0.5,8.33,,,,,,,,
L&M Energy Ltd,LME,0.13,1,8.33,,,,,,,,
Lodestar Min,LSR,0.13,1,8.33,,,,,,,,
Eurogold Ltd,EUG,0.20,1.5,8.11,,,,,,,,
Acclaim Explore,AEX,0.027,0.2,8.00,,,,,,,,
Anglo Aust,AAR,0.027,0.2,8.00,,,,,,,,
Vector Res Ltd opt jun12,VECO,0.027,0.2,8.00,,,,,,,,
Anchor Res,AHR,0.205,1.5,7.89,,,,,,,,
