Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4412.8 at 16:36 24/5/2010  Report at 19:05 Monday 24/5/2010. Processed 19:10 Monday 24/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
India Equities Fund opt aug10,INEO,0.155,9.5,158.30,,,,,,,,
Pearl Healthcare,PHL,0.13,5.5,73.33,,,,,,,,
Patrys Ltd,PAB,0.12,3.2,36.36,,,,,,,,
NSL Cons Ltd,NSL,0.105,2.2,26.51,,,,,,,,
Mooter Media Ltd,MMZ,0.015,0.3,25.00,,,,,,,,
Quay Magnesium,QMG,0.015,0.3,25.00,,,,,,,,
Transol Corp,TNC,0.005,0.1,25.00,,,,,,,,
Analytica Ltd,ALT,0.036,0.6,20.00,,,,,,,,
Cape Range Ltd,CAG,0.006,0.1,20.00,,,,,,,,
Quantum Energy,QTM,0.09,1.5,20.00,,,,,,,,
India Equities Fund,INE,0.555,9,19.35,,,,,,,,
Brierty Ltd,BYL,0.30,4.5,17.65,,,,,,,,
Panorama Synergy,PSY,0.20,3,17.65,,,,,,,,
Alcoa Inc cdi,AAI,17.50,250,16.67,,,,,,,,
Atlantic Ltd opt dec11,ATIO,0.035,0.5,16.67,,,,,,,,
Living Cell Tech,LCT,0.29,4,16.00,,,,,,,,
OBJ Ltd opt dec10,OBJO,0.015,0.2,15.38,,,,,,,,
Webfirm Grp Ltd,WFM,0.068,0.9,15.25,,,,,,,,
Medical Develop,MVP,0.23,3,15.00,,,,,,,,
Mesbon China Nylon,MES,0.125,1.5,13.64,,,,,,,,
Wasabi Energy Ltd,WAS,0.017,0.2,13.33,,,,,,,,
Phosphagenics Ltd,POH,0.175,2,12.90,,,,,,,,
Solco Ltd,SOO,0.079,0.9,12.86,,,,,,,,
EFTEL Ltd,EFT,0.009,0.1,12.50,,,,,,,,
Medivac Ltd,MDV,0.009,0.1,12.50,,,,,,,,
Overseas & Gen cdi,OGL,0.135,1.5,12.50,,,,,,,,
RTL Corp Ltd,RTL,0.037,0.4,12.12,,,,,,,,
Aust Education unt,AEU,0.545,5.5,11.22,,,,,,,,
Energy Ventures,EVE,0.04,0.4,11.11,,,,,,,,
Hostech Ltd,HTC,0.02,0.2,11.11,,,,,,,,
Media Grp Int Ltd,MUI,0.01,0.1,11.11,,,,,,,,
Praemium Ltd,PPS,0.15,1.5,11.11,,,,,,,,
Manaccom Corp Ltd,MNL,0.265,2.5,10.42,,,,,,,,
Bravura Solutions,BVA,0.11,1,10.00,,,,,,,,
Industrea Ltd,IDL,0.275,2.5,10.00,,,,,,,,
Magellan Fin Grp,MFG,1.10,10,10.00,,,,,,,,
Prana Biotech,PBT,0.165,1.5,10.00,,,,,,,,
Bluglass Ltd,BLG,0.10,0.9,9.89,,,,,,,,
Neptune Marine opt dec10,NMSO,0.10,0.9,9.89,,,,,,,,
Marbletrend Grp,MBD,0.067,0.6,9.84,,,,,,,,
Sedgman Ltd,SDM,1.36,12,9.68,,,,,,,,
Aurora Global Tr unt,AIB,1.15,10,9.52,,,,,,,,
Eastland Medical,EMS,0.058,0.5,9.43,,,,,,,,
Netcomm Ltd,NTC,0.175,1.5,9.37,,,,,,,,
Viridis Clean stp,VIR,0.084,0.7,9.09,,,,,,,,
Bionomics Ltd,BNO,0.305,2.5,8.93,,,,,,,,
Ambition Grp Ltd,AMB,0.37,3,8.82,,,,,,,,
Medic Vision Ltd,MVH,0.025,0.2,8.70,,,,,,,,
Fat Prophets,FAT,0.88,7,8.64,,,,,,,,
Ideas Intl,IDE,0.38,3,8.57,,,,,,,,
Two Way Ltd,TTV,0.038,0.3,8.57,,,,,,,,
M2 Telecommun,MTU,1.65,13,8.55,,,,,,,,
Ausdrill Ltd,ASL,1.755,13.5,8.33,,,,,,,,
Cash Convert ord/div   ,CCV,0.585,4.5,8.33,,,,,,,,
Silver Chef Ltd,SIV,2.35,18,8.29,,,,,,,,
Ambertech Ltd,AMO,0.475,3.5,7.95,,,,,,,,
Redflex Hldgs,RDF,1.745,12.5,7.72,,,,,,,,
Atcor Medical,ACG,0.14,1,7.69,,,,,,,,
Quickstep Hldgs,QHL,0.35,2.5,7.69,,,,,,,,
Sterihealth Ltd,STP,1.40,10,7.69,,,,,,,,
Orchid Capital,ORC,0.045,0.3,7.14,,,,,,,,
Macmahon Hldgs,MAH,0.535,3.5,7.00,,,,,,,,
Aevum Ltd,AVE,1.15,7.5,6.98,,,,,,,,
TPG Telecom Ltd,TPM,1.975,12.5,6.76,,,,,,,,
Mirrabooka Invest,MIR,1.66,10.5,6.75,,,,,,,,
Mineral Res,MIN,7.00,44,6.71,,,,,,,,
Mortgage Choice,MOC,1.12,7,6.67,,,,,,,,
My Net Fone Ltd,MNF,0.096,0.6,6.67,,,,,,,,
Resonance Health,RHT,0.016,0.1,6.67,,,,,,,,
Zicom Grp Ltd,ZGL,0.16,1,6.67,,,,,,,,
Biotron Ltd,BIT,0.065,0.4,6.56,,,,,,,,
Fisher & Paykel App,FPA,0.49,3,6.52,,,,,,,,
Linc Energy Ltd,LNC,1.145,7,6.51,,,,,,,,
Ceramic Fuel Cells,CFU,0.165,1,6.45,,,,,,,,
Farmworks Aust,FWA,0.165,1,6.45,,,,,,,,
WDS Ltd,WDS,0.415,2.5,6.41,,,,,,,,
Platinum Capital,PMC,1.50,9,6.38,,,,,,,,
Supply Net,SNL,0.335,2,6.35,,,,,,,,
Galileo Japan Tr unt,GJT,0.034,0.2,6.25,,,,,,,,
Orbital Corp Ltd,OEC,0.034,0.2,6.25,,,,,,,,
Wattyl Ltd,WYL,0.785,4.5,6.08,,,,,,,,
Dyesol Ltd,DYE,1.05,6,6.06,,,,,,,,
Aust Foundation,AFI,4.93,28,6.02,,,,,,,,
Clover Corp,CLV,0.265,1.5,6.00,,,,,,,,
Structural Systems,STS,0.53,3,6.00,,,,,,,,
ASG Grp Ltd,ASZ,1.33,7.5,5.98,,,,,,,,
Berklee Ltd,BER,0.445,2.5,5.95,,,,,,,,
Cardno Ltd,CDD,3.92,22,5.95,,,,,,,,
Cardia Bioplastics,CNN,0.018,0.1,5.88,,,,,,,,
iiNet Ltd,IIN,2.70,15,5.88,,,,,,,,
Desane Grp Hldings,DGH,0.545,3,5.83,,,,,,,,
Runge Ltd,RUL,0.455,2.5,5.81,,,,,,,,
Global Min,GMI,1.11,6,5.71,,,,,,,,
Astro Jap Prop stp,AJA,0.375,2,5.63,,,,,,,,
Challenger FSG Ltd,CGF,3.77,20,5.60,,,,,,,,
