Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4687.8 at 16:47 15/12/2009  Report at 19:05 Tuesday 15/12/2009. Processed 19:19 Tuesday 15/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Datamotion Asia,DMN,0.002,0.1,100.00,,,,,,,,
Byte Power Grp,BPG,0.007,0.2,40.00,,,,,,,,
Planet Platinum,PPN,0.25,7,38.89,,,,,,,,
Broad Invest,BRO,0.004,0.1,33.33,,,,,,,,
Multi Channel,MUT,0.004,0.1,33.33,,,,,,,,
Mariner Corp Ltd,MCX,0.013,0.3,30.00,,,,,,,,
Viralytics Ltd opt jun10,VLAO,0.014,0.3,27.27,,,,,,,,
NewSat Ltd,NWT,0.005,0.1,25.00,,,,,,,,
Scigen Ltd cdi,SIE,0.25,5,25.00,,,,,,,,
Pac Enviromin,PEV,0.021,0.4,23.53,,,,,,,,
Blue Capital Ltd,BIV,0.017,0.3,21.43,,,,,,,,
ETT Ltd fpo nz,ETT,0.006,0.1,20.00,,,,,,,,
Panorama Synergy,PSY,0.31,5,19.23,,,,,,,,
pSivida Corp cdi,PVA,4.29,68,18.84,,,,,,,,
Chandler Macleod,CMG,0.23,3.5,17.95,,,,,,,,
United Overseas Aust,UOS,0.235,3.5,17.50,,,,,,,,
Amcom Telecomm opt dec09,AMMO,0.089,1.3,17.11,,,,,,,,
Style Ltd,SYP,0.021,0.3,16.67,,,,,,,,
Webfirm Grp Ltd,WFM,0.039,0.5,14.71,,,,,,,,
Artist & Entertain,AEM,0.016,0.2,14.29,,,,,,,,
PharmAust Ltd,PAA,0.04,0.5,14.29,,,,,,,,
Zingmobile Grp cdi 1:1,ZMG,0.025,0.3,13.64,,,,,,,,
JV Global Ltd,JVG,0.009,0.1,12.50,,,,,,,,
Murchison Hldgs,MCH,0.70,7.5,12.00,,,,,,,,
AP Eagers Ltd,APE,11.82,122,11.51,,,,,,,,
AVJennings,AVJ,0.485,5,11.49,,,,,,,,
Imugene Ltd,IMU,0.10,1,11.11,,,,,,,,
Interstaff Int,ITS,0.30,3,11.11,,,,,,,,
Medivac Ltd,MDV,0.01,0.1,11.11,,,,,,,,
Pulse Health Ltd,PHG,0.061,0.6,10.91,,,,,,,,
Over Fifty Grp,OFG,0.795,7.5,10.42,,,,,,,,
Adultshop Com,ASC,0.011,0.1,10.00,,,,,,,,
TPL Corp Ltd,TPL,0.022,0.2,10.00,,,,,,,,
Valad Prop forus,VPG,0.12,1,9.09,,,,,,,,
Neptune Marine opt dec10,NMSO,0.365,3,8.96,,,,,,,,
Service Stream,SSM,0.38,3,8.57,,,,,,,,
GEO Prop Grp stpld,GPM,0.20,1.5,8.11,,,,,,,,
3Q Hldgs Ltd,TQH,0.14,1,7.69,,,,,,,,
Quickflix Ltd,QFX,0.07,0.5,7.69,,,,,,,,
Tissue Therapies,TIS,0.14,1,7.69,,,,,,,,
Hot Rock Ltd,HRL,0.145,1,7.41,,,,,,,,
Computronics,CPS,0.03,0.2,7.14,,,,,,,,
Equities & Freehldgss,EQF,0.30,2,7.14,,,,,,,,
Neptune Marine,NMS,0.60,4,7.14,,,,,,,,
Biopharmica Ltd,BPH,0.16,1,6.67,,,,,,,,
Mikoh Corp,MIK,0.08,0.5,6.67,,,,,,,,
Tyrian Diagnostics,TDX,0.016,0.1,6.67,,,,,,,,
STW Comms,SGN,0.735,4.5,6.52,,,,,,,,
FSA Grp Ltd,FSA,0.41,2.5,6.49,,,,,,,,
IFS Construct Ltd,IFS,0.068,0.4,6.25,,,,,,,,
Monteray Grp,MRY,0.018,0.1,5.88,,,,,,,,
HFA Hldgs Ltd,HFA,0.275,1.5,5.77,,,,,,,,
ASF Grp Ltd,AFA,0.19,1,5.56,,,,,,,,
Intermoco Ltd,INT,0.019,0.1,5.56,,,,,,,,
RER Grp Ltd,RGD,0.38,2,5.56,,,,,,,,
Novogen Ltd,NRT,0.58,3,5.45,,,,,,,,
PaperlinX Ltd,PPX,0.585,3,5.41,,,,,,,,
Halcygen Pharma,HGN,0.59,3,5.36,,,,,,,,
Centrebet Internat,CIL,1.19,6,5.31,,,,,,,,
Cyclopharm Ltd,CYC,0.10,0.5,5.26,,,,,,,,
ETW Corp Ltd,ETW,0.02,0.1,5.26,,,,,,,,
Headline Grp Ltd,HLD,0.20,1,5.26,,,,,,,,
ING Private Equity,IPE,0.30,1.5,5.26,,,,,,,,
Aust Vintage Ltd,AVG,0.315,1.5,5.00,,,,,,,,
MINING RISES,,,,,,,,,,,,
Burleson Energy opt aug10,BURO,0.012,0.5,71.43,,,,,,,,
Beach Pet opt jun10,BPTO,0.019,0.5,35.71,,,,,,,,
Triangle Energy,TEG,0.034,0.8,30.77,,,,,,,,
Atlantic Gold NL ctg,ATVCD,0.03,0.7,30.43,,,,,,,,
NGM Res Ltd,NGM,0.14,3,27.27,,,,,,,,
Black Fire Min opt jun10,BFEO,0.025,0.5,25.00,,,,,,,,
Terrain Min,TMX,0.105,2.1,25.00,,,,,,,,
Triton Gold Ltd opt dec13,TONO,0.07,1.3,22.81,,,,,,,,
Victory West Moly,VWM,0.145,2.5,20.83,,,,,,,,
Aust Oil Co opt dec09,AOCO,0.006,0.1,20.00,,,,,,,,
Nuenergy Capital,NGY,0.12,2,20.00,,,,,,,,
Nupower Res,NUP,0.092,1.5,19.48,,,,,,,,
Western Uranium opt jun10,WTNO,0.465,7.5,19.23,,,,,,,,
Global Nickel Invest,GNI,0.05,0.8,19.05,,,,,,,,
Syrah Res,SYR,0.19,3,18.75,,,,,,,,
Planet Metals Ltd,PMQ,0.105,1.5,16.67,,,,,,,,
Vector Res Ltd opt jun12,VECO,0.028,0.4,16.67,,,,,,,,
Avalon Min,AVI,0.25,3.5,16.28,,,,,,,,
Resolute Min opt dec11,RSGO,0.43,6,16.22,,,,,,,,
Avanco Res Ltd opt apr12,AVBOB,0.015,0.2,15.38,,,,,,,,
Consolidated Tin Min opt dec13,CSDO,0.023,0.3,15.00,,,,,,,,
Range Res Ltd opt dec11,RRSO,0.023,0.3,15.00,,,,,,,,
Quest Pet,QPN,0.008,0.1,14.29,,,,,,,,
Kuth Energy Ltd,KEN,0.13,1.5,13.04,,,,,,,,
Natasa Min Ltd,NSN,1.50,17,12.78,,,,,,,,
Malagasy Min,MGY,0.09,1,12.50,,,,,,,,
Rialto Energy,RIA,0.18,2,12.50,,,,,,,,
MT Isa Metals,MET,0.19,2,11.76,,,,,,,,
Tawana Res NL,TAW,0.019,0.2,11.76,,,,,,,,
Lodestone Energy,LOD,0.195,2,11.43,,,,,,,,
