Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4889.8 at 16:35 4/1/2010  Report at 19:05 Monday 4/1/2010. Processed 21:00 Monday 4/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
BioProspect Ltd opt mar10,BPOOB,0.002,0.1,100.00,,,,,,,,
Sun Biomedical,SBN,0.003,0.1,50.00,,,,,,,,
Verus Invest opt jun10,VILO,0.01,0.3,42.86,,,,,,,,
Inventis Ltd,IVT,0.099,2.8,39.44,,,,,,,,
IM Medical Ltd,IMI,0.004,0.1,33.33,,,,,,,,
Atos Wellness,ATW,0.019,0.4,26.67,,,,,,,,
World Reach Ltd,WRR,0.005,0.1,25.00,,,,,,,,
Pac Environment,PEH,0.20,3.5,21.21,,,,,,,,
Benitec Ltd,BLT,0.046,0.8,21.05,,,,,,,,
Aquacarotene Ltd,AQL,0.013,0.2,18.18,,,,,,,,
Globe Intl,GLB,0.525,7.5,16.67,,,,,,,,
Verus Invest,VIL,0.039,0.5,14.71,,,,,,,,
Wallace Absolute,WAB,0.047,0.6,14.63,,,,,,,,
CMA Corp Ltd,CMV,0.073,0.9,14.06,,,,,,,,
IFS Construct Ltd,IFS,0.065,0.8,14.04,,,,,,,,
Sino Strategic Intl,SSI,0.49,6,13.95,,,,,,,,
Quickflix Ltd,QFX,0.069,0.8,13.11,,,,,,,,
India Equities Fund opt aug10,INEO,0.135,1.5,12.50,,,,,,,,
Pan Asia Corp Ltd,PZC,0.054,0.6,12.50,,,,,,,,
Canberra Invest,CNB,0.70,7,11.11,,,,,,,,
Skywest Airlines cdi 1:1,SXR,0.30,3,11.11,,,,,,,,
Tandou Ltd,TAN,0.40,4,11.11,,,,,,,,
Transol Corp,TNC,0.01,0.1,11.11,,,,,,,,
Biotron Ltd,BIT,0.105,1,10.53,,,,,,,,
Adultshop Com,ASC,0.011,0.1,10.00,,,,,,,,
Altera Res Ltd,AEA,0.11,1,10.00,,,,,,,,
Calzada Ltd,CZD,0.033,0.3,10.00,,,,,,,,
Ipernica Ltd,IPR,0.17,1.5,9.68,,,,,,,,
Maxitrans Ind,MXI,0.40,3.5,9.59,,,,,,,,
Reclaim Ind,RCM,0.07,0.6,9.38,,,,,,,,
Webfirm Grp Ltd,WFM,0.035,0.3,9.38,,,,,,,,
Centro Retail stpld,CER,0.18,1.5,9.09,,,,,,,,
GBST Hldgs,GBT,1.05,8.5,8.81,,,,,,,,
Centro Prop stpld,CNP,0.315,2.5,8.62,,,,,,,,
Environment Grp,EGL,0.065,0.5,8.33,,,,,,,,
Nomad Bld,NOD,0.715,5.5,8.33,,,,,,,,
Q Ltd,QXQ,0.105,0.8,8.25,,,,,,,,
Clover Corp,CLV,0.265,2,8.16,,,,,,,,
CPI Grp Ltd,CPI,0.20,1.5,8.11,,,,,,,,
Prima BioMed Ltd opt dec11,PRRO,0.135,1,8.00,,,,,,,,
Quantum Energy,QTM,0.15,1,7.14,,,,,,,,
Neptune Marine,NMS,0.695,4.5,6.92,,,,,,,,
Carbon Conscious,CCF,0.32,2,6.67,,,,,,,,
Eumundi Grp Ltd,EBG,0.08,0.5,6.67,,,,,,,,
Moko Mobi Ltd,MKB,0.16,1,6.67,,,,,,,,
Clever Com Aus,CVA,0.065,0.4,6.56,,,,,,,,
Senetas Corp,SEN,0.065,0.4,6.56,,,,,,,,
Avexa Ltd,AVX,0.165,1,6.45,,,,,,,,
Eastland Medical opt jun11,EMSOB,0.035,0.2,6.06,,,,,,,,
Hastings Divers stpld,HDF,1.165,6.5,5.91,,,,,,,,
Sirtex Medical,SRX,7.99,44,5.83,,,,,,,,
Healthlinx Ltd,HTX,0.092,0.5,5.75,,,,,,,,
USCOM Ltd,UCM,0.74,4,5.71,,,,,,,,
Clean Seas Tuna,CSS,0.285,1.5,5.56,,,,,,,,
WAM Active Ltd,WAA,1.06,5.5,5.47,,,,,,,,
Antisense Therapeutic,ANP,0.058,0.3,5.45,,,,,,,,
Mission Newenergy,MBT,0.485,2.5,5.43,,,,,,,,
Beyond Sportswear,BSI,0.02,0.1,5.26,,,,,,,,
Mesbon China Nylon,MES,0.10,0.5,5.26,,,,,,,,
Ross Human Direction,RHD,0.40,2,5.26,,,,,,,,
Two Way Ltd,TTV,0.06,0.3,5.26,,,,,,,,
MINING RISES,,,,,,,,,,,,
Aust Mines Ltd,AUZ,0.002,0.1,100.00,,,,,,,,
Nuenergy Capital opt jun10,NGYO,0.02,1,100.00,,,,,,,,
Sino Gas Energy opt jun10,SEHO,0.009,0.4,80.00,,,,,,,,
Convergent Min opt dec11,CVGO,0.05,2,66.67,,,,,,,,
Peak Res opt dec10,PEKOA,0.08,2.9,56.86,,,,,,,,
GB Energy Ltd opt sep11,GBXO,0.003,0.1,50.00,,,,,,,,
Great Western Exp opt jun12,GTEO,0.045,1.5,50.00,,,,,,,,
Ironclad Min,IFE,1.16,36.5,45.91,,,,,,,,
Iron Ore Hldgs opt apr11,IOHO,0.75,21,38.89,,,,,,,,
Greenvale Min NL,GRV,0.11,3,37.50,,,,,,,,
Epsilon Energy,EPS,0.12,3.1,34.83,,,,,,,,
Trafford Res,TRF,1.015,25.5,33.55,,,,,,,,
Monax Min Ltd opt nov11,MOXO,0.031,0.7,29.17,,,,,,,,
Fairstar Res opt aug11,FASOA,0.023,0.5,27.78,,,,,,,,
Axiom Min Ltd cdi,AVQ,0.02,0.4,25.00,,,,,,,,
Cluff Res,CFR,0.005,0.1,25.00,,,,,,,,
Orion Pet Ltd opt sep10,OIPO,0.005,0.1,25.00,,,,,,,,
Montezuma Min Co opt aug11,MZMO,0.075,1.4,22.95,,,,,,,,
Desert Energy,DSN,0.11,2,22.22,,,,,,,,
Namibian Copper,NCO,0.165,3,22.22,,,,,,,,
Baraka Pet,BKP,0.006,0.1,20.00,,,,,,,,
Geopacific Res,GPR,0.065,1,18.18,,,,,,,,
Iron Mountain,IRM,0.099,1.5,17.86,,,,,,,,
Reward Min Ltd,RWD,0.60,9,17.65,,,,,,,,
Key Pet,KEY,0.135,2,17.39,,,,,,,,
Western Uranium opt jun10,WTNO,0.34,5,17.24,,,,,,,,
Arafura Resource,ARU,0.83,12,16.90,,,,,,,,
Clancy Explore,CLY,0.175,2.5,16.67,,,,,,,,
Iron Mountain opt feb12,IRMO,0.035,0.5,16.67,,,,,,,,
Golden State Res,GDN,0.045,0.6,15.38,,,,,,,,
Apollo Gas Ltd,AZO,0.68,9,15.25,,,,,,,,
Aussie Q Res,AQR,0.092,1.2,15.00,,,,,,,,
Modena Res Ltd,MDA,0.046,0.6,15.00,,,,,,,,
Golden State Res opt nov10,GDNOA,0.008,0.1,14.29,,,,,,,,
Bowen Energy Ltd,BWN,0.099,1.2,13.79,,,,,,,,
Eastern Star Gas,ESG,0.935,11,13.33,,,,,,,,
Aurox Res,AXO,0.305,3.5,12.96,,,,,,,,
Wildhorse Energy,WHE,0.35,4,12.90,,,,,,,,
Cortona Res opt jan12,CRCO,0.045,0.5,12.50,,,,,,,,
Regal Res,RER,0.045,0.5,12.50,,,,,,,,
Southerncross Gold,SXG,0.09,1,12.50,,,,,,,,
DMC Min Ltd,DMM,0.32,3.5,12.28,,,,,,,,
Buka Gold Ltd,BKG,0.14,1.5,12.00,,,,,,,,
Coppermoly Ltd,COY,0.14,1.5,12.00,,,,,,,,
Pepinnini Min,PNN,0.235,2.5,11.90,,,,,,,,
Aura Energy,AEE,0.145,1.5,11.54,,,,,,,,
Royal Res opt oct11,ROYO,0.145,1.5,11.54,,,,,,,,
Gas2Grid Ltd,GGX,0.039,0.4,11.43,,,,,,,,
Burey Gold Ltd,BYR,0.03,0.3,11.11,,,,,,,,
Manas Res Ltd,MSR,0.15,1.5,11.11,,,,,,,,
Metgasco Ltd,MEL,0.725,7,10.69,,,,,,,,
Bounty Oil & Gas,BUY,0.094,0.9,10.59,,,,,,,,
Murchison Metals,MMX,2.76,26,10.40,,,,,,,,
NKWE Platinum com,NKP,0.54,5,10.20,,,,,,,,
Aurora Min Ltd,ARM,0.815,7.5,10.14,,,,,,,,
Eureka Energy Ltd,EKA,0.099,0.9,10.00,,,,,,,,
Elemental Min opt jan12,ELMO,0.23,2,9.52,,,,,,,,
Avonlea Min,AVZ,0.12,1,9.09,,,,,,,,
Marion Energy,MAE,0.12,1,9.09,,,,,,,,
Pegasus Metals,PUN,0.12,1,9.09,,,,,,,,
Zinc Co Aust,ZNC,0.12,1,9.09,,,,,,,,
Liquefied Natural,LNG,1.22,10,8.93,,,,,,,,
Altura Min Ltd,AJM,0.245,2,8.89,,,,,,,,
Buxton Res Ltd,BUX,0.075,0.6,8.70,,,,,,,,
Fairstar Res,FAS,0.075,0.6,8.70,,,,,,,,
Greenland Min En,GGG,0.63,5,8.62,,,,,,,,
Alkane Res Ltd,ALK,0.38,3,8.57,,,,,,,,
Crossland Uranium,CUX,0.13,1,8.33,,,,,,,,
Rocklands Rich,RCI,0.455,3.5,8.33,,,,,,,,
Golden Gate Pet,GGP,0.04,0.3,8.11,,,,,,,,
Kasbah Res,KAS,0.08,0.6,8.11,,,,,,,,
BC Iron Ltd,BCI,1.28,9.5,8.02,,,,,,,,
Nkwe Platinum opt aug11,NKPO,0.27,2,8.00,,,,,,,,
Peak Res,PEK,0.135,1,8.00,,,,,,,,
Peninsula Min opt jun12,PENOA,0.027,0.2,8.00,,,,,,,,
Sthn Gold,SAU,0.135,1,8.00,,,,,,,,
D'aguilar Gold,DGR,0.068,0.5,7.94,,,,,,,,
Pioneer Res Ltd,PIO,0.055,0.4,7.84,,,,,,,,
Beacon Min opt aug10,BCNOA,0.014,0.1,7.69,,,,,,,,
Chameleon Min NL,CHM,0.028,0.2,7.69,,,,,,,,
Fox Res,FXR,0.21,1.5,7.69,,,,,,,,
Greenland Min En opt jun11,GGGO,0.42,3,7.69,,,,,,,,
Minemakers Ltd,MAK,0.495,3.5,7.61,,,,,,,,
Alchemy Resource opt aug10,ALYO,0.43,3,7.50,,,,,,,,
China Yunnan Copper,CYU,0.215,1.5,7.50,,,,,,,,
Iron Road Ltd opt sep10,IRDO,0.43,3,7.50,,,,,,,,
Navigator Res opt nov11,NAVO,0.043,0.3,7.50,,,,,,,,
Antares Energy,AZZ,0.65,4.5,7.44,,,,,,,,
Strike Energy Ltd,STX,0.29,2,7.41,,,,,,,,
Global Iron Ltd,GFE,0.22,1.5,7.32,,,,,,,,
Blina Diamonds NL,BDI,0.015,0.1,7.14,,,,,,,,
Jameson Res,JAL,0.30,2,7.14,,,,,,,,
Navigator Res,NAV,0.15,1,7.14,,,,,,,,
IMX Res Ltd,IXR,0.455,3,7.06,,,,,,,,
Impact Min,IPT,0.23,1.5,6.98,,,,,,,,
Anglo Aust,AAR,0.031,0.2,6.90,,,,,,,,
FerrAus Ltd,FRS,0.705,4.5,6.82,,,,,,,,
Admiralty Res,ADY,0.016,0.1,6.67,,,,,,,,
Prairie Downs Metals,PDZ,0.16,1,6.67,,,,,,,,
Resolute Min opt dec11,RSGO,0.485,3,6.59,,,,,,,,
Eastern Corp,ECU,0.325,2,6.56,,,,,,,,
Accent Res NL,ACS,0.165,1,6.45,,,,,,,,
Marathon Res,MTN,0.495,3,6.45,,,,,,,,
Adelphi Energy,ADI,0.17,1,6.25,,,,,,,,
Talisman Min opt dec10,TLMO,0.80,4.5,5.96,,,,,,,,
Austin Explore opt nov11,AKKO,0.018,0.1,5.88,,,,,,,,
Hillgrove Res Ltd,HGO,0.45,2.5,5.88,,,,,,,,
Magnetic Res,MAU,0.18,1,5.88,,,,,,,,
Talisman Min,TLM,1.08,6,5.88,,,,,,,,
Iron Ore Hldgs,IOH,1.64,9,5.81,,,,,,,,
Aust Gold Invest,AGV,0.037,0.2,5.71,,,,,,,,
Goldsearch Ltd,GSE,0.038,0.2,5.56,,,,,,,,
Gulf Mines Ltd,GLM,0.038,0.2,5.56,,,,,,,,
Mintails Ltd,MLI,0.038,0.2,5.56,,,,,,,,
Quantum Res,QUR,0.019,0.1,5.56,,,,,,,,
Tiaro Coal Ltd,TCM,0.39,2,5.41,,,,,,,,
Alchemy Resource,ALY,0.69,3.5,5.34,,,,,,,,
Mincor Res NL,MCR,1.875,9.5,5.34,,,,,,,,
Atlantic Gold NL,ATV,0.06,0.3,5.26,,,,,,,,
Shield Min,SHX,0.20,1,5.26,,,,,,,,
Discovery Metals,DML,0.62,3,5.08,,,,,,,,
INDUSTRIAL FALLS,,,,,,,,,,,,
Multiplex Prime Ppty ctg,MAFCB,0.001,-0.1,-50.00,,,,,,,,
Living Cell Tech opt dec10,LCTO,0.04,-3,-42.86,,,,,,,,
Oriental Techno,OTI,0.04,-2,-33.33,,,,,,,,
Autron Corp,AAT,0.017,-0.8,-32.00,,,,,,,,
M2M Corp,MCL,0.003,-0.1,-25.00,,,,,,,,
Photo-Me Aust,PTO,0.007,-0.2,-22.22,,,,,,,,
Cell Aquaculture,CAQ,0.125,-2.5,-16.67,,,,,,,,
LBT Innovations,LBT,0.10,-2,-16.67,,,,,,,,
ADG Global Supply,ADQ,0.06,-1,-14.29,,,,,,,,
Hostech Ltd,HTC,0.02,-0.3,-13.04,,,,,,,,
Iatia Ltd,IAT,0.014,-0.2,-12.50,,,,,,,,
WAG Ltd,WAG,0.007,-0.1,-12.50,,,,,,,,
RTL Corp Ltd,RTL,0.015,-0.2,-11.76,,,,,,,,
4C Sec Solution,FCS,0.016,-0.2,-11.11,,,,,,,,
Cape Range Ltd,CAG,0.008,-0.1,-11.11,,,,,,,,
Morning Star,MSH,0.12,-1.5,-11.11,,,,,,,,
Aust China Hldgs,AAK,0.009,-0.1,-10.00,,,,,,,,
Oldfields Hldgs,OLH,0.245,-2.5,-9.26,,,,,,,,
Biopharmica Ltd opt may10,BPHO,0.01,-0.1,-9.09,,,,,,,,
Freedom Nutritional,FNP,0.30,-3,-9.09,,,,,,,,
Medivac Ltd,MDV,0.01,-0.1,-9.09,,,,,,,,
Laserbond Ltd,LBL,0.091,-0.9,-9.00,,,,,,,,
Island Sky Aust,ISK,0.11,-1,-8.33,,,,,,,,
Quay Magnesium,QMG,0.023,-0.2,-8.00,,,,,,,,
Analytica Ltd,ALT,0.036,-0.3,-7.69,,,,,,,,
Axiom Prop,AXI,0.036,-0.3,-7.69,,,,,,,,
TPL Corp Ltd,TPL,0.025,-0.2,-7.41,,,,,,,,
Aust Education unt,AEU,0.45,-3.5,-7.22,,,,,,,,
Black Ridge Min,BRD,0.013,-0.1,-7.14,,,,,,,,
Devine Ltd,DVN,0.40,-3,-6.98,,,,,,,,
Challenger Winetr unt,CWT,0.27,-2,-6.90,,,,,,,,
Eneabba Gas Ltd,ENB,0.28,-2,-6.67,,,,,,,,
Growthpoint Prop stp,GOZ,1.55,-11,-6.63,,,,,,,,
Galileo Japan Tr unt,GJT,0.045,-0.3,-6.25,,,,,,,,
Praemium Ltd,PPS,0.15,-1,-6.25,,,,,,,,
Tyrian Diagnostics,TDX,0.015,-0.1,-6.25,,,,,,,,
Nanosonics Ltd,NAN,0.62,-4,-6.06,,,,,,,,
Oncard Intl,ONC,0.155,-1,-6.06,,,,,,,,
Fisher & Paykel App,FPA,0.47,-3,-6.00,,,,,,,,
Manaccom Corp Ltd,MNL,0.47,-3,-6.00,,,,,,,,
Acuvax Ltd,ACU,0.016,-0.1,-5.88,,,,,,,,
Hillcrest Litigat,HLS,0.08,-0.5,-5.88,,,,,,,,
National Leisure,NLG,0.033,-0.2,-5.71,,,,,,,,
