Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4854.2 at 16:37 28/4/2010  Report at 19:05 Wednesday 28/4/2010. Processed 19:10 Wednesday 28/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Datamotion Asia,DMN,0.002,0.1,100.00,,,,,,,,
CL Asset Hldgs,CLS,1.015,29.5,40.97,,,,,,,,
Legacy Iron Ore opt dec12,LCYOB,0.08,1.9,31.15,,,,,,,,
Wavenet Intl,WAL,0.11,1.9,20.88,,,,,,,,
Transol Corp,TNC,0.007,0.1,16.67,,,,,,,,
Healthlinx Ltd opt dec13,HTXOA,0.11,1.5,15.79,,,,,,,,
Arturus Capital,AKW,0.16,2,14.29,,,,,,,,
Diversa Ltd,DVA,0.105,1.3,14.13,,,,,,,,
Bluglass Ltd,BLG,0.13,1.5,13.04,,,,,,,,
Wallace Absolute,WAB,0.045,0.5,12.50,,,,,,,,
Webspy Ltd,WSY,0.018,0.2,12.50,,,,,,,,
Wasabi Energy Ltd,WAS,0.019,0.2,11.76,,,,,,,,
4C Sec Solution,FCS,0.02,0.2,11.11,,,,,,,,
E-Com Multi Ltd,ECE,0.01,0.1,11.11,,,,,,,,
Facilitate Digital,FAC,0.073,0.7,10.61,,,,,,,,
Altera Res Ltd,AEA,0.33,3,10.00,,,,,,,,
Altium Ltd,ALU,0.28,2.5,9.80,,,,,,,,
Scigen Ltd cdi,SIE,0.23,2,9.52,,,,,,,,
MAX Tr unt,MXQ,0.058,0.5,9.43,,,,,,,,
Konekt Ltd,KKT,0.175,1.5,9.37,,,,,,,,
Medivac Ltd,MDV,0.012,0.1,9.09,,,,,,,,
RMG Ltd,RMG,0.012,0.1,9.09,,,,,,,,
Ainsworth Game Tech 10% cn11,AGIG,0.92,7.5,8.88,,,,,,,,
Powerlan Ltd,PWR,0.05,0.4,8.70,,,,,,,,
Aquacarotene Ltd,AQL,0.013,0.1,8.33,,,,,,,,
Mint Wireless,MNW,0.04,0.3,8.11,,,,,,,,
Xceed Capital Ltd,XCD,0.014,0.1,7.69,,,,,,,,
Longreach Grp,LRG,0.029,0.2,7.41,,,,,,,,
Connxion Ventures,CXN,0.046,0.3,6.98,,,,,,,,
Landmark White,LMW,0.395,2.5,6.76,,,,,,,,
Frigrite Ltd,FRR,0.16,1,6.67,,,,,,,,
Healthlinx Ltd,HTX,0.16,1,6.67,,,,,,,,
Souls Private Equity opt feb15,SOEOA,0.016,0.1,6.67,,,,,,,,
Investorfirst Ltd,INQ,0.085,0.5,6.25,,,,,,,,
Dromana Estate,DMY,0.036,0.2,5.88,,,,,,,,
Legacy Iron Ore,LCY,0.18,1,5.88,,,,,,,,
SAI Global Ltd,SAI,4.46,23,5.44,,,,,,,,
Atlantic Ltd,ATI,0.06,0.3,5.26,,,,,,,,
Hydromet Corp Ltd,HMC,0.04,0.2,5.26,,,,,,,,
MINING RISES,,,,,,,,,,,,
Rawson Res,RAW,0.20,10,100.00,,,,,,,,
Orion Gold NL,ORN,0.042,1.4,50.00,,,,,,,,
Carpentaria Exp opt jun10,CAPO,0.275,9,48.65,,,,,,,,
Carpentaria Exp,CAP,0.63,15.5,32.63,,,,,,,,
Apollo Min Ltd opt nov11,AONO,0.025,0.5,25.00,,,,,,,,
Baraka Pet,BKP,0.005,0.1,25.00,,,,,,,,
Cluff Res,CFR,0.005,0.1,25.00,,,,,,,,
Golden Cross opt mar11,GCRO,0.005,0.1,25.00,,,,,,,,
Monitor Energy,MHL,0.005,0.1,25.00,,,,,,,,
Mt Isa Metals,MET,0.16,3,23.08,,,,,,,,
Quantum Res,QUR,0.016,0.3,23.08,,,,,,,,
Sierra Min,SRM,0.095,1.5,18.75,,,,,,,,
Imperial Corp Ltd,IMP,0.007,0.1,16.67,,,,,,,,
United Uranium opt jun12,UULOA,0.035,0.5,16.67,,,,,,,,
Alloy Res,AYR,0.037,0.5,15.62,,,,,,,,
Azure Min,AZS,0.063,0.8,14.55,,,,,,,,
Jupiter Energy opt jun10,JPROA,0.008,0.1,14.29,,,,,,,,
Xanadu Res Ltd,XNU,0.08,1,14.29,,,,,,,,
Drummond Gold Ltd,DGO,0.045,0.5,12.50,,,,,,,,
Global Geoscience,GSC,0.09,1,12.50,,,,,,,,
Vector Res Ltd opt jun12,VECO,0.039,0.4,11.43,,,,,,,,
Chrysalis Res opt jun13,CYSO,0.10,1,11.11,,,,,,,,
Magnetic Res ctg,MAUCA,0.25,2.5,11.11,,,,,,,,
New Age Exploration,NAE,0.10,1,11.11,,,,,,,,
Bathurst Res,BTU,0.16,1.5,10.34,,,,,,,,
Modena Res Ltd,MDA,0.055,0.5,10.00,,,,,,,,
Aragon Res,AAG,0.23,2,9.52,,,,,,,,
Genesis Res,GES,0.175,1.5,9.37,,,,,,,,
Eastern Iron opt dec10,EFEO,0.06,0.5,9.09,,,,,,,,
Prairie Downs Metals,PDZ,0.18,1.5,9.09,,,,,,,,
Strzelecki Metals,STZ,0.06,0.5,9.09,,,,,,,,
Cazaly Res opt feb11,CAZO,0.365,3,8.96,,,,,,,,
Monaro Min NL,MRO,0.076,0.6,8.57,,,,,,,,
Metminco Ltd,MNC,0.195,1.5,8.33,,,,,,,,
Midas Res opt may11,MDSOB,0.065,0.5,8.33,,,,,,,,
Montezuma Min Co opt aug11,MZMO,0.13,1,8.33,,,,,,,,
Sihayo Gold Ltd,SIH,0.081,0.6,8.00,,,,,,,,
Citigold Corp Ltd,CTO,0.14,1,7.69,,,,,,,,
Eleckra Mines opt jun11,EKMO,0.07,0.5,7.69,,,,,,,,
Greenpower Enrgy,GPP,0.075,0.5,7.14,,,,,,,,
Doray Min Ltd,DRM,0.77,5,6.94,,,,,,,,
Lefroy Res Ltd,LEF,0.062,0.4,6.90,,,,,,,,
Resolute Min opt dec11,RSGO,0.62,4,6.90,,,,,,,,
Auzex Res,AZX,0.16,1,6.67,,,,,,,,
Ampella Min opt jul10,AMXO,1.30,8,6.56,,,,,,,,
ORH Ltd,ORH,0.033,0.2,6.45,,,,,,,,
Acclaim Explore,AEX,0.017,0.1,6.25,,,,,,,,
Blackham Res opt oct11,BLKO,0.085,0.5,6.25,,,,,,,,
Newland Res,NRL,0.017,0.1,6.25,,,,,,,,
MIL Res,MGK,0.035,0.2,6.06,,,,,,,,
Mutiny Gold Ltd,MYG,0.035,0.2,6.06,,,,,,,,
Resource And Invest,RNI,0.073,0.4,5.80,,,,,,,,
Metallica Min,MLM,0.28,1.5,5.66,,,,,,,,
Aust Renewable,ARW,0.019,0.1,5.56,,,,,,,,
