Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4632.7 at 16:36 21/6/2010  Report at 19:05 Monday 21/6/2010. Processed 19:11 Monday 21/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Wallace Absolute,WAB,0.055,2,57.14,,,,,,,,
Neptune Marine opt dec10,NMSO,0.16,4.5,39.13,,,,,,,,
-,NMS,0.325,7.5,30.00,,,,,,,,
Adv Surg Dsgn & Mnft,AMT,0.44,9,25.71,,,,,,,,
Patrys Ltd,PAB,0.135,2.5,22.73,,,,,,,,
Cape Range Ltd,CAG,0.006,0.1,20.00,,,,,,,,
SDI Ltd,SDI,0.21,3.5,20.00,,,,,,,,
Ross Human Direction,RHD,0.40,6.5,19.40,,,,,,,,
TPL Corp Ltd,TPL,0.019,0.3,18.75,,,,,,,,
Mesbon China Nylon,MES,0.13,2,18.18,,,,,,,,
Scantech Ltd,SCD,0.28,4,16.67,,,,,,,,
WAG Ltd,WAG,0.007,0.1,16.67,,,,,,,,
Calzada Ltd,CZD,0.03,0.4,15.38,,,,,,,,
Cellmid Ltd,CDY,0.024,0.3,14.29,,,,,,,,
Multi Channel,MUT,0.008,0.1,14.29,,,,,,,,
Service Stream,SSM,0.28,3.5,14.29,,,,,,,,
Reverse Corp Ltd,REF,0.17,2,13.33,,,,,,,,
Multiplex European unt,MUE,0.175,2,12.90,,,,,,,,
Holista Colltech,HCT,0.135,1.5,12.50,,,,,,,,
Medivac Ltd,MDV,0.009,0.1,12.50,,,,,,,,
GoConnect Ltd,GCN,0.028,0.3,12.00,,,,,,,,
Quickflix Ltd,QFX,0.056,0.6,12.00,,,,,,,,
ING Real Est Ente unt,IEF,0.094,1,11.90,,,,,,,,
Runge Ltd,RUL,0.49,5,11.36,,,,,,,,
Apollo Cons,AOP,0.01,0.1,11.11,,,,,,,,
Becton Prop Grp 9.5% cn12,BECG,0.40,4,11.11,,,,,,,,
Engin Ltd,ENG,0.40,4,11.11,,,,,,,,
ICSGlobal Ltd,ICS,0.01,0.1,11.11,,,,,,,,
Advanced Share,ASW,0.46,4.5,10.84,,,,,,,,
BSA Ltd,BSA,0.21,2,10.53,,,,,,,,
Vmoto Ltd,VMT,0.16,1.5,10.34,,,,,,,,
Ceramic Fuel Cells,CFU,0.165,1.5,10.00,,,,,,,,
Undercoverwear,UCW,0.22,2,10.00,,,,,,,,
Atlantic Ltd,ATI,0.045,0.4,9.76,,,,,,,,
Intrapower Ltd,IPX,0.17,1.5,9.68,,,,,,,,
MDS Financial Grp,MWS,0.023,0.2,9.52,,,,,,,,
Atlantic Ltd opt dec11,ATIO,0.035,0.3,9.38,,,,,,,,
Phoslock Water,PHK,0.105,0.9,9.37,,,,,,,,
Contango Capital,CCQ,0.72,6,9.09,,,,,,,,
Soilsub Tech,SOI,0.012,0.1,9.09,,,,,,,,
Viralytics Ltd opt jun10,VLAO,0.012,0.1,9.09,,,,,,,,
Atlas Southsea Pearl,ATP,0.125,1,8.70,,,,,,,,
Living Cell Tech,LCT,0.255,2,8.51,,,,,,,,
Magellan Fin Grp,MFG,1.15,9,8.49,,,,,,,,
OBJ Ltd,OBJ,0.026,0.2,8.33,,,,,,,,
  opt dec10,OBJO,0.013,0.1,8.33,,,,,,,,
Capral Ltd,CAA,0.20,1.5,8.11,,,,,,,,
Bluglass Ltd,BLG,0.135,1,8.00,,,,,,,,
Coretrack Ltd,CKK,0.21,1.5,7.69,,,,,,,,
Aust Power,APK,0.43,3,7.50,,,,,,,,
Hyperion Flagship,HIP,1.50,10,7.14,,,,,,,,
RER Grp Ltd,RGD,0.30,2,7.14,,,,,,,,
Sino Strategic Intl,SSI,0.30,2,7.14,,,,,,,,
Macq Atlas Roads stp,MQA,1.00,6.5,6.95,,,,,,,,
Biotron Ltd opt dec11,BITO,0.016,0.1,6.67,,,,,,,,
Cbio Ltd,CBZ,0.32,2,6.67,,,,,,,,
Cell Aquaculture,CAQ,0.16,1,6.67,,,,,,,,
Keybridge Capital,KBC,0.098,0.6,6.52,,,,,,,,
Datadot Tech,DDT,0.034,0.2,6.25,,,,,,,,
iCash Payment Sys,ICP,0.051,0.3,6.25,,,,,,,,
Waterco Ltd,WAT,1.02,6,6.25,,,,,,,,
AMP Capital China unt,AGF,0.78,4.5,6.12,,,,,,,,
Austal Ltd,ASB,2.43,14,6.11,,,,,,,,
Advanced Engine,ACE,0.035,0.2,6.06,,,,,,,,
BPH Corp Ltd,BPH,0.07,0.4,6.06,,,,,,,,
Moko Mobi Ltd,MKB,0.07,0.4,6.06,,,,,,,,
Advanced Magnesium,ANM,0.053,0.3,6.00,,,,,,,,
Novogen Ltd,NRT,0.18,1,5.88,,,,,,,,
Symex Hldgs,SYM,0.54,3,5.88,,,,,,,,
Comops Ltd,COM,0.055,0.3,5.77,,,,,,,,
Clime Capital 7.5% pref,CAMPA,1.85,10,5.71,,,,,,,,
Optiscan Imaging,OIL,0.056,0.3,5.66,,,,,,,,
Anaeco Ltd,ANQ,0.19,1,5.56,,,,,,,,
Antaria Ltd,ANO,0.038,0.2,5.56,,,,,,,,
Dexion Ltd,DEX,0.76,4,5.56,,,,,,,,
Island Sky Aust,ISK,0.038,0.2,5.56,,,,,,,,
Aust Leaders,ALF,1.15,6,5.50,,,,,,,,
Headline Grp Ltd,HLD,0.29,1.5,5.45,,,,,,,,
Bionomics Ltd,BNO,0.295,1.5,5.36,,,,,,,,
Bisalloy Steel,BIS,0.20,1,5.26,,,,,,,,
IFS Construct Ltd,IFS,0.06,0.3,5.26,,,,,,,,
Thinksmart Ltd,TSM,0.91,4.5,5.20,,,,,,,,
Macmahon Hldgs,MAH,0.62,3,5.08,,,,,,,,
Wentworth Hldgs,WWM,0.084,0.4,5.00,,,,,,,,
MINING RISES,,,,,,,,,,,,
GBM Rsources Ltd opt jun10,GBZO,0.005,0.4,400.00,,,,,,,,
Redstone Res,RDS,0.175,10.6,153.60,,,,,,,,
Fox Res opt nov10,FXRO,0.024,1.4,140.00,,,,,,,,
Rox Res opt jul11,RXLOA,0.01,0.5,100.00,,,,,,,,
Minotaur Explore,MEP,0.25,8.5,51.52,,,,,,,,
Apex Min NL opt nov12,AXMO,0.007,0.2,40.00,,,,,,,,
Augustus Min opt jul10,AUJO,0.02,0.5,33.33,,,,,,,,
Aust Oriental,AOM,0.004,0.1,33.33,,,,,,,,
Catalpa Res opt oct11,CAHOB,0.60,15,33.33,,,,,,,,
Intec Ltd,INL,0.004,0.1,33.33,,,,,,,,
Sihayo Gold Ltd opt jan11,SIHO,0.029,0.7,31.82,,,,,,,,
Cortona Res opt jan12,CRCO,0.115,2.5,27.78,,,,,,,,
Montezuma Min Co opt aug11,MZMO,0.14,3,27.27,,,,,,,,
Lonrho Min Ltd,LOM,0.019,0.4,26.67,,,,,,,,
Metals Aust,MLS,0.01,0.2,25.00,,,,,,,,
Rox Res,RXL,0.02,0.4,25.00,,,,,,,,
Central West Gold,CWG,0.04,0.7,21.21,,,,,,,,
Silver Swan Grp,SWN,0.40,7,21.21,,,,,,,,
Central Asia Res,CVR,0.035,0.6,20.69,,,,,,,,
Catalpa Res opt jun10,CAHO,0.60,10,20.00,,,,,,,,
Rawson Res,RAW,0.18,3,20.00,,,,,,,,
Terrain Min,TMX,0.031,0.5,19.23,,,,,,,,
Resolute Min opt dec11,RSGO,0.50,8,19.05,,,,,,,,
Nagambie Min Ltd,NAG,0.032,0.5,18.52,,,,,,,,
Metgasco Ltd,MEL,0.485,7.5,18.29,,,,,,,,
Syndicated Metals,SMD,0.13,2,18.18,,,,,,,,
Greenearth Energy,GER,0.10,1.5,17.65,,,,,,,,
Nimrodel Res,NMR,0.02,0.3,17.65,,,,,,,,
Tangiers Pet,TPT,0.10,1.5,17.65,,,,,,,,
Golden Deeps,GED,0.07,1,16.67,,,,,,,,
Integrated Res,IRG,0.014,0.2,16.67,,,,,,,,
Nupower Res,NUP,0.042,0.6,16.67,,,,,,,,
Austin Explore opt nov11,AKKO,0.008,0.1,14.29,,,,,,,,
Copper Range Ltd,CRJ,0.024,0.3,14.29,,,,,,,,
Lonrho Min Ltd opt nov10,LOMOA,0.008,0.1,14.29,,,,,,,,
MIL Res opt may12,MGKOA,0.008,0.1,14.29,,,,,,,,
Shree Min Ltd,SHH,0.125,1.5,13.64,,,,,,,,
Iron Ore Hldgs opt apr11,IOHO,0.85,10,13.33,,,,,,,,
Voyager Res,VOR,0.017,0.2,13.33,,,,,,,,
Nyota Min Ltd,NYO,0.35,4,12.90,,,,,,,,
Kingsrose Min Ltd,KRM,1.07,12,12.63,,,,,,,,
Fall River Res cdi,FRV,0.018,0.2,12.50,,,,,,,,
Kilgore Oil & Gas,KOG,0.009,0.1,12.50,,,,,,,,
Sirius Res NL,SIR,0.009,0.1,12.50,,,,,,,,
Intrepid Mines,IAU,0.59,6.5,12.38,,,,,,,,
West African Res,WAF,0.37,4,12.12,,,,,,,,
EMU Nickel NL,EMU,0.14,1.5,12.00,,,,,,,,
Metrocoal Ltd,MTE,0.29,3,11.54,,,,,,,,
Top End Uranium,TEU,0.089,0.9,11.25,,,,,,,,
Augur Res Ltd,AUK,0.20,2,11.11,,,,,,,,
Comet Res,CRL,0.04,0.4,11.11,,,,,,,,
Empire Oil & Gas,EGO,0.01,0.1,11.11,,,,,,,,
Gulf Res,GLF,0.02,0.2,11.11,,,,,,,,
Intermin Res opt may12,IRCO,0.05,0.5,11.11,,,,,,,,
Quest Pet,QPN,0.01,0.1,11.11,,,,,,,,
Shield Min,SHX,0.20,2,11.11,,,,,,,,
Montezuma Min Co,MZM,0.355,3.5,10.94,,,,,,,,
Augustus Min,AUJ,0.255,2.5,10.87,,,,,,,,
Drake Res,DRK,0.155,1.5,10.71,,,,,,,,
Red Fork Energy,RFE,0.465,4.5,10.71,,,,,,,,
Malagasy Min,MGY,0.032,0.3,10.34,,,,,,,,
FerrAus Ltd,FRS,0.86,8,10.26,,,,,,,,
Aust Renewable,ARW,0.011,0.1,10.00,,,,,,,,
Carrick Gold Ltd,CRK,0.55,5,10.00,,,,,,,,
MIL Res,MGK,0.033,0.3,10.00,,,,,,,,
Papillon Res Ltd opt dec12,PIROA,0.055,0.5,10.00,,,,,,,,
Yellow Rock,YRR,0.022,0.2,10.00,,,,,,,,
Apex Min NL,AXM,0.023,0.2,9.52,,,,,,,,
Forte Energy NL,FTE,0.115,1,9.52,,,,,,,,
Impact Min,IPT,0.115,1,9.52,,,,,,,,
Bathurst Res,BTU,0.175,1.5,9.37,,,,,,,,
Adamus Res,ADU,0.59,5,9.26,,,,,,,,
Mindax Ltd,MDX,0.42,3.5,9.09,,,,,,,,
Newport Min Ltd,NMN,0.62,5,8.77,,,,,,,,
Grange Res,GRR,0.56,4.5,8.74,,,,,,,,
Highlands Pacific,HIG,0.25,2,8.70,,,,,,,,
Strategic Energy,SER,0.025,0.2,8.70,,,,,,,,
Murchison Metals,MMX,2.33,18,8.37,,,,,,,,
Energia Min Ltd,EMX,0.13,1,8.33,,,,,,,,
Focus Min Ltd,FML,0.052,0.4,8.33,,,,,,,,
Ishine Int Res,ISH,0.26,2,8.33,,,,,,,,
Metminco Ltd opt dec12,MNCO,0.065,0.5,8.33,,,,,,,,
Phosphate Aus Ltd,POZ,0.13,1,8.33,,,,,,,,
Rubicon Res,RBR,0.039,0.3,8.33,,,,,,,,
Iron Ore Hldgs,IOH,1.835,14,8.26,,,,,,,,
Gindalbie Metals,GBG,1.255,9.5,8.19,,,,,,,,
Jupiter Energy,JPR,0.04,0.3,8.11,,,,,,,,
Marion Energy,MAE,0.027,0.2,8.00,,,,,,,,
Encounter Res,ENR,0.28,2,7.69,,,,,,,,
Jameson Res,JAL,0.056,0.4,7.69,,,,,,,,
Laguna Res NL,LRC,0.014,0.1,7.69,,,,,,,,
BC Iron Ltd,BCI,1.72,12,7.50,,,,,,,,
Uranium Explore,UXA,0.043,0.3,7.50,,,,,,,,
Epsilon Energy,EPS,0.059,0.4,7.27,,,,,,,,
Accent Res NL,ACS,0.15,1,7.14,,,,,,,,
Ausquest Ltd,AQD,0.15,1,7.14,,,,,,,,
Carnarvon Pet,CVN,0.375,2.5,7.14,,,,,,,,
Golden Cross,GCR,0.015,0.1,7.14,,,,,,,,
