Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4974.1 at 16:36 6/4/2010  Report at 19:06 Tuesday 6/4/2010. Processed 20:12 Tuesday 6/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Entellect Solutions,ESN,0.002,0.1,100.00,,,,,,,,
Photo-Me Aust,PTO,0.007,0.2,40.00,,,,,,,,
Marine Produce Aust,MPA,0.02,0.5,33.33,,,,,,,,
Media Grp Int Ltd,MUI,0.012,0.3,33.33,,,,,,,,
Unilife Corp cdi  6:1,UNS,1.31,31,31.00,,,,,,,,
MobileActive Ltd,MBA,0.018,0.4,28.57,,,,,,,,
WAM Active Ltd opt apr11,WAAO,0.03,0.5,20.00,,,,,,,,
Sterling Biofuels,SBI,0.04,0.6,17.65,,,,,,,,
Hydrotech Inter,HTI,0.007,0.1,16.67,,,,,,,,
Living Cell Tech,LCT,0.29,4,16.00,,,,,,,,
Medivac Ltd,MDV,0.008,0.1,14.29,,,,,,,,
PharmAust Ltd,PAA,0.065,0.8,14.04,,,,,,,,
XRF Scientific,XRF,0.175,2,12.90,,,,,,,,
C @ Ltd,CEO,0.009,0.1,12.50,,,,,,,,
Globe Sec,GTI,0.09,1,12.50,,,,,,,,
Hot Rock Ltd,HRL,0.10,1.1,12.36,,,,,,,,
Adelaide Managed unt,AYT,1.47,16,12.21,,,,,,,,
Paragon Care Ltd,PGC,0.037,0.4,12.12,,,,,,,,
Bravura Solutions,BVA,0.15,1.5,11.11,,,,,,,,
Prima BioMed Ltd,PRR,0.155,1.5,10.71,,,,,,,,
Resourc & En Grp,REZ,0.155,1.5,10.71,,,,,,,,
Tishman Speyer unt,TSO,0.47,4.5,10.59,,,,,,,,
Quantum Energy,QTM,0.11,1,10.00,,,,,,,,
Aquacarotene Ltd,AQL,0.012,0.1,9.09,,,,,,,,
Atlas Southsea Pearl,ATP,0.12,1,9.09,,,,,,,,
CEC Grp Ltd,CEG,0.12,1,9.09,,,,,,,,
Cell Aquaculture,CAQ,0.185,1.5,8.82,,,,,,,,
Steamships Trading,SST,18.50,150,8.82,,,,,,,,
Cogstate Ltd,CGS,0.31,2.5,8.77,,,,,,,,
Chandler Macleod,CMG,0.26,2,8.33,,,,,,,,
Pac Enviromin,PEV,0.013,0.1,8.33,,,,,,,,
Rubicor Grp,RUB,0.052,0.4,8.33,,,,,,,,
Jumbuck Entertain,JMB,0.27,2,8.00,,,,,,,,
Brain Resource,BRC,0.28,2,7.69,,,,,,,,
Xceed Capital Ltd,XCD,0.014,0.1,7.69,,,,,,,,
Marbletrend Grp,MBD,0.075,0.5,7.14,,,,,,,,
Quickflix Ltd,QFX,0.075,0.5,7.14,,,,,,,,
Ozgrowth Ltd,OZG,0.17,1,6.25,,,,,,,,
Reverse Corp Ltd,REF,0.17,1,6.25,,,,,,,,
Advanced Share,ASW,0.435,2.5,6.10,,,,,,,,
Energy Ventures,EVE,0.035,0.2,6.06,,,,,,,,
Clinuvel Pharmaceut,CUV,0.265,1.5,6.00,,,,,,,,
Investorfirst Ltd,INQ,0.09,0.5,5.88,,,,,,,,
Verus Invest,VIL,0.036,0.2,5.88,,,,,,,,
CMI Ltd pref.cl.a,CMIPC,0.46,2.5,5.75,,,,,,,,
Prime Infr Grp stp,PIH,3.91,21,5.68,,,,,,,,
Macq Winton ord unt,MWG,1.31,7,5.65,,,,,,,,
ASF Grp Ltd,AFA,0.19,1,5.56,,,,,,,,
Flexigrp Ltd,FXL,1.39,7,5.30,,,,,,,,
Island Sky Aust,ISK,0.08,0.4,5.26,,,,,,,,
Cadence Capital,CDM,0.81,4,5.19,,,,,,,,
Enviromission Ltd,EVM,0.041,0.2,5.13,,,,,,,,
Norfolk Grp,NFK,0.82,4,5.13,,,,,,,,
Ausdrill Ltd,ASL,2.27,11,5.09,,,,,,,,
Gunns Ltd,GNS,0.52,2.5,5.05,,,,,,,,
GoConnect Ltd,GCN,0.021,0.1,5.00,,,,,,,,
Humanis Grp Ltd,HUM,0.021,0.1,5.00,,,,,,,,
Synergy Plus Ltd,SNR,0.042,0.2,5.00,,,,,,,,
MINING RISES,,,,,,,,,,,,
Minemakers Ltd opt may10,MAKO,0.011,0.7,175.00,,,,,,,,
Activex Ltd opt jul10,AIVO,0.04,2.4,150.00,,,,,,,,
Zamia Gold Mines,ZGM,0.11,6.5,144.40,,,,,,,,
Aragon Res opt sep10,AAGO,0.04,2,100.00,,,,,,,,
Peninsula Min opt jun10,PENO,0.002,0.1,100.00,,,,,,,,
Pike River Coal opt apr11,PRCO,0.14,6,75.00,,,,,,,,
Rialto Energy,RIA,0.26,8,44.44,,,,,,,,
GBM Rsources Ltd opt jun10,GBZO,0.01,0.3,42.86,,,,,,,,
Adamus Res rts 06apr,ADUR,0.071,2.1,42.00,,,,,,,,
Proto Resource & opt dec13,PRWOA,0.007,0.2,40.00,,,,,,,,
Sultan Corp,SSC,0.014,0.4,40.00,,,,,,,,
Atomic Res opt aug11,ATQO,0.04,1,33.33,,,,,,,,
Republic Gold Ltd opt jun11,RAUOA,0.004,0.1,33.33,,,,,,,,
Sirius Res NL,SIR,0.008,0.2,33.33,,,,,,,,
Lodestar Min,LSR,0.125,3,31.58,,,,,,,,
Padbury Min Ltd opt may11,PDYOB,0.009,0.2,28.57,,,,,,,,
Jupiter Energy opt jun10,JPROA,0.014,0.3,27.27,,,,,,,,
Samson Oil & Gas opt dec12,SSNO,0.019,0.4,26.67,,,,,,,,
Black Ridge Min opt nov10,BRDOA,0.005,0.1,25.00,,,,,,,,
Cluff Res,CFR,0.005,0.1,25.00,,,,,,,,
Overland Res,OVR,0.094,1.8,23.68,,,,,,,,
Samson Oil & Gas,SSN,0.032,0.6,23.08,,,,,,,,
Tiaro Coal Ltd,TCM,0.31,5.5,21.57,,,,,,,,
Chesser Res,CHZ,0.255,4.5,21.43,,,,,,,,
Cazaly Res opt feb11,CAZO,0.29,5,20.83,,,,,,,,
Latrobe Magnesium,LMG,0.018,0.3,20.00,,,,,,,,
Sthn Uranium,SNU,0.21,3.5,20.00,,,,,,,,
Doray Min Ltd,DRM,0.91,15,19.74,,,,,,,,
Territory Res,TTY,0.225,3.5,18.42,,,,,,,,
Magna Min NL,MAN,0.007,0.1,16.67,,,,,,,,
Mantle Min Corp opt dec10,MNMOA,0.007,0.1,16.67,,,,,,,,
Northwest Res,NWR,0.07,1,16.67,,,,,,,,
Namibian Copper,NCO,0.18,2.5,16.13,,,,,,,,
Minerals Corp,MSC,0.044,0.6,15.79,,,,,,,,
Abra Min Ltd,AII,0.185,2.5,15.62,,,,,,,,
Panax Geothermal opt dec11,PAXO,0.03,0.4,15.38,,,,,,,,
Nkwe Platinum opt aug11,NKPO,0.34,4.5,15.25,,,,,,,,
Red Sky Energy,ROG,0.023,0.3,15.00,,,,,,,,
Navigator Res,NAV,0.195,2.5,14.71,,,,,,,,
Avanco Res Ltd opt apr12,AVBOB,0.016,0.2,14.29,,,,,,,,
Clancy Explore,CLY,0.16,2,14.29,,,,,,,,
Icon Energy Ltd,ICN,0.32,4,14.29,,,,,,,,
Mineral Commodities,MRC,0.04,0.5,14.29,,,,,,,,
Olympus Pacific Min  1:1,OYM,0.36,4.5,14.29,,,,,,,,
Victorian Gold Mines,VGM,0.16,2,14.29,,,,,,,,
De Grey Min,DEG,0.034,0.4,13.33,,,,,,,,
Gascoyne Res Ltd,GCY,0.13,1.5,13.04,,,,,,,,
Aditya Birla,ABY,1.275,14.5,12.83,,,,,,,,
Yellow Rock,YRR,0.044,0.5,12.82,,,,,,,,
EMU Nickel NL,EMU,0.135,1.5,12.50,,,,,,,,
Pacrim Energy,PRE,0.009,0.1,12.50,,,,,,,,
Pan Pacific Pet,PPP,0.27,3,12.50,,,,,,,,
Jupiter Energy,JPR,0.073,0.8,12.31,,,,,,,,
Power Res Ltd,PWW,0.055,0.6,12.24,,,,,,,,
Deep Yellow Ltd,DYL,0.23,2.5,12.20,,,,,,,,
Vital Metals Ltd,VML,0.065,0.7,12.07,,,,,,,,
Panax Geothermal,PAX,0.14,1.5,12.00,,,,,,,,
Chalice Gold Mines,CHN,0.525,5.5,11.70,,,,,,,,
Western Plains Res,WPG,1.05,11,11.70,,,,,,,,
Heemskirk Cons,HSK,0.335,3.5,11.67,,,,,,,,
Planet Gas Ltd,PGS,0.145,1.5,11.54,,,,,,,,
Caledon Res cdi,CCD,0.89,9,11.25,,,,,,,,
Brumby Res,BMY,0.20,2,11.11,,,,,,,,
Catalpa Res opt jun10,CAHO,0.50,5,11.11,,,,,,,,
Papillon Res Ltd,PIR,0.10,1,11.11,,,,,,,,
Red Metal Ltd,RDM,0.15,1.5,11.11,,,,,,,,
Target Energy opt oct12,TEXOB,0.01,0.1,11.11,,,,,,,,
Vector Res Ltd,VEC,0.10,1,11.11,,,,,,,,
WCP Res Ltd,WCP,0.08,0.8,11.11,,,,,,,,
Yellow Rock opt sep12,YRROA,0.01,0.1,11.11,,,,,,,,
Audax Res,ADX,0.155,1.5,10.71,,,,,,,,
Mount Magnet South,MUM,0.063,0.6,10.53,,,,,,,,
Target Energy,TEX,0.032,0.3,10.34,,,,,,,,
Andean Res Ltd,AND,3.10,29,10.32,,,,,,,,
Kasbah Res,KAS,0.075,0.7,10.29,,,,,,,,
Alkane Res Ltd,ALK,0.325,3,10.17,,,,,,,,
Grange Res,GRR,0.655,6,10.08,,,,,,,,
Accent Res NL,ACS,0.22,2,10.00,,,,,,,,
Aura Energy,AEE,0.275,2.5,10.00,,,,,,,,
Ausgold Ltd opt mar13,AUCO,0.055,0.5,10.00,,,,,,,,
Beadell Resource,BDR,0.22,2,10.00,,,,,,,,
Drake Res,DRK,0.22,2,10.00,,,,,,,,
Platina Res,PGM,0.22,2,10.00,,,,,,,,
Richmond Min,RHM,0.225,2,9.76,,,,,,,,
Mantle Min Corp,MNM,0.034,0.3,9.68,,,,,,,,
NKWE Platinum com,NKP,0.63,5.5,9.57,,,,,,,,
Hemisphere Res,HEM,0.75,6.5,9.49,,,,,,,,
Greenland Min En,GGG,0.465,4,9.41,,,,,,,,
Comet Res,CRL,0.06,0.5,9.09,,,,,,,,
Emmerson Res,ERM,0.24,2,9.09,,,,,,,,
Lynas Corp,LYC,0.54,4.5,9.09,,,,,,,,
Republic Gold Ltd,RAU,0.024,0.2,9.09,,,,,,,,
Pryme Oil & Gas,PYM,0.073,0.6,8.96,,,,,,,,
Eromanga Hydro,ERH,0.098,0.8,8.89,,,,,,,,
Atomic Res,ATQ,0.185,1.5,8.82,,,,,,,,
Cobar Cons,CCU,0.185,1.5,8.82,,,,,,,,
K2 Energy Ltd,KTE,0.074,0.6,8.82,,,,,,,,
Texon Pet Ltd,TXN,0.435,3.5,8.75,,,,,,,,
Batavia Min,BTV,0.25,2,8.70,,,,,,,,
Industrial Min,IDM,0.125,1,8.70,,,,,,,,
Sthn Gold,SAU,0.125,1,8.70,,,,,,,,
Syngas Ltd,SYS,0.025,0.2,8.70,,,,,,,,
Anglogold Ashanti  5:1,AGG,8.80,69,8.51,,,,,,,,
Brumby Res opt sep11,BMYOA,0.13,1,8.33,,,,,,,,
Coppermoly Ltd,COY,0.13,1,8.33,,,,,,,,
Lachlan Star Ltd,LSA,0.013,0.1,8.33,,,,,,,,
Laguna Res NL,LRC,0.013,0.1,8.33,,,,,,,,
Manhattan Corp,MHC,1.30,10,8.33,,,,,,,,
Segue Res,SEG,0.039,0.3,8.33,,,,,,,,
Coalworks Ltd,CWK,0.40,3,8.11,,,,,,,,
New Guinea Energy,NGE,0.20,1.5,8.11,,,,,,,,
ABM Res NL,ABU,0.027,0.2,8.00,,,,,,,,
Ausquest Ltd,AQD,0.135,1,8.00,,,,,,,,
Resolute Min opt dec11,RSGO,0.54,4,8.00,,,,,,,,
BC Iron Ltd,BCI,1.79,13,7.83,,,,,,,,
A'asia Gold,AAO,0.07,0.5,7.69,,,,,,,,
Energy Metals Ltd,EME,0.70,5,7.69,,,,,,,,
Integrated Res,IRG,0.014,0.1,7.69,,,,,,,,
Cazaly Res,CAZ,0.505,3.5,7.45,,,,,,,,
L&M Energy Ltd,LME,0.145,1,7.41,,,,,,,,
Talisman Min opt dec10,TLMO,0.805,5.5,7.33,,,,,,,,
Navigator Res opt nov11,NAVO,0.06,0.4,7.14,,,,,,,,
Sth American Cor,SAY,0.045,0.3,7.14,,,,,,,,
Alliance Res,AGS,0.53,3.5,7.07,,,,,,,,
Atlas Iron Ltd,AGO,2.76,18,6.98,,,,,,,,
Leyshon Res,LRL,0.23,1.5,6.98,,,,,,,,
Tap Oil Ltd,TAP,1.08,7,6.93,,,,,,,,
ELK Pet,ELK,0.155,1,6.90,,,,,,,,
Red 5 Ltd,RED,0.155,1,6.90,,,,,,,,
Red River Res,RVR,0.155,1,6.90,,,,,,,,
Azumah Res,AZM,0.40,2.5,6.67,,,,,,,,
Blackham Res opt oct11,BLKO,0.08,0.5,6.67,,,,,,,,
Orion Pet Ltd,OIP,0.08,0.5,6.67,,,,,,,,
Altura Min Ltd,AJM,0.245,1.5,6.52,,,,,,,,
Sun Res NL,SUR,0.066,0.4,6.45,,,,,,,,
Universal Res,URL,0.165,1,6.45,,,,,,,,
