Market Action,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4403.3 at 2012-08-22T16:41:07. Report at Wednesday, August 22, 2012. Processed Thursday at 2012-08-23T01:00:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (c),Move (%),,,,,,,,
RISES - INDUSTRIALS,,
Island Sky Aust,ISK,.003,+.1,+50.00,,
AAQ Hldgs,AAQ,.004,+.1,+33.33,,
Quickflix,QFX,.057,+1.4,+32.56,,
Brookfield Aust Opp unt,BAO,.078,+1.9,+32.20,,
Webfirm Grp,WFM,.04,+.8,+25.00,,
Premium Investors,PRV,.74,+8.5,+12.98,,
Novarise Renewable,NOE,.18,+2,+12.50,,
Jetset Travelworld,JET,.47,+4.5,+10.59,,
Noni B,NBL,.825,+7.5,+10.00,,
Traffic Tech,TTI,.045,+.4,+9.76,,
Centrepoint Alliance,CAF,.23,+2,+9.52,,
Patrys,PAB,.024,+.2,+9.09,,
Senetas Corp,SEN,.012,+.1,+9.09,,
WDS,WDS,.60,+5,+9.09,,
ETFS Physical Platinum,ETPMPT,142.50,+1153,+8.80,,
Empired,EPD,.26,+2,+8.33,,
Aust Vintage,AVG,.40,+3,+8.11,,
The Reject Shop,TRS,10.59,+79,+8.06,,
Tissue Therapies,TIS,.41,+3,+7.89,,
NuSep Hldgs,NSP,.083,+.6,+7.79,,
ASF Grp,AFA,.21,+1.5,+7.69,,
Avita Medical,AVH,.145,+1,+7.41,,
Thakral Hldgs unt,THG,.805,+5.5,+7.33,,
Mobile Embrace,MBE,.03,+.2,+7.14,,
Jumbo Interactive,JIN,1.46,+9.5,+6.96,,
Skilled Grp,SKE,2.66,+17,+6.83,,
Enero Grp,EGG,.58,+3.5,+6.42,,
Seek,SEK,7.13,+43,+6.42,,
Macro Corp,MAC,.25,+1.5,+6.38,,
Nick Scali,NCK,1.51,+9,+6.34,,
ING Real Est Ente stp,IEF,.051,+.3,+6.25,,
SDI,SDI,.17,+1,+6.25,,
Wasabi Energy,WAS,.017,+.1,+6.25,,
XRF Scientific,XRF,.26,+1.5,+6.12,,
Asia Liver Trans,AJJ,.09,+.5,+5.88,,
Greencross,GXL,2.70,+15,+5.88,,
"GI Dynamics, Inc cdi",GID,.85,+4.5,+5.59,,
Structural Systems,STS,.795,+4,+5.30,,
Anteo Diagnostics,ADO,.06,+.3,+5.26,,
Resource Equipment,RQL,.40,+2,+5.26,,
ETFS Corn,ETPCRN,2.65,+13,+5.16,,
Energy Action,EAX,2.05,+10,+5.13,,
RISES - MINING,,
Astro Res,ARO,.002,+.1,+100.0,,
Aust Oriental Min,AOM,.002,+.1,+100.0,,
Cove Res opt jan14,CVEO,.018,+.8,+80.00,,
Exoma Energy opt sep12,EXEOA,.01,+.4,+66.67,,
Regal Resources,RER,.005,+.2,+66.67,,
Longreach Oil,LGO,.003,+.1,+50.00,,
UXA Resources,UXA,.003,+.1,+50.00,,
Oro Verde,OVL,.032,+1,+45.45,,
Elementos,ELT,.065,+2,+44.44,,
Anglo Aust Res,AAR,.008,+.2,+33.33,,
Burleson Energy opt sep13,BUROA,.004,+.1,+33.33,,
Global Metals opt nov15,GXNOB,.004,+.1,+33.33,,
Leopard Res,LRR,.008,+.2,+33.33,,
Global Metals Expl,GXN,.013,+.3,+30.00,,
Orca Energy,OGY,.027,+.6,+28.57,,
Voyager Res opt jun15,VOROA,.009,+.2,+28.57,,
MHM Metals opt aug12,MHMO,.079,+1.7,+27.42,,
Aleator Energy opt jan15,AWDO,.005,+.1,+25.00,,
Highfield Res,HFR,.20,+4,+25.00,,
Advance Energy,AVD,.006,+.1,+20.00,,
Caspian Oil & Gas,CIG,.006,+.1,+20.00,,
Lonrho Min opt dec13,LOMOA,.006,+.1,+20.00,,
Phoenix Gold opt nov14,PXGOA,.078,+1.3,+20.00,,
Voyager Res opt dec14,VORO,.012,+.2,+20.00,,
Zeta Pet opt jun13,ZTAO,.012,+.2,+20.00,,
Mithril Resources,MTH,.056,+.9,+19.15,,
Target Energy,TEX,.065,+1,+18.18,,
Chesser Res,CHZ,.40,+6,+17.65,,
Rumble Res,RTR,.20,+3,+17.65,,
Sirius Res,SIR,1.21,+17.5,+16.91,,
Aust-American Min,AIW,.035,+.5,+16.67,,
Beacon Minerals,BCN,.007,+.1,+16.67,,
Golden Cross Res,GCR,.007,+.1,+16.67,,
Lonrho Mining,LOM,.014,+.2,+16.67,,
Resource Generation,RES,.255,+3.5,+15.91,,
Overland Res,OVR,.015,+.2,+15.38,,
Kidman Res opt nov13,KDRO,.068,+.9,+15.25,,
Northern Manganese,NTM,.046,+.6,+15.00,,
Carnavale Res,CAV,.031,+.4,+14.81,,
Alcyone Res,AYN,.048,+.6,+14.29,,
Aleator Energy,AWD,.016,+.2,+14.29,,
Chalice Gold Mines,CHN,.24,+3,+14.29,,
Montezuma Min Co,MZM,.20,+2.5,+14.29,,
Ord River Res,ORD,.016,+.2,+14.29,,
Paradigm Metals,PDM,.008,+.1,+14.29,,
Thor Min Plc cdi,THR,.016,+.2,+14.29,,
Voyager Res,VOR,.024,+.3,+14.29,,
Falcon Minerals,FCN,.025,+.3,+13.64,,
Pryme Energy,PYM,.05,+.6,+13.64,,
Alcyone Res opt may15,AYNO,.017,+.2,+13.33,,
De Grey Min,DEG,.017,+.2,+13.33,,
Elk Petroleum,ELK,.17,+2,+13.33,,
Samson Oil & Gas opt dec12,SSNO,.034,+.4,+13.33,,
Prairie Downs Metals,PDZ,.30,+3.5,+13.21,,
BCD Res,BCD,.009,+.1,+12.50,,
Kidman Res,KDR,.225,+2.5,+12.50,,
Matilda Zircon opt dec13,MZIO,.009,+.1,+12.50,,
Triple Energy,TNP,.018,+.2,+12.50,,
Silver Mines,SVL,.065,+.7,+12.07,,
Newera Res,NRU,.019,+.2,+11.76,,
Cullen Res,CUL,.029,+.3,+11.54,,
Emmerson Res,ERM,.145,+1.5,+11.54,,
Avanco Res,AVB,.078,+.8,+11.43,,
Condor Blanco Min,CDB,.05,+.5,+11.11,,
Malachite Res,MAR,.01,+.1,+11.11,,
Silver City Min,SCI,.10,+1,+11.11,,
New Guinea Energy,NGE,.043,+.4,+10.26,,
Central Petroleum,CTP,.11,+1,+10.00,,
Hughes Drilling,HDX,.044,+.4,+10.00,,
Papillon Res opt dec12,PIROA,1.02,+9,+9.68,,
Poseidon Nickel,POS,.095,+.8,+9.20,,
Azumah Res,AZM,.18,+1.5,+9.09,,
Cabral Res,CBS,.048,+.4,+9.09,,
Cortona Res,CRC,.096,+.8,+9.09,,
Fairstar Res,FAS,.012,+.1,+9.09,,
Teranga Gold cdi,TGZ,1.80,+15,+9.09,,
Papillon Res,PIR,1.24,+10,+8.77,,
Samson Oil & Gas,SSN,.05,+.4,+8.70,,
CGA Min,CGX,2.38,+19,+8.68,,
Kentor Gold,KGL,.63,+5,+8.62,,
Allegiance Coal,AHQ,.065,+.5,+8.33,,
Aussie Q Res,AQR,.065,+.5,+8.33,,
Zeta Pet cdi,ZTA,.13,+1,+8.33,,
AusQuest,AQD,.027,+.2,+8.00,,
Octagonal Res,ORS,.135,+1,+8.00,,
UCL Resources,UCL,.135,+1,+8.00,,
Anatolia Energy,AEK,.07,+.5,+7.69,,
Laconia Res,LCR,.028,+.2,+7.69,,
Speewah Metals,SPM,.07,+.5,+7.69,,
Burleson Energy,BUR,.029,+.2,+7.41,,
Antares Energy,AZZ,.44,+3,+7.32,,
Encounter Res,ENR,.22,+1.5,+7.32,,
Equamin cdi,EQH,.22,+1.5,+7.32,,
Atlantic Gold,ATV,.03,+.2,+7.14,,
International Coal,ICX,.15,+1,+7.14,,
Modun Res,MOU,.015,+.1,+7.14,,
Norton Gold Fields,NGF,.225,+1.5,+7.14,,
Phoenix Gold,PXG,.23,+1.5,+6.98,,
Aura Energy,AEE,.155,+1,+6.90,,
Hannans Reward,HNR,.031,+.2,+6.90,,
Jameson Res,JAL,.31,+2,+6.90,,
Metals X,MLX,.155,+1,+6.90,,
Gold Road Res,GOR,.16,+1,+6.67,,
Armour Energy,AJQ,.33,+2,+6.45,,
Sundance Energy,SEA,.58,+3.5,+6.42,,
Alligator Energy,AGE,.10,+.6,+6.38,,
3D Oil,TDO,.068,+.4,+6.25,,
Po Valley Energy,PVE,.17,+1,+6.25,,
Sabre Res,SBR,.34,+2,+6.25,,
Tawana Res,TAW,.017,+.1,+6.25,,
Titan Energy,TTE,.017,+.1,+6.25,,
Ventnor Res,VRX,.60,+3.5,+6.19,,
Kupang Res,KPR,.069,+.4,+6.15,,
Eldorado Gold cdi,EAU,11.99,+69,+6.11,,
Exco Res,EXS,.18,+1,+5.88,,
North Aust Diamonds,NAD,.18,+1,+5.88,,
Sierra Min,SRM,.18,+1,+5.88,,
Sthn Hem Min cdi,SUH,.18,+1,+5.88,,
Buxton Res,BUX,.185,+1,+5.71,,
UraniumSA,USA,.074,+.4,+5.71,,
