Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4520.7 at 16:38 9/2/2010  Report at 19:05 Tuesday 9/2/2010. Processed 19:29 Tuesday 9/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Verus Invest opt jun10,VILO,0.02,0.8,66.67,,,,,,,,
KTL Tech Ltd,KTL,0.008,0.2,33.33,,,,,,,,
GoConnect Ltd,GCN,0.013,0.3,30.00,,,,,,,,
Probiomics Ltd,PCC,0.022,0.5,29.41,,,,,,,,
Pharmanet Grp,PNO,0.014,0.3,27.27,,,,,,,,
Marbletrend Grp,MBD,0.08,1.7,26.98,,,,,,,,
Intl Equities,IEQ,0.05,1,25.00,,,,,,,,
NewSat Ltd,NWT,0.005,0.1,25.00,,,,,,,,
Avexa Ltd,AVX,0.13,2,18.18,,,,,,,,
APA Financial,APP,0.016,0.2,14.29,,,,,,,,
Macq Winton ord unt,MWG,1.20,15,14.29,,,,,,,,
Monteray Grp,MRY,0.016,0.2,14.29,,,,,,,,
Select Vaccines,SLT,0.008,0.1,14.29,,,,,,,,
Clive Peeters,CPR,0.375,4.5,13.64,,,,,,,,
Helicon Grp,HCG,0.034,0.4,13.33,,,,,,,,
Diploma Grp Ltd,DGX,0.35,4,12.90,,,,,,,,
Ellex Medical Lasers,ELX,0.18,2,12.50,,,,,,,,
Mariner Corp Ltd,MCX,0.009,0.1,12.50,,,,,,,,
Bradken Ltd,BKN,6.53,68,11.62,,,,,,,,
NSX Ltd,NSX,0.195,2,11.43,,,,,,,,
Mesbon China Nylon,MES,0.10,1,11.11,,,,,,,,
Advanced Magnesium,ANM,0.066,0.6,10.00,,,,,,,,
MAX Tr unt,MXQ,0.055,0.5,10.00,,,,,,,,
Mooter Media Ltd,MMZ,0.011,0.1,10.00,,,,,,,,
Cardia Bioplastics,CNN,0.023,0.2,9.52,,,,,,,,
Antaria Ltd,ANO,0.036,0.3,9.09,,,,,,,,
Compass Hotel Grp stpld,CXH,0.024,0.2,9.09,,,,,,,,
Living Cell Tech,LCT,0.18,1.5,9.09,,,,,,,,
Refresh Grp,RGP,0.06,0.5,9.09,,,,,,,,
Altera Res Ltd,AEA,0.13,1,8.33,,,,,,,,
Aquacarotene Ltd,AQL,0.013,0.1,8.33,,,,,,,,
Pac Enviromin,PEV,0.026,0.2,8.33,,,,,,,,
Verus Invest,VIL,0.078,0.6,8.33,,,,,,,,
Mission Newenergy,MBT,0.40,3,8.11,,,,,,,,
EFTEL Ltd,EFT,0.027,0.2,8.00,,,,,,,,
Intermoco Ltd,INT,0.015,0.1,7.14,,,,,,,,
Cogstate Ltd,CGS,0.305,2,7.02,,,,,,,,
Novogen Ltd,NRT,0.535,3.5,7.00,,,,,,,,
Datadot Tech,DDT,0.046,0.3,6.98,,,,,,,,
Unilife Corp cdi 6:1,UNS,1.38,9,6.98,,,,,,,,
Aust Power,APK,0.385,2.5,6.94,,,,,,,,
Energy Ventures,EVE,0.048,0.3,6.67,,,,,,,,
IFS Construct Ltd,IFS,0.049,0.3,6.52,,,,,,,,
Panorama Synergy,PSY,0.33,2,6.45,,,,,,,,
Vmoto Ltd,VMT,0.165,1,6.45,,,,,,,,
CPT Global Ltd,CGO,0.69,4,6.15,,,,,,,,
Gunns Ltd,GNS,0.95,5.5,6.15,,,,,,,,
Mirvac Industrial unt,MIX,0.053,0.3,6.00,,,,,,,,
TPL Corp Ltd,TPL,0.018,0.1,5.88,,,,,,,,
Wasabi Energy Ltd,WAS,0.018,0.1,5.88,,,,,,,,
Emeco Hldgs,EHL,0.67,3.5,5.51,,,,,,,,
CVC Ltd,CVC,0.77,4,5.48,,,,,,,,
Neuren Pharmaceut,NEU,0.039,0.2,5.41,,,,,,,,
Asia Liver Trans,AJJ,0.10,0.5,5.26,,,,,,,,
Silver Chef Ltd,SIV,1.60,8,5.26,,,,,,,,
MINING RISES,,,,,,,,,,,,
ARC Explore Ltd opt jun12,ARXO,0.015,1.2,400.00,,,,,,,,
ARC Explore Ltd  opt jan11,ARXOA,0.02,1.1,122.20,,,,,,,,
Aust Mines Ltd,AUZ,0.002,0.1,100.00,,,,,,,,
Platina Res opt feb11,PGMO,0.045,1.5,50.00,,,,,,,,
ARC Explore Ltd,ARX,0.05,1.5,42.86,,,,,,,,
Western Uranium opt jun10,WTNO,0.35,8,29.63,,,,,,,,
Jervois Min,JRV,0.005,0.1,25.00,,,,,,,,
Republic Gold Ltd opt jun11,RAUOA,0.005,0.1,25.00,,,,,,,,
Panax Geothermal opt dec11,PAXO,0.031,0.6,24.00,,,,,,,,
Riviera Res,RVE,0.099,1.9,23.75,,,,,,,,
Montezuma Min Co opt aug11,MZMO,0.048,0.9,23.08,,,,,,,,
Golden Gate Pet opt aug12,GGPO,0.027,0.5,22.73,,,,,,,,
Ferrum Crescent opt dec13,FCRO,0.011,0.2,22.22,,,,,,,,
Botswana Metals,BML,0.145,2.5,20.83,,,,,,,,
Beach Energy Ltd opt jun10,BPTO,0.006,0.1,20.00,,,,,,,,
Elemental Min opt jan12,ELMO,0.24,4,20.00,,,,,,,,
Imperial Corp Ltd,IMP,0.006,0.1,20.00,,,,,,,,
Macq Harbour,MHM,0.365,6,19.67,,,,,,,,
Macq Harbour  opt aug12,MHMO,0.215,3.5,19.44,,,,,,,,
ORH Ltd,ORH,0.039,0.6,18.18,,,,,,,,
Blina Diamonds NL,BDI,0.014,0.2,16.67,,,,,,,,
D'aguilar Gold,DGR,0.07,1,16.67,,,,,,,,
Hawthorn Res,HAW,0.007,0.1,16.67,,,,,,,,
Oil Basins Ltd opt jun12,OBLOA,0.007,0.1,16.67,,,,,,,,
Renison Cons,RSN,0.007,0.1,16.67,,,,,,,,
Quantum Res,QUR,0.015,0.2,15.38,,,,,,,,
AXG Min Ltd,AXC,0.023,0.3,15.00,,,,,,,,
Nupower Res,NUP,0.069,0.9,15.00,,,,,,,,
Black Range Min,BLR,0.048,0.6,14.29,,,,,,,,
Sirius Res NL,SIR,0.008,0.1,14.29,,,,,,,,
Silver Mines Ltd,SVL,0.068,0.8,13.33,,,,,,,,
Golden State Res opt nov10,GDNOA,0.009,0.1,12.50,,,,,,,,
Scotgold Res,SGZ,0.11,1.2,12.24,,,,,,,,
Alara Res Ltd,AUQ,0.14,1.5,12.00,,,,,,,,
Every Day Mine Serv,EDS,0.14,1.5,12.00,,,,,,,,
Great Western Exp,GTE,0.14,1.5,12.00,,,,,,,,
Morning Star Gold opt mar10,MCOOB,0.28,3,12.00,,,,,,,,
Vector Res Ltd opt jun12,VECO,0.028,0.3,12.00,,,,,,,,
Buccaneer Energy opt nov12,BCCO,0.048,0.5,11.63,,,,,,,,
Fall River Res cdi,FRV,0.029,0.3,11.54,,,,,,,,
Cougar Metals NL,CGM,0.02,0.2,11.11,,,,,,,,
European Gas,EPG,0.10,1,11.11,,,,,,,,
Gondwana Res,GDA,0.032,0.3,10.34,,,,,,,,
Rocklands Rich,RCI,0.27,2.5,10.20,,,,,,,,
Auzex Res,AZX,0.165,1.5,10.00,,,,,,,,
Goldsearch Ltd,GSE,0.044,0.4,10.00,,,,,,,,
Western Uranium,WTN,0.56,5,9.80,,,,,,,,
AED Oil Ltd,AED,0.58,5,9.43,,,,,,,,
Panoramic Res,PAN,1.815,15.5,9.34,,,,,,,,
CGA Min Ltd,CGX,2.19,18,8.96,,,,,,,,
Fox Res,FXR,0.185,1.5,8.82,,,,,,,,
Bondi Min Ltd,BOM,0.076,0.6,8.57,,,,,,,,
Iron Ore Hldgs opt apr11,IOHO,1.30,10,8.33,,,,,,,,
Regal Res opt nov11,REROB,0.026,0.2,8.33,,,,,,,,
Stirling Products,STI,0.013,0.1,8.33,,,,,,,,
Peak Res,PEK,0.135,1,8.00,,,,,,,,
Golden Gate Pet,GGP,0.056,0.4,7.69,,,,,,,,
Paramount Min,PCP,0.14,1,7.69,,,,,,,,
Southerncross Gold opt nov10,SXGO,0.014,0.1,7.69,,,,,,,,
Northern Energy,NEC,1.18,8,7.27,,,,,,,,
EMU Nickel NL,EMU,0.15,1,7.14,,,,,,,,
Lindian Res,LIN,0.15,1,7.14,,,,,,,,
Magellan Pet cdi,MGN,1.50,10,7.14,,,,,,,,
Oil Basins Ltd,OBL,0.015,0.1,7.14,,,,,,,,
Talisman Min opt dec10,TLMO,0.75,5,7.14,,,,,,,,
Triangle Energy,TEG,0.03,0.2,7.14,,,,,,,,
White Canyon Uranium,WCU,0.23,1.5,6.98,,,,,,,,
Spitfire Res,SPI,0.079,0.5,6.76,,,,,,,,
Colonial Res,CLN,0.08,0.5,6.67,,,,,,,,
Manhattan Corp,MHC,1.60,10,6.67,,,,,,,,
Red Sky Energy opt sep11,ROGOA,0.016,0.1,6.67,,,,,,,,
Poseidon Nick Ltd,POS,0.25,1.5,6.38,,,,,,,,
Ampella Min,AMX,0.76,4.5,6.29,,,,,,,,
Austex Oil Ltd,AOK,0.17,1,6.25,,,,,,,,
Envirogold Ltd opt dec11,EVGO,0.017,0.1,6.25,,,,,,,,
Uraniumsa Ltd,USA,0.17,1,6.25,,,,,,,,
Central Pet opt mar14,CTPO,0.053,0.3,6.00,,,,,,,,
Intrepid Mines,IAU,0.27,1.5,5.88,,,,,,,,
United Uranium,UUL,0.18,1,5.88,,,,,,,,
Ampella Min opt jul10,AMXO,0.58,3,5.45,,,,,,,,
Avalon Min,AVI,0.195,1,5.41,,,,,,,,
Lincoln Min,LML,0.39,2,5.41,,,,,,,,
Coalworks Ltd,CWK,0.30,1.5,5.26,,,,,,,,
Fox Res opt nov10,FXRO,0.04,0.2,5.26,,,,,,,,
Orion Gold NL,ORN,0.04,0.2,5.26,,,,,,,,
Hemisphere Res,HEM,0.525,2.5,5.00,,,,,,,,
Nimrodel Res,NMR,0.042,0.2,5.00,,,,,,,,
Strategic Energy,SER,0.021,0.1,5.00,,,,,,,,
INDUSTRIAL FALLS,,,,,,,,,,,,
Inventis Ltd,IVT,0.04,-3.1,-43.66,,,,,,,,
ENV Clean Tech opt jan14,ESIO,0.015,-0.5,-25.00,,,,,,,,
Pienets Ltd,PIE,0.009,-0.3,-25.00,,,,,,,,
MGM Wireless Ltd,MWR,0.013,-0.4,-23.53,,,,,,,,
Quay Magnesium,QMG,0.023,-0.6,-20.69,,,,,,,,
Comops Ltd,COM,0.14,-3.5,-20.00,,,,,,,,
Chemgenex Pharmac,CXS,0.68,-16.5,-19.53,,,,,,,,
Longreach Grp,LRG,0.032,-0.7,-17.95,,,,,,,,
RTL Corp Ltd,RTL,0.014,-0.3,-17.65,,,,,,,,
Brisconnection Tr stpld,BCS,1.04,-20,-16.13,,,,,,,,
Atlantic Ltd opt dec11,ATIO,0.016,-0.3,-15.79,,,,,,,,
Brisbane Broncos,BBL,0.32,-6,-15.79,,,,,,,,
Ipernica Ltd,IPR,0.11,-2,-15.38,,,,,,,,
Immuron Ltd,IMC,0.073,-1.3,-15.12,,,,,,,,
Antisense Therapeutic,ANP,0.051,-0.9,-15.00,,,,,,,,
Montec Intl,MTI,0.006,-0.1,-14.29,,,,,,,,
OBJ Ltd opt dec10,OBJO,0.03,-0.5,-14.29,,,,,,,,
Viralytics Ltd opt jun10,VLAO,0.03,-0.5,-14.29,,,,,,,,
APN European Retail stpld,AEZ,0.05,-0.8,-13.79,,,,,,,,
Becton Prop Grp stpld,BEC,0.085,-1.3,-13.27,,,,,,,,
Moko Mobi Ltd,MKB,0.10,-1.5,-13.04,,,,,,,,
Run Corp Ltd,RNC,0.035,-0.5,-12.50,,,,,,,,
SCV Grp Ltd,SCV,0.007,-0.1,-12.50,,,,,,,,
BioProspect Ltd,BPO,0.029,-0.4,-12.12,,,,,,,,
NeuroDiscovery,NDL,0.037,-0.5,-11.90,,,,,,,,
Chapmans Ltd,CHP,0.015,-0.2,-11.76,,,,,,,,
Berklee Ltd,BER,0.355,-4.5,-11.25,,,,,,,,
Capitol Health,CAJ,0.04,-0.5,-11.11,,,,,,,,
India Equities Fund opt aug10,INEO,0.08,-1,-11.11,,,,,,,,
Medivac Ltd,MDV,0.008,-0.1,-11.11,,,,,,,,
Multiplex Acumen unt,MPF,0.12,-1.5,-11.11,,,,,,,,
Robe Aust Ltd,ROB,0.008,-0.1,-11.11,,,,,,,,
Humanis Grp Ltd,HUM,0.017,-0.2,-10.53,,,,,,,,
Blue Capital Ltd,BIV,0.018,-0.2,-10.00,,,,,,,,
Konekt Ltd,KKT,0.135,-1.5,-10.00,,,,,,,,
Oohmedia Grp Ltd,OOH,0.09,-1,-10.00,,,,,,,,
Senetas Corp,SEN,0.045,-0.5,-10.00,,,,,,,,
Prana Biotech,PBT,0.14,-1.5,-9.68,,,,,,,,
Netcomm Ltd,NTC,0.19,-2,-9.52,,,,,,,,
MacarthurCook PSF unt,MPS,0.09,-0.9,-9.09,,,,,,,,
Souls Private Equity,SOE,0.10,-1,-9.09,,,,,,,,
Landmark White,LMW,0.365,-3.5,-8.75,,,,,,,,
Ceramic Fuel Cells,CFU,0.16,-1.5,-8.57,,,,,,,,
IFS Construct Ltd opt jun12,IFSO,0.011,-0.1,-8.33,,,,,,,,
Media Grp Int Ltd,MUI,0.011,-0.1,-8.33,,,,,,,,
NSL Cons Ltd,NSL,0.033,-0.3,-8.33,,,,,,,,
Stanfield Funds,SFN,0.011,-0.1,-8.33,,,,,,,,
Clarius Grp Ltd,CND,0.68,-6,-8.11,,,,,,,,
Xtek Ltd,XTE,0.035,-0.3,-7.89,,,,,,,,
CO2 Grp Ltd,COZ,0.18,-1.5,-7.69,,,,,,,,
Lifestyle Communit,LIC,0.06,-0.5,-7.69,,,,,,,,
National Leisure,NLG,0.024,-0.2,-7.69,,,,,,,,
Superwoman Grp,SPG,0.012,-0.1,-7.69,,,,,,,,
Laserbond Ltd,LBL,0.086,-0.7,-7.53,,,,,,,,
RER Grp Ltd,RGD,0.37,-3,-7.50,,,,,,,,
Allied Brands Ltd,ABQ,0.125,-1,-7.41,,,,,,,,
Smarttrans Hldgs,SMA,0.025,-0.2,-7.41,,,,,,,,
Staging Connections,STG,0.025,-0.2,-7.41,,,,,,,,
Keycorp Ltd,KYC,0.44,-3.5,-7.37,,,,,,,,
