Market Action,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5621.3 at 2014-08-28T16:42:06. Report at Thursday, August 28, 2014. Processed Friday at 2014-08-29T01:00:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (c),Move (%),,,,,,,,
RISES - INDUSTRIALS,,
BioProspect,BPO,.004,+.1,+33.33,,
OTOC,OTC,.19,+4,+26.67,,
Montech Hldgs,MOQ,.028,+.5,+21.74,,
Acorn Capital Invest opt oct15,ACQO,.03,+.5,+20.00,,
Energy Ventures,EVE,.006,+.1,+20.00,,
Richfield Int'l,RIS,.105,+1.5,+16.67,,
Ausdrill,ASL,1.33,+18.5,+16.16,,
Phylogica,PYC,.015,+.2,+15.38,,
My ATM Hldgs,MYA,.11,+1.4,+14.58,,
Adslot,ADJ,.16,+2,+14.29,,
Medical Aust,MLA,.16,+2,+14.29,,
Optiscan Imaging,OIL,.04,+.5,+14.29,,
Safety Medical,SFP,.008,+.1,+14.29,,
Ambition Grp,AMB,.13,+1.5,+13.04,,
Nearmap,NEA,.53,+5.5,+11.58,,
Antisense Therapeutic,ANP,.15,+1.5,+11.11,,
Astivita,AIR,.11,+1,+10.00,,
OGL Resources cdi,OGL,.011,+.1,+10.00,,
Oz Brewing,OZB,.011,+.1,+10.00,,
PharmAust,PAA,.011,+.1,+10.00,,
Zicom Grp,ZGL,.22,+2,+10.00,,
CIC Aust,CNB,.75,+6,+8.70,,
Corporate Travel,CTD,7.59,+59,+8.43,,
Galicia Engy Corp,GAL,.026,+.2,+8.33,,
VDM Grp,VMG,.013,+.1,+8.33,,
Actinogen,ACW,.04,+.3,+8.11,,
Lindsay Aust,LAU,.40,+3,+8.11,,
Mastermyne Grp,MYE,.54,+4,+8.00,,
Sedgman,SDM,.545,+4,+7.92,,
JCurve Solutions,JCS,.041,+.3,+7.89,,
GR Engineering,GNG,.84,+6,+7.69,,
Thomas & Coffey,THO,.014,+.1,+7.69,,
TTG Fintech cdi,TUP,3.39,+24,+7.62,,
Medical Develop,MVP,1.15,+8,+7.48,,
Regeneus,RGS,.29,+2,+7.41,,
Praemium,PPS,.22,+1.5,+7.32,,
Sunvest Corp,SVS,.30,+2,+7.14,,
Infigen Energy stp,IFN,.23,+1.5,+6.98,,
Qantas Airways,QAN,1.385,+9,+6.95,,
Ecosave Hldgs,ECV,.94,+6,+6.82,,
"GI Dynamics, Inc cdi",GID,.48,+3,+6.67,,
Resonance Health,RHT,.048,+.3,+6.67,,
Blackwall Property,BWF,.33,+2,+6.45,,
Onevue Hldgs,OVH,.345,+2,+6.15,,
Structural Monitor cdi,SMN,.52,+3,+6.12,,
Invigor Grp,IVO,.09,+.5,+5.88,,
Villa World Grp,VLW,2.24,+12,+5.66,,
Newzulu,NWZ,.095,+.5,+5.56,,
Mesoblast,MSB,5.00,+26,+5.49,,
Bisalloy Steel,BIS,.40,+2,+5.26,,
Crowe Horwath,CRH,.405,+2,+5.19,,
Shoply,SHP,.021,+.1,+5.00,,
RISES - MINING,,
Gleneagle Gold,GLN,.003,+.2,+200.0,,
Indus Coal,ICZ,.052,+2.1,+67.74,,
Gulf Min Corp,GMC,.003,+.1,+50.00,,
King Solomon Mines,KSO,.003,+.1,+50.00,,
Greenland Min & Energy opt jun16,GGGOA,.04,+1.2,+42.86,,
East Africa Res,EAF,.008,+.2,+33.33,,
Lakes Oil,LKO,.004,+.1,+33.33,,
Real Energy Corp opt may15,RLEO,.06,+1.5,+33.33,,
Stone Res Aus,SHK,.004,+.1,+33.33,,
YPB Grp,YPB,.34,+8.5,+33.33,,
Lindian Res,LIN,.009,+.2,+28.57,,
Spur Ventures cdi,AGB,.45,+9,+25.00,,
AXG Mining,AXC,.015,+.3,+25.00,,
Kibaran Resources opt aug15,KNLO,.25,+5,+25.00,,
Pan Asia Corp,PZC,.02,+.4,+25.00,,
Triton Minerals,TON,.475,+9,+23.38,,
Metals Of Africa opt jan17,MTAO,.061,+1.1,+22.00,,
Hill End Gold,HEG,.006,+.1,+20.00,,
Triple Energy,TNP,.006,+.1,+20.00,,
Greenland Min & Energy,GGG,.165,+2.5,+17.86,,
Dempsey Min,DMI,.073,+1.1,+17.74,,
Liberty Resources,LBY,.02,+.3,+17.65,,
Oilex,OEX,.17,+2.5,+17.24,,
Aus Tin Mining,ANW,.007,+.1,+16.67,,
Elysium Res,EYM,.007,+.1,+16.67,,
MHM Metals,MHM,.028,+.4,+16.67,,
Stonehenge Metals,SHE,.007,+.1,+16.67,,
Oilex opt sep15,OEXO,.022,+.3,+15.79,,
Lucapa Diamond Co opt aug15,LOMO,.15,+2,+15.38,,
Malagasy Min,MGY,.039,+.5,+14.71,,
Kibaran Resources,KNL,.355,+4.5,+14.52,,
Challenger Energy,CEL,.08,+1,+14.29,,
Core Exploration opt oct14,CXOO,.008,+.1,+14.29,,
Frontier Res,FNT,.016,+.2,+14.29,,
Mining Projects,MPJ,.008,+.1,+14.29,,
Meteoric Res,MEI,.033,+.4,+13.79,,
Metals Of Africa,MTA,.17,+2,+13.33,,
Alloy Res,AYR,.009,+.1,+12.50,,
Lodestar Min,LSR,.018,+.2,+12.50,,
Nex Metals Explore,NME,.009,+.1,+12.50,,
Fitzroy River,FZR,.28,+3,+12.00,,
Caravel Min,CVV,.019,+.2,+11.76,,
Intermin Res,IRC,.087,+.9,+11.54,,
Sprint Energy,SPS,.029,+.3,+11.54,,
Alliance Res,AGS,.195,+2,+11.43,,
Middle Island Res,MDI,.02,+.2,+11.11,,
Horseshoe Metals,HOR,.021,+.2,+10.53,,
Uranex,UNX,.215,+2,+10.26,,
Birimian Gold,BGS,.011,+.1,+10.00,,
Krakatoa Res,KTA,.11,+1,+10.00,,
Mithril Resources,MTH,.011,+.1,+10.00,,
Mutiny Gold opt aug15,MYGO,.011,+.1,+10.00,,
NuCoal Res,NCR,.011,+.1,+10.00,,
Peninsula Energy opt dec15,PENOC,.011,+.1,+10.00,,
Wolf Pet,WOF,.055,+.5,+10.00,,
Coal of Africa,CZA,.067,+.6,+9.84,,
Intrepid Mines,IAU,.28,+2.5,+9.80,,
Carnarvon Pet opt dec15,CVNO,.17,+1.5,+9.68,,
Echo Res,EAR,.115,+1,+9.52,,
Empire Energy,EEG,.115,+1,+9.52,,
New Age Exploration,NAE,.023,+.2,+9.52,,
Power Res,PWW,.023,+.2,+9.52,,
Blackthorn Res,BTR,.29,+2.5,+9.43,,
Clancy Explore,CLY,.012,+.1,+9.09,,
Predictive Discovery,PDI,.012,+.1,+9.09,,
Uranium Equities,UEQ,.012,+.1,+9.09,,
Aurora Minerals,ARM,.05,+.4,+8.70,,
Universal Coal cdi,UNV,.125,+1,+8.70,,
Coalspur Mines,CPL,.054,+.4,+8.00,,
Phoenix Copper,PNX,.027,+.2,+8.00,,
Hawkley Oil & Gas,HOG,.014,+.1,+7.69,,
Sumatra Copper cdi,SUM,.056,+.4,+7.69,,
Champion Iron,CIA,.295,+2,+7.27,,
Cabral Res,CBS,.015,+.1,+7.14,,
Viking Mines,VKA,.045,+.3,+7.14,,
White Cliff Minerals,WCN,.015,+.1,+7.14,,
Havilah Res,HAV,.16,+1,+6.67,,
Jameson Res,JAL,.16,+1,+6.67,,
KGL Res,KGL,.40,+2.5,+6.67,,
Riedel Resources,RIE,.016,+.1,+6.67,,
Shaw River Manganese,SRR,.016,+.1,+6.67,,
Vector Res,VEC,.016,+.1,+6.67,,
Bathurst Res NZ,BRL,.05,+.3,+6.38,,
Aura Energy,AEE,.034,+.2,+6.25,,
Comet Ridge,COI,.17,+1,+6.25,,
Drake Res,DRK,.017,+.1,+6.25,,
Metallum,MNE,.017,+.1,+6.25,,
Buxton Res,BUX,.26,+1.5,+6.12,,
Reward Minerals,RWD,.61,+3.5,+6.09,,
Core Exploration,CXO,.07,+.4,+6.06,,
Axiom Min cdi,AVQ,.018,+.1,+5.88,,
Panterra Gold,PGI,.054,+.3,+5.88,,
Poseidon Nickel,POS,.18,+1,+5.88,,
Minotaur Explore,MEP,.275,+1.5,+5.77,,
Reed Res,RDR,.037,+.2,+5.71,,
Bassari Res,BSR,.019,+.1,+5.56,,
Dacian Gold,DCN,.38,+2,+5.56,,
Waratah Res,WGO,.019,+.1,+5.56,,
Real Energy Corp,RLE,.29,+1.5,+5.45,,
Trafford Res,TRF,.058,+.3,+5.45,,
Pioneer Res,PIO,.02,+.1,+5.26,,
Sipa Res,SRI,.06,+.3,+5.26,,
Strategic Minerals,SMC,.04,+.2,+5.26,,
Burleson Energy,BUR,.021,+.1,+5.00,,
Classic Minerals,CLZ,.042,+.2,+5.00,,
Nemex Res,NXR,.021,+.1,+5.00,,
Yellow Rock,YRR,.021,+.1,+5.00,,
FALLS - INDUSTRIALS,,
Barrack St Invest opt aug16,BSTO,.04,-5,-55.56,,
Dromana Estate,DMY,.001,-.1,-50.00,,
Immuron opt apr15,IMCOA,.001,-.1,-50.00,,
Tyrian Diagnostics,TDX,.001,-.1,-50.00,,
Sprintex,SIX,.002,-.1,-33.33,,
Subzero Grp,SZG,.06,-2.6,-30.23,,
Global Value Fnd opt mar16,GVFO,.035,-1.2,-25.53,,
Anittel Grp,AYG,.003,-.1,-25.00,,
Cynata Therapeutics opt dec14,CYPO,.15,-5,-25.00,,
Aeris Environmental,AEI,.13,-4,-23.53,,
ENV Clean Tech opt jul17,ESIOA,.004,-.1,-20.00,,
Kogi Iron,KFE,.04,-.9,-18.37,,
Austin Engineer,ANG,1.25,-26,-17.22,,
NSX,NSX,.067,-1.3,-16.25,,
Kogi Iron opt may17,KFEO,.012,-.2,-14.29,,
Virax Hldgs,VHL,.006,-.1,-14.29,,
ZipTel opt dec16,ZIPO,.03,-.5,-14.29,,
Panorama Synergy,PSY,.24,-3.5,-12.73,,
Bluechiip,BCT,.14,-2,-12.50,,
iCash Payment Sys,ICP,.05,-.7,-12.28,,
Unilife Corp cdi,UNS,.445,-6,-11.88,,
ENV Clean Tech,ESI,.008,-.1,-11.11,,
Sun Biomedical,SBN,.008,-.1,-11.11,,
SWW Energy,SWW,.008,-.1,-11.11,,
Macq Telecom Grp,MAQ,4.64,-56,-10.77,,
Prophecy Int'l,PRO,.44,-5,-10.20,,
Alexium Int'l,AJX,.145,-1.5,-9.38,,
Charter Pacific,CHF,.03,-.3,-9.09,,
NAOS Emerging Opp opt feb15,NCCO,.10,-1,-9.09,,
Ceramic Fuel Cells,CFU,.011,-.1,-8.33,,
Newfield Res,NWF,.48,-4,-7.69,,
Energy One,EOL,.37,-3,-7.50,,
Watermark Mkt fd opt dec14,WMKO,.025,-.2,-7.41,,
ComOps,COM,.026,-.2,-7.14,,
Steamships Trading,SST,33.00,-245,-6.91,,
Capral,CAA,.135,-1,-6.90,,
Genetic Tech,GTG,.027,-.2,-6.90,,
Japara Healthcare,JHC,2.18,-15,-6.44,,
Easton Invest,EAS,.75,-5,-6.25,,
GoConnect,GCN,.015,-.1,-6.25,,
Mayne Pharma,MYX,.79,-5,-5.95,,
Applabs Tech opt may16,ALAO,.068,-.4,-5.56,,
Paragon Care,PGC,.34,-2,-5.56,,
Melbourne IT,MLB,1.30,-7.5,-5.45,,
Hutchison,HTA,.07,-.4,-5.41,,
PaperlinX SPS Tr pref,PXUPA,11.31,-64,-5.36,,
Pro-Pac Packaging,PPG,.46,-2.5,-5.15,,
OnCard Int'l,ONC,.185,-1,-5.13,,
Platinum Asset,PTM,5.96,-32,-5.10,,
Opus Grp,OPG,.056,-.3,-5.08,,
Decimal Software,DSX,.19,-1,-5.00,,
FALLS - MINING,,
Aleator Energy,AWD,.001,-.1,-50.00,,
Blaze Int'l,BLZ,.001,-.1,-50.00,,
BMG Res,BMG,.006,-.4,-40.00,,
Ausgold opt may15,AUCO,.012,-.6,-33.33,,
Odin Energy,ODN,.002,-.1,-33.33,,
Terrain Minerals,TMX,.002,-.1,-33.33,,
Hodges Res,HDG,.011,-.5,-31.25,,
Sun Resources,SUR,.011,-.4,-26.67,,
Talon Pet,TPD,.02,-.7,-25.93,,
Bass Metals,BSM,.003,-.1,-25.00,,
Gippsland,GIP,.003,-.1,-25.00,,
Paradigm Metals,PDM,.003,-.1,-25.00,,
Sth American Iron,SAY,.015,-.5,-25.00,,
TNG opt jul15,TNGO,.14,-4.5,-24.32,,
Boss Resources,BOE,.022,-.7,-24.14,,
Ikwezi Mining,IKW,.01,-.3,-23.08,,
MOD Resources,MOD,.01,-.3,-23.08,,
Manas Resources opt mar15,MSRO,.007,-.2,-22.22,,
Northern Min,NMI,.025,-.7,-21.87,,
Esperance Min,ESM,.02,-.5,-20.00,,
Peak Oil & Gas,PKO,.004,-.1,-20.00,,
Torian Res,TNR,.004,-.1,-20.00,,
Minerals Corp,MSC,.07,-1.5,-17.65,,
Sth American Ferro,SFZ,.033,-.7,-17.50,,
World Titanium Res,WTR,.029,-.6,-17.14,,
African Chrome Flds,ACJ,.005,-.1,-16.67,,
Black Range Min,BLR,.005,-.1,-16.67,,
Genesis Minerals,GMD,.015,-.3,-16.67,,
Golden Cross Res,GCR,.005,-.1,-16.67,,
Laconia Res,LCR,.005,-.1,-16.67,,
Latrobe Magnesium,LMG,.005,-.1,-16.67,,
NSL Consolidated opt dec16,NSLO,.005,-.1,-16.67,,
Phosphate Aust,POZ,.011,-.2,-15.38,,
Merlin Diamonds,MED,.068,-1.2,-15.00,,
Santana Minerals,SMI,.04,-.7,-14.89,,
Aruma Res,AAJ,.03,-.5,-14.29,,
Eclipse Metals,EPM,.006,-.1,-14.29,,
Taruga Gold,TAR,.006,-.1,-14.29,,
Qld Bauxite,QBL,.019,-.3,-13.64,,
Iron Mountain,IRM,.014,-.2,-12.50,,
Legacy Iron Ore,LCY,.014,-.2,-12.50,,
Namibian Copper,NCO,.007,-.1,-12.50,,
Pacific Ore,PSF,.014,-.2,-12.50,,
