Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4936.8 at 16:37 22/4/2010  Report at 19:05 Thursday 22/4/2010. Processed 19:17 Thursday 22/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
IM Medical Ltd,IMI,0.003,0.1,50.00,,,,,,,,
Verus Invest opt jun10,VILO,0.003,0.1,50.00,,,,,,,,
TPL Corp Ltd,TPL,0.027,0.8,42.11,,,,,,,,
Mariner Corp Ltd,MCX,0.007,0.2,40.00,,,,,,,,
Electrometals Tech,EMM,0.026,0.6,30.00,,,,,,,,
Medivac Ltd,MDV,0.01,0.2,25.00,,,,,,,,
NewSat Ltd,NWT,0.005,0.1,25.00,,,,,,,,
Metal Storm Ltd,MST,0.016,0.3,23.08,,,,,,,,
Global Prop,GPB,0.22,4,22.22,,,,,,,,
China Century Capitl,CCY,0.064,1.1,20.75,,,,,,,,
Monteray Grp,MRY,0.012,0.2,20.00,,,,,,,,
Aspermont Ltd,ASP,0.14,2,16.67,,,,,,,,
Diversa Ltd,DVA,0.115,1.5,15.00,,,,,,,,
Hyro Ltd,HYO,0.025,0.3,13.64,,,,,,,,
Atlantic Ltd opt dec11,ATIO,0.051,0.6,13.33,,,,,,,,
Apollo Cons,AOP,0.009,0.1,12.50,,,,,,,,
Atlantic Ltd,ATI,0.063,0.7,12.50,,,,,,,,
Hudson Invest,HGL,0.10,1,11.11,,,,,,,,
Traffic Tech,TTI,0.03,0.3,11.11,,,,,,,,
QRSciences Hldgs,QRS,0.061,0.6,10.91,,,,,,,,
Cellmid Ltd,CDY,0.031,0.3,10.71,,,,,,,,
Eastland Medical,EMS,0.083,0.8,10.67,,,,,,,,
CO2 Grp Ltd,COZ,0.165,1.5,10.00,,,,,,,,
Cyclopharm Ltd,CYC,0.11,1,10.00,,,,,,,,
Supply Net,SNL,0.38,3,8.57,,,,,,,,
DSF Intl,DSF,0.013,0.1,8.33,,,,,,,,
Empire Beer Grp,EEE,0.065,0.5,8.33,,,,,,,,
Brain Resource,BRC,0.27,2,8.00,,,,,,,,
Marine Produce Aust,MPA,0.027,0.2,8.00,,,,,,,,
PTB Grp Ltd,PTB,0.21,1.5,7.69,,,,,,,,
Genetic Tech,GTG,0.043,0.3,7.50,,,,,,,,
Photon Grp Ltd,PGA,1.335,8.5,6.80,,,,,,,,
ASF Grp Ltd,AFA,0.16,1,6.67,,,,,,,,
Desane Grp Hldings,DGH,0.56,3.5,6.67,,,,,,,,
Clinuvel Pharmaceut,CUV,0.245,1.5,6.52,,,,,,,,
Adacel Tech,ADA,0.66,4,6.45,,,,,,,,
Brainz Instruments,BZI,0.17,1,6.25,,,,,,,,
Vesture Ltd,VES,0.085,0.5,6.25,,,,,,,,
Ariadne Aust,ARA,0.26,1.5,6.12,,,,,,,,
Alpha Financial Prod ser1frn12,AFPHA,30.75,175,6.03,,,,,,,,
Programmed Maint,PRG,3.61,20,5.87,,,,,,,,
Skywest Airlines cdi  1:1,SXR,0.365,2,5.80,,,,,,,,
Galileo Japan Tr unt,GJT,0.037,0.2,5.71,,,,,,,,
Island Sky Aust,ISK,0.074,0.4,5.71,,,,,,,,
FKP Prop Grp stp,FKP,0.855,4.5,5.56,,,,,,,,
Healthlinx Ltd opt dec13,HTXOA,0.095,0.5,5.56,,,,,,,,
Clover Corp,CLV,0.30,1.5,5.26,,,,,,,,
Grandbridge Ltd,GBA,0.20,1,5.26,,,,,,,,
LBT Innovations,LBT,0.10,0.5,5.26,,,,,,,,
