Market Action,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5382.0 at 2014-06-30T16:46:05. Report at Monday, June 30, 2014. Processed Tuesday at 2014-07-01T01:00:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (c),Move (%),,,,,,,,
RISES - INDUSTRIALS,,
Byte Power Grp,BPG,.002,+.1,+100.0,,
Montec Int'l,MTI,.002,+.1,+100.0,,
Motopia,MOT,.002,+.1,+100.0,,
Qanda Tech,QNA,.002,+.1,+100.0,,
Multi Channel,MUT,.003,+.1,+50.00,,
Soil Sub Tech,SOI,.003,+.1,+50.00,,
Narhex Life Sciences,NLS,.004,+.1,+33.33,,
Rectifier Technologies,RFT,.004,+.1,+33.33,,
Carbon Conscious,CCF,.03,+.6,+25.00,,
Fifth Element Res,FTH,2.30,+43,+22.99,,
Transaction Solutions,TSN,.006,+.1,+20.00,,
Medical Aust,MLA,.165,+2.5,+17.86,,
Yowie Grp opt dec15,YOWO,.33,+5,+17.86,,
Applabs Tech opt may16,ALAO,.08,+1,+14.29,,
Enerji,ERJ,.008,+.1,+14.29,,
Stokes 10% cn,SKSG,.40,+5,+14.29,,
TTG Fintech cdi,TUP,3.39,+39,+13.00,,
MRL Corp,MRF,.097,+1.1,+12.79,,
Compumedics,CMP,.145,+1.5,+11.54,,
PaperlinX SPS Tr pref,PXUPA,9.25,+95,+11.45,,
Applabs Tech,ALA,.245,+2.5,+11.36,,
Bentley Capital,BEL,.15,+1.5,+11.11,,
PBD Development,PBD,.02,+.2,+11.11,,
Stream Grp,SGO,.20,+2,+11.11,,
Academies A'asia,AKG,1.32,+12,+10.00,,
Buderim Ginger,BUG,.55,+5,+10.00,,
Medtech Global,MDG,.22,+2,+10.00,,
PharmAust,PAA,.011,+.1,+10.00,,
PM Capital Asian opt may16,PAFO,.066,+.6,+10.00,,
Newhaven Hotels,NHH,.85,+7.5,+9.68,,
PTB Grp,PTB,.285,+2.5,+9.62,,
Digital CC,DCC,.37,+3,+8.82,,
AG Financial,AHA,.04,+.3,+8.11,,
Ambertech,AMO,.20,+1.5,+8.11,,
Stokes,SKS,.40,+3,+8.11,,
Avexa,AVX,.014,+.1,+7.69,,
Corum Grp,COO,.14,+1,+7.69,,
RCG Corp,RCG,.63,+4.5,+7.69,,
Onthehouse,OTH,.50,+3.5,+7.53,,
LogiCamms,LCM,.81,+5.5,+7.28,,
Senetas Corp,SEN,.03,+.2,+7.14,,
Aust Vintage,AVG,.32,+2,+6.67,,
Blue Sky Alt Invest,BLA,2.95,+18,+6.50,,
Zeta Res,ZER,.66,+4,+6.45,,
Asian American Med,AJJ,.085,+.5,+6.25,,
CommStrat,COJ,.034,+.2,+6.25,,
Quickstep Hldgs,QHL,.185,+1,+5.71,,
Bioxyne,BXN,.019,+.1,+5.56,,
OrotonGroup,ORL,4.39,+23,+5.53,,
Silex Systems,SLX,1.16,+6,+5.45,,
Elders,ELD,.195,+1,+5.41,,
PaperlinX,PPX,.039,+.2,+5.41,,
Regeneus,RGS,.39,+2,+5.41,,
Empired,EPD,.60,+3,+5.26,,
IDT Aust,IDT,.20,+1,+5.26,,
