Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4931.6 at 16:33 12/1/2010  Report at 19:05 Tuesday 12/1/2010. Processed 19:48 Tuesday 12/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Olea Australis,OLE,0.004,0.1,33.33,,,,,,,,
Celtex Ltd,CXE,0.014,0.3,27.27,,,,,,,,
China Steel,CNH,0.12,2.4,25.00,,,,,,,,
World Reach Ltd,WRR,0.005,0.1,25.00,,,,,,,,
Charter Pacific,CHF,0.062,1,19.23,,,,,,,,
Island Sky Aust,ISK,0.155,2.5,19.23,,,,,,,,
Brainz Instruments,BZI,0.045,0.7,18.42,,,,,,,,
Ainsworth Game Tech,AGI,0.205,3,17.14,,,,,,,,
Sino Strategic Intl,SSI,0.70,10,16.67,,,,,,,,
Prime Financial,PFG,0.30,4,15.38,,,,,,,,
XRF Scientific,XRF,0.19,2.5,15.15,,,,,,,,
Marine Produce Aust,MPA,0.04,0.5,14.29,,,,,,,,
Montec Intl,MTI,0.008,0.1,14.29,,,,,,,,
Country Road Ltd,CTY,3.70,46,14.20,,,,,,,,
Patrys Ltd,PAB,0.125,1.5,13.64,,,,,,,,
Antisense Therapeutic,ANP,0.06,0.7,13.21,,,,,,,,
National Leisure,NLG,0.035,0.4,12.90,,,,,,,,
Pac Environment,PEH,0.225,2.5,12.50,,,,,,,,
Pharmanet Grp,PNO,0.009,0.1,12.50,,,,,,,,
Consolidated Global,CGI,0.028,0.3,12.00,,,,,,,,
Cape Range Ltd,CAG,0.01,0.1,11.11,,,,,,,,
Energy One Ltd,EOL,0.20,2,11.11,,,,,,,,
Transol Corp,TNC,0.01,0.1,11.11,,,,,,,,
Biodiem Ltd,BDM,0.21,2,10.53,,,,,,,,
Immuron Ltd,IMC,0.096,0.9,10.34,,,,,,,,
Admerex Ltd,ADL,0.011,0.1,10.00,,,,,,,,
Eneabba Gas Ltd opt jun10,ENBOA,0.11,1,10.00,,,,,,,,
Medivac Ltd,MDV,0.011,0.1,10.00,,,,,,,,
Ambertech Ltd,AMO,0.57,5,9.62,,,,,,,,
Cytopia Ltd,CYT,0.115,1,9.52,,,,,,,,
Coventry Res,CVY,0.25,2,8.70,,,,,,,,
Eneabba Gas Ltd,ENB,0.32,2.5,8.47,,,,,,,,
Headline Grp Ltd,HLD,0.195,1.5,8.33,,,,,,,,
RCL Grp stpld,RLG,0.13,1,8.33,,,,,,,,
Reverse Corp Ltd,REF,0.41,3,7.89,,,,,,,,
Carbon Conscious,CCF,0.345,2.5,7.81,,,,,,,,
Black Ridge Min,BRD,0.014,0.1,7.69,,,,,,,,
Early Learning Serv,ELY,0.28,2,7.69,,,,,,,,
IPGA Ltd,IPP,0.14,1,7.69,,,,,,,,
Manaccom Corp Ltd,MNL,0.495,3.5,7.61,,,,,,,,
Nick Scali Ltd,NCK,1.45,10,7.41,,,,,,,,
Analytica Ltd,ALT,0.044,0.3,7.32,,,,,,,,
SCV Grp Ltd,SCV,0.015,0.1,7.14,,,,,,,,
ING Real Est Ente unt,IEF,0.23,1.5,6.98,,,,,,,,
BSA Ltd,BSA,0.32,2,6.67,,,,,,,,
Tyrian Diagnostics,TDX,0.016,0.1,6.67,,,,,,,,
Living Cell Tech,LCT,0.245,1.5,6.52,,,,,,,,
Dolomatrix Intl,DMX,0.33,2,6.45,,,,,,,,
Decmil Grp Ltd,DCG,1.47,8.5,6.14,,,,,,,,
Prana Biotech,PBT,0.175,1,6.06,,,,,,,,
Growthpoint Prop stp,GOZ,1.665,9.5,6.05,,,,,,,,
Acuvax Ltd,ACU,0.018,0.1,5.88,,,,,,,,
GUD Hldgs,GUD,9.47,52,5.81,,,,,,,,
Multiplex European unt,MUE,0.185,1,5.71,,,,,,,,
Engin Ltd,ENG,0.76,4,5.56,,,,,,,,
Karmelsonix Ltd,KSX,0.038,0.2,5.56,,,,,,,,
Style Ltd,SYP,0.019,0.1,5.56,,,,,,,,
Zicom Grp Ltd,ZGL,0.29,1.5,5.45,,,,,,,,
Bisalloy Steel,BIS,0.195,1,5.41,,,,,,,,
Viridis Clean stpld,VIR,0.195,1,5.41,,,,,,,,
Circadian Tech,CIR,0.695,3.5,5.30,,,,,,,,
Everest Financial,EFG,0.06,0.3,5.26,,,,,,,,
Imugene Ltd,IMU,0.08,0.4,5.26,,,,,,,,
ISS Grp Ltd,ISS,0.20,1,5.26,,,,,,,,
Norfolk Grp,NFK,1.10,5.5,5.26,,,,,,,,
Nexbis Ltd,NBS,0.205,1,5.13,,,,,,,,
ENV Clean Tech,ESI,0.042,0.2,5.00,,,,,,,,
MINING RISES,,,,,,,,,,,,
Pegasus Metals opt mar10,PUNO,0.002,0.1,100.00,,,,,,,,
Exoma Energy Ltd opt sep12,EXEOA,0.12,4.5,60.00,,,,,,,,
Condor Nickel,CNK,0.16,5.5,52.38,,,,,,,,
Exoma Energy Ltd opt mar11,EXEO,0.067,2.3,52.27,,,,,,,,
Aussie Q Res,AQR,0.41,12.5,43.86,,,,,,,,
Avanco Res Ltd opt apr12,AVBOB,0.023,0.5,27.78,,,,,,,,
White Cliff Nickel opt jun11,WCNO,0.014,0.3,27.27,,,,,,,,
Austral Africa Res,AAF,0.005,0.1,25.00,,,,,,,,
Torrens Energy opt mar10,TEYO,0.05,1,25.00,,,,,,,,
Crusader Res,CAS,0.37,7,23.33,,,,,,,,
Augustus Min,AUJ,0.18,3,20.00,,,,,,,,
Baraka Pet,BKP,0.006,0.1,20.00,,,,,,,,
Global Nickel Invest opt jun12,GNIOA,0.03,0.5,20.00,,,,,,,,
RMA Energy Ltd,RMT,0.08,1.3,19.40,,,,,,,,
Wildhorse Energy,WHE,0.435,7,19.18,,,,,,,,
Sth Boulder Mines,STB,0.32,5,18.52,,,,,,,,
Exoma Energy Ltd,EXE,0.225,3.5,18.42,,,,,,,,
Central Asia Res,CVR,0.06,0.9,17.65,,,,,,,,
Capital Min opt jul11,CMYOA,0.035,0.5,16.67,,,,,,,,
Nimrodel Res,NMR,0.07,1,16.67,,,,,,,,
Fission Energy,FIS,0.099,1.4,16.47,,,,,,,,
Global Pet,GBP,0.215,3,16.22,,,,,,,,
Gladiator Res,GLA,0.19,2.5,15.15,,,,,,,,
Icon Res Ltd,III,0.115,1.5,15.00,,,,,,,,
Sth American Cor,SAY,0.07,0.9,14.75,,,,,,,,
Lakes Oil NL,LKO,0.008,0.1,14.29,,,,,,,,
Quest Pet,QPN,0.008,0.1,14.29,,,,,,,,
Carrick Gold Ltd,CRK,1.15,14,13.86,,,,,,,,
Clean Global Energy,CGV,0.165,2,13.79,,,,,,,,
Strike Res,SRK,0.795,9.5,13.57,,,,,,,,
Hampton Hill Min,HHM,0.51,6,13.33,,,,,,,,
Iron Road Ltd opt sep10,IRDO,0.60,7,13.21,,,,,,,,
Golden Rim Res,GMR,0.13,1.5,13.04,,,,,,,,
Jatoil Ltd,JAT,0.035,0.4,12.90,,,,,,,,
Blackthorn Res,BTR,0.88,10,12.82,,,,,,,,
Hawthorn Res,HAW,0.009,0.1,12.50,,,,,,,,
Northern Uranium opt sep12,NTUOA,0.09,1,12.50,,,,,,,,
Stirling Min,SMZ,0.135,1.5,12.50,,,,,,,,
Sultan Corp,SSC,0.018,0.2,12.50,,,,,,,,
Heritage Gold NZ,HTM,0.028,0.3,12.00,,,,,,,,
Eldore Min,EDM,0.019,0.2,11.76,,,,,,,,
Richmond Min opt dec10,RHMO,0.048,0.5,11.63,,,,,,,,
United Orogen,UOG,0.048,0.5,11.63,,,,,,,,
Uramet Min,URM,0.058,0.6,11.54,,,,,,,,
Carnavale Res,CAV,0.195,2,11.43,,,,,,,,
Eagle Nickel Ltd,ENL,0.039,0.4,11.43,,,,,,,,
Astro Res NL,ARO,0.01,0.1,11.11,,,,,,,,
Austin Explore opt nov11,AKKO,0.03,0.3,11.11,,,,,,,,
Empire Oil & Gas,EGO,0.01,0.1,11.11,,,,,,,,
Peak Res opt dec10,PEKOA,0.10,1,11.11,,,,,,,,
Athena Res,AHN,0.055,0.5,10.00,,,,,,,,
Promesa Ltd,PRA,0.099,0.9,10.00,,,,,,,,
ARC Explore Ltd,ARX,0.034,0.3,9.68,,,,,,,,
Octanex NL,OXX,0.46,4,9.52,,,,,,,,
Augur Res Ltd,AUK,0.175,1.5,9.37,,,,,,,,
Artemis Res opt jun11,ARVOB,0.036,0.3,9.09,,,,,,,,
Atom Energy Ltd,AXY,0.12,1,9.09,,,,,,,,
De Grey Min,DEG,0.048,0.4,9.09,,,,,,,,
Newland Res,NRL,0.024,0.2,9.09,,,,,,,,
Venus Res,VNS,0.61,5,8.93,,,,,,,,
Mantle Min Corp opt dec10,MNMOA,0.025,0.2,8.70,,,,,,,,
Richmond Min,RHM,0.125,1,8.70,,,,,,,,
Zedex Min fpo nz,ZDX,0.125,1,8.70,,,,,,,,
Forte Energy NL,FTE,0.19,1.5,8.57,,,,,,,,
Aura Energy,AEE,0.13,1,8.33,,,,,,,,
Austral Gold,AGD,0.13,1,8.33,,,,,,,,
Glengarry Res,GGY,0.065,0.5,8.33,,,,,,,,
Pac Niugini Ltd,PNR,0.13,1,8.33,,,,,,,,
Aviva Corp,AVA,0.066,0.5,8.20,,,,,,,,
Krucible Metals,KRB,0.41,3,7.89,,,,,,,,
Artemis Res,ARV,0.07,0.5,7.69,,,,,,,,
