Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4887.9 at 16:40 23/3/2010  Report at 19:06 Tuesday 23/3/2010. Processed 19:21 Tuesday 23/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Authorised Invest opt feb13,AIYO,0.016,0.6,60.00,,,,,,,,
BPH Corp Ltd opt may10,BPHO,0.007,0.2,40.00,,,,,,,,
CO2 Grp Ltd opt nov11,COZO,0.056,1.6,40.00,,,,,,,,
Structural Monitor cdi,SMN,0.02,0.5,33.33,,,,,,,,
Arturus Capital,AKW,0.20,4,25.00,,,,,,,,
Chapmans Ltd,CHP,0.015,0.3,25.00,,,,,,,,
Early Learning Serv,ELY,0.45,9,25.00,,,,,,,,
Authorised Invest,AIY,0.03,0.5,20.00,,,,,,,,
Freshtel Hldgs,FRE,0.006,0.1,20.00,,,,,,,,
Genetic Tech,GTG,0.045,0.7,18.42,,,,,,,,
Paragon Care Ltd opt may12,PGCOA,0.013,0.2,18.18,,,,,,,,
Aspermont Ltd,ASP,0.14,2,16.67,,,,,,,,
Mooter Media Ltd,MMZ,0.031,0.4,14.81,,,,,,,,
CO2 Grp Ltd,COZ,0.16,2,14.29,,,,,,,,
Tyrian Diagnostics,TDX,0.017,0.2,13.33,,,,,,,,
Medivac Ltd,MDV,0.009,0.1,12.50,,,,,,,,
Phylogica Ltd,PYC,0.105,1,10.53,,,,,,,,
Adv Braking Tech,ABV,0.022,0.2,10.00,,,,,,,,
Media Grp Int Ltd,MUI,0.011,0.1,10.00,,,,,,,,
Robe Aust Ltd,ROB,0.011,0.1,10.00,,,,,,,,
Calzada Ltd,CZD,0.035,0.3,9.38,,,,,,,,
Eastland Medical,EMS,0.082,0.7,9.33,,,,,,,,
Artist & Entertain,AEM,0.012,0.1,9.09,,,,,,,,
Enerji Ltd,ERJ,0.06,0.5,9.09,,,,,,,,
Clean Seas Tuna,CSS,0.19,1.5,8.57,,,,,,,,
CPI Grp Ltd,CPI,0.26,2,8.33,,,,,,,,
EVZ Ltd,EVZ,0.13,1,8.33,,,,,,,,
Agricultural Land unt,AGJ,0.14,1,7.69,,,,,,,,
K2 Asset Mgmt,KAM,0.70,5,7.69,,,,,,,,
K & S Corp,KSC,2.96,21,7.64,,,,,,,,
Biotron Ltd,BIT,0.10,0.7,7.53,,,,,,,,
Bravura Solutions,BVA,0.145,1,7.41,,,,,,,,
ING Real Est Ente unt,IEF,0.15,1,7.14,,,,,,,,
Centro Retail stp,CER,0.17,1,6.25,,,,,,,,
TPG Telecom Ltd,TPM,2.25,13,6.13,,,,,,,,
