Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4559.7 at 16:39 4/8/2010  Report at 19:05 Wednesday 4/8/2010. Processed 19:20 Wednesday 4/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
US Masters Hldgs,USH,0.44,36,450.00,,,,,,,,
Actinogen Ltd,ACW,0.08,5.3,196.30,,,,,,,,
Olea Australis,OLE,0.003,0.1,50.00,,,,,,,,
AMA Grp Ltd,AMA,0.058,1.6,38.10,,,,,,,,
ICSGlobal Ltd,ICS,0.022,0.5,29.41,,,,,,,,
Solco Ltd,SOO,0.105,2.2,26.51,,,,,,,,
Oldfields Hldgs,OLH,0.125,2.5,25.00,,,,,,,,
Stanfield Funds,SFN,0.016,0.3,23.08,,,,,,,,
NSX Ltd,NSX,0.20,3,17.65,,,,,,,,
Sterihealth Ltd,STP,2.10,30,16.67,,,,,,,,
Konekt Ltd,KKT,0.15,2,15.38,,,,,,,,
Altera Res Ltd,AEA,0.31,4,14.81,,,,,,,,
Metals Finance,MFC,0.08,1,14.29,,,,,,,,
Pan Asia Corp Ltd,PZC,0.016,0.2,14.29,,,,,,,,
Hutchison,HTA,0.105,1.3,14.13,,,,,,,,
Pac Environment,PEH,0.125,1.5,13.64,,,,,,,,
Digislide Hldgs,DGI,0.18,2,12.50,,,,,,,,
Soilsub Tech,SOI,0.009,0.1,12.50,,,,,,,,
Tyrian Diagnostics,TDX,0.009,0.1,12.50,,,,,,,,
Dolomatrix Intl,DMX,0.28,3,12.00,,,,,,,,
Austock Grp Ltd,ACK,0.15,1.5,11.11,,,,,,,,
Pharmanet Grp,PNO,0.01,0.1,11.11,,,,,,,,
PharmAust Ltd opt mar12,PAAO,0.011,0.1,10.00,,,,,,,,
Smarttrans Hldgs,SMA,0.022,0.2,10.00,,,,,,,,
Becton Prop Grp 9.5% cn12,BECG,0.395,3.5,9.72,,,,,,,,
Biotech Capital,BTC,0.175,1.5,9.37,,,,,,,,
Questus Ltd,QSS,0.06,0.5,9.09,,,,,,,,
Neptune Marine opt dec10,NMSO,0.099,0.8,8.79,,,,,,,,
Saferoads Hldgs,SRH,0.45,3.5,8.43,,,,,,,,
Mooter Media Ltd,MMZ,0.013,0.1,8.33,,,,,,,,
PharmAust Ltd,PAA,0.052,0.4,8.33,,,,,,,,
CIC Aust Ltd,CNB,0.53,4,8.16,,,,,,,,
Schaffer Corp Ltd,SFC,5.40,40,8.00,,,,,,,,
