Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4414.5 at 16:35 9/7/2010  Report at 19:05 Friday 9/7/2010. Processed 20:40 Friday 9/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Cardia Bioplastics opt jun11,CNNO,0.003,0.2,200.00,,,,,,,,
Q Ltd,QXQ,0.045,1.9,73.08,,,,,,,,
Medic Vision Ltd,MVH,0.02,0.6,42.86,,,,,,,,
Prima BioMed Ltd opt dec11,PRRO,0.09,2.7,42.86,,,,,,,,
Pharmanet Grp opt jun11,PNOO,0.004,0.1,33.33,,,,,,,,
Prima BioMed Ltd,PRR,0.11,2.6,30.95,,,,,,,,
Xceed Capital Ltd,XCD,0.01,0.2,25.00,,,,,,,,
Millepede Intl,MPD,0.006,0.1,20.00,,,,,,,,
TSV Hldgs Ltd,TSH,0.12,2,20.00,,,,,,,,
IDT Aust Ltd,IDT,0.745,11.5,18.25,,,,,,,,
ICSGlobal Ltd,ICS,0.013,0.2,18.18,,,,,,,,
ENV Clean Tech opt jan14,ESIO,0.021,0.3,16.67,,,,,,,,
Optiscan Imaging,OIL,0.058,0.8,16.00,,,,,,,,
ENV Clean Tech,ESI,0.031,0.4,14.81,,,,,,,,
Arturus Capital,AKW,0.12,1.5,14.29,,,,,,,,
Intermoco Ltd,INT,0.008,0.1,14.29,,,,,,,,
CEC Grp Ltd,CEG,0.08,0.9,12.68,,,,,,,,
Compass Hotel stp,CXH,0.018,0.2,12.50,,,,,,,,
Apollo Cons,AOP,0.01,0.1,11.11,,,,,,,,
Metal Storm Ltd,MST,0.01,0.1,11.11,,,,,,,,
Solagran Ltd,SLA,0.15,1.5,11.11,,,,,,,,
Anteo Diagnostics opt sep10,ADOO,0.055,0.5,10.00,,,,,,,,
Auto Tech Ltd,ATJ,0.055,0.5,10.00,,,,,,,,
Real Estate Cap unt,RCU,0.11,1,10.00,,,,,,,,
Synergy Plus Ltd,SNR,0.033,0.3,10.00,,,,,,,,
WDS Ltd,WDS,0.39,3.5,9.86,,,,,,,,
Biota Hldgs,BTA,0.96,8.5,9.71,,,,,,,,
Style Ltd,SYP,0.023,0.2,9.52,,,,,,,,
Cbio Ltd,CBZ,0.295,2.5,9.26,,,,,,,,
EDT Retail Tr unt,EDT,0.059,0.5,9.26,,,,,,,,
Biodiem Ltd,BDM,0.12,1,9.09,,,,,,,,
Ipernica Ltd,IPR,0.12,1,9.09,,,,,,,,
Mesbon China Nylon,MES,0.12,1,9.09,,,,,,,,
Questus Ltd,QSS,0.06,0.5,9.09,,,,,,,,
Viagold Capital,VIA,0.60,5,9.09,,,,,,,,
HFA Hldgs Ltd,HFA,0.19,1.5,8.57,,,,,,,,
Platinum Asset,PTM,4.83,38,8.54,,,,,,,,
Ardent Leisure stp,AAD,1.06,8,8.16,,,,,,,,
Wavenet Intl,WAL,0.08,0.6,8.11,,,,,,,,
Laserbond Ltd,LBL,0.055,0.4,7.84,,,,,,,,
Vision Grp Hldgs,VGH,0.14,1,7.69,,,,,,,,
Trojan Equity,TJN,0.50,3.5,7.53,,,,,,,,
Aust Pharmaceutical,API,0.43,3,7.50,,,,,,,,
Netcomm Ltd,NTC,0.215,1.5,7.50,,,,,,,,
Clean Seas Tuna,CSS,0.09,0.6,7.14,,,,,,,,
Novogen Ltd,NRT,0.15,1,7.14,,,,,,,,
G8 Education Ltd,GEM,0.61,4,7.02,,,,,,,,
Cardno Ltd rts26juld,CDDR,0.535,3.5,7.00,,,,,,,,
Multiplex European unt,MUE,0.155,1,6.90,,,,,,,,
Cardia Bioplastics,CNN,0.016,0.1,6.67,,,,,,,,
Enerji Ltd,ERJ,0.032,0.2,6.67,,,,,,,,
Pan Asia Corp Ltd,PZC,0.016,0.1,6.67,,,,,,,,
Anteo Diagnostics,ADO,0.066,0.4,6.45,,,,,,,,
Multiplex Acumen unt,MPF,0.05,0.3,6.38,,,,,,,,
Cordlife Ltd,CBB,0.34,2,6.25,,,,,,,,
Macq Telecom Gp,MAQ,5.00,29,6.16,,,,,,,,
