Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4903.2 at 16:34 24/3/2010  Report at 19:06 Wednesday 24/3/2010. Processed 19:30 Wednesday 24/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
IM Medical Ltd,IMI,0.003,0.1,50.00,,,,,,,,
Advanced Energy,AES,0.08,2.3,40.35,,,,,,,,
JV Global Ltd,JVG,0.008,0.2,33.33,,,,,,,,
Holista Colltech,HCT,0.16,3.5,28.00,,,,,,,,
Verticon Grp Ltd,VGP,0.005,0.1,25.00,,,,,,,,
IFS Construct Ltd opt jun12,IFSO,0.018,0.3,20.00,,,,,,,,
Viralytics Ltd opt jun10,VLAO,0.043,0.7,19.44,,,,,,,,
ENV Clean Tech,ESI,0.027,0.4,17.39,,,,,,,,
AWH Corp Ltd,AWL,0.007,0.1,16.67,,,,,,,,
GoConnect Ltd,GCN,0.021,0.3,16.67,,,,,,,,
Rheochem Plc cdi  1:1,RHE,0.105,1.5,16.67,,,,,,,,
Prana Biotech,PBT,0.145,2,16.00,,,,,,,,
CPI Grp Ltd,CPI,0.30,4,15.38,,,,,,,,
Eastland Medical opt may11,EMSO,0.016,0.2,14.29,,,,,,,,
India Equities Fund opt aug10,INEO,0.08,1,14.29,,,,,,,,
ZYL Ltd,ZYL,0.024,0.3,14.29,,,,,,,,
IFS Construct Ltd,IFS,0.07,0.8,12.90,,,,,,,,
Nomad Bld,NOD,0.26,2.5,10.64,,,,,,,,
Arturus Capital,AKW,0.22,2,10.00,,,,,,,,
Bigair Grp Ltd,BGL,0.165,1.5,10.00,,,,,,,,
MDS Financial Grp,MWS,0.022,0.2,10.00,,,,,,,,
Gage Roads Brewing,GRB,0.105,0.9,9.37,,,,,,,,
Acuvax Ltd,ACU,0.012,0.1,9.09,,,,,,,,
Alpha Financial Prod ser1frn12,AFPHA,21.50,179,9.08,,,,,,,,
CBD Energy Ltd,CBD,0.125,1,8.70,,,,,,,,
Avita Medical Ltd,AVH,0.14,1,7.69,,,,,,,,
Katana Capital,KAT,0.71,5,7.58,,,,,,,,
Compass Hotel stp,CXH,0.029,0.2,7.41,,,,,,,,
NRW Hldgs Ltd,NWH,1.75,12,7.36,,,,,,,,
Novogen Ltd,NRT,0.45,3,7.14,,,,,,,,
Xceed Capital Ltd,XCD,0.015,0.1,7.14,,,,,,,,
Viralytics Ltd,VLA,0.077,0.5,6.94,,,,,,,,
Freedom Nutritional,FNP,0.32,2,6.67,,,,,,,,
Success Res Global,SGU,0.016,0.1,6.67,,,,,,,,
Ariadne Aust,ARA,0.255,1.5,6.25,,,,,,,,
Skywest Airlines cdi  1:1,SXR,0.35,2,6.06,,,,,,,,
Prime Financial,PFG,0.275,1.5,5.77,,,,,,,,
Altera Res Ltd,AEA,0.19,1,5.56,,,,,,,,
Galileo Japan Tr unt,GJT,0.038,0.2,5.56,,,,,,,,
Everest Financial,EFG,0.058,0.3,5.45,,,,,,,,
Lindsay Aust,LAU,0.20,1,5.26,,,,,,,,
ING RE Com stp,ILF,0.081,0.4,5.19,,,,,,,,
Orbital Corp Ltd,OEC,0.042,0.2,5.00,,,,,,,,
TPL Corp Ltd,TPL,0.021,0.1,5.00,,,,,,,,
MINING RISES,,,,,,,,,,,,
Aust Mines Ltd,AUZ,0.002,0.1,100.00,,,,,,,,
Republic Gold Ltd opt jun10,RAUO,0.002,0.1,100.00,,,,,,,,
Northern Uranium rts 24mar,NTURA,0.024,1,71.43,,,,,,,,
