Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4370.6 at 16:36 29/6/2010  Report at 19:05 Tuesday 29/6/2010. Processed 22:15 Tuesday 29/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Cape Range Ltd opt feb13,CAGO,0.003,0.1,50.00,,,,,,,,
Arafura Pearls,APB,0.014,0.4,40.00,,,,,,,,
MDS Financial Grp,MWS,0.03,0.8,36.36,,,,,,,,
Arturus Capital,AKW,0.12,3.1,34.83,,,,,,,,
Acuvax Ltd,ACU,0.004,0.1,33.33,,,,,,,,
World Net Services,WNS,0.06,1.5,33.33,,,,,,,,
Panorama Synergy,PSY,0.13,3,30.00,,,,,,,,
Commstrat Ltd,COJ,0.005,0.1,25.00,,,,,,,,
Success Res Global,SGU,0.01,0.2,25.00,,,,,,,,
Style Ltd,SYP,0.028,0.5,21.74,,,,,,,,
Dromana Estate,DMY,0.025,0.4,19.05,,,,,,,,
Cape Range Ltd,CAG,0.007,0.1,16.67,,,,,,,,
Nexbis Ltd,NBS,0.084,1.1,15.07,,,,,,,,
Medivac Ltd,MDV,0.008,0.1,14.29,,,,,,,,
Tidewater Invest,TDI,0.24,3,14.29,,,,,,,,
CEC Grp Ltd,CEG,0.065,0.8,14.04,,,,,,,,
Apollo Cons,AOP,0.009,0.1,12.50,,,,,,,,
E-Com Multi Ltd,ECE,0.009,0.1,12.50,,,,,,,,
Axiom Prop,AXI,0.019,0.2,11.76,,,,,,,,
MacarthurCook PSF unt,MPS,0.105,1.1,11.70,,,,,,,,
Hyro Ltd,HYO,0.02,0.2,11.11,,,,,,,,
ICSGlobal Ltd,ICS,0.01,0.1,11.11,,,,,,,,
Structural Monitor cdi,SMN,0.01,0.1,11.11,,,,,,,,
Tyrian Diagnostics,TDX,0.01,0.1,11.11,,,,,,,,
IDT Aust Ltd,IDT,0.62,6,10.71,,,,,,,,
Snowball Grp,SNO,0.42,4,10.53,,,,,,,,
Wallace Absolute,WAB,0.063,0.6,10.53,,,,,,,,
EDT Retail Tr unt,EDT,0.053,0.5,10.42,,,,,,,,
MobileActive Ltd,MBA,0.022,0.2,10.00,,,,,,,,
Telezon Ltd,TLZ,0.11,1,10.00,,,,,,,,
