Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4554.4 at 16:36 2/8/2010  Report at 19:05 Monday 2/8/2010. Processed 19:24 Monday 2/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
JV Global Ltd,JVG,0.005,0.2,66.67,,,,,,,,
Byte Power Grp,BPG,0.003,0.1,50.00,,,,,,,,
Corum Grp Ltd,COO,0.035,1.1,45.83,,,,,,,,
Aevum Ltd,AVE,1.545,45.5,41.74,,,,,,,,
ICSGlobal Ltd,ICS,0.017,0.5,41.67,,,,,,,,
Adultshop Com opt dec11,ASCO,0.004,0.1,33.33,,,,,,,,
AWH Corp Ltd,AWL,0.004,0.1,33.33,,,,,,,,
Strathfield Grp,SRA,0.008,0.2,33.33,,,,,,,,
Mariner Corp Ltd,MCX,0.005,0.1,25.00,,,,,,,,
TTA Hldgs Ltd,TTA,0.075,1.5,25.00,,,,,,,,
Folkestone Ltd,FLK,0.13,2.5,23.81,,,,,,,,
Wavenet Intl,WAL,0.097,1.7,21.25,,,,,,,,
E-Com Multi Ltd,ECE,0.006,0.1,20.00,,,,,,,,
OBJ Ltd opt dec10,OBJO,0.024,0.4,20.00,,,,,,,,
Comtel Corp Ltd,CMO,0.019,0.3,18.75,,,,,,,,
Linc Energy Ltd,LNC,1.89,29.5,18.50,,,,,,,,
K2 Asset Mgmt,KAM,0.59,9,18.00,,,,,,,,
TMA Grp Comp,TMA,0.24,3.5,17.07,,,,,,,,
TPL Corp Ltd,TPL,0.021,0.3,16.67,,,,,,,,
PharmAust Ltd,PAA,0.05,0.6,13.64,,,,,,,,
Verus Invest,VIL,0.025,0.3,13.64,,,,,,,,
GoConnect Ltd,GCN,0.059,0.7,13.46,,,,,,,,
Novogen Ltd,NRT,0.17,2,13.33,,,,,,,,
Nusep Ltd,NSP,0.22,2.5,12.82,,,,,,,,
Intermoco Ltd,INT,0.009,0.1,12.50,,,,,,,,
SCV Grp Ltd,SCV,0.018,0.2,12.50,,,,,,,,
Rubicor Grp,RUB,0.046,0.5,12.20,,,,,,,,
Compass Hotel stp,CXH,0.028,0.3,12.00,,,,,,,,
Viralytics Ltd,VLA,0.039,0.4,11.43,,,,,,,,
Metals Finance,MFC,0.07,0.7,11.11,,,,,,,,
Patrys Ltd,PAB,0.11,1.1,11.11,,,,,,,,
IFS Construct Ltd,IFS,0.051,0.5,10.87,,,,,,,,
Runge Ltd,RUL,0.46,4.5,10.84,,,,,,,,
Centrepoint Alliance,CAF,0.16,1.5,10.34,,,,,,,,
OBJ Ltd,OBJ,0.034,0.3,9.68,,,,,,,,
Becton Prop Grp stp,BEC,0.057,0.5,9.62,,,,,,,,
Powerlan Ltd,PWR,0.035,0.3,9.38,,,,,,,,
Energy Ventures,EVE,0.036,0.3,9.09,,,,,,,,
Globe Intl,GLB,0.60,5,9.09,,,,,,,,
Hexima Ltd,HXL,0.24,2,9.09,,,,,,,,
Papyrus Aust,PPY,0.25,2,8.70,,,,,,,,
NRW Hldgs Ltd,NWH,1.19,9.5,8.68,,,,,,,,
TZ Ltd,TZL,0.38,3,8.57,,,,,,,,
Adultshop Com,ASC,0.013,0.1,8.33,,,,,,,,
CPT Global Ltd,CGO,0.65,5,8.33,,,,,,,,
Multiplex Prime Ppty ctg,MAFCB,0.92,7,8.24,,,,,,,,
Calzada Ltd,CZD,0.027,0.2,8.00,,,,,,,,
E & A Ltd,EAL,0.27,2,8.00,,,,,,,,
Enviromission Ltd,EVM,0.027,0.2,8.00,,,,,,,,
Alcoa Inc cdi,AAI,13.75,100,7.84,,,,,,,,
Austock Grp Ltd,ACK,0.15,1,7.14,,,,,,,,
CO2 Grp Ltd,COZ,0.15,1,7.14,,,,,,,,
Keybridge Capital,KBC,0.09,0.6,7.14,,,,,,,,
Cellnet Grp,CLT,0.32,2,6.67,,,,,,,,
Pan Asia Corp Ltd,PZC,0.016,0.1,6.67,,,,,,,,
Advanced Share,ASW,0.66,4,6.45,,,,,,,,
Ozgrowth Ltd,OZG,0.165,1,6.45,,,,,,,,
Integrated Research,IRI,0.42,2.5,6.33,,,,,,,,
EVZ Ltd,EVZ,0.085,0.5,6.25,,,,,,,,
India Equities Fund,INE,0.053,0.3,6.00,,,,,,,,
Macmahon Hldgs,MAH,0.625,3.5,5.93,,,,,,,,
Cardia Bioplastics,CNN,0.018,0.1,5.88,,,,,,,,
HFA Hldgs Ltd,HFA,0.18,1,5.88,,,,,,,,
