Market Action,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5446.4 at 2014-06-19T16:38:36. Report at Thursday, June 19, 2014. Processed Friday at 2014-06-20T01:00:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (c),Move (%),,,,,,,,
RISES - INDUSTRIALS,,
Aust China Hldgs,AAK,.002,+.1,+100.0,,
Motopia,MOT,.002,+.1,+100.0,,
Chapmans,CHP,.003,+.1,+50.00,,
Oz Brewing,OZB,.003,+.1,+50.00,,
Sprintex,SIX,.01,+.3,+42.86,,
Soil Sub Tech,SOI,.004,+.1,+33.33,,
Agricultural Land unt,AGJ,.105,+2.5,+31.25,,
Shine rts27jund,SHJR,.285,+6.5,+29.55,,
iSonea opt jun14,ISNOB,.09,+1.9,+26.76,,
Dromana Estate,DMY,.005,+.1,+25.00,,
LBT Innovations,LBT,.145,+2,+16.00,,
Brain Resource,BRC,.255,+3.5,+15.91,,
World Reach,WRR,.305,+4,+15.09,,
Sandon Capital Invest opt jul15,SNCO,.023,+.3,+15.00,,
Delecta,DLC,.008,+.1,+14.29,,
Eumundi Grp,EBG,.05,+.6,+13.64,,
AP Eagers,APE,6.23,+73,+13.27,,
ASF Grp,AFA,.20,+2,+11.11,,
Cellmid opt oct16,CDYO,.011,+.1,+10.00,,
Kogi Iron,KFE,.033,+.3,+10.00,,
Austin Engineer,ANG,1.61,+14,+9.52,,
Clean TeQ Hldgs,CLQ,.046,+.4,+9.52,,
iCar Asia,ICQ,1.445,+12.5,+9.47,,
Capilano Honey,CZZ,5.95,+50,+9.17,,
Charter Pacific,CHF,.06,+.5,+9.09,,
RCG Corp,RCG,.65,+5,+8.33,,
Universal Biosensors cdi,UBI,.195,+1.5,+8.33,,
Infigen Energy stp,IFN,.20,+1.5,+8.11,,
Q Technology,QTG,.027,+.2,+8.00,,
Avexa,AVX,.014,+.1,+7.69,,
TZ,TZL,.14,+1,+7.69,,
Antisense Therapeutic,ANP,.145,+1,+7.41,,
THE Pas Grp def,PGR,1.02,+7,+7.37,,
Vision Eye Institute,VEI,.73,+5,+7.35,,
Mint Wireless,MNW,.22,+1.5,+7.32,,
Royal Wolf Hldgs,RWH,3.45,+22,+6.81,,
OrotonGroup,ORL,4.10,+26,+6.77,,
iSonea,ISN,.24,+1.5,+6.67,,
Goldfields Money,GMY,1.055,+6.5,+6.57,,
