Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4939.4 at 17:02 19/4/2010  Report at 19:05 Monday 19/4/2010. Processed 19:12 Monday 19/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Eneabba Gas Ltd opt jun10,ENBOA,0.04,1.7,73.91,,,,,,,,
China West Hldgs,CWH,0.30,9.5,46.34,,,,,,,,
Future Corp,FUT,0.004,0.1,33.33,,,,,,,,
World Reach Ltd,WRR,0.008,0.2,33.33,,,,,,,,
Papyrus Aust,PPY,0.37,6.5,21.31,,,,,,,,
Brainz Instruments,BZI,0.175,2.5,16.67,,,,,,,,
Anteo Diagnostics opt sep10,ADOO,0.045,0.6,15.38,,,,,,,,
Medic Vision Ltd,MVH,0.023,0.3,15.00,,,,,,,,
Superwoman Grp,SPG,0.009,0.1,12.50,,,,,,,,
Adultshop Com,ASC,0.01,0.1,11.11,,,,,,,,
Arafura Pearls,APB,0.02,0.2,11.11,,,,,,,,
Asia Liver Trans,AJJ,0.09,0.9,11.11,,,,,,,,
DSF Intl,DSF,0.01,0.1,11.11,,,,,,,,
Karmelsonix Ltd,KSX,0.031,0.3,10.71,,,,,,,,
Electro Optic Sys,EOS,1.38,13,10.40,,,,,,,,
Bluglass Ltd,BLG,0.125,1,8.70,,,,,,,,
Aquacarotene Ltd,AQL,0.013,0.1,8.33,,,,,,,,
CPT Global Ltd,CGO,0.65,5,8.33,,,,,,,,
Oldfields Hldgs,OLH,0.135,1,8.00,,,,,,,,
Atcor Medical,ACG,0.145,1,7.41,,,,,,,,
Cellmid Ltd,CDY,0.029,0.2,7.41,,,,,,,,
Razor Risk Tech,RZR,0.029,0.2,7.41,,,,,,,,
BSA Ltd,BSA,0.23,1.5,6.98,,,,,,,,
Oaks Hotels & Resort,OAK,0.47,3,6.82,,,,,,,,
Devine Ltd,DVN,0.32,2,6.67,,,,,,,,
Paragon Care Ltd opt may12,PGCOA,0.016,0.1,6.67,,,,,,,,
Engin Ltd,ENG,0.65,4,6.56,,,,,,,,
Mesbon China Nylon,MES,0.098,0.6,6.52,,,,,,,,
HFA Accelerator Plus,HAP,0.33,2,6.45,,,,,,,,
Integrated Research,IRI,0.425,2.5,6.25,,,,,,,,
Traffic Tech,TTI,0.034,0.2,6.25,,,,,,,,
Comtel Corp Ltd,CMO,0.018,0.1,5.88,,,,,,,,
Longreach Grp,LRG,0.036,0.2,5.88,,,,,,,,
Phylogica Ltd,PYC,0.095,0.5,5.56,,,,,,,,
ENV Clean Tech,ESI,0.039,0.2,5.41,,,,,,,,
Macarthurcook Ind Pr unt,MIF,0.295,1.5,5.36,,,,,,,,
3Q Hldgs Ltd,TQH,0.10,0.5,5.26,,,,,,,,
eBet Ltd,EBT,0.084,0.4,5.00,,,,,,,,
MINING RISES,,,,,,,,,,,,
Samson Oil & Gas opt dec12,SSNO,0.024,0.7,41.18,,,,,,,,
Pac Ore Ltd,PSF,0.053,1.2,29.27,,,,,,,,
Samson Oil & Gas,SSN,0.043,0.9,26.47,,,,,,,,
Ethan Min Ltd,ETH,0.20,4,25.00,,,,,,,,
Longreach Oil Ltd,LGO,0.01,0.2,25.00,,,,,,,,
Monitor Energy,MHL,0.005,0.1,25.00,,,,,,,,
Odyssey Energy,ODY,0.045,0.9,25.00,,,,,,,,
Equatorial Coal,EQX,0.031,0.6,24.00,,,,,,,,
Nyota Min Ltd,NYO,0.245,4.5,22.50,,,,,,,,
Pelican Res,PEL,0.098,1.8,22.50,,,,,,,,
White Energy Co,WEC,3.29,59,21.85,,,,,,,,
Adavale Resource,ADD,0.042,0.7,20.00,,,,,,,,
Burleson Energy opt aug10,BURO,0.018,0.3,20.00,,,,,,,,
Liontown Res,LTR,0.08,1.2,17.65,,,,,,,,
Odin Energy Ltd,ODN,0.02,0.3,17.65,,,,,,,,
Pac Ore Ltd opt sep12,PSFO,0.02,0.3,17.65,,,,,,,,
Richmond Min,RHM,0.27,4,17.39,,,,,,,,
Shield Min,SHX,0.11,1.5,15.79,,,,,,,,
Kasbah Res,KAS,0.09,1.2,15.38,,,,,,,,
