Market Action,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5429.6 at 2014-08-08T16:38:36. Report at Friday, August 8, 2014. Processed Saturday at 2014-08-09T01:00:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (c),Move (%),,,,,,,,
RISES - INDUSTRIALS,,
Qanda Tech,QNA,.002,+.1,+100.0,,
PharmAust opt aug15,PAAO,.006,+.2,+50.00,,
ENV Clean Tech,ESI,.004,+.1,+33.33,,
Saferoads Hldgs,SRH,.17,+3.5,+25.93,,
Cervantes Corp,CVS,.005,+.1,+25.00,,
Probiotec,PBP,.42,+7,+20.00,,
VDM Grp,VMG,.012,+.2,+20.00,,
NewSat,NWT,.23,+3.5,+17.95,,
Thorney Opportunities opt apr15,TOPO,.015,+.2,+15.38,,
AnaeCo,ANQ,.008,+.1,+14.29,,
Sun Biomedical,SBN,.008,+.1,+14.29,,
Montech Hldgs,MOQ,.026,+.3,+13.04,,
BPH Energy,BPH,.009,+.1,+12.50,,
Kogi Iron opt may17,KFEO,.009,+.1,+12.50,,
ZipTel,ZIP,.18,+2,+12.50,,
K2 Energy,KTE,.02,+.2,+11.11,,
Multiplex European unt,MUE,.042,+.4,+10.53,,
Geodynamics,GDY,.055,+.5,+10.00,,
Avita Medical,AVH,.115,+1,+9.52,,
McAleese,MCS,.47,+4,+9.30,,
PharmAust,PAA,.012,+.1,+9.09,,
Anteo Diagnostics,ADO,.14,+1,+7.69,,
Avexa,AVX,.015,+.1,+7.14,,
Adacel Tech,ADA,.31,+2,+6.90,,
Quest Invest,QST,.05,+.3,+6.38,,
Bone Medical,BNE,.017,+.1,+6.25,,
Centrepoint Alliance,CAF,.435,+2.5,+6.10,,
Colorpak,CKL,.615,+3.5,+6.03,,
Orbital Corp,OEC,.18,+1,+5.88,,
Yowie Grp,YOW,.75,+4,+5.63,,
Thorney Opportunities,TOP,.47,+2.5,+5.62,,
American Patriot Oil,AOW,.19,+1,+5.56,,
Oldfields Hldgs,OLH,.10,+.5,+5.26,,
Onevue Hldgs,OVH,.31,+1.5,+5.08,,
Blue Sky Alt Invest,BLA,2.72,+13,+5.02,,
Integrated Research,IRI,1.05,+5,+5.00,,
RISES - MINING,,
Red Sky Energy,ROG,.002,+.1,+100.0,,
Voyager Res,VOR,.002,+.1,+100.0,,
Cohiba Min,CHK,.06,+1.8,+42.86,,
Vantage Gold,VGO,.03,+.8,+36.36,,
Sayona Mining,SYA,.004,+.1,+33.33,,
Shaw River Manganese,SRR,.008,+.2,+33.33,,
Caravel Min,CVV,.013,+.3,+30.00,,
Bulletin Res,BNR,.02,+.4,+25.00,,
Hot Rock,HRL,.01,+.2,+25.00,,
Minera Gold,MIZ,.005,+.1,+25.00,,
Victory Mines,VIC,.005,+.1,+25.00,,
Global Geoscience,GSC,.024,+.4,+20.00,,
Paramount Min,PCP,.06,+1,+20.00,,
Southern Gold,SAU,.012,+.2,+20.00,,
Wolf Pet opt jul18,WOFOA,.03,+.5,+20.00,,
Qld Mining Corp,QMN,.013,+.2,+18.18,,
Metaliko Res,MKO,.035,+.5,+16.67,,
Resource Star,RSL,.014,+.2,+16.67,,
Lachlan Star,LSA,.11,+1.5,+15.79,,
Tamaska Oil Gas,TMK,.015,+.2,+15.38,,
BMG Res,BMG,.008,+.1,+14.29,,
Republic Gold,RAU,.008,+.1,+14.29,,
Global Res Corp,GRM,.18,+2,+12.50,,
Pryme Energy,PYM,.009,+.1,+12.50,,
Canyon Res,CAY,.075,+.8,+11.94,,
Intec,INL,.01,+.1,+11.11,,
Kangaroo Res,KRL,.01,+.1,+11.11,,
Predictive Discovery,PDI,.01,+.1,+11.11,,
Hawthorn Res,HAW,.032,+.3,+10.34,,
Admiralty Res,ADY,.022,+.2,+10.00,,
Krakatoa Res,KTA,.11,+1,+10.00,,
St Barbara,SBM,.115,+1,+9.52,,
ADX Energy,ADX,.012,+.1,+9.09,,
Marengo Min cdi,MMC,.012,+.1,+9.09,,
Maverick Drilling,MAD,.18,+1.5,+9.09,,
Ram Resources,RMR,.012,+.1,+9.09,,
Sthn Cross Gold,SXG,.012,+.1,+9.09,,
Wolf Pet,WOF,.06,+.5,+9.09,,
Rey Resources,REY,.13,+1,+8.33,,
Titan Energy,TTE,.013,+.1,+8.33,,
WHL Energy,WHN,.013,+.1,+8.33,,
West African Res,WAF,.135,+1,+8.00,,
Whitestar Res,WSR,.041,+.3,+7.89,,
Gunson Res,GUN,.014,+.1,+7.69,,
Norton Gold Fields,NGF,.14,+1,+7.69,,
Ochre Grp,OGH,.028,+.2,+7.69,,
Anova Metals,AWV,.03,+.2,+7.14,,
Cokal,CKA,.15,+1,+7.14,,
Key Petroleum,KEY,.015,+.1,+7.14,,
Beadell Resources,BDR,.54,+3.5,+6.93,,
Azure Minerals,AZS,.031,+.2,+6.90,,
Aust Mines,AUZ,.016,+.1,+6.67,,
Cazaly Res,CAZ,.08,+.5,+6.67,,
Sunbird Energy,SNY,.16,+1,+6.67,,
White Eagle Res,WEG,.016,+.1,+6.67,,
MacPhersons Res,MRP,.165,+1,+6.45,,
Sihayo Gold,SIH,.017,+.1,+6.25,,
Nexus Min,NXM,.07,+.4,+6.06,,
Regis Res,RRL,1.945,+11,+5.99,,
Neon Energy,NEN,.018,+.1,+5.88,,
Qld Bauxite,QBL,.018,+.1,+5.88,,
Platina Res,PGM,.185,+1,+5.71,,
Resource & Invest,RNI,.185,+1,+5.71,,
Bassari Res,BSR,.019,+.1,+5.56,,
Genesis Minerals,GMD,.019,+.1,+5.56,,
Iron Ore Hldgs,IOH,.95,+5,+5.56,,
Prime Minerals,PIM,.019,+.1,+5.56,,
Thundelarra Explore,THX,.19,+1,+5.56,,
Aguia Res,AGR,.04,+.2,+5.26,,
Heemskirk Cons,HSK,.10,+.5,+5.26,,
Pacifico Min,PMY,.04,+.2,+5.26,,
Panterra Gold,PGI,.04,+.2,+5.26,,
Sthn Crown Res,SWR,.04,+.2,+5.26,,
Silver Lake Res,SLR,.51,+2.5,+5.15,,
Tellus Res,TLU,.042,+.2,+5.00,,
FALLS - INDUSTRIALS,,
Aust Proteins,AYB,.024,-1.2,-33.33,,
Rhinomed opt apr17,RNOOA,.012,-.6,-33.33,,
VMoto opt dec14,VMTO,.006,-.3,-33.33,,
Aspermont,ASP,.043,-1.3,-23.21,,
Oz Brewing,OZB,.007,-.2,-22.22,,
Select Exploration,SLT,.005,-.1,-16.67,,
Invigor Grp,IVO,.065,-1.2,-15.58,,
Sunbridge Grp,SBB,.11,-2,-15.38,,
Safety Medical,SFP,.006,-.1,-14.29,,
Style,SYP,.006,-.1,-14.29,,
Ozgrowth opt aug15,OZGO,.013,-.2,-13.33,,
Kogi Iron,KFE,.033,-.5,-13.16,,
Blackwall Prop Tr unt,BWR,.087,-1.3,-13.00,,
Brisbane Broncos,BBL,.24,-3.5,-12.73,,
Watermark Mkt fd opt dec14,WMKO,.028,-.4,-12.50,,
Bisan,BSN,.032,-.4,-11.11,,
Coretrack,CKK,.008,-.1,-11.11,,
Funtastic,FUN,.065,-.7,-9.72,,
Senetas Corp,SEN,.038,-.4,-9.52,,
Aust Leaders Fund opt sep14,ALFO,.30,-3,-9.09,,
Axiom Prop,AXI,.05,-.5,-9.09,,
Lionhub Grp,LHB,.15,-1.5,-9.09,,
Regeneus,RGS,.26,-2.5,-8.77,,
REA Grp,REA,42.78,-405,-8.65,,
Astivita,AIR,.11,-1,-8.33,,
MRL Corp,MRF,.066,-.6,-8.33,,
Traffic Tech,TTI,.055,-.5,-8.33,,
My ATM Hldgs,MYA,.115,-1,-8.00,,
Henderson Grp cdi,HGG,4.15,-36,-7.98,,
Quickflix,QFX,.012,-.1,-7.69,,
Stream Grp,SGO,.185,-1.5,-7.50,,
TTG Fintech cdi,TUP,3.60,-29,-7.46,,
Reverse Corp,REF,.125,-1,-7.41,,
Audio Pixels,AKP,5.75,-45,-7.26,,
Alliance Aviation,AQZ,1.25,-9,-6.72,,
Diversa,DVA,.028,-.2,-6.67,,
ICollege,ICT,.14,-1,-6.67,,
Imugene,IMU,.014,-.1,-6.67,,
Medical Aust,MLA,.14,-1,-6.67,,
MOKO Social Media opt jun15,MKBOA,.14,-1,-6.67,,
Elders,ELD,.215,-1.5,-6.52,,
CML Grp,CGR,.22,-1.5,-6.38,,
Primary Opinion,POP,.059,-.4,-6.35,,
MRL Corp opt oct16,MRFOA,.015,-.1,-6.25,,
Asian American Med,AJJ,.08,-.5,-5.88,,
Sandon Capital Invest opt jul15,SNCO,.032,-.2,-5.88,,
Aquaint Capital,AQU,.41,-2.5,-5.75,,
Cellnet Grp,CLT,.17,-1,-5.56,,
Objective Corp,OCL,1.28,-7.5,-5.54,,
Wilson HTM Inv,WIG,.60,-3.5,-5.51,,
Rhype,RHP,.785,-4.5,-5.42,,
99 Wuxian cdi,NNW,.54,-3,-5.26,,
Bioxyne,BXN,.018,-.1,-5.26,,
Electro Optic Sys,EOS,.45,-2.5,-5.26,,
Austal,ASB,1.09,-6,-5.22,,
Panorama Synergy,PSY,.091,-.5,-5.21,,
PaperlinX SPS Tr pref,PXUPA,9.10,-50,-5.21,,
pSivida Corp cdi,PVA,4.55,-25,-5.21,,
Rubik Financial,RFL,.455,-2.5,-5.21,,
MOKO Social Media,MKB,.19,-1,-5.00,,
Resonance Health,RHT,.038,-.2,-5.00,,
FALLS - MINING,,
Drake Res opt aug15,DRKOA,.005,-1,-66.67,,
Paynes Find Gold,PNE,.001,-.1,-50.00,,
Cradle Res opt jan15,CXXO,.015,-1.4,-48.28,,
Buxton Res opt jan16,BUXO,.12,-6,-33.33,,
Niuminco Grp,NIU,.002,-.1,-33.33,,
Sthn Hem Min opt mar16,SUHO,.02,-1,-33.33,,
Talga Res opt nov15,TLGO,.105,-4.5,-30.00,,
Resource Star opt mar16,RSLO,.005,-.2,-28.57,,
Strike Res,SRK,.054,-2.1,-28.00,,
Intercept Minerals,IZM,.003,-.1,-25.00,,
Kibaran Resources opt aug15,KNLO,.15,-5,-25.00,,
Mining Projects opt jun16,MPJO,.003,-.1,-25.00,,
Rex Minerals,RXM,.29,-9.5,-24.68,,
MEO Aust,MEO,.064,-2,-23.81,,
Drake Res,DRK,.017,-.5,-22.73,,
Quintessential Res,QRL,.014,-.4,-22.22,,
Resource Base,RBX,.007,-.2,-22.22,,
African Chrome Flds,ACJ,.004,-.1,-20.00,,
Aust Pacific Coal,AQC,.004,-.1,-20.00,,
Diatreme Res,DRX,.008,-.2,-20.00,,
Green Rock Energy,GRK,.004,-.1,-20.00,,
Minrex Res,MRR,.12,-3,-20.00,,
OGI Grp,OGI,.004,-.1,-20.00,,
Tawana Res,TAW,.022,-.5,-18.52,,
Aphrodite Gold,AQQ,.01,-.2,-16.67,,
Bass Strait Oil Co,BAS,.005,-.1,-16.67,,
Delta SBD,DSB,.16,-3,-15.79,,
Malachite Res,MAR,.006,-.1,-14.29,,
MZI Resources,MZI,.006,-.1,-14.29,,
Rumble Res opt jun15,RTROB,.006,-.1,-14.29,,
Malagasy Min,MGY,.037,-.6,-13.95,,
Sipa Res opt nov15,SRIO,.019,-.3,-13.64,,
Cullen Res,CUL,.013,-.2,-13.33,,
Triton Minerals,TON,.325,-5,-13.33,,
Nemex Res,NXR,.02,-.3,-13.04,,
Poseidon Nickel,POS,.17,-2.5,-12.82,,
Elementos,ELT,.014,-.2,-12.50,,
Mitchell Services,MSV,.042,-.6,-12.50,,
Musgrave Min,MGV,.07,-1,-12.50,,
Northern Manganese,NTM,.014,-.2,-12.50,,
St George Min opt nov14,SGQO,.007,-.1,-12.50,,
Classic Minerals,CLZ,.037,-.5,-11.90,,
Lodestar Min,LSR,.015,-.2,-11.76,,
Waterberg Coal,WCC,.071,-.9,-11.25,,
Nex Metals Explore,NME,.008,-.1,-11.11,,
Oil Basins,OBL,.008,-.1,-11.11,,
Strategic Energy,SER,.048,-.6,-11.11,,
Buxton Res,BUX,.25,-3,-10.71,,
Metals Of Africa opt jan17,MTAO,.05,-.6,-10.71,,
Volta Min,VTM,.06,-.7,-10.45,,
China Magnesium,CMC,.065,-.7,-9.72,,
Apollo Minerals,AON,.019,-.2,-9.52,,
Metals Of Africa,MTA,.145,-1.5,-9.38,,
Argentina Min,AVK,.02,-.2,-9.09,,
Botswana Metals,BML,.02,-.2,-9.09,,
Echo Res,EAR,.10,-1,-9.09,,
Peel Mining,PEX,.10,-1,-9.09,,
Ramelius Res opt aug15,RMSO,.01,-.1,-9.09,,
TNG opt jul15,TNGO,.15,-1.5,-9.09,,
Uranex opt may17,UNXO,.10,-1,-9.09,,
Uranium Equities,UEQ,.01,-.1,-9.09,,
Waratah Res,WGO,.02,-.2,-9.09,,
Duketon Mining,DKM,.255,-2.5,-8.93,,
Enterprise Metals,ENT,.105,-1,-8.70,,
White Energy,WEC,.16,-1.5,-8.57,,
Alara Res,AUQ,.055,-.5,-8.33,,
Dourado Res,DUO,.011,-.1,-8.33,,
Mozambi Coal,MOZ,.011,-.1,-8.33,,
Overland Res,OVR,.011,-.1,-8.33,,
Calibre Grp,CGH,.395,-3.5,-8.14,,
Minotaur Explore,MEP,.23,-2,-8.00,,
Yellow Rock,YRR,.023,-.2,-8.00,,
Discovery Metals,DML,.036,-.3,-7.69,,
New Age Exploration,NAE,.024,-.2,-7.69,,
Uranex,UNX,.18,-1.5,-7.69,,
Kibaran Resources,KNL,.31,-2.5,-7.46,,
Hammer Metals,HMX,.125,-1,-7.41,,
Finders Res,FND,.19,-1.5,-7.32,,
Potash Min,POK,.038,-.3,-7.32,,
Focus Minerals,FML,.013,-.1,-7.14,,
Rampart Energy,RTD,.013,-.1,-7.14,,
Sth Boulder Mines,STB,.26,-2,-7.14,,
TNG,TNG,.205,-1.5,-6.82,,
Cardinal Res,CDV,.042,-.3,-6.67,,
Chinalco Yunnan Copper,CYU,.028,-.2,-6.67,,
Ventnor Res,VRX,.07,-.5,-6.67,,
Windimurra Vanadium,WVL,.014,-.1,-6.67,,
Coalspur Mines,CPL,.057,-.4,-6.56,,
OM Hldgs,OMH,.435,-3,-6.45,,
Azonto Petroleum,APY,.015,-.1,-6.25,,
Cape Lambert Res,CFE,.15,-1,-6.25,,
Consolidated Tin Min,CSD,.06,-.4,-6.25,,
Range Res,RRS,.03,-.2,-6.25,,
Red Fork Energy,RFE,.09,-.6,-6.25,,
Copper Strike,CSE,.31,-2,-6.06,,
Estrella Res,ESR,.048,-.3,-5.88,,
Gas2Grid,GGX,.016,-.1,-5.88,,
Sovereign Metals,SVM,.325,-2,-5.80,,
Royalco Res,RCO,.245,-1.5,-5.77,,
Horseshoe Metals,HOR,.033,-.2,-5.71,,
Buru Energy,BRU,.69,-4,-5.48,,
Lincoln Minerals,LML,.052,-.3,-5.45,,
Archer Explore,AXE,.175,-1,-5.41,,
Lithex Res,LTX,.035,-.2,-5.41,,
Cleveland Min,CDG,.071,-.4,-5.33,,
FAR,FAR,.037,-.2,-5.13,,
Lion One Metals cdi,LLO,.37,-2,-5.13,,
Red Metal,RDM,.185,-1,-5.13,,
Aust Renewable,ARW,.19,-1,-5.00,,
Boadicea Res,BOA,.19,-1,-5.00,,
Metallum,MNE,.019,-.1,-5.00,,
Planet Gas,PGS,.019,-.1,-5.00,,
,
