Market Action,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5304.6 at 2015-10-19T16:35:35. Report at Monday, October 19, 2015. Processed Tuesday at 2015-10-20T01:00:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (c),Move (%),,,,,,,,
RISES - INDUSTRIALS,,
PBD Development,PBD,.012,+.3,+33.33,,
YPB Grp opt oct17,YPBO,.20,+4,+25.00,,
Proteomics Intl Lab,PIQ,.31,+5,+19.23,,
1ST Available,1ST,.135,+2,+17.39,,
MMJ Phytotech,MMJ,.395,+5.5,+16.18,,
Adacel Tech,ADA,1.17,+15,+14.71,,
Arrium,ARI,.12,+1.5,+14.29,,
Perpetual Equity Inv opt jun16,PICO,.016,+.2,+14.29,,
Treasury Wine,TWE,7.40,+83,+12.63,,
Blue Sky Access Fd opt dec15,BAFO,.028,+.3,+12.00,,
Aeeris,AER,.15,+1.5,+11.11,,
Prima BioMed opt jun17,PRRO,.02,+.2,+11.11,,
Reckon,RKN,2.14,+21,+10.88,,
TPI Enterprises,TPE,3.50,+30,+9.37,,
REVA Medical cdi,RVA,.94,+8,+9.30,,
Matrix C & E,MCE,.60,+5,+9.09,,
Stream Grp,SGO,.085,+.7,+8.97,,
Refresh Grp,RGP,.063,+.5,+8.62,,
Reverse Corp,REF,.135,+1,+8.00,,
Cardno,CDD,3.04,+22,+7.80,,
Advanced Share Reg,ASW,.70,+5,+7.69,,
Shine,SHJ,2.16,+15,+7.46,,
Skydive The Beach,SKB,.36,+2.5,+7.46,,
Geodynamics,GDY,.03,+.2,+7.14,,
OnCard Int'l,ONC,.40,+2.5,+6.67,,
ICSGlobal,ICS,1.35,+8,+6.30,,
Keybridge Capital,KBC,.175,+1,+6.06,,
Benitec,BLT,.445,+2.5,+5.95,,
Folkestone Edu unt,FET,2.15,+12,+5.91,,
