Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4831.5 at 16:35 12/3/2010  Report at 19:06 Friday 12/3/2010. Processed 19:23 Friday 12/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Legacy Iron Ore opt jan12,LCYO,0.04,2.5,166.70,,,,,,,,
Facilitate Digital,FAC,0.10,4,66.67,,,,,,,,
M2M Corp,MCL,0.003,0.1,50.00,,,,,,,,
Zingmobile Grp cdi  1:1,ZMG,0.029,0.7,31.82,,,,,,,,
APA Financial,APP,0.02,0.4,25.00,,,,,,,,
Biotron Ltd opt dec11,BITO,0.03,0.5,20.00,,,,,,,,
Rubicor Grp,RUB,0.05,0.8,19.05,,,,,,,,
GoConnect Ltd,GCN,0.019,0.3,18.75,,,,,,,,
Healthzone Ltd,HZL,0.32,5,18.52,,,,,,,,
Probiomics Ltd,PCC,0.02,0.3,17.65,,,,,,,,
Canada Land Ltd cdi,CDL,0.082,1.2,17.14,,,,,,,,
Incitive Ltd,ICV,0.007,0.1,16.67,,,,,,,,
Mooter Media Ltd,MMZ,0.022,0.3,15.79,,,,,,,,
Transol Corp,TNC,0.008,0.1,14.29,,,,,,,,
Redisland Aust,RLA,0.017,0.2,13.33,,,,,,,,
Imugene Ltd,IMU,0.06,0.7,13.21,,,,,,,,
IPGA Ltd,IPP,0.30,3.5,13.21,,,,,,,,
ASF Grp Ltd,AFA,0.18,2,12.50,,,,,,,,
Cape Range Ltd,CAG,0.009,0.1,12.50,,,,,,,,
World Reach Ltd,WRR,0.009,0.1,12.50,,,,,,,,
Calzada Ltd,CZD,0.037,0.4,12.12,,,,,,,,
Living Cell Tech,LCT,0.19,2,11.76,,,,,,,,
OBJ Ltd opt dec10,OBJO,0.049,0.5,11.36,,,,,,,,
TPG Telecom Ltd,TPM,1.945,19.5,11.14,,,,,,,,
Berklee Ltd,BER,0.45,4.5,11.11,,,,,,,,
BKM Management,BKM,0.01,0.1,11.11,,,,,,,,
Macq DDR Tr unt,MDT,0.07,0.7,11.11,,,,,,,,
Paragon Care Ltd opt may12,PGCOA,0.01,0.1,11.11,,,,,,,,
RCR Tomlinson,RCR,1.015,9.5,10.33,,,,,,,,
Neptune Marine opt dec10,NMSO,0.275,2.5,10.00,,,,,,,,
ASK Funding Ltd,AKF,0.23,2,9.52,,,,,,,,
India Equities Fund,INE,0.47,4,9.30,,,,,,,,
Hyro Ltd,HYO,0.024,0.2,9.09,,,,,,,,
OBJ Ltd,OBJ,0.061,0.5,8.93,,,,,,,,
Avexa Ltd,AVX,0.13,1,8.33,,,,,,,,
Stirling Products,STI,0.013,0.1,8.33,,,,,,,,
Capitol Health,CAJ,0.054,0.4,8.00,,,,,,,,
Clean Seas Tuna,CSS,0.135,1,8.00,,,,,,,,
Advanced Magnesium,ANM,0.056,0.4,7.69,,,,,,,,
Praemium Ltd,PPS,0.14,1,7.69,,,,,,,,
RTL Corp Ltd,RTL,0.028,0.2,7.69,,,,,,,,
Brainz Instruments,BZI,0.086,0.6,7.50,,,,,,,,
Cougar Energy,CXY,0.15,1,7.14,,,,,,,,
Macarthurcook Ind Pr unt,MIF,0.305,2,7.02,,,,,,,,
Essa Aust,ESS,0.23,1.5,6.98,,,,,,,,
Pan Asia Corp Ltd,PZC,0.032,0.2,6.67,,,,,,,,
Brierty Ltd,BYL,0.34,2,6.25,,,,,,,,
Frigrite Ltd,FRR,0.17,1,6.25,,,,,,,,
RCL Grp stp,RLG,0.085,0.5,6.25,,,,,,,,
Cell Aquaculture,CAQ,0.18,1,5.88,,,,,,,,
Ellex Medical Lasers,ELX,0.18,1,5.88,,,,,,,,
Namoi Cotton ccu,NAM,0.45,2.5,5.88,,,,,,,,
Powerlan Ltd,PWR,0.055,0.3,5.77,,,,,,,,
Halcygen Pharma,HGN,0.645,3.5,5.74,,,,,,,,
Adacel Tech,ADA,0.37,2,5.71,,,,,,,,
Orotongrp Ltd,ORL,7.21,38,5.56,,,,,,,,
FSA Grp Ltd,FSA,0.39,2,5.41,,,,,,,,
Joyce Corp,JYC,0.39,2,5.41,,,,,,,,
Charter Pacific,CHF,0.06,0.3,5.26,,,,,,,,
Qmastor Ltd,QML,0.31,1.5,5.08,,,,,,,,
Logicamms Ltd,LCM,1.05,5,5.00,,,,,,,,
MINING RISES,,,,,,,,,,,,
Stonehenge Metals opt dec12,SHEOA,0.053,2.1,65.62,,,,,,,,
Lion Energy Ltd opt aug11,LIOO,0.003,0.1,50.00,,,,,,,,
Monax Min Ltd opt nov11,MOXO,0.06,1.8,42.86,,,,,,,,
Peak Res opt dec10,PEKOA,0.11,3,37.50,,,,,,,,
Yellow Rock opt sep12,YRROA,0.015,0.4,36.36,,,,,,,,
Chrysalis Res,CYS,0.28,7,33.33,,,,,,,,
Grand Gulf Energy,GGE,0.008,0.2,33.33,,,,,,,,
Carnavale Res opt feb13,CAVO,0.065,1.5,30.00,,,,,,,,
CBH Res Ltd,CBH,0.18,4,28.57,,,,,,,,
K2 Energy Ltd,KTE,0.115,2.4,26.37,,,,,,,,
Beach Energy Ltd opt jun10,BPTO,0.005,0.1,25.00,,,,,,,,
Boulder Steel opt mar12,BGDO,0.075,1.5,25.00,,,,,,,,
Frontier Res opt dec10,FNTO,0.02,0.4,25.00,,,,,,,,
Monax Min Ltd,MOX,0.13,2.5,23.81,,,,,,,,
Orion Metals Ltd,ORM,0.085,1.6,23.19,,,,,,,,
Sunset Energy Ltd,SEY,0.135,2.5,22.73,,,,,,,,
GBM Rsources Ltd,GBZ,0.15,2.5,20.00,,,,,,,,
Imperial Corp Ltd,IMP,0.006,0.1,20.00,,,,,,,,
Lakes Oil NL,LKO,0.006,0.1,20.00,,,,,,,,
Newland Res,NRL,0.019,0.3,18.75,,,,,,,,
Krucible Metals,KRB,0.495,7.5,17.86,,,,,,,,
Greenearth Energy,GER,0.14,2,16.67,,,,,,,,
Peak Res,PEK,0.15,2,15.38,,,,,,,,
Carnavale Res,CAV,0.23,3,15.00,,,,,,,,
Dourado Res Ltd opt nov14,DUOO,0.048,0.6,14.29,,,,,,,,
Exoma Energy Ltd opt sep12,EXEOA,0.12,1.5,14.29,,,,,,,,
Geopacific Res,GPR,0.165,2,13.79,,,,,,,,
Cullen Res,CUL,0.05,0.6,13.64,,,,,,,,
Neon Energy Ltd,NEN,0.13,1.5,13.04,,,,,,,,
Eurogold Ltd,EUG,0.22,2.5,12.82,,,,,,,,
Empire Oil & Gas,EGO,0.009,0.1,12.50,,,,,,,,
Eureka Energy Ltd,EKA,0.135,1.5,12.50,,,,,,,,
Jupiter Energy opt jun10,JPROA,0.009,0.1,12.50,,,,,,,,
Octanex NL opt dec10,OXXO,0.135,1.5,12.50,,,,,,,,
Orocobre Ltd,ORE,2.35,26,12.44,,,,,,,,
NT Res Ltd,NTR,0.23,2.5,12.20,,,,,,,,
Resolute Min opt dec11,RSGO,0.46,5,12.20,,,,,,,,
Metgasco Ltd,MEL,0.60,6.5,12.15,,,,,,,,
Reedy Lagoon Corp,RLC,0.068,0.7,11.48,,,,,,,,
Millennium Min,MOY,0.039,0.4,11.43,,,,,,,,
Jupiter Energy,JPR,0.059,0.6,11.32,,,,,,,,
Astro Res NL,ARO,0.01,0.1,11.11,,,,,,,,
Thor Min Plc cdi,THR,0.02,0.2,11.11,,,,,,,,
Buccaneer Energy opt nov12,BCCO,0.061,0.6,10.91,,,,,,,,
A'asia Gold,AAO,0.072,0.7,10.77,,,,,,,,
Energy World Corp,EWC,0.36,3.5,10.77,,,,,,,,
Coventry Res,CVY,0.215,2,10.26,,,,,,,,
Aust Min Min,AKA,0.22,2,10.00,,,,,,,,
Blina Diamonds NL,BDI,0.011,0.1,10.00,,,,,,,,
Gondwana Res,GDA,0.022,0.2,10.00,,,,,,,,
Monto Min Ltd,MOO,0.011,0.1,10.00,,,,,,,,
Sthn Gold,SAU,0.11,1,10.00,,,,,,,,
Cauldron Energy,CXU,0.40,3.5,9.59,,,,,,,,
Kimberley Metals,KBL,0.175,1.5,9.37,,,,,,,,
White Energy Co,WEC,2.58,22,9.32,,,,,,,,
Alara Res Ltd,AUQ,0.12,1,9.09,,,,,,,,
Aurium Res,AGU,0.036,0.3,9.09,,,,,,,,
Ausquest Ltd,AQD,0.12,1,9.09,,,,,,,,
Brumby Res,BMY,0.12,1,9.09,,,,,,,,
ELK Pet,ELK,0.18,1.5,9.09,,,,,,,,
Laconia Res Ltd,LCR,0.12,1,9.09,,,,,,,,
