Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4504.4 at 16:36 26/7/2010  Report at 19:05 Monday 26/7/2010. Processed 19:09 Monday 26/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
KTL Tech Ltd,KTL,0.007,0.4,133.30,,,,,,,,
Energio Ltd,EIO,0.008,0.2,33.33,,,,,,,,
NewSat Ltd,NWT,0.004,0.1,33.33,,,,,,,,
Robe Aust Ltd,ROB,0.008,0.2,33.33,,,,,,,,
Anteo Diagnostics opt feb11,ADOOA,0.013,0.3,30.00,,,,,,,,
Vision Grp Hldgs,VGH,0.185,3.5,23.33,,,,,,,,
ZYL Ltd,ZYL,0.028,0.5,21.74,,,,,,,,
SCV Grp Ltd,SCV,0.017,0.3,21.43,,,,,,,,
Oakajee Corp Ltd,OKJ,0.125,2,19.05,,,,,,,,
Farmworks Aust,FWA,0.135,2,17.39,,,,,,,,
Orbital Corp Ltd,OEC,0.035,0.5,16.67,,,,,,,,
Fluorotechnics,FLS,0.15,2,15.38,,,,,,,,
Carnegie Wave Energy,CWE,0.092,1.2,15.00,,,,,,,,
Global Health Ltd,GLH,0.008,0.1,14.29,,,,,,,,
Adcorp Aust,AAU,0.185,2,12.12,,,,,,,,
Jetset Travelworld,JET,0.85,9,11.84,,,,,,,,
Genetic Tech,GTG,0.038,0.4,11.76,,,,,,,,
RCL Grp stp,RLG,0.078,0.8,11.43,,,,,,,,
RCR Tomlinson,RCR,1.00,10,11.11,,,,,,,,
GoConnect Ltd,GCN,0.062,0.6,10.71,,,,,,,,
Run Corp Ltd,RNC,0.052,0.5,10.64,,,,,,,,
Biodiem Ltd,BDM,0.16,1.5,10.34,,,,,,,,
Coventry Grp,CYG,2.26,21,10.24,,,,,,,,
Ecsi Ltd,ECS,0.022,0.2,10.00,,,,,,,,
Living Cell Tech,LCT,0.23,2,9.52,,,,,,,,
MobileActive Ltd,MBA,0.023,0.2,9.52,,,,,,,,
RP Data Ltd,RPX,1.00,8.5,9.29,,,,,,,,
Adultshop Com,ASC,0.012,0.1,9.09,,,,,,,,
Keybridge Capital,KBC,0.085,0.7,8.97,,,,,,,,
Frigrite Ltd,FRR,0.125,1,8.70,,,,,,,,
Lemarne Corp,LMC,4.50,35,8.43,,,,,,,,
Bisalloy Steel,BIS,0.195,1.5,8.33,,,,,,,,
MAX Tr unt,MXQ,0.04,0.3,8.11,,,,,,,,
Aust Vintage Ltd,AVG,0.27,2,8.00,,,,,,,,
Coote Industrial,CXG,0.21,1.5,7.69,,,,,,,,
Connxion Ventures,CXN,0.043,0.3,7.50,,,,,,,,
Compumedics Ltd,CMP,0.15,1,7.14,,,,,,,,
Intrapower Ltd,IPX,0.15,1,7.14,,,,,,,,
Maxitrans Ind,MXI,0.30,2,7.14,,,,,,,,
Skywest Airlines cdi,SXR,0.30,2,7.14,,,,,,,,
Altera Res Ltd,AEA,0.24,1.5,6.67,,,,,,,,
Eastland Medical opt jun11,EMSOB,0.016,0.1,6.67,,,,,,,,
Mint Wireless,MNW,0.048,0.3,6.67,,,,,,,,
Linc Energy Ltd,LNC,1.635,10,6.51,,,,,,,,
Silex Systems,SLX,4.80,29,6.43,,,,,,,,
Ainsworth Game Tech,AGI,0.085,0.5,6.25,,,,,,,,
Alchemia Ltd,ACL,0.425,2.5,6.25,,,,,,,,
Emeco Hldgs,EHL,0.68,4,6.25,,,,,,,,
Hills Ind Ltd,HIL,2.27,13,6.07,,,,,,,,
Netcomm Ltd,NTC,0.265,1.5,6.00,,,,,,,,
Antisense Therapeutic,ANP,0.018,0.1,5.88,,,,,,,,
Sigma Pharmaceutical,SIP,0.45,2.5,5.88,,,,,,,,
Thakral Hldgs unt,THG,0.45,2.5,5.88,,,,,,,,
TPL Corp Ltd,TPL,0.018,0.1,5.88,,,,,,,,
eBet Ltd,EBT,0.091,0.5,5.81,,,,,,,,
Biotron Ltd,BIT,0.079,0.4,5.33,,,,,,,,
West Aust News,WAN,7.12,36,5.33,,,,,,,,
Gunns Ltd,GNS,0.695,3.5,5.30,,,,,,,,
Electro Optic Sys,EOS,1.20,6,5.26,,,,,,,,
Somnomed Ltd,SOM,0.80,4,5.26,,,,,,,,
Norfolk Grp,NFK,0.93,4.5,5.08,,,,,,,,
MINING RISES,,,,,,,,,,,,
Stirling Res opt jun12,SREOB,0.03,1.3,76.47,,,,,,,,
Activex Ltd,AIV,0.095,3.8,66.67,,,,,,,,
Terrain Min opt dec12,TMXOA,0.01,0.4,66.67,,,,,,,,
Stirling Res,SRE,0.115,3.5,43.75,,,,,,,,
Central Asia Res,CVR,0.037,1,37.04,,,,,,,,
Pelican Res,PEL,0.11,2.9,35.80,,,,,,,,
Pryme Oil & Gas,PYM,0.07,1.7,32.08,,,,,,,,
Chrysalis Res opt jun13,CYSO,0.15,3.5,30.43,,,,,,,,
Erongo Energy,ERN,0.10,2.3,29.87,,,,,,,,
Aust Min Min,AKA,0.18,4,28.57,,,,,,,,
