Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4422.4 at 16:37 12/8/2010  Report at 19:05 Thursday 12/8/2010. Processed 19:17 Thursday 12/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
IM Medical Ltd,IMI,0.002,0.1,100.00,,,,,,,,
Select Vaccines,SLT,0.005,0.2,66.67,,,,,,,,
Medic Vision Ltd,MVH,0.05,1,25.00,,,,,,,,
Qld Trustees Invest,QTI,0.39,6,18.18,,,,,,,,
SCV Grp Ltd,SCV,0.021,0.3,16.67,,,,,,,,
Biotech Capital,BTC,0.18,2.5,16.13,,,,,,,,
LBT Innovations,LBT,0.09,1,12.50,,,,,,,,
Medivac Ltd,MDV,0.009,0.1,12.50,,,,,,,,
Compumedics Ltd,CMP,0.145,1.5,11.54,,,,,,,,
Legacy Iron Ore,LCY,0.105,0.9,9.37,,,,,,,,
Atlantic Ltd,ATI,0.04,0.3,8.11,,,,,,,,
Anteo Diagnostics,ADO,0.055,0.4,7.84,,,,,,,,
Sigma Pharmaceutical,SIP,0.485,3.5,7.78,,,,,,,,
ING Private Equity,IPE,0.28,2,7.69,,,,,,,,
Arafura Pearls,APB,0.015,0.1,7.14,,,,,,,,
Pan Asia Corp Ltd,PZC,0.015,0.1,7.14,,,,,,,,
GEO Prop Grp stp,GPM,0.23,1.5,6.98,,,,,,,,
Adultshop Com,ASC,0.016,0.1,6.67,,,,,,,,
Blue Capital Ltd,BIV,0.016,0.1,6.67,,,,,,,,
Cellnet Grp,CLT,0.32,2,6.67,,,,,,,,
Orion Equities,OEQ,0.48,3,6.67,,,,,,,,
Grandbridge Ltd,GBA,0.36,2,5.88,,,,,,,,
Praemium Ltd,PPS,0.18,1,5.88,,,,,,,,
Legend Corp,LGD,0.19,1,5.56,,,,,,,,
Wentworth Hldgs,WWM,0.095,0.5,5.56,,,,,,,,
Over Fifty Grp,OFG,0.58,3,5.45,,,,,,,,
Cellmid Ltd,CDY,0.02,0.1,5.26,,,,,,,,
Adv Braking Tech,ABV,0.021,0.1,5.00,,,,,,,,
MINING RISES,,,,,,,,,,,,
Westralian Gas & Pwr opt oct11,WGPOA,0.003,0.1,50.00,,,,,,,,
Ausgold Ltd opt mar13,AUCO,0.15,4.5,42.86,,,,,,,,
Renison Cons,RSN,0.004,0.1,33.33,,,,,,,,
Peak Res opt dec10,PEKOA,0.085,2,30.77,,,,,,,,
Syndicated Metals,SMD,0.12,2,20.00,,,,,,,,
Ausgold Ltd,AUC,0.30,4.5,17.65,,,,,,,,
Trafford Res opt jul12,TRFO,0.135,2,17.39,,,,,,,,
Carbon Energy,CNX,0.35,5,16.67,,,,,,,,
MIL Res opt may12,MGKOA,0.007,0.1,16.67,,,,,,,,
Lodestone Energy,LOD,0.115,1.5,15.00,,,,,,,,
Intermin Res,IRC,0.16,2,14.29,,,,,,,,
Wildhorse Energy,WHE,0.285,3.5,14.00,,,,,,,,
Lachlan Star Ltd,LSA,0.009,0.1,12.50,,,,,,,,
Mantle Min Corp opt dec10,MNMOA,0.009,0.1,12.50,,,,,,,,
Carnavale Res opt feb13,CAVO,0.065,0.6,10.17,,,,,,,,
General Min Corp,GMM,0.11,1,10.00,,,,,,,,
Enterprise Metals,ENT,0.23,2,9.52,,,,,,,,
Mantle Min Corp,MNM,0.046,0.4,9.52,,,,,,,,
Ramelius Res,RMS,0.47,4,9.30,,,,,,,,
Consolidated Tin Min,CSD,0.036,0.3,9.09,,,,,,,,
Excelsior Gold,EXG,0.036,0.3,9.09,,,,,,,,
Prairie Downs Metals,PDZ,0.12,1,9.09,,,,,,,,
Zambezi Res cdi,ZRL,0.024,0.2,9.09,,,,,,,,
Emergent Res,EMG,0.37,3,8.82,,,,,,,,
Ausamerican Min,AIW,0.04,0.3,8.11,,,,,,,,
Imperial Corp Ltd,IMP,0.094,0.7,8.05,,,,,,,,
Resolute Min opt dec11,RSGO,0.27,2,8.00,,,,,,,,
K2 Energy Ltd,KTE,0.055,0.4,7.84,,,,,,,,
Blina Diamonds NL,BDI,0.014,0.1,7.69,,,,,,,,
Hodges Res,HDG,0.14,1,7.69,,,,,,,,
MEC Res opt jul13,MMRO,0.45,3,7.14,,,,,,,,
Range Res Ltd opt dec11,RRSO,0.045,0.3,7.14,,,,,,,,
Ferrum Crescent,FCR,0.16,1,6.67,,,,,,,,
Gleneagle Gold,GLN,0.016,0.1,6.67,,,,,,,,
Syngas Ltd,SYS,0.016,0.1,6.67,,,,,,,,
Great Western Exp opt jun12,GTEO,0.085,0.5,6.25,,,,,,,,
Phosphate Aus Ltd,POZ,0.17,1,6.25,,,,,,,,
Royal Res opt oct13,ROYOA,0.17,1,6.25,,,,,,,,
Victorian Gold Mines,VGM,0.17,1,6.25,,,,,,,,
Grand Gulf Energy,GGE,0.018,0.1,5.88,,,,,,,,
King Island,KIS,0.18,1,5.88,,,,,,,,
Lonrho Min Ltd opt nov10,LOMOA,0.018,0.1,5.88,,,,,,,,
Pancontinental Oil,PCL,0.036,0.2,5.88,,,,,,,,
Proto Resource &,PRW,0.018,0.1,5.88,,,,,,,,
WHL Energy Ltd,WHN,0.018,0.1,5.88,,,,,,,,
Norton Gold Fields,NGF,0.185,1,5.71,,,,,,,,
Riviera Res opt dec14,RVEO,0.075,0.4,5.63,,,,,,,,
Greater Bendigo Gold,GBM,0.019,0.1,5.56,,,,,,,,
Matilda Zircon,MZI,0.019,0.1,5.56,,,,,,,,
Pac Ore Ltd opt sep12,PSFO,0.038,0.2,5.56,,,,,,,,
Tanami Gold NL,TAM,0.019,0.1,5.56,,,,,,,,
Reward Min Ltd,RWD,0.29,1.5,5.45,,,,,,,,
Eureka Energy Ltd,EKA,0.295,1.5,5.36,,,,,,,,
ARC Explore Ltd,ARX,0.02,0.1,5.26,,,,,,,,
Avanco Res Ltd,AVB,0.02,0.1,5.26,,,,,,,,
Viking Ash,VKA,0.205,1,5.13,,,,,,,,
Gold Anomaly Ltd,GOA,0.021,0.1,5.00,,,,,,,,
MEC Res,MMR,0.63,3,5.00,,,,,,,,
Outback Metals,OUM,0.021,0.1,5.00,,,,,,,,
Peninsula Min opt jun12,PENOA,0.021,0.1,5.00,,,,,,,,
INDUSTRIAL FALLS,,,,,,,,,,,,
ResMed Inc cdi,RMD,3.53,-359,-50.42,,,,,,,,
WAM Active Ltd opt apr11,WAAO,0.01,-0.6,-37.50,,,,,,,,
