Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4500.7 at 16:37 17/5/2010  Report at 19:05 Monday 17/5/2010. Processed 19:15 Monday 17/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
4C Sec Solution,FCS,0.045,1.5,50.00,,,,,,,,
Broad Invest,BRO,0.004,0.1,33.33,,,,,,,,
ECO Quest,ECQ,0.125,3,31.58,,,,,,,,
Holista Colltech,HCT,0.14,2,16.67,,,,,,,,
Robe Aust Ltd,ROB,0.007,0.1,16.67,,,,,,,,
Avexa Ltd,AVX,0.03,0.4,15.38,,,,,,,,
Alinta Energy Grp stp,AEJ,0.057,0.7,14.00,,,,,,,,
Clever Com Aus,CVA,0.13,1.5,13.04,,,,,,,,
Antaria Ltd,ANO,0.045,0.5,12.50,,,,,,,,
Antisense Therapeutic,ANP,0.018,0.2,12.50,,,,,,,,
Consolidated Global,CGI,0.037,0.4,12.12,,,,,,,,
Viridis Clean stp,VIR,0.089,0.9,11.25,,,,,,,,
Becton Prop Grp 9.5% cn10,BECG,0.40,4,11.11,,,,,,,,
Dromana Estate,DMY,0.033,0.3,10.00,,,,,,,,
Lifestyle Communit,LIC,0.055,0.5,10.00,,,,,,,,
CPI Grp Ltd,CPI,0.29,2.5,9.43,,,,,,,,
CEC Grp Ltd,CEG,0.12,1,9.09,,,,,,,,
Ipernica Ltd,IPR,0.10,0.7,7.53,,,,,,,,
Biotron Ltd,BIT,0.075,0.5,7.14,,,,,,,,
Mission Newenergy,MBT,0.30,2,7.14,,,,,,,,
Refresh Grp,RGP,0.075,0.5,7.14,,,,,,,,
XRF Scientific,XRF,0.15,1,7.14,,,,,,,,
Willmott Forests pref,WFLPA,59.00,379,6.86,,,,,,,,
ITX Grp Ltd,ITX,1.10,7,6.80,,,,,,,,
Cell Aquaculture,CAQ,0.165,1,6.45,,,,,,,,
UXC Ltd,UXC,0.51,3,6.25,,,,,,,,
Wasabi Energy Ltd,WAS,0.018,0.1,5.88,,,,,,,,
Datadot Tech,DDT,0.039,0.2,5.41,,,,,,,,
IPGA Ltd,IPP,0.495,2.5,5.32,,,,,,,,
Elders Ltd hybrids,ELDPA,59.99,299,5.25,,,,,,,,
India Equities Fund opt aug10,INEO,0.063,0.3,5.00,,,,,,,,
MINING RISES,,,,,,,,,,,,
Adelphi Energy,ADI,0.41,13,46.43,,,,,,,,
Buru Energy opt oct10,BRUO,0.013,0.4,44.44,,,,,,,,
Consolidated Tin Min opt dec13,CSDO,0.015,0.4,36.36,,,,,,,,
Oroya Min Ltd,ORO,0.004,0.1,33.33,,,,,,,,
BCD Res NL,BCD,0.13,3.2,32.65,,,,,,,,
Bougainville Copper,BOC,0.84,18.5,28.24,,,,,,,,
Cluff Res,CFR,0.005,0.1,25.00,,,,,,,,
