FR INV WARRANTS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Report at Friday, December 23, 2011. Processed Saturday at 2011-12-24T23:15:12+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
ANZ Banking Grp Last Sale Price $20.85,
ANZWOG,,18.00,24/01/12,4:1,.78,.785,.78,,,,
ANZWOH,,21.00,24/01/12,4:1,.235,.24,.24,-6.5,500,,
ANZWOI,,24.00,24/01/12,4:1,.033,.038,.15,,,,
ANZWMK,,25.00,24/01/12,4:1,.001,,.03,,,,
ANZWOJ,,27.00,24/01/12,4:1,.016,.021,,,,,
ANZVOA,,18.00,23/02/12,4:1,.83,.835,.945,,,,
ANZVRI,,18.00,23/02/12,4:1,.795,.82,,,,,
ANZVOB,,20.00,23/02/12,4:1,.45,.455,,,,,
ANZVRJ,,21.00,23/02/12,4:1,.24,.255,,,,,
ANZVOC,,22.00,23/02/12,4:1,.185,.19,,,,,
ANZVRK,,23.00,23/02/12,4:1,.053,.059,,,,,
ANZVOG,,24.00,23/02/12,4:1,.057,.062,,,,,
ANZVRL,,25.00,23/02/12,4:1,.006,,,,,,
ANZWRA,,21.50,29/03/12,4:1,.69,.705,,,,,
ANZWRB,,22.50,29/03/12,4:1,.595,.61,,,,,
,
BHP Billiton Last Sale Price $35.15,
BHPVOA,,33.00,24/01/12,4:1,.86,.865,.87,-34.5,100,,
BHPVOB,,36.00,24/01/12,4:1,.395,.40,.36,-9,30,,
BHPVOC,,39.00,24/01/12,4:1,.115,.12,.12,-6,2415,,
BHPVOD,,42.00,24/01/12,4:1,.024,.029,.072,,,,
BHPWMM,,46.00,24/01/12,4:1,.001,,.001,-2.8,400,,
BHPVRJ,,33.00,23/02/12,4:1,.89,.90,,,,,
BHPVOJ,,35.00,23/02/12,4:1,.665,.67,,,,,
BHPVRI,,36.00,23/02/12,4:1,.415,.425,,,,,
BHPVOK,,37.00,23/02/12,4:1,.415,.42,.42,-5,3250,,
BHPVOL,,39.00,23/02/12,4:1,.225,.23,.195,-7,1420,,
BHPVRK,,40.00,23/02/12,4:1,.056,.066,.085,,200,,
BHPVOM,,41.00,23/02/12,4:1,.105,.11,.14,,,,
BHPVOE,,43.00,23/02/12,4:1,.045,.05,.068,,,,
BHPVRL,,44.00,23/02/12,4:1,.006,.04,,,,,
BHPVON,,45.00,23/02/12,4:1,.025,.03,.068,,,,
BHPWRA,,36.00,29/03/12,4:1,1.145,1.155,,,,,
BHPWRB,,37.50,29/03/12,4:1,1.005,1.015,,,,,
,
C'wlth Bank of Aust Last Sale Price $49.81,
CBAWOG,,42.00,24/01/12,5:1,1.685,1.69,,,,,
CBAWOH,,46.00,24/01/12,5:1,.98,.985,1.01,,,,
CBAWOI,,50.00,24/01/12,5:1,.42,.425,.36,-3,980,,
CBAWMK,,54.00,24/01/12,4:1,.012,,.093,,,,
CBAWOJ,,54.00,24/01/12,5:1,.13,.135,,,,,
CBAVRI,,44.00,23/02/12,4:1,1.40,1.40,,,,,
CBAVOA,,47.00,23/02/12,5:1,.795,.80,,,,,
CBAVOB,,49.00,23/02/12,5:1,.555,.56,.39,,,,
CBAVRJ,,49.00,23/02/12,4:1,.515,.515,,,,,
CBAVOC,,51.00,23/02/12,5:1,.365,.37,.28,-6,200,,
CBAVOG,,53.00,23/02/12,5:1,.225,.23,,,,,
CBAVRK,,53.00,23/02/12,4:1,.125,.13,,,,,
CBAVRL,,58.00,23/02/12,4:1,.007,.04,,,,,
CBAWRA,,50.50,29/03/12,4:1,1.605,1.61,,,,,
CBAWRB,,52.00,29/03/12,4:1,1.465,1.47,,,,,
,
Fortescue Metals Grp Last Sale Price $4.49,
FMGWOG,,4.50,24/01/12,3:1,.125,.13,.24,,,,
FMGWOH,,5.50,24/01/12,3:1,.027,.032,.028,-.8,1000,,
FMGWMJ,,6.25,24/01/12,1:1,.001,,.145,,,,
FMGWOI,,6.50,24/01/12,3:1,.016,.021,.048,,,,
FMGVRK,,4.50,23/02/12,2:1,.18,.195,,,,,
FMGVOA,,5.00,23/02/12,3:1,.088,.093,.125,,,,
FMGVRL,,5.00,23/02/12,2:1,.079,.087,,,,,
FMGVOB,,5.50,23/02/12,3:1,.048,.053,.105,,,,
FMGVRM,,5.50,23/02/12,2:1,.032,.04,,,,,
FMGVOE,,6.00,23/02/12,3:1,.029,.034,,,,,
FMGVRN,,6.00,23/02/12,2:1,.012,.04,,,,,
FMGWRA,,4.75,29/03/12,2:1,.26,.275,,,,,
FMGWRB,,4.90,29/03/12,2:1,.235,.25,,,,,
,
