Warrant Market - Weekly,,,,,,,,,,,,
XAO 4404.1 at 16:38 27/8/2010  Report at 19:06 Friday 27/8/2010. Processed 15:52 Sunday 29/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Weekly Volume,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $4.95,,,,,,,,,,,,
AMPWOB,5.25,23/09/10,3:1,0.021,0.026,-,-,-,,,,
AMPWOA,6.00,23/09/10,3:1,0.005,0.01,0.005,-2.5,210,,,,
AMPWOC,5.75,25/11/10,3:1,0.028,0.033,-,-,-,,,,
AMPWOD,6.25,25/11/10,3:1,0.016,0.021,-,-,-,,,,
ANZ Banking Grp Last Sale Price $22.44,,,,,,,,,,,,
ANZVMB,20.00,23/09/10,4:1,0.67,0.675,-,-,-,,,,
ANZVMC,22.00,23/09/10,4:1,0.285,0.29,0.39,-,-,,,,
ANZWOG,22.50,23/09/10,4:1,0.2,0.205,0.19,-7.5,1770,,,,
ANZVMD,24.00,23/09/10,4:1,0.07,0.073,0.069,-,90,,,,
ANZVZF,24.00,23/09/10,4:1,0.031,0.04,0.155,-,-,,,,
ANZWOH,24.50,23/09/10,4:1,0.039,0.044,0.041,-3.9,6580,,,,
ANZWMH,26.00,23/09/10,4:1,0.007,-,0.079,-,-,,,,
ANZWOI,26.50,23/09/10,4:1,0.012,0.017,0.17,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.001,-,0.007,-,-,,,,
ANZWOJ,22.00,25/11/10,4:1,0.37,0.375,-,-,-,,,,
ANZWOK,23.50,25/11/10,4:1,0.2,0.205,-,-,-,,,,
ANZWOL,25.00,25/11/10,4:1,0.1,0.105,-,-,-,,,,
ANZWOM,26.50,25/11/10,4:1,0.048,0.053,-,-,-,,,,
ANZVMF,20.00,27/01/11,4:1,0.86,0.865,-,-,-,,,,
ANZVMG,22.00,27/01/11,4:1,0.545,0.55,-,-,-,,,,
ANZVMH,24.00,27/01/11,4:1,0.315,0.32,0.47,-,-,,,,
ANZVMI,26.00,27/01/11,4:1,0.17,0.175,0.175,-,-,,,,
ASX Ltd Last Sale Price $30.56,,,,,,,,,,,,
ASXUMB,32.00,23/09/10,4:1,0.031,-,0.086,-,-,,,,
ASXUMC,35.00,23/09/10,4:1,0.001,-,0.086,-,-,,,,
AXA Asia Pacific Last Sale Price $5.51,,,,,,,,,,,,
AXAWSA,0.00,25/03/20,1:1,-,-,5.47,-,-,,,,
BHP Billiton Ltd Last Sale Price $37.30,,,,,,,,,,,,
BHPUMH,34.00,23/09/10,4:1,0.895,0.9,1.03,-,-,,,,
BHPUMI,38.00,23/09/10,4:1,0.22,0.225,0.195,-12,1560,,,,
BHPVMF,40.00,23/09/10,4:1,0.072,0.075,0.06,-8.5,1860,,,,
BHPVZH,40.00,23/09/10,4:1,0.049,0.073,0.072,-4.3,778,,,,
BHPUMJ,42.00,23/09/10,4:1,0.015,-,0.055,-,-,,,,
BHPVMG,44.00,23/09/10,4:1,0.001,-,0.065,-,-,,,,
BHPWMH,46.00,23/09/10,4:1,0.001,-,0.091,-,-,,,,
BHPWMI,48.00,23/09/10,4:1,0.001,-,0.06,-,-,,,,
BHPWOA,36.00,28/10/10,4:1,0.685,0.69,0.675,-17.5,175,,,,
BHPWOB,38.00,28/10/10,4:1,0.41,0.415,0.39,-13,3702,,,,
BHPWOG,40.00,28/10/10,4:1,0.215,0.22,0.215,-18,1080,,,,
BHPWOH,42.00,28/10/10,4:1,0.105,0.11,0.10,-4.5,1030,,,,
BHPWOI,44.00,28/10/10,4:1,0.049,0.054,0.11,-,-,,,,
BHPVOB,39.00,23/12/10,4:1,0.535,0.54,0.535,-11.5,210,,,,
BHPVOC,42.00,23/12/10,4:1,0.275,0.28,0.26,-,100,,,,
BHPVOF,46.00,23/12/10,4:1,0.095,0.1,-,-,-,,,,
BHPVMH,40.00,27/01/11,4:1,0.565,0.57,0.77,-,-,,,,
BHPVMI,42.00,27/01/11,4:1,0.395,0.4,0.405,-7.5,1400,,,,
BHPVMJ,44.00,27/01/11,4:1,0.27,0.275,0.355,-,-,,,,
