FR INV WARRANTS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Report at Friday, November 12, 2010. Processed Saturday at 2010-11-13T23:15:09+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
Asciano Grp Last Sale Price,
AIOWMA,,1.65,27/01/11,1:1,.087,.09,.071,,,,
,
Amcor Last Sale Price $6.66,
AMCTMA,,4.50,23/06/11,1:1,2.28,2.29,,,,,
,
AMP Last Sale Price $5.33,
AMPWOC,,5.75,25/11/10,3:1,.015,.025,,,,,
AMPWOD,,6.25,25/11/10,3:1,.01,.02,,,,,
AMPWOE,,5.00,28/01/11,3:1,.18,.185,,,,,
AMPWOF,,5.50,28/01/11,3:1,.09,.095,,,,,
AMPWOG,,5.75,28/01/11,3:1,.06,.065,,,,,
AMPTMA,,3.50,23/06/11,1:1,1.89,1.895,,,,,
,
ANZ Banking Grp Last Sale Price $23.22,
ANZWOJ,,22.00,25/11/10,4:1,.345,.355,,,,,
ANZWOK,,23.50,25/11/10,4:1,.11,.115,.20,-6.5,1300,,
ANZVZH,,25.00,25/11/10,4:1,.001,,.062,,,,
ANZWOL,,25.00,25/11/10,4:1,.02,.03,.044,-8.6,1260,,
ANZWOM,,26.50,25/11/10,4:1,.011,.021,,,,,
ANZVZI,,25.00,23/12/10,4:1,.018,.04,.078,,,,
ANZVMF,,21.00,27/01/11,4:1,.755,.76,.875,-12.5,380,,
ANZVMG,,23.00,27/01/11,4:1,.41,.415,,,,,
ANZVMH,,25.00,27/01/11,4:1,.18,.185,.31,,,,
ANZVMI,,26.00,27/01/11,4:1,.11,.115,.20,,,,
ANZWOA,,23.00,28/01/11,4:1,.40,.41,,,,,
ANZWOB,,25.00,28/01/11,4:1,.175,.18,.205,-11.5,530,,
ANZWOC,,27.00,28/01/11,4:1,.052,.057,.12,,,,
ANZUMA,,22.00,24/03/11,4:1,.70,.705,.905,,,,
ANZUMB,,24.00,24/03/11,4:1,.415,.42,.485,,,,
ANZWOD,,24.00,24/03/11,4:1,,,,,,,
ANZWOE,,26.00,24/03/11,4:1,.205,.21,,,,,
ANZWOF,,28.00,24/03/11,4:1,.088,.093,,,,,
ANZTMA,,17.00,23/06/11,1:1,7.08,7.09,7.08,,,,
,
ASX Last Sale Price $37.29,
ASXUMD,,31.00,24/03/11,4:1,1.83,1.835,1.89,,,,
ASXTMA,,20.50,23/06/11,1:1,17.19,17.20,,,,,
,
Alumina Last Sale Price $2.10,
AWCWMA,,1.80,27/01/11,1:1,.38,.385,.355,,,,
AWCTMA,,1.00,23/06/11,1:1,1.11,,,,,,
,
AWE Last Sale Price $1.79,
AWEWMA,,1.75,24/03/11,1:1,.27,.275,.14,,,,
,
AXA Asia Pacific Last Sale Price $5.78,
AXAWSA,,0.00,25/03/20,1:1,,,5.19,,,,
,
BHP Billiton Last Sale Price $44.30,
BHPVZJ,,40.00,25/11/10,4:1,1.07,1.12,.645,,,,
BHPWMC,,42.00,25/11/10,4:1,.635,,.825,+23,752,,
BHPWOJ,,38.00,23/12/10,4:1,1.655,1.66,,,,,
BHPVOB,,39.00,23/12/10,4:1,1.43,1.44,.795,,,,
BHPWOK,,40.00,23/12/10,4:1,1.21,1.215,,,,,
BHPWOL,,41.00,23/12/10,4:1,1.00,1.01,,,,,
BHPVOC,,42.00,23/12/10,4:1,.82,.83,.935,+14.5,40,,
