Warrant Market - Weekly,,,,,,,,,,,,
XAO 4882.7 at 14:54 31/12/2009  Report at 16:45 Thursday 31/12/2009. Processed 17:19 Thursday 31/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Weekly Volume,,,,
IAGVMA,4.00,25/03/10,3:1,0.105,0.11,0.10,-,-,,,,
Incitec Pivot Last Sale Price $3.55,,,,,,,,,,,,
IPLVMA,3.00,25/03/10,2:1,0.35,0.355,0.36,9,100,,,,
Lihir Gold Ltd Last Sale Price $3.28,,,,,,,,,,,,
LGLWOD,3.25,25/03/10,2:1,0.175,0.18,0.175,-,290,,,,
LGLVMA,3.50,25/03/10,2:1,0.12,0.125,0.12,0.5,600,,,,
LGLWOE,3.75,25/03/10,2:1,0.082,0.087,-,-,-,,,,
LGLWOF,4.00,25/03/10,2:1,0.058,0.063,-,-,-,,,,
Macq Grp Ltd Last Sale Price $48.40,,,,,,,,,,,,
MQGVZG,50.00,25/02/10,5:1,0.74,0.8,0.735,-,-,,,,
MQGWOB,50.00,25/02/10,6:1,0.36,2.01,0.34,-,-,,,,
MQGWOC,60.00,25/02/10,6:1,0.001,2.01,0.15,-,-,,,,
MQGVZH,50.00,25/03/10,5:1,1.185,1.215,-,-,-,,,,
MQGVZI,52.00,25/03/10,5:1,1.035,1.065,-,-,-,,,,
MQGWOA,55.00,29/04/10,6:1,0.001,2.01,0.335,6,186,,,,
National Aust Bank Last Sale Price $27.40,,,,,,,,,,,,
NABWZH,32.00,28/01/10,4:1,0.03,0.044,-,-,-,,,,
NABWOJ,28.00,25/02/10,4:1,0.001,1.005,0.285,7.5,450,,,,
NABWZI,28.00,25/02/10,4:1,0.36,0.39,0.35,5.5,100,,,,
NABWOK,30.00,25/02/10,4:1,0.001,1.005,0.13,3,2900,,,,
NABWOL,32.00,25/02/10,4:1,0.001,1.005,0.041,-,-,,,,
NABWZJ,28.00,25/03/10,4:1,0.475,0.505,-,-,-,,,,
NABVMA,29.00,25/03/10,5:1,0.28,0.285,0.28,6.5,200,,,,
NABWZK,30.00,25/03/10,4:1,0.295,0.325,-,-,-,,,,
NABVMB,31.00,25/03/10,5:1,0.155,0.16,-,-,-,,,,
NABWOA,28.50,29/04/10,4:1,0.001,1.005,0.435,6.5,270,,,,
NABWOB,30.50,29/04/10,4:1,0.001,1.005,0.265,-,100,,,,
NABVME,33.00,29/04/10,5:1,0.13,0.135,0.135,3,800,,,,
NABWOC,33.00,29/04/10,4:1,0.001,1.005,0.10,-,-,,,,
Newcrest Min Last Sale Price $35.33,,,,,,,,,,,,
NCMVMA,35.00,25/03/10,4:1,0.885,0.89,0.845,4,156,,,,
NCMWOC,35.00,25/03/10,4:1,0.31,1.31,0.785,-,-,,,,
NCMVMB,37.00,25/03/10,4:1,0.665,0.67,0.645,-,-,,,,
NCMWOD,37.50,25/03/10,4:1,0.03,1.03,0.44,-,-,,,,
NCMVZC,38.00,25/03/10,4:1,0.685,0.715,-,-,-,,,,
NCMWOE,40.00,25/03/10,4:1,0.001,1.005,-,-,-,,,,
NCMVME,39.00,29/04/10,4:1,0.66,0.665,0.65,-,-,,,,
News Corp Last Sale Price $17.91,,,,,,,,,,,,
NWSVMA,16.00,25/03/10,4:1,0.645,0.65,0.385,-,-,,,,
NWSVME,18.00,29/04/10,4:1,0.41,0.415,0.455,-,-,,,,
Oil Search Ltd Last Sale Price $6.13,,,,,,,,,,,,
OSHVMA,6.50,25/03/10,2:1,0.185,0.19,0.105,-,-,,,,
OSHVME,7.50,29/04/10,2:1,0.093,0.096,0.06,-,-,,,,
OZ Min Last Sale Price $1.18,,,,,,,,,,,,
OZLWOA,1.25,25/03/10,2:1,0.001,1.005,-,-,-,,,,
OZLWOB,1.45,25/03/10,2:1,0.001,1.005,-,-,-,,,,
Paladin Energy Last Sale Price $4.18,,,,,,,,,,,,
PDNVMA,4.00,25/03/10,2:1,0.285,0.29,0.24,-,-,,,,
PDNVME,5.00,29/04/10,2:1,0.155,0.16,0.145,-,-,,,,
Qantas Airways Last Sale Price $2.99,,,,,,,,,,,,
QANVMA,2.50,25/03/10,2:1,0.27,0.275,0.26,0.5,80,,,,
QANVME,3.50,29/04/10,2:1,0.055,-,-,-,-,,,,
QBE Insurance Grp Last Sale Price $25.60,,,,,,,,,,,,
QBEVMA,23.00,25/03/10,4:1,0.845,0.85,0.56,-,-,,,,
QBEWOA,23.00,25/03/10,4:1,0.235,1.235,0.71,16,815,,,,
QBEVMB,25.00,25/03/10,4:1,0.505,0.51,0.47,-,80,,,,
QBEWOD,26.00,25/03/10,4:1,0.001,1.005,0.21,-,-,,,,
QBEVME,27.00,29/04/10,4:1,0.315,0.32,0.27,-,150,,,,
Rio Tinto Ltd Last Sale Price $74.89,,,,,,,,,,,,
RIOWOA,70.00,25/02/10,6:1,0.795,1.795,1.24,5,100,,,,
RIOWOB,77.00,25/02/10,6:1,0.165,1.165,0.635,-,-,,,,
RIOVZB,80.00,25/02/10,6:1,0.805,0.835,0.655,-,-,,,,
RIOVMA,65.00,25/03/10,6:1,2.13,2.14,2.13,20,180,,,,
RIOVMB,70.00,25/03/10,6:1,1.51,1.515,1.34,-,-,,,,
RIOVZC,72.00,25/03/10,6:1,1.64,1.67,-,-,-,,,,
RIOVMC,75.00,25/03/10,6:1,1.06,1.065,1.00,-,-,,,,
RIOVZD,75.00,25/03/10,6:1,1.41,1.44,-,-,-,,,,
RIOWOC,68.00,29/04/10,6:1,1.27,2.27,-,-,-,,,,
RIOWOD,73.00,29/04/10,6:1,0.775,1.775,1.18,-,-,,,,
RIOVME,80.00,29/04/10,6:1,1.015,1.02,0.81,-,-,,,,
RIOWOE,80.00,29/04/10,6:1,0.285,1.285,-,-,-,,,,
RIOVMF,85.00,29/04/10,6:1,0.725,0.73,0.94,-,-,,,,
Santos Ltd Last Sale Price $14.09,,,,,,,,,,,,
STOVMA,15.00,25/03/10,3:1,0.2,0.205,0.215,-,-,,,,
STOVZM,15.00,25/03/10,4:1,0.195,0.225,-,-,-,,,,
STOWOA,15.50,25/03/10,4:1,0.001,1.005,-,-,-,,,,
STOWOB,17.00,25/03/10,4:1,0.001,1.005,-,-,-,,,,
STOVME,17.00,29/04/10,3:1,0.094,0.097,0.092,-,-,,,,
Telstra Corp Last Sale Price $3.43,,,,,,,,,,,,
TLSWOA,3.25,25/03/10,2:1,0.001,1.005,0.11,2,100,,,,
TLSVMA,3.36,25/03/10,2:1,0.105,0.11,0.096,-,-,,,,
TLSWOB,3.60,25/03/10,2:1,0.001,1.005,-,-,-,,,,
TLSVMB,3.61,25/03/10,2:1,0.052,0.055,0.091,-,-,,,,
TLSVZB,3.75,25/03/10,2:1,0.027,0.041,-,-,-,,,,
TLSVME,3.85,29/04/10,2:1,0.04,0.043,-,-,-,,,,
Westpac Banking Last Sale Price $25.30,,,,,,,,,,,,
WBCWOK,25.00,25/02/10,4:1,0.001,1.005,0.36,-,-,,,,
WBCWZA,25.00,25/02/10,4:1,0.44,0.47,-,-,-,,,,
WBCWOL,27.00,25/02/10,4:1,0.001,1.005,0.175,-1,250,,,,
WBCWOJ,29.00,25/02/10,4:1,0.001,1.005,0.063,3.2,167,,,,
WBCVZA,24.00,25/03/10,4:1,0.675,0.705,-,-,-,,,,
WBCVZB,25.00,25/03/10,4:1,0.54,0.57,-,-,-,,,,
WBCVMA,26.00,25/03/10,5:1,0.29,0.295,0.285,-,-,,,,
WBCVMB,28.00,25/03/10,5:1,0.15,0.155,0.165,-,760,,,,
WBCVMC,30.00,25/03/10,5:1,0.066,0.069,-,-,-,,,,
WBCWOA,23.50,29/04/10,4:1,0.3,1.3,-,-,-,,,,
WBCWOB,25.00,29/04/10,4:1,0.07,1.07,-,-,-,,,,
WBCWOC,27.00,29/04/10,4:1,0.001,1.005,-,-,-,,,,
WBCVME,32.00,29/04/10,5:1,0.051,0.054,0.054,1.7,1862,,,,
Wesfarmers Ltd Last Sale Price $31.27,,,,,,,,,,,,
WESVMA,30.00,25/03/10,4:1,0.665,0.67,0.675,19.5,440,,,,
WESWOB,30.00,25/03/10,4:1,0.095,1.095,-,-,-,,,,
WorleyParsons Ltd Last Sale Price $29.08,,,,,,,,,,,,
WORVMA,30.00,25/03/10,4:1,0.615,0.62,-,-,-,,,,
Woolworths Ltd Last Sale Price $28.00,,,,,,,,,,,,
WOWVMA,28.00,25/03/10,4:1,0.35,0.355,0.32,8,200,,,,
WOWVMB,30.00,25/03/10,4:1,0.15,0.155,0.105,-,-,,,,
Woodside Pet Last Sale Price $47.20,,,,,,,,,,,,
WPLWZO,53.00,28/01/10,5:1,0.15,0.18,0.235,-,-,,,,
WPLWOD,47.50,25/03/10,5:1,0.095,1.095,0.615,-6,100,,,,
WPLVMA,49.62,25/03/10,5:1,0.51,0.515,0.54,-17.5,50,,,,
WPLVZA,50.00,25/03/10,5:1,0.63,0.66,-,-,-,,,,
WPLWOE,50.00,25/03/10,5:1,0.001,1.005,-,-,-,,,,
WPLWOF,53.00,25/03/10,5:1,0.001,1.005,0.265,-,-,,,,
WPLVME,54.59,29/04/10,5:1,0.365,0.37,-,-,-,,,,
Equity Put Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.77,,,,,,,,,,,,
AMPWOP,5.50,25/02/10,3:1,0.001,1.005,-,-,-,,,,
AMPWOQ,6.25,25/02/10,3:1,0.001,1.005,0.185,-,-,,,,
ANZ Banking Grp Last Sale Price $22.88,,,,,,,,,,,,
ANZWZW,25.00,28/01/10,4:1,0.585,0.615,-,-,-,,,,
ANZWOY,20.00,25/02/10,4:1,0.001,1.005,0.17,-,-,,,,
ANZWZX,20.00,25/02/10,4:1,0.061,0.075,0.072,-2.8,465,,,,
ANZWOZ,22.00,25/02/10,4:1,0.001,1.005,0.195,-6,1660,,,,
ANZVOP,24.00,25/02/10,4:1,0.001,1.005,0.705,-,-,,,,
ANZWZZ,20.00,25/03/10,4:1,0.125,0.155,-,-,-,,,,
ANZWZY,21.00,25/03/10,4:1,0.195,0.225,-,-,-,,,,
ANZVMS,22.00,25/03/10,3:1,0.41,0.415,0.39,-28.5,110,,,,
ANZVMT,24.00,25/03/10,3:1,0.765,0.77,-,-,-,,,,
ANZWOP,21.00,29/04/10,4:1,0.001,1.005,-,-,-,,,,
ANZWOQ,23.00,29/04/10,4:1,0.001,1.005,-,-,-,,,,
ANZWOR,25.00,29/04/10,4:1,0.155,1.155,-,-,-,,,,
ANZVMU,26.00,29/04/10,3:1,1.295,1.3,-,-,-,,,,
ASX Ltd Last Sale Price $34.94,,,,,,,,,,,,
ASXVMS,35.00,25/03/10,4:1,0.64,0.645,-,-,-,,,,
ASXVMU,37.00,29/04/10,4:1,1.035,1.04,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $43.12,,,,,,,,,,,,
BHPWZT,38.00,28/01/10,4:1,0.095,0.105,0.115,-45.5,150,,,,
BHPWZU,44.00,28/01/10,4:1,0.63,0.66,0.64,-15.5,60,,,,
BHPWOR,30.00,25/02/10,4:1,0.001,1.005,-,-,-,,,,
BHPWOT,33.00,25/02/10,4:1,0.001,1.005,0.055,-,-,,,,
BHPWOU,36.00,25/02/10,4:1,0.001,1.005,0.22,-,-,,,,
BHPVOV,39.00,25/02/10,4:1,0.001,1.005,0.265,-,-,,,,
BHPWZV,46.00,25/02/10,4:1,1.135,1.165,-,-,-,,,,
BHPVMS,37.00,25/03/10,4:1,0.265,0.27,0.41,-,-,,,,
BHPVMT,39.00,25/03/10,4:1,0.4,0.405,0.40,-37,50,,,,
BHPWZX,39.00,25/03/10,4:1,0.545,0.575,-,-,-,,,,
BHPWZW,40.00,25/03/10,4:1,0.65,0.68,-,-,-,,,,
BHPWOP,32.00,29/04/10,4:1,0.001,1.005,-,-,-,,,,
BHPWOQ,35.00,29/04/10,4:1,0.001,1.005,-,-,-,,,,
BHPWOS,37.50,29/04/10,4:1,0.001,1.005,-,-,-,,,,
BHPVMU,40.00,29/04/10,4:1,0.62,0.625,0.62,-8.5,760,,,,
BHPWOV,40.50,29/04/10,4:1,-,-,-,-,-,,,,
BlueScope Steel Last Sale Price $3.11,,,,,,,,,,,,
BSLWOP,2.75,25/03/10,2:1,0.001,1.005,-,-,-,,,,
BSLVMS,3.25,25/03/10,2:1,0.18,0.185,0.28,-,-,,,,
BSLWOR,3.25,25/03/10,2:1,0.001,1.005,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $54.85,,,,,,,,,,,,
CBAWZY,55.00,28/01/10,5:1,0.46,0.49,0.525,-27,160,,,,
CBAWOY,41.00,25/02/10,5:1,0.001,1.005,0.046,-,-,,,,
CBAVOP,46.00,25/02/10,5:1,0.001,1.005,0.14,-,-,,,,
CBAWZZ,48.00,25/02/10,5:1,0.145,0.175,0.23,-,-,,,,
CBAWOZ,50.00,25/02/10,5:1,0.001,1.005,0.46,-,-,,,,
CBAVZQ,50.00,25/03/10,5:1,0.44,0.47,-,-,-,,,,
CBAVZP,52.00,25/03/10,5:1,0.6,0.63,-,-,-,,,,
CBAVMS,53.00,25/03/10,5:1,0.675,0.68,0.845,-,-,,,,
CBAVMT,55.00,25/03/10,5:1,0.865,0.87,-,-,-,,,,
CBAWOP,45.00,29/04/10,5:1,0.001,1.005,-,-,-,,,,
CBAWOQ,49.00,29/04/10,5:1,0.001,1.005,0.49,-,-,,,,
CBAWOR,52.50,29/04/10,5:1,0.12,1.12,0.645,-,200,,,,
CBAVMU,57.00,29/04/10,5:1,1.2,1.205,-,-,-,,,,
Computershare Ltd Last Sale Price $11.45,,,,,,,,,,,,
CPUVMS,11.00,25/03/10,2:1,0.34,0.345,-,-,-,,,,
CSL Ltd Last Sale Price $32.49,,,,,,,,,,,,
CSLVMS,33.00,25/03/10,4:1,0.55,0.555,-,-,-,,,,
Incitec Pivot Last Sale Price $3.55,,,,,,,,,,,,
IPLVMS,3.00,25/03/10,2:1,0.062,0.065,0.071,-7.9,400,,,,
Lihir Gold Ltd Last Sale Price $3.28,,,,,,,,,,,,
LGLWOP,3.00,25/03/10,2:1,0.085,0.09,-,-,-,,,,
LGLVMS,3.50,25/03/10,2:1,0.225,0.23,0.23,-6,200,,,,
LGLWOQ,3.50,25/03/10,2:1,0.21,0.215,-,-,-,,,,
Macq Grp Ltd Last Sale Price $48.40,,,,,,,,,,,,
MQGVZS,45.00,28/01/10,5:1,0.315,0.345,-,-,-,,,,
MQGWOP,45.00,25/02/10,6:1,0.001,2.01,0.34,-12.5,40,,,,
MQGVZU,45.00,25/03/10,5:1,0.885,0.915,0.92,-,50,,,,
MQGVZT,47.00,25/03/10,5:1,1.08,1.11,1.21,-,-,,,,
MQGWOQ,48.00,29/04/10,6:1,0.001,2.01,-,-,-,,,,
National Aust Bank Last Sale Price $27.40,,,,,,,,,,,,
NABWZT,30.00,28/01/10,4:1,0.715,0.745,1.005,-,-,,,,
NABWOY,24.50,25/02/10,4:1,0.001,1.005,0.14,-,-,,,,
NABWZU,26.00,25/02/10,4:1,0.19,0.22,0.30,-,-,,,,
NABWOZ,26.50,25/02/10,4:1,0.001,1.005,0.345,-,-,,,,
NABVOP,28.50,25/02/10,4:1,0.001,1.005,0.63,-,-,,,,
NABWZW,25.00,25/03/10,4:1,0.225,0.255,-,-,-,,,,
NABWZV,27.00,25/03/10,4:1,0.43,0.46,-,-,-,,,,
NABVMS,29.00,25/03/10,5:1,0.565,0.57,0.745,-,-,,,,
NABVMT,31.00,25/03/10,5:1,0.84,0.845,-,-,-,,,,
NABWOP,25.00,29/04/10,4:1,0.001,1.005,-,-,-,,,,
NABWOQ,27.50,29/04/10,4:1,0.001,1.005,-,-,-,,,,
NABWOR,30.00,29/04/10,4:1,0.34,1.34,-,-,-,,,,
NABVMU,33.00,29/04/10,5:1,1.19,1.195,-,-,-,,,,
Newcrest Min Last Sale Price $35.33,,,,,,,,,,,,
NCMWOR,30.00,25/03/10,4:1,0.001,1.005,0.25,-,-,,,,
NCMWOS,34.00,25/03/10,4:1,0.001,1.005,0.575,-,-,,,,
NCMWZY,35.00,25/03/10,4:1,0.825,0.855,-,-,-,,,,
NCMVMS,37.00,25/03/10,4:1,1.005,1.01,1.10,-,-,,,,
NCMVMU,39.00,29/04/10,4:1,1.455,1.46,-,-,-,,,,
News Corp Last Sale Price $17.91,,,,,,,,,,,,
NWSVMS,16.00,25/03/10,4:1,0.15,0.155,0.19,-,-,,,,
NWSVMU,18.00,29/04/10,4:1,0.4,0.405,0.40,-,15,,,,
OZ Min Last Sale Price $1.18,,,,,,,,,,,,
OZLWOP,1.10,25/03/10,2:1,0.001,1.005,-,-,-,,,,
QBE Insurance Grp Last Sale Price $25.60,,,,,,,,,,,,
QBEWOR,20.00,25/03/10,4:1,0.001,1.005,-,-,-,,,,
QBEWOS,22.50,25/03/10,4:1,0.001,1.005,-,-,-,,,,
QBEVMS,25.00,25/03/10,4:1,0.375,0.38,0.54,-,-,,,,
QBEVMU,27.00,29/04/10,4:1,0.7,0.705,0.76,-,100,,,,
Rio Tinto Ltd Last Sale Price $74.89,,,,,,,,,,,,
RIOWOS,64.00,25/02/10,6:1,0.001,1.005,-,-,-,,,,
RIOVZT,70.00,25/02/10,6:1,0.775,0.805,1.755,-,-,,,,
RIOVZU,68.00,25/03/10,6:1,0.85,0.88,-,-,-,,,,
RIOVMS,70.00,25/03/10,6:1,0.775,0.78,0.805,-10,50,,,,
RIOWZV,70.00,25/03/10,6:1,1,1.03,-,-,-,,,,
RIOVMT,75.00,25/03/10,6:1,1.08,1.085,1.10,-52,50,,,,
RIOWOT,60.00,29/04/10,6:1,0.001,1.005,-,-,-,,,,
RIOWOU,66.00,29/04/10,6:1,0.065,1.065,-,-,-,,,,
RIOWOV,71.00,29/04/10,6:1,0.36,1.36,-,-,-,,,,
RIOVMU,80.00,29/04/10,6:1,1.725,1.73,-,-,-,,,,
Santos Ltd Last Sale Price $14.09,,,,,,,,,,,,
STOWZQ,13.00,25/03/10,4:1,0.175,0.205,-,-,-,,,,
STOWOR,15.00,25/03/10,4:1,0.001,1.005,-,-,-,,,,
STOVMU,16.00,29/04/10,3:1,0.835,0.84,-,-,-,,,,
Telstra Corp Last Sale Price $3.43,,,,,,,,,,,,
TLSWOP,3.00,25/03/10,2:1,0.001,1.005,-,-,-,,,,
TLSWOQ,3.30,25/03/10,2:1,0.001,1.005,-,-,-,,,,
TLSVZQ,3.50,25/03/10,2:1,0.14,0.17,-,-,-,,,,
TLSVMS,3.61,25/03/10,2:1,0.2,0.205,-,-,-,,,,
TLSVMU,3.85,29/04/10,2:1,0.305,0.31,-,-,-,,,,
Westpac Banking Last Sale Price $25.30,,,,,,,,,,,,
WBCVZY,23.00,25/02/10,4:1,0.135,0.165,0.22,-,-,,,,
WBCWOZ,23.00,25/02/10,4:1,0.001,1.005,0.11,-1.5,40,,,,
WBCVOP,24.50,25/02/10,4:1,0.001,1.005,0.225,-,-,,,,
WBCWOY,26.00,25/02/10,4:1,0.001,1.005,0.385,-2,440,,,,
WBCVZR,21.00,25/03/10,4:1,0.086,0.1,-,-,-,,,,
WBCVZQ,23.00,25/03/10,4:1,0.2,0.23,-,-,-,,,,
WBCVMS,28.00,25/03/10,5:1,0.65,0.655,-,-,-,,,,
WBCVMT,30.00,25/03/10,5:1,0.965,0.97,-,-,-,,,,
WBCWOP,21.00,29/04/10,4:1,0.001,1.005,-,-,-,,,,
WBCWOQ,23.00,29/04/10,4:1,0.001,1.005,0.215,-,-,,,,
WBCWOR,24.50,29/04/10,4:1,0.001,1.005,-,-,-,,,,
WBCVMU,32.00,29/04/10,5:1,1.335,1.34,-,-,-,,,,
Wesfarmers Ltd Last Sale Price $31.27,,,,,,,,,,,,
WESWOQ,26.00,25/03/10,4:1,0.001,1.005,-,-,-,,,,
WESVMS,30.00,25/03/10,4:1,0.4,0.405,0.44,-14,25,,,,
WorleyParsons Ltd Last Sale Price $29.08,,,,,,,,,,,,
WORVMS,30.00,25/03/10,4:1,0.91,0.915,-,-,-,,,,
Woolworths Ltd Last Sale Price $28.00,,,,,,,,,,,,
WOWVMS,30.00,25/03/10,4:1,0.7,0.705,-,-,-,,,,
Woodside Pet Last Sale Price $47.20,,,,,,,,,,,,
WPLVZP,50.00,28/01/10,5:1,0.83,0.86,1.02,-,-,,,,
WPLWOP,45.00,25/03/10,5:1,0.001,1.005,-,-,-,,,,
WPLWOQ,49.00,25/03/10,5:1,0.35,1.35,-,-,-,,,,
WPLVMS,49.62,25/03/10,5:1,1.045,1.05,-,-,-,,,,
WPLVMU,54.59,29/04/10,5:1,1.855,1.86,-,-,-,,,,
Basket Call Warrants ,,,,,,,,,,,,
Equity Endowment Warrants ,,,,,,,,,,,,
ANZ Banking Grp Last Sale Price $22.88,,,,,,,,,,,,
ANZEEA,5.95,15/02/12,1:1,16.85,-,16.15,3,8,,,,
C'wlth Bank  of Aust  Last Sale Price $54.85,,,,,,,,,,,,
CBAEEA,11.31,15/02/12,1:1,43.3,-,42.92,-,-,,,,
National Aust Bank Last Sale Price $27.40,,,,,,,,,,,,
NABEEA,19.02,15/02/12,1:1,8.15,-,9.33,-,-,,,,
Telecom Corp Last Sale Price $2.02,,,,,,,,,,,,
TELEEA,1.52,15/02/12,1:1,0.485,-,1.50,-,-,,,,
Telstra Corp Last Sale Price $3.43,,,,,,,,,,,,
TLSEEA,2.24,02/10/12,1:1,1.26,1.26,1.26,-4,79,,,,
Westpac Banking Last Sale Price $25.30,,,,,,,,,,,,
WBCEEA,4.51,15/02/12,1:1,20.87,-,20.83,183,3,,,,
Equity Installment Warrants ,,,,,,,,,,,,
APN European Retail Last Sale Price $0.07,,,,,,,,,,,,
AEZSZC,0.75,30/06/17,1:1,0.048,-,0.022,-,-,,,,
Aust Foundation Last Sale Price $5.20,,,,,,,,,,,,
AFISMW,3.25,29/06/12,1:1,2.12,-,1.805,-,-,,,,
AFISMA,3.47,28/06/13,1:1,1.94,-,-,-,-,,,,
