Warrant Market - Weekly,,,,,,,,,,,,
XAO 4831.5 at 16:35 12/3/2010  Report at 19:06 Friday 12/3/2010. Processed 13:26 Sunday 14/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Weekly Volume,,,,
Lihir Gold Ltd Last Sale Price $3.01,,,,,,,,,,,,
LGLWOE,3.00,25/03/10,2:1,0.061,0.066,0.028,-,-,,,,
LGLWOD,3.25,25/03/10,2:1,0.01,0.015,0.021,-,-,,,,
LGLVMA,3.50,25/03/10,2:1,0.001,-,0.01,-,-,,,,
LGLWOF,4.00,25/03/10,2:1,-,0.011,0.048,-,-,,,,
LGLWOG,3.00,27/05/10,2:1,0.14,0.145,0.14,-,900,,,,
LGLWOH,3.25,27/05/10,2:1,0.093,0.098,0.083,-,-,,,,
LGLWOI,3.50,27/05/10,2:1,0.062,0.067,-,-,-,,,,
Macq Grp Ltd Last Sale Price $49.76,,,,,,,,,,,,
MQGVZH,50.00,25/03/10,5:1,0.5,0.53,0.40,-,-,,,,
MQGVZI,52.00,25/03/10,5:1,0.335,0.365,-,-,-,,,,
MQGVZJ,55.00,29/04/10,5:1,0.625,0.655,-,-,-,,,,
MQGWOA,55.00,29/04/10,6:1,0.195,0.2,0.165,3.5,1209,,,,
MQGWOD,52.50,24/06/10,6:1,0.585,0.59,0.545,20,46,,,,
MQGWOE,60.00,24/06/10,6:1,0.17,0.175,0.16,-,400,,,,
National Aust Bank Last Sale Price $26.90,,,,,,,,,,,,
NABWZJ,28.00,25/03/10,4:1,0.09,0.12,-,-,-,,,,
NABVMA,29.00,25/03/10,5:1,0.011,0.03,0.075,-,-,,,,
NABWZK,30.00,25/03/10,4:1,0.017,0.04,-,-,-,,,,
NABVMB,31.00,25/03/10,5:1,0.001,-,0.001,-3.5,300,,,,
NABVZA,28.00,29/04/10,4:1,0.375,0.405,0.31,-,-,,,,
NABWOA,28.50,29/04/10,4:1,0.14,0.14,0.125,-2.5,8760,,,,
NABWOB,30.50,29/04/10,4:1,0.04,0.045,0.041,-0.2,971,,,,
NABVME,33.00,29/04/10,5:1,0.009,-,0.079,-,-,,,,
NABWOC,33.00,29/04/10,4:1,0.007,0.012,0.007,-3,760,,,,
NABWOD,28.00,24/06/10,4:1,0.28,0.285,0.185,-,-,,,,
NABWOE,30.00,24/06/10,4:1,0.14,0.145,0.14,-,-,,,,
NABWOF,32.50,24/06/10,4:1,0.066,0.071,0.06,-,-,,,,
Newcrest Min Last Sale Price $34.21,,,,,,,,,,,,
NCMVMA,35.00,25/03/10,4:1,0.16,0.175,0.17,-5,650,,,,
NCMWOC,35.00,25/03/10,4:1,0.135,0.14,0.19,-,-,,,,
NCMVMB,37.00,25/03/10,4:1,0.042,0.05,0.088,-2.2,25,,,,
NCMWOD,37.50,25/03/10,4:1,0.017,0.022,0.072,-,-,,,,
NCMVZC,38.00,25/03/10,4:1,0.074,0.088,0.28,-,-,,,,
NCMWOE,40.00,25/03/10,4:1,0.005,0.01,0.011,-,-,,,,
NCMVZD,35.00,29/04/10,4:1,0.72,0.75,0.715,-,-,,,,
NCMVME,39.00,29/04/10,4:1,0.14,0.155,0.175,-0.5,930,,,,
NCMWOF,36.00,27/05/10,4:1,0.43,0.435,-,-,-,,,,
NCMWOG,39.00,27/05/10,4:1,0.21,0.215,-,-,-,,,,
News Corp Last Sale Price $18.34,,,,,,,,,,,,
NWSVMA,18.00,25/03/10,4:1,0.15,0.18,0.55,-,-,,,,
NWSVME,20.00,29/04/10,4:1,0.081,0.095,0.375,-,-,,,,
Oil Search Ltd Last Sale Price $5.66,,,,,,,,,,,,
OSHVMA,6.50,25/03/10,2:1,0.001,-,0.006,-,-,,,,
OSHVME,6.00,29/04/10,2:1,0.079,0.089,0.06,-,-,,,,
OZ Minerals Last Sale Price $1.19,,,,,,,,,,,,
OZLWOB,1.05,25/03/10,2:1,0.075,0.08,-,-,-,,,,
OZLWOA,1.25,25/03/10,2:1,0.015,0.02,-,-,-,,,,
Paladin Energy Last Sale Price $3.70,,,,,,,,,,,,
PDNVMA,4.00,25/03/10,2:1,0.018,-,0.042,-,-,,,,
PDNVME,5.00,29/04/10,2:1,0.008,-,0.05,-,-,,,,
Qantas Airways Last Sale Price $2.83,,,,,,,,,,,,
QANVMA,2.50,25/03/10,2:1,0.16,0.17,0.17,3.5,2945,,,,
QANVME,3.50,29/04/10,2:1,0.006,-,0.048,-,-,,,,
QBE Insurance Grp Last Sale Price $21.15,,,,,,,,,,,,
QBEVMA,23.00,25/03/10,4:1,0.013,-,0.014,-,-,,,,
QBEWOA,23.00,25/03/10,4:1,0.009,0.014,0.008,-0.6,3720,,,,
QBEVMB,25.00,25/03/10,4:1,0.001,-,0.074,-,-,,,,
QBEWOD,26.00,25/03/10,4:1,0.001,0.011,0.003,-1.2,500,,,,
QBEVME,27.00,29/04/10,4:1,0.002,-,0.27,-,-,,,,
QBEWOE,23.50,27/05/10,4:1,0.11,0.14,0.115,1.5,7592,,,,
QBEWOF,26.50,27/05/10,4:1,0.027,0.032,-,-,-,,,,
Rio Tinto Ltd Last Sale Price $75.96,,,,,,,,,,,,
RIOVMA,65.00,25/03/10,6:1,1.85,1.89,1.545,-,-,,,,
RIOVMB,70.00,25/03/10,6:1,1.085,1.125,0.75,-,-,,,,
RIOVZC,72.00,25/03/10,6:1,0.95,0.98,-,-,-,,,,
RIOVMC,75.00,25/03/10,6:1,0.505,0.535,0.69,24,120,,,,
RIOVZD,75.00,25/03/10,6:1,0.65,0.68,-,-,-,,,,
RIOWOD,73.00,29/04/10,6:1,0.965,0.97,0.95,8,270,,,,
RIOVZE,75.00,29/04/10,6:1,1.375,1.405,-,-,-,,,,
RIOVME,80.00,29/04/10,6:1,0.545,0.57,0.57,4.5,2527,,,,
RIOWOE,80.00,29/04/10,6:1,0.42,0.425,0.41,2,300,,,,
RIOVMF,85.00,29/04/10,6:1,0.285,0.3,0.275,-,-,,,,
RIOWOC,85.00,29/04/10,6:1,0.215,0.22,0.25,-,200,,,,
RIOWOF,72.50,24/06/10,6:1,1.51,1.515,1.345,-,-,,,,
RIOWOJ,79.00,24/06/10,6:1,0.94,0.945,-,-,-,,,,
RIOWOK,86.00,24/06/10,6:1,0.56,0.565,0.555,-,50,,,,
Santos Ltd Last Sale Price $14.06,,,,,,,,,,,,
STOWOB,14.00,25/03/10,4:1,0.105,0.11,-,-,-,,,,
STOVMA,15.00,25/03/10,3:1,0.019,-,0.024,-,-,,,,
STOVZM,15.00,25/03/10,4:1,0.039,0.053,-,-,-,,,,
STOWOA,15.50,25/03/10,4:1,0.003,0.013,0.006,-,-,,,,
STOVME,17.00,29/04/10,3:1,0.02,-,0.052,-,-,,,,
Telstra Corp Last Sale Price $3.06,,,,,,,,,,,,
TLSWOB,3.15,25/03/10,2:1,0.023,0.028,-,-,-,,,,
TLSWOA,3.25,25/03/10,2:1,0.004,0.012,0.005,-2,2250,,,,
TLSVMA,3.36,25/03/10,2:1,0.001,-,0.001,-,700,,,,
TLSVMB,3.61,25/03/10,2:1,0.001,-,0.063,-,-,,,,
TLSVZB,3.75,25/03/10,2:1,0.001,0.04,-,-,-,,,,
TLSVZC,3.25,29/04/10,2:1,0.046,0.056,-,-,-,,,,
TLSVME,3.39,29/04/10,2:1,0.014,-,-,-,-,,,,
TLSWOC,3.00,24/06/10,2:1,0.14,0.145,0.145,1,300,,,,
TLSWOD,3.30,24/06/10,2:1,0.07,0.075,-,-,-,,,,
Westpac Banking Last Sale Price $26.90,,,,,,,,,,,,
WBCVZA,24.00,25/03/10,4:1,0.735,0.765,-,-,-,,,,
WBCVZB,25.00,25/03/10,4:1,0.515,0.545,-,-,-,,,,
WBCVMA,26.00,25/03/10,5:1,0.205,0.235,0.041,-,-,,,,
WBCVMB,28.00,25/03/10,5:1,0.031,0.043,0.055,-,-,,,,
WBCVMC,30.00,25/03/10,5:1,0.001,-,0.014,-,-,,,,
WBCWOA,23.50,29/04/10,4:1,0.885,0.89,0.675,-,-,,,,
WBCWOB,25.00,29/04/10,4:1,0.56,0.565,0.605,4,1000,,,,
WBCWOC,27.00,29/04/10,4:1,0.23,0.235,0.235,-,-,,,,
WBCVZC,27.50,29/04/10,4:1,0.425,0.455,-,-,-,,,,
WBCVME,32.00,29/04/10,5:1,0.01,-,0.023,0.1,500,,,,
WBCWOE,25.00,24/06/10,4:1,0.625,0.63,-,-,-,,,,
WBCWOF,26.50,24/06/10,4:1,0.38,0.385,0.415,-0.5,200,,,,
WBCWOG,28.00,24/06/10,4:1,0.225,0.23,0.285,2.5,1350,,,,
Wesfarmers Ltd Last Sale Price $31.98,,,,,,,,,,,,
WESWOB,30.00,25/03/10,4:1,0.47,0.475,0.69,-,-,,,,
WESVMA,33.00,25/03/10,4:1,0.066,0.095,0.135,-6.5,300,,,,
WorleyParsons Ltd Last Sale Price $25.72,,,,,,,,,,,,
WORVMA,30.00,25/03/10,4:1,0.004,-,0.036,-,-,,,,
Woolworths Ltd Last Sale Price $28.50,,,,,,,,,,,,
WOWVMA,28.00,25/03/10,4:1,0.17,0.195,0.18,3,960,,,,
WOWVMB,30.00,25/03/10,4:1,0.004,-,0.017,-,-,,,,
WOWWOA,27.50,27/05/10,4:1,0.355,0.36,-,-,-,,,,
Woodside Pet Last Sale Price $45.41,,,,,,,,,,,,
WPLWOF,45.00,25/03/10,5:1,0.255,0.26,0.024,-,-,,,,
WPLVZA,46.00,25/03/10,5:1,0.285,0.315,0.18,-,-,,,,
WPLWOD,47.50,25/03/10,5:1,0.069,0.074,0.098,2.4,100,,,,
WPLVMA,49.62,25/03/10,5:1,0.022,0.03,0.22,-,-,,,,
WPLWOE,50.00,25/03/10,5:1,0.019,0.024,-,-,-,,,,
WPLVZB,45.00,29/04/10,5:1,0.97,1,-,-,-,,,,
WPLVME,54.59,29/04/10,5:1,0.037,0.044,0.046,-,-,,,,
WPLWOG,44.00,24/06/10,5:1,0.765,0.77,0.635,-,-,,,,
WPLWOH,47.50,24/06/10,5:1,0.41,0.415,-,-,-,,,,
WPLWOI,51.00,24/06/10,5:1,0.235,0.24,-,-,-,,,,
Equity Put Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.13,,,,,,,,,,,,
AMPWOR,5.75,27/05/10,3:1,0.079,0.084,0.086,-,580,,,,
AMPWOS,6.50,27/05/10,3:1,0.2,0.205,-,-,-,,,,
ANZ Banking Grp Last Sale Price $24.26,,,,,,,,,,,,
ANZWZZ,20.00,25/03/10,4:1,0.001,0.04,-,-,-,,,,
ANZWZY,21.00,25/03/10,4:1,0.004,0.04,-,-,-,,,,
ANZVMS,22.00,25/03/10,3:1,0.01,-,0.054,-,-,,,,
ANZVMT,24.00,25/03/10,3:1,0.13,0.14,0.135,-12.5,1800,,,,
ANZVZP,20.00,29/04/10,4:1,0.067,0.081,-,-,-,,,,
ANZWOP,21.00,29/04/10,4:1,0.03,0.035,0.078,-,-,,,,
ANZWOQ,23.00,29/04/10,4:1,0.087,0.092,0.10,-9,534,,,,
ANZWOR,25.00,29/04/10,4:1,0.295,0.3,-,-,-,,,,
ANZVMU,26.00,29/04/10,3:1,0.695,0.705,0.70,-16,452,,,,
ANZWOS,20.00,24/06/10,4:1,0.072,0.077,-,-,-,,,,
ANZWOT,22.00,24/06/10,4:1,0.155,0.16,0.185,-,127,,,,
ANZWOU,24.00,24/06/10,4:1,0.345,0.355,0.35,-,440,,,,
ASX Ltd Last Sale Price $36.06,,,,,,,,,,,,
ASXVMS,38.00,25/03/10,4:1,0.48,0.515,-,-,-,,,,
ASXVMU,40.00,29/04/10,4:1,0.995,1.03,0.985,-,-,,,,
BHP Billiton Ltd Last Sale Price $42.85,,,,,,,,,,,,
BHPVMT,39.00,25/03/10,4:1,0.025,-,0.073,-,-,,,,
BHPWZX,39.00,25/03/10,4:1,0.076,0.09,-,-,-,,,,
BHPWZW,40.00,25/03/10,4:1,0.12,0.15,0.775,-,-,,,,
BHPVMS,43.00,25/03/10,4:1,0.25,0.275,0.27,-0.5,3000,,,,
BHPWOP,32.00,29/04/10,4:1,0.017,0.022,0.11,-,-,,,,
BHPWOQ,35.00,29/04/10,4:1,0.043,0.048,0.25,-,-,,,,
BHPWOS,37.50,29/04/10,4:1,0.082,0.087,0.13,-,-,,,,
BHPVZP,38.00,29/04/10,4:1,0.31,0.34,-,-,-,,,,
BHPVMU,40.00,29/04/10,4:1,0.25,0.265,0.24,-7.5,50,,,,
BHPWOV,40.50,29/04/10,4:1,0.21,0.215,0.415,-,-,,,,
BHPWOW,31.00,24/06/10,4:1,0.063,0.068,0.11,-,-,,,,
BHPWOX,34.00,24/06/10,4:1,0.125,0.13,-,-,-,,,,
BHPWOY,37.00,24/06/10,4:1,0.2,0.205,0.20,-,300,,,,
BHPWOZ,40.00,24/06/10,4:1,0.39,0.395,0.495,-,-,,,,
BHPVOP,42.00,24/06/10,4:1,0.535,0.54,-,-,-,,,,
BHPVOQ,44.00,24/06/10,4:1,0.77,0.775,0.765,-,20,,,,
BlueScope Steel Last Sale Price $2.74,,,,,,,,,,,,
BSLWOP,2.75,25/03/10,2:1,0.054,0.059,0.07,-6,1000,,,,
BSLVMS,3.00,25/03/10,2:1,0.13,0.145,0.145,-14.5,2000,,,,
BSLWOR,3.25,25/03/10,2:1,0.27,0.28,0.29,-2,800,,,,
BSLWOS,2.75,24/06/10,2:1,0.15,0.155,0.15,-,400,,,,
Brambles Ltd Last Sale Price $7.29,,,,,,,,,,,,
BXBWOP,6.50,24/06/10,4:1,0.07,0.075,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $55.88,,,,,,,,,,,,
CBAVZQ,50.00,25/03/10,5:1,0.021,0.04,0.17,-,-,,,,
CBAVZP,52.00,25/03/10,5:1,0.069,0.083,0.51,-,-,,,,
CBAVMS,53.00,25/03/10,5:1,0.053,0.064,0.515,-,-,,,,
CBAVMT,55.00,25/03/10,5:1,0.16,0.185,0.155,-28.5,2190,,,,
CBAWOP,45.00,29/04/10,5:1,0.036,0.041,0.086,-,-,,,,
CBAWOQ,49.00,29/04/10,5:1,0.085,0.09,0.10,-3.5,1370,,,,
CBAVZR,50.00,29/04/10,5:1,0.29,0.32,-,-,-,,,,
CBAWOR,52.50,29/04/10,5:1,0.18,0.2,0.205,-6.5,2440,,,,
CBAVMU,57.00,29/04/10,5:1,0.575,0.61,0.935,-,-,,,,
CBAWOS,47.50,24/06/10,5:1,0.145,0.15,-,-,-,,,,
CBAWOT,51.00,24/06/10,5:1,0.27,0.275,0.295,-7.5,500,,,,
CBAWOU,54.00,24/06/10,5:1,0.435,0.44,0.445,-17,300,,,,
Computershare Ltd Last Sale Price $12.19,,,,,,,,,,,,
CPUVMS,13.00,25/03/10,2:1,0.395,0.445,-,-,-,,,,
CSL Ltd Last Sale Price $36.11,,,,,,,,,,,,
CSLVMS,33.00,25/03/10,4:1,0.004,0.004,0.004,-3.6,310,,,,
Incitec Pivot Last Sale Price $3.66,,,,,,,,,,,,
IPLVMS,4.00,25/03/10,2:1,0.185,0.2,0.054,-,-,,,,
Lihir Gold Ltd Last Sale Price $3.01,,,,,,,,,,,,
LGLVMS,3.00,25/03/10,2:1,0.054,0.059,0.38,-,-,,,,
LGLWOP,3.00,25/03/10,2:1,0.05,0.055,-,-,-,,,,
LGLWOQ,3.50,25/03/10,2:1,0.255,0.26,0.315,0.5,2000,,,,
LGLWOR,2.25,27/05/10,2:1,0.028,0.033,-,-,-,,,,
LGLWOU,2.75,27/05/10,2:1,0.074,0.079,-,-,-,,,,
Macq Grp Ltd Last Sale Price $49.76,,,,,,,,,,,,
MQGVZU,45.00,25/03/10,5:1,0.145,0.175,0.665,-,-,,,,
MQGVZT,47.00,25/03/10,5:1,0.265,0.295,0.825,-,-,,,,
MQGVZV,48.00,29/04/10,5:1,0.785,0.815,-,-,-,,,,
MQGWOQ,48.00,29/04/10,6:1,0.265,0.27,0.30,-47.5,200,,,,
MQGWOR,45.00,24/06/10,6:1,0.37,0.375,-,-,-,,,,
National Aust Bank Last Sale Price $26.90,,,,,,,,,,,,
NABWZW,25.00,25/03/10,4:1,0.039,0.053,-,-,-,,,,
NABVMS,26.00,25/03/10,5:1,0.052,0.062,0.745,-,-,,,,
NABWZV,27.00,25/03/10,4:1,0.195,0.225,0.255,-21,500,,,,
NABVMT,28.00,25/03/10,5:1,0.25,0.275,-,-,-,,,,
NABVZR,25.00,29/04/10,4:1,0.245,0.275,-,-,-,,,,
NABWOP,25.00,29/04/10,4:1,0.115,0.12,0.13,-4.5,3500,,,,
NABWOQ,27.50,29/04/10,4:1,0.335,0.34,-,-,-,,,,
NABVMU,30.00,29/04/10,5:1,0.65,0.675,-,-,-,,,,
NABWOR,30.00,29/04/10,4:1,0.785,0.79,0.95,-,-,,,,
NABWOS,24.00,24/06/10,4:1,0.2,0.205,-,-,-,,,,
NABWOT,26.50,24/06/10,4:1,0.435,0.44,0.535,-,-,,,,
NABWOU,29.00,24/06/10,4:1,0.805,0.81,-,-,-,,,,
Newcrest Min Last Sale Price $34.21,,,,,,,,,,,,
NCMWOR,30.00,25/03/10,4:1,0.016,0.021,0.205,-,-,,,,
NCMVMS,33.00,25/03/10,4:1,0.14,0.155,1.35,-,-,,,,
NCMWOS,34.00,25/03/10,4:1,0.225,0.23,0.26,-11.5,900,,,,
NCMWZY,35.00,25/03/10,4:1,0.455,0.485,-,-,-,,,,
NCMVZP,30.00,29/04/10,4:1,0.32,0.35,-,-,-,,,,
NCMVMU,35.00,29/04/10,4:1,0.6,0.62,-,-,-,,,,
NCMWOT,29.00,27/05/10,4:1,0.155,0.155,0.155,-21.5,400,,,,
NCMWOU,32.50,27/05/10,4:1,0.39,0.395,-,-,-,,,,
News Corp Last Sale Price $18.34,,,,,,,,,,,,
NWSVMS,18.00,25/03/10,4:1,0.072,0.09,0.125,-,-,,,,
NWSVMU,20.00,29/04/10,4:1,0.47,0.5,0.39,-,-,,,,
OZ Minerals Last Sale Price $1.19,,,,,,,,,,,,
OZLWOP,1.10,25/03/10,2:1,0.011,0.016,0.067,-,-,,,,
QBE Insurance Grp Last Sale Price $21.15,,,,,,,,,,,,
QBEWOR,20.00,25/03/10,4:1,0.035,0.04,-,-,-,,,,
QBEWOS,22.50,25/03/10,4:1,0.345,0.35,-,-,-,,,,
QBEVMS,24.00,25/03/10,4:1,0.71,-,0.64,-,-,,,,
QBEVMU,26.00,29/04/10,4:1,1.21,-,0.825,-,-,,,,
QBEWOT,21.00,27/05/10,4:1,0.255,0.27,0.29,-,400,,,,
QBEWOU,23.00,27/05/10,4:1,0.545,0.565,-,-,-,,,,
Rio Tinto Ltd Last Sale Price $75.96,,,,,,,,,,,,
RIOVMS,70.00,25/03/10,6:1,0.081,0.092,0.925,-,-,,,,
RIOVZU,70.00,25/03/10,6:1,0.175,0.205,0.635,-,-,,,,
RIOWZV,70.00,25/03/10,6:1,0.175,0.205,-,-,-,,,,
RIOVMT,75.00,25/03/10,6:1,0.3,0.32,0.305,-17.5,1690,,,,
RIOWOT,60.00,29/04/10,6:1,0.053,0.058,0.05,-4,330,,,,
RIOVZV,62.00,29/04/10,6:1,0.325,0.355,-,-,-,,,,
RIOWOU,66.00,29/04/10,6:1,0.175,0.18,0.48,-,-,,,,
RIOWOV,71.00,29/04/10,6:1,0.35,0.355,0.345,-12,200,,,,
RIOVMU,80.00,29/04/10,6:1,1.165,1.195,1.485,-,-,,,,
RIOWOW,62.00,24/06/10,6:1,0.345,0.35,-,-,-,,,,
RIOWOX,65.00,24/06/10,6:1,0.42,0.425,-,-,-,,,,
RIOWOY,70.00,24/06/10,6:1,0.65,0.655,-,-,-,,,,
Santos Ltd Last Sale Price $14.06,,,,,,,,,,,,
STOWZQ,13.00,25/03/10,4:1,0.024,0.04,-,-,-,,,,
STOWOR,15.00,25/03/10,4:1,0.265,0.27,-,-,-,,,,
STOVMU,16.00,29/04/10,3:1,0.69,0.7,0.70,-31,200,,,,
Telstra Corp Last Sale Price $3.06,,,,,,,,,,,,
TLSWOP,3.00,25/03/10,2:1,0.024,0.029,-,-,-,,,,
TLSWOQ,3.30,25/03/10,2:1,0.13,0.135,0.17,-1,2000,,,,
TLSVZQ,3.50,25/03/10,2:1,0.21,0.24,-,-,-,,,,
TLSVMS,3.61,25/03/10,2:1,0.265,-,-,-,-,,,,
TLSVZR,3.00,29/04/10,2:1,0.057,0.071,-,-,-,,,,
TLSVMU,3.85,29/04/10,2:1,0.39,0.405,0.445,-,-,,,,
TLSWOR,3.20,24/06/10,2:1,0.135,0.14,0.185,-,-,,,,
Westpac Banking Last Sale Price $26.90,,,,,,,,,,,,
WBCVZR,21.00,25/03/10,4:1,0.001,0.04,-,-,-,,,,
WBCVZQ,23.00,25/03/10,4:1,0.003,0.04,-,-,-,,,,
WBCVMT,26.00,25/03/10,5:1,0.043,0.06,1.105,-,-,,,,
WBCVMS,28.00,25/03/10,5:1,0.25,0.285,0.28,-,-,,,,
WBCWOP,21.00,29/04/10,4:1,0.014,0.019,0.016,-,-,,,,
WBCWOQ,23.00,29/04/10,4:1,0.029,0.035,0.074,-,-,,,,
WBCWOR,24.50,29/04/10,4:1,0.064,0.069,0.055,-3.5,1450,,,,
WBCVZP,25.00,29/04/10,4:1,0.245,0.275,-,-,-,,,,
WBCVMU,30.00,29/04/10,5:1,0.635,0.675,0.60,-6.5,49,,,,
WBCWOS,22.50,24/06/10,4:1,0.12,0.125,0.15,-,-,,,,
WBCWOT,24.50,24/06/10,4:1,0.22,0.225,0.255,-,-,,,,
WBCWOU,26.50,24/06/10,4:1,0.385,0.39,0.42,-,-,,,,
