Warrants Market,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Report at Friday, January 10, 2014. Processed Saturday at 2014-01-11T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
ANZ Banking Grp Last Sale Price $31.56,
ANZWOA,,30.00,30/01/14,4:1,.485,.49,.475,+10,800,,
ANZWOB,,32.00,30/01/14,4:1,.17,.175,.495,,,,
ANZVRC,,35.00,30/01/14,4:1,.009,.03,,,,,
ANZVMC,,33.00,27/02/14,4:1,.105,.13,.115,-8.5,2250,,
ANZVRA,,33.00,27/02/14,4:1,.195,.195,,,,,
,
BHP Billiton Last Sale Price $36.44,
BHPWOG,,36.00,30/01/14,4:1,.39,.395,.59,,,,
BHPWOH,,38.00,30/01/14,4:1,.165,.17,.49,,,,
BHPVRC,,40.00,30/01/14,4:1,.008,.03,.029,-4.4,1000,,
BHPWOI,,40.00,30/01/14,4:1,.057,.062,.083,-10.7,50,,
BHPVRA,,38.00,27/02/14,4:1,.285,.28,,,,,
BHPVMC,,38.50,27/02/14,4:1,.14,.165,.20,-8,600,,
,
C'wlth Bank of Aust Last Sale Price $77.60,
CBAWOA,,74.00,30/01/14,5:1,.89,.895,.96,,,,
CBAWOB,,77.00,30/01/14,5:1,.505,.51,.505,-10.5,948,,
CBAVRC,,80.00,30/01/14,4:1,.20,.20,,,,,
CBAVRA,,77.00,27/02/14,4:1,.72,.72,.75,,30,,
CBAVMC,,79.00,27/02/14,4:1,.28,.335,.315,-3.5,800,,
,
Fortescue Metals Grp Last Sale Price $5.20,
FMGWOA,,4.50,30/01/14,3:1,.275,.28,.475,,,,
FMGWOB,,5.00,30/01/14,3:1,.155,.16,.37,,,,
FMGVRE,,6.00,30/01/14,2:1,.019,.03,,,,,
FMGVRB,,6.50,27/02/14,2:1,.03,.031,,,,,
,
Macquarie Grp Last Sale Price $54.81,
MQGWOA,,49.00,30/01/14,4:1,1.56,1.565,1.145,,,,
MQGWOB,,50.97,30/01/14,4:1,1.165,1.17,1.065,-24.5,721,,
,
National Aust Bank Last Sale Price $34.57,
NABWOA,,34.00,30/01/14,4:1,.325,.33,.45,,,,
NABWOB,,36.00,30/01/14,4:1,.105,.11,.105,-10,600,,
NABVRC,,37.00,30/01/14,4:1,.041,.043,,,,,
NABVRA,,36.00,27/02/14,4:1,.225,.23,,,,,
NABVMC,,37.00,27/02/14,4:1,.047,.07,.065,,,,
,
Newcrest Min Last Sale Price $8.36,
NCMVRE,,11.00,30/01/14,4:1,.001,.026,.04,,,,
NCMWOA,,12.00,30/01/14,4:1,.017,,.022,,,,
NCMWOB,,14.00,30/01/14,4:1,.016,,.016,-.6,100,,
NCMVRF,,9.00,27/02/14,4:1,.12,.14,.125,-1,600,,
NCMVMC,,10.50,27/02/14,4:1,.013,.063,.03,,,,
,
QBE Insurance Grp Last Sale Price $12.06,
QBEWOA,,15.00,30/01/14,4:1,.016,.021,.016,,,,
QBEWOB,,16.50,30/01/14,4:1,.015,.02,.13,,,,
,
Rio Tinto Last Sale Price $63.65,
RIOWOA,,64.00,30/01/14,6:1,.38,.385,.38,,,,
RIOVRE,,67.00,30/01/14,6:1,.145,.145,,,,,
RIOWOB,,68.00,30/01/14,6:1,.14,.145,.235,-14.5,800,,
RIOVMC,,66.00,27/02/14,4:1,.44,.465,.47,-33.5,159,,
RIOVRB,,70.00,27/02/14,6:1,.165,.165,.25,,36,,
,
Telstra Corp Last Sale Price $5.26,
