Warrant Market - Weekly,,,,,,,,,,,,
XAO 4600.7 at 16:40 10/9/2010  Report at 19:06 Friday 10/9/2010. Processed 16:40 Sunday 12/9/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Weekly Volume,,,,
BHPWOH,42.00,28/10/10,4:1,0.115,0.12,0.115,-,-,,,,
BHPWOI,44.00,28/10/10,4:1,0.05,0.055,0.073,-3.7,200,,,,
BHPWMC,38.00,25/11/10,4:1,0.61,-,-,-,-,,,,
BHPVOB,39.00,23/12/10,4:1,0.615,0.62,0.71,6.5,60,,,,
BHPVOC,42.00,23/12/10,4:1,0.315,0.325,0.29,-,-,,,,
BHPVOF,46.00,23/12/10,4:1,0.11,0.115,-,-,-,,,,
BHPVMI,39.00,27/01/11,4:1,0.735,0.74,0.775,2,400,,,,
BHPVMH,40.00,27/01/11,4:1,0.625,0.63,0.77,-,-,,,,
BHPVMJ,44.00,27/01/11,4:1,0.3,0.305,0.325,-3,600,,,,
BHPVMK,46.00,27/01/11,4:1,0.2,0.205,0.205,-0.5,2100,,,,
BHPWMD,41.00,24/03/11,4:1,0.675,0.68,-,-,-,,,,
BHPWME,43.00,24/03/11,4:1,0.505,0.51,-,-,-,,,,
Boart Longyear Last Sale Price $3.09,,,,,,,,,,,,
BLYWMA,3.00,27/01/11,1:1,0.515,0.52,-,-,-,,,,
BlueScope Steel Last Sale Price $2.36,,,,,,,,,,,,
BSLUMB,2.50,28/10/10,1:1,0.1,0.105,0.105,3.5,4500,,,,
BSLUMC,2.25,27/01/11,1:1,0.335,0.34,-,-,-,,,,
Brambles Ltd Last Sale Price $6.13,,,,,,,,,,,,
BXBVME,5.00,23/09/10,1:1,1.13,-,0.67,-,-,,,,
BXBVMF,6.00,24/03/11,1:1,0.765,0.77,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $52.67,,,,,,,,,,,,
CBAUMG,50.00,23/09/10,4:1,0.755,0.76,0.765,13.5,2600,,,,
CBAVZE,52.00,23/09/10,5:1,0.215,0.26,0.18,-,-,,,,
CBAUMH,53.00,23/09/10,4:1,0.26,0.265,0.215,-,-,,,,
CBAWOG,54.00,23/09/10,5:1,0.13,0.135,0.135,2.5,4050,,,,
CBAUMI,55.00,23/09/10,4:1,0.09,0.093,0.042,-,-,,,,
CBAWOH,56.50,23/09/10,5:1,0.035,0.045,0.105,-,-,,,,
CBAWMI,57.00,23/09/10,4:1,0.022,-,0.56,-,-,,,,
CBAWMH,58.00,23/09/10,4:1,0.008,-,0.008,-,-,,,,
CBAWOI,59.00,23/09/10,5:1,0.013,0.023,0.012,-,-,,,,
CBAVZF,50.00,28/10/10,5:1,0.71,0.75,-,-,-,,,,
CBAWOA,48.00,25/11/10,5:1,1.25,1.255,0.86,-,-,,,,
CBAWOB,50.50,25/11/10,5:1,0.89,0.895,0.59,-,-,,,,
CBAWOC,52.50,25/11/10,5:1,0.64,0.645,0.585,-,-,,,,
CBAWOJ,55.00,25/11/10,5:1,0.4,0.405,0.30,-,-,,,,
CBAWOK,57.50,25/11/10,5:1,0.24,0.245,0.215,1.5,220,,,,
CBAVMF,49.00,27/01/11,4:1,1.69,1.695,-,-,-,,,,
CBAVMG,52.00,27/01/11,4:1,1.245,1.25,1.095,-,-,,,,
CBAVMH,53.00,27/01/11,4:1,1.095,1.1,-,-,-,,,,
CBAVMI,60.00,27/01/11,4:1,0.455,0.46,0.445,20,300,,,,
CBAUMA,54.00,24/03/11,4:1,1.155,1.16,-,-,-,,,,
Coca-Cola Amatil Last Sale Price $11.91,,,,,,,,,,,,
CCLWMA,12.00,27/01/11,1:1,0.86,0.865,-,-,-,,,,
Computershare Ltd Last Sale Price $9.49,,,,,,,,,,,,
CPUUMB,11.50,23/09/10,1:1,0.001,-,0.20,-,-,,,,
CPUUMC,10.00,27/01/11,1:1,0.815,0.82,-,-,-,,,,
CSL Ltd Last Sale Price $32.50,,,,,,,,,,,,
CSLUMB,34.00,23/09/10,4:1,0.02,0.03,0.091,-,-,,,,
CSLUMC,37.00,23/09/10,4:1,0.001,-,-,-,-,,,,
David Jones Ltd Last Sale Price $5.06,,,,,,,,,,,,
DJSWMA,5.00,27/01/11,1:1,0.495,0.5,-,-,-,,,,
Fortescue Metals Grp Last Sale Price $4.81,,,,,,,,,,,,
FMGUMB,4.50,23/09/10,1:1,0.37,0.375,0.51,13.5,1030,,,,
FMGUMC,4.50,27/01/11,1:1,0.78,0.785,-,-,-,,,,
FMGUMD,5.00,27/01/11,1:1,0.535,0.54,-,-,-,,,,
Incitec Pivot Last Sale Price $3.52,,,,,,,,,,,,
IPLUMC,3.00,23/09/10,1:1,0.535,-,0.485,-,-,,,,
IPLWMA,3.50,27/01/11,1:1,0.375,0.38,-,-,-,,,,
IPLWMB,4.00,24/03/11,1:1,0.245,0.25,-,-,-,,,,
JB Hi-Fi Ltd Last Sale Price $21.70,,,,,,,,,,,,
JBHWMA,22.00,27/01/11,4:1,0.58,0.585,-,-,-,,,,
James Hardie Ind Last Sale Price $5.79,,,,,,,,,,,,
JHXWMA,5.50,24/03/11,1:1,1.135,1.14,0.905,-,-,,,,
Leighton Hldgs Last Sale Price $33.37,,,,,,,,,,,,
LEIWMA,32.00,24/03/11,4:1,1.235,1.24,-,-,-,,,,
Macarthur Coal Last Sale Price $11.08,,,,,,,,,,,,
MCCWMA,12.00,27/01/11,1:1,1.18,1.185,-,-,-,,,,
Mount Gibson Iron Last Sale Price $1.76,,,,,,,,,,,,
MGXWMA,1.80,27/01/11,1:1,0.305,0.31,-,-,-,,,,
Macq Grp Ltd Last Sale Price $34.44,,,,,,,,,,,,
MQGVZC,36.00,23/09/10,5:1,0.071,0.11,0.425,-,-,,,,
MQGWOB,50.00,23/09/10,6:1,0.004,0.019,0.004,-1.1,2258,,,,
MQGWOC,57.50,23/09/10,6:1,0.005,0.015,0.014,-,-,,,,
MQGVZD,38.00,28/10/10,5:1,0.055,0.1,0.175,-18.5,28,,,,
MQGWOA,36.00,25/11/10,6:1,0.275,0.28,0.26,-40,341,,,,
MQGWOF,40.00,25/11/10,6:1,0.1,0.105,0.087,-13.3,1388,,,,
MQGWOG,45.00,25/11/10,6:1,0.024,0.029,0.036,-,150,,,,
Myer Hldgs Ltd Last Sale Price $3.92,,,,,,,,,,,,
MYRWMA,4.00,27/01/11,1:1,0.255,0.26,-,-,-,,,,
National Aust Bank Last Sale Price $24.67,,,,,,,,,,,,
NABWOI,25.00,23/09/10,4:1,0.1,0.105,0.13,3.8,3500,,,,
NABVZF,26.00,23/09/10,4:1,0.019,0.04,-,-,-,,,,
NABWOG,26.00,23/09/10,4:1,0.032,0.05,0.029,-,-,,,,
NABWOH,28.00,23/09/10,4:1,0.011,0.021,0.01,-,-,,,,
NABVZG,24.00,28/10/10,4:1,0.335,0.38,0.30,-,32,,,,
NABWOA,23.50,25/11/10,4:1,0.435,0.44,0.44,6,193,,,,
NABWOB,25.50,25/11/10,4:1,0.18,0.185,0.185,4,1940,,,,
NABWOC,27.00,25/11/10,4:1,0.1,0.105,-,-,-,,,,
NABWOJ,28.50,25/11/10,4:1,0.049,0.059,-,-,-,,,,
NABWOK,30.00,25/11/10,4:1,0.025,0.035,-,-,-,,,,
NABWOL,32.00,25/11/10,4:1,0.013,0.023,-,-,-,,,,
NABWSA,0.00,25/03/20,1:1,-,-,23.94,-,-,,,,
Newcrest Min Last Sale Price $38.84,,,,,,,,,,,,
NCMVZI,36.00,23/09/10,4:1,0.75,0.775,0.675,39,2,,,,
NCMWOD,35.00,28/10/10,4:1,1.065,1.07,1.075,-,-,,,,
NCMVZJ,36.00,28/10/10,4:1,0.87,0.915,-,-,-,,,,
NCMWOC,39.00,28/10/10,4:1,0.465,0.47,0.505,8.5,700,,,,
NCMWMA,36.00,27/01/11,4:1,1.305,1.31,-,-,-,,,,
News Corp Last Sale Price $16.20,,,,,,,,,,,,
NWSUMC,18.00,23/09/10,4:1,0.003,-,0.076,-,-,,,,
NWSUMD,20.00,23/09/10,4:1,0.001,-,0.145,-,-,,,,
NWSVMF,22.00,23/09/10,4:1,0.001,-,-,-,-,,,,
NWSWMB,16.00,27/01/11,4:1,0.435,0.44,-,-,-,,,,
NWSWMC,18.00,27/01/11,4:1,0.21,0.215,-,-,-,,,,
Orica Ltd Last Sale Price $25.16,,,,,,,,,,,,
ORIUMB,24.37,23/09/10,4:1,0.295,0.3,0.59,-,-,,,,
Oil Search Ltd Last Sale Price $5.91,,,,,,,,,,,,
OSHUMB,5.75,23/09/10,1:1,0.205,0.21,-,-,-,,,,
OZ Minerals Last Sale Price $1.39,,,,,,,,,,,,
OZLWMB,1.25,27/01/11,1:1,0.265,0.27,0.295,2,150,,,,
OZLWMA,1.50,27/01/11,1:1,0.15,0.155,-,-,-,,,,
Paladin Energy Last Sale Price $3.79,,,,,,,,,,,,
PDNUMB,4.00,23/09/10,1:1,0.09,0.095,0.22,-,-,,,,
Qantas Airways Last Sale Price $2.61,,,,,,,,,,,,
QANUMD,2.50,23/09/10,1:1,0.14,0.15,0.155,-,800,,,,
QANUMC,2.75,23/09/10,1:1,0.028,-,0.029,-,-,,,,
QANWMA,2.75,27/01/11,1:1,0.22,0.225,-,-,-,,,,
QBE Insurance Grp Last Sale Price $17.64,,,,,,,,,,,,
QBEVMF,18.00,23/09/10,4:1,0.051,-,0.078,4.2,1311,,,,
QBEUME,20.00,23/09/10,4:1,0.001,-,0.155,-,-,,,,
QBEUMD,21.00,23/09/10,4:1,0.001,-,0.035,-,-,,,,
QBEWOB,22.50,23/09/10,4:1,0.006,0.016,0.006,-,-,,,,
QBEWOC,24.50,23/09/10,4:1,0.001,-,0.006,-,-,,,,
QBEWOD,18.00,25/11/10,4:1,0.24,0.245,0.17,-2,250,,,,
QBEWOE,19.50,25/11/10,4:1,0.11,0.115,0.11,2.1,160,,,,
QBEWOA,21.50,25/11/10,4:1,0.037,0.047,-,-,-,,,,
QBEWMA,17.00,27/01/11,4:1,0.445,0.45,-,-,-,,,,
Rio Tinto Ltd Last Sale Price $74.25,,,,,,,,,,,,
RIOUMI,63.00,23/09/10,4:1,2.87,-,2.80,10,853,,,,
RIOUMJ,65.00,23/09/10,4:1,2.38,-,2.50,52,213,,,,
RIOUMK,68.00,23/09/10,4:1,1.675,1.68,1.675,85.5,320,,,,
RIOVMG,70.00,23/09/10,4:1,1.235,1.24,1.40,77,30,,,,
RIOUML,72.00,23/09/10,4:1,0.845,0.85,0.805,-5.5,259,,,,
RIOVZI,72.00,23/09/10,6:1,0.485,0.55,0.355,-,-,,,,
RIOVMH,76.00,23/09/10,4:1,0.3,0.305,0.27,16,1400,,,,
RIOUMM,80.00,23/09/10,4:1,0.07,0.073,0.08,-1.4,50,,,,
RIOWMH,95.00,23/09/10,4:1,0.001,-,0.001,-,-,,,,
RIOWMI,100.00,23/09/10,4:1,0.001,-,0.001,-,-,,,,
RIOWOC,71.00,28/10/10,6:1,0.94,0.945,0.735,-,-,,,,
RIOVZJ,72.00,28/10/10,6:1,0.755,0.805,-,-,-,,,,
RIOWOD,75.00,28/10/10,6:1,0.55,0.555,0.57,0.5,2915,,,,
RIOWOE,80.00,28/10/10,6:1,0.265,0.27,0.315,4.5,100,,,,
RIOVMI,65.00,27/01/11,4:1,3.3,3.31,-,-,-,,,,
RIOVMJ,70.00,27/01/11,4:1,2.43,2.44,2.31,-,-,,,,
RIOVMK,75.00,27/01/11,4:1,1.73,1.735,1.715,34,40,,,,
RIOVML,80.00,27/01/11,4:1,1.175,1.18,0.935,-,-,,,,
RIOVMM,85.00,27/01/11,4:1,0.775,0.78,0.75,0.5,400,,,,
RIOWMC,80.00,24/03/11,4:1,1.52,1.525,-,-,-,,,,
Santos Ltd Last Sale Price $12.19,,,,,,,,,,,,
STOUMC,13.00,23/09/10,4:1,0.023,0.03,0.03,-30.5,7700,,,,
STOUMD,14.00,23/09/10,4:1,0.001,-,0.092,-16.8,2000,,,,
STOWOA,14.00,28/10/10,4:1,0.035,0.045,0.067,-19.3,7240,,,,
STOWOB,16.00,28/10/10,4:1,0.012,0.017,-,-,-,,,,
STOWMA,15.00,27/01/11,4:1,0.085,0.09,0.094,-,6880,,,,
Suncorp-Metway Last Sale Price $8.89,,,,,,,,,,,,
SUNUMC,8.00,23/09/10,4:1,0.225,-,0.10,-,-,,,,
Ten Network Hldgs Last Sale Price $1.39,,,,,,,,,,,,
TENWMH,1.75,23/09/10,1:1,0.001,-,-,-,-,,,,
Telstra Corp Last Sale Price $2.81,,,,,,,,,,,,
TLSUMD,2.92,23/09/10,1:1,0.008,0.016,0.016,-3,200,,,,
TLSUMF,3.15,23/09/10,1:1,0.001,-,-,-,-,,,,
TLSWMH,3.24,23/09/10,1:1,0.001,-,0.11,-,-,,,,
TLSVMF,3.40,23/09/10,1:1,0.001,-,-,-,-,,,,
TLSWMI,3.65,23/09/10,1:1,0.001,-,0.039,-,-,,,,
TLSWOA,3.25,28/10/10,2:1,0.014,0.024,0.019,-,-,,,,
TLSWOB,3.50,28/10/10,2:1,0.011,0.021,-,-,-,,,,
TLSWMC,2.75,27/01/11,1:1,0.235,0.24,0.27,-,100,,,,
TLSWMD,3.00,27/01/11,1:1,0.115,0.12,0.145,-,600,,,,
Toll Hldgs Ltd Last Sale Price $6.46,,,,,,,,,,,,
TOLUMC,7.00,23/09/10,1:1,0.026,-,0.038,-9.2,800,,,,
TOLWMA,6.25,27/01/11,1:1,0.69,0.695,-,-,-,,,,
UGL Ltd Last Sale Price $14.95,,,,,,,,,,,,
UGLWMA,15.00,27/01/11,4:1,0.415,0.42,-,-,-,,,,
Westpac Banking Last Sale Price $22.94,,,,,,,,,,,,
WBCVMF,20.00,23/09/10,4:1,0.76,-,0.705,-,-,,,,
WBCUMG,22.00,23/09/10,4:1,0.3,0.31,0.325,11.5,450,,,,
WBCUMH,24.00,23/09/10,4:1,0.041,-,0.058,-,-,,,,
WBCVZH,24.00,23/09/10,4:1,0.013,0.04,-,-,-,,,,
WBCWOH,24.50,23/09/10,4:1,0.03,0.035,0.068,-,-,,,,
WBCUMI,26.00,23/09/10,4:1,0.001,-,0.034,-,-,,,,
WBCWOI,26.00,23/09/10,4:1,0.011,0.021,0.078,-,-,,,,
WBCWOJ,28.00,23/09/10,4:1,0.01,0.02,0.12,-,-,,,,
WBCWMH,29.00,23/09/10,4:1,0.001,-,0.001,-,-,,,,
WBCWMI,31.00,23/09/10,4:1,0.001,-,0.001,-,-,,,,
WBCVZI,22.00,28/10/10,4:1,0.375,0.42,-,-,-,,,,
WBCWOA,23.00,25/11/10,4:1,0.28,0.29,0.285,5,690,,,,
WBCWOB,25.00,25/11/10,4:1,0.105,0.11,0.105,1.4,1850,,,,
WBCWOC,26.50,25/11/10,4:1,0.051,0.061,-,-,-,,,,
WBCWOD,28.00,25/11/10,4:1,0.025,0.035,-,-,-,,,,
WBCWOK,29.50,25/11/10,4:1,0.015,0.025,-,-,-,,,,
WBCVMG,21.00,27/01/11,4:1,0.73,0.74,0.71,-,-,,,,
WBCVMJ,23.00,27/01/11,4:1,0.43,0.44,-,-,-,,,,
WBCVMH,25.00,27/01/11,4:1,0.235,0.24,0.375,-,-,,,,
WBCVMI,28.00,27/01/11,4:1,0.077,0.08,0.074,0.2,1755,,,,
WBCWMC,24.00,24/03/11,4:1,0.425,0.43,-,-,-,,,,
Wesfarmers Ltd Last Sale Price $33.57,,,,,,,,,,,,
WESUMB,28.00,23/09/10,4:1,1.4,-,1.42,-,-,,,,
WESUMC,31.00,23/09/10,4:1,0.67,-,0.67,42,200,,,,
WESWOB,31.00,28/10/10,5:1,0.635,0.64,0.65,-,200,,,,
WESWOD,33.00,28/10/10,5:1,0.355,0.36,-,-,-,,,,
WESWMA,32.00,27/01/11,4:1,0.91,0.915,-,-,-,,,,
WESWMB,34.00,27/01/11,4:1,0.62,0.625,0.67,-,-,,,,
WorleyParsons Ltd Last Sale Price $23.05,,,,,,,,,,,,
WORUMB,26.00,23/09/10,4:1,0.001,-,0.083,-,-,,,,
WORWMA,22.00,27/01/11,4:1,0.705,0.71,-,-,-,,,,
Woolworths Ltd Last Sale Price $28.90,,,,,,,,,,,,
WOWVMF,24.00,23/09/10,4:1,1.225,-,1.075,-,-,,,,
WOWUMC,27.00,23/09/10,4:1,0.475,-,0.445,13.5,25,,,,
WOWUMD,30.00,23/09/10,4:1,0.003,-,-,-,-,,,,
WOWWOA,25.50,28/10/10,4:1,0.75,0.76,-,-,-,,,,
WOWWOC,27.00,28/10/10,4:1,0.445,0.455,0.385,-,-,,,,
WOWWMA,29.00,27/01/11,4:1,0.33,0.335,-,-,-,,,,
Woodside Pet Last Sale Price $42.53,,,,,,,,,,,,
WPLUMC,44.00,23/09/10,4:1,0.1,0.105,0.30,-,-,,,,
WPLVZG,44.00,23/09/10,5:1,0.036,0.045,-,-,-,,,,
WPLWMH,45.00,23/09/10,4:1,0.044,0.047,0.165,-,-,,,,
WPLWOC,42.00,28/10/10,5:1,0.47,0.475,0.49,-,205,,,,
WPLVZH,44.00,28/10/10,5:1,0.16,0.2,-,-,-,,,,
WPLWOD,45.00,28/10/10,5:1,0.215,0.22,0.24,-9,500,,,,
WPLWOE,47.00,28/10/10,5:1,0.11,0.115,-,-,-,,,,
WPLWMC,44.00,27/01/11,4:1,0.75,0.755,-,-,-,,,,
Equity Put Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $5.00,,,,,,,,,,,,
AMPWOP,5.50,23/09/10,3:1,0.19,0.195,-,-,-,,,,
AMPWOQ,6.25,23/09/10,3:1,0.435,0.445,0.345,-,-,,,,
AMPWOS,5.00,25/11/10,3:1,0.11,0.115,-,-,-,,,,
AMPWOR,5.75,25/11/10,3:1,0.28,0.285,-,-,-,,,,
ANZ Banking Grp Last Sale Price $23.71,,,,,,,,,,,,
ANZVMP,18.00,23/09/10,4:1,0.001,-,0.045,-,-,,,,
ANZVMQ,20.00,23/09/10,4:1,0.001,-,-,-,-,,,,
ANZWOV,20.50,23/09/10,4:1,0.012,0.017,0.10,-,-,,,,
ANZVZU,22.00,23/09/10,4:1,0.014,0.04,0.18,-,-,,,,
ANZWMV,22.00,23/09/10,4:1,0.021,0.03,0.072,-,-,,,,
ANZWOW,22.00,23/09/10,4:1,0.027,0.032,0.155,-,-,,,,
ANZVMR,24.00,23/09/10,4:1,0.165,0.17,0.51,-,-,,,,
ANZWOX,24.00,23/09/10,4:1,0.17,0.175,0.48,-,-,,,,
ANZVMS,26.00,23/09/10,4:1,0.56,-,-,-,-,,,,
ANZVZV,21.00,28/10/10,4:1,0.029,0.049,0.094,-,-,,,,
ANZWOY,19.00,25/11/10,4:1,0.055,0.06,-,-,-,,,,
ANZWOR,21.00,25/11/10,4:1,0.13,0.135,0.145,-5.5,100,,,,
ANZWOQ,23.00,25/11/10,4:1,0.285,0.29,0.285,-12.5,900,,,,
ANZWOP,24.50,25/11/10,4:1,0.485,0.49,-,-,-,,,,
ANZVMX,18.00,27/01/11,4:1,0.1,0.105,-,-,-,,,,
ANZVMT,21.00,27/01/11,4:1,0.24,0.245,0.305,-,-,,,,
ANZVMV,23.00,27/01/11,4:1,0.42,0.425,-,-,-,,,,
ANZVMW,25.00,27/01/11,4:1,0.685,0.69,-,-,-,,,,
ANZUMR,23.00,24/03/11,4:1,0.495,0.5,-,-,-,,,,
ASX Ltd Last Sale Price $29.60,,,,,,,,,,,,
ASXUMP,32.00,23/09/10,4:1,0.58,-,0.76,-,-,,,,
ASXUMQ,29.00,24/03/11,4:1,0.53,0.535,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $37.96,,,,,,,,,,,,
BHPUMU,34.00,23/09/10,4:1,0.014,-,0.12,-,-,,,,
BHPUMW,36.00,23/09/10,4:1,0.062,0.065,0.105,-,-,,,,
BHPUMV,38.00,23/09/10,4:1,0.215,0.22,0.19,-26.5,700,,,,
BHPVZU,38.00,23/09/10,4:1,0.15,0.21,0.14,-26,120,,,,
BHPWMV,40.00,23/09/10,4:1,0.545,0.55,0.49,-12.5,400,,,,
BHPVMP,42.00,23/09/10,4:1,0.995,-,0.985,-,-,,,,
BHPVOU,35.00,28/10/10,4:1,0.2,0.205,-,-,-,,,,
BHPVZV,36.00,28/10/10,4:1,0.145,0.185,0.15,-15,40,,,,
BHPWOV,37.00,28/10/10,4:1,0.35,0.355,0.335,-5,312,,,,
BHPWOS,39.00,28/10/10,4:1,0.565,0.57,0.48,-,-,,,,
BHPWOQ,41.00,28/10/10,4:1,0.88,0.89,1.03,-,-,,,,
BHPWOP,43.00,28/10/10,4:1,1.275,1.285,1.245,-,900,,,,
BHPVOX,35.50,23/12/10,4:1,0.4,0.41,-,-,-,,,,
BHPVOW,39.50,23/12/10,4:1,0.84,0.845,-,-,-,,,,
BHPVOV,41.50,23/12/10,4:1,1.13,1.135,1.145,-,170,,,,
BHPVMR,36.00,27/01/11,4:1,0.51,0.515,-,-,-,,,,
BHPVMS,38.00,27/01/11,4:1,0.71,0.715,-,-,-,,,,
BHPVMQ,40.00,27/01/11,4:1,0.965,0.97,1.00,-,-,,,,
BHPVMT,42.00,27/01/11,4:1,1.27,1.275,-,-,-,,,,
BHPWMP,42.00,24/03/11,4:1,1.47,1.475,-,-,-,,,,
BHPWMQ,44.00,24/03/11,4:1,1.81,1.815,-,-,-,,,,
Boral Ltd Last Sale Price $4.74,,,,,,,,,,,,
BLDWMP,4.25,24/03/11,1:1,0.41,0.415,-,-,-,,,,
BlueScope Steel Last Sale Price $2.36,,,,,,,,,,,,
BSLUMP,2.00,28/10/10,1:1,0.048,0.051,0.10,-,-,,,,
Brambles Ltd Last Sale Price $6.13,,,,,,,,,,,,
BXBVMS,5.00,23/09/10,1:1,0.001,-,-,-,-,,,,
BXBVMT,5.50,24/03/11,1:1,0.48,0.485,0.565,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $52.67,,,,,,,,,,,,
CBAUMU,45.00,23/09/10,4:1,0.001,-,0.10,-,-,,,,
CBAVZW,48.00,23/09/10,5:1,0.001,0.04,0.12,-,-,,,,
CBAWOV,48.00,23/09/10,5:1,0.015,0.025,0.016,-6.6,1320,,,,
CBAUMV,50.00,23/09/10,4:1,0.07,0.073,0.35,-,-,,,,
CBAWOW,51.50,23/09/10,5:1,0.125,0.13,0.125,-14.5,1340,,,,
CBAUMW,52.00,23/09/10,4:1,0.205,0.21,0.44,-,-,,,,
CBAWOX,54.00,23/09/10,5:1,0.37,0.38,1.16,-,-,,,,
CBAWMV,55.00,23/09/10,4:1,0.655,0.66,0.865,-16.5,400,,,,
CBAVMP,57.00,23/09/10,4:1,1.085,-,-,-,-,,,,
CBAVZX,46.00,28/10/10,5:1,0.044,0.073,0.066,-,-,,,,
CBAWOZ,47.00,25/11/10,5:1,0.17,0.175,0.395,-,-,,,,
CBAWOY,49.00,25/11/10,5:1,0.255,0.26,0.32,-,100,,,,
CBAWOR,51.00,25/11/10,5:1,0.38,0.385,-,-,-,,,,
CBAWOQ,53.00,25/11/10,5:1,0.545,0.55,-,-,-,,,,
CBAWOP,56.00,25/11/10,5:1,0.87,0.875,0.87,-19,150,,,,
CBAVMQ,47.00,27/01/11,4:1,0.415,0.42,0.485,-0.5,100,,,,
