Warrant Market - Weekly,,,,,,,,,,,,
XAO 4479.0 at 16:37 28/5/2010  Report at 19:06 Friday 28/5/2010. Processed 15:14 Sunday 30/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Weekly Volume,,,,
CSL Ltd Last Sale Price $31.40,,,,,,,,,,,,
CSLUMB,34.00,23/09/10,4:1,0.31,0.335,-,-,-,,,,
CSLUMC,37.00,23/09/10,4:1,0.11,0.125,-,-,-,,,,
Fortescue Metals Grp Last Sale Price $4.19,,,,,,,,,,,,
FMGUMB,4.50,23/09/10,1:1,0.375,0.39,0.39,15.5,2500,,,,
Incitec Pivot Last Sale Price $3.01,,,,,,,,,,,,
IPLUMC,3.00,23/09/10,1:1,0.305,0.345,0.26,-,-,,,,
Macq Grp Ltd Last Sale Price $44.10,,,,,,,,,,,,
MQGVZL,48.00,24/06/10,5:1,0.195,0.24,0.165,-5.5,900,,,,
MQGWOE,49.00,24/06/10,6:1,0.1,0.12,0.16,-,-,,,,
MQGWOD,52.50,24/06/10,6:1,0.024,0.099,0.088,-,-,,,,
MQGWOB,50.00,23/09/10,6:1,0.4,0.41,0.375,-,150,,,,
MQGWOC,57.50,23/09/10,6:1,0.135,0.145,0.14,-,700,,,,
National Aust Bank Last Sale Price $24.78,,,,,,,,,,,,
NABWOF,26.50,24/06/10,4:1,0.053,0.063,0.005,-,-,,,,
NABVZC,27.00,24/06/10,4:1,0.052,0.057,-,-,-,,,,
NABWOD,28.00,24/06/10,4:1,0.008,0.028,0.02,-,-,,,,
NABWOE,30.00,24/06/10,4:1,-,0.002,0.002,-6.5,84,,,,
NABWOG,26.00,23/09/10,4:1,0.295,0.3,0.31,-,1160,,,,
NABWOH,28.00,23/09/10,4:1,0.155,0.16,0.12,-,600,,,,
NABWOI,30.50,23/09/10,4:1,0.062,0.067,-,-,-,,,,
Newcrest Min Last Sale Price $32.04,,,,,,,,,,,,
NCMVZF,34.00,24/06/10,4:1,0.2,0.24,0.215,-,600,,,,
NCMWOA,34.00,26/08/10,4:1,0.47,0.475,-,-,-,,,,
NCMWOB,36.50,26/08/10,4:1,0.285,0.29,-,-,-,,,,
NCMWOH,40.00,26/08/10,4:1,0.14,0.145,-,-,-,,,,
News Corp Last Sale Price $18.44,,,,,,,,,,,,
NWSUMB,18.00,24/06/10,4:1,0.28,0.295,-,-,-,,,,
NWSWMA,20.00,24/06/10,4:1,0.077,0.084,0.047,0.2,100,,,,
NWSUMC,19.00,23/09/10,4:1,0.38,0.395,-,-,-,,,,
NWSUMD,21.00,23/09/10,4:1,0.205,0.215,-,-,-,,,,
Orica Ltd Last Sale Price $25.34,,,,,,,,,,,,
ORIUMB,27.00,23/09/10,4:1,0.265,0.29,0.235,-,85,,,,
Oil Search Ltd Last Sale Price $5.56,,,,,,,,,,,,
OSHUMB,5.75,23/09/10,1:1,0.395,0.415,-,-,-,,,,
Paladin Energy Last Sale Price $3.87,,,,,,,,,,,,
PDNUMB,4.00,23/09/10,1:1,0.465,0.47,-,-,-,,,,
Qantas Airways Last Sale Price $2.45,,,,,,,,,,,,
QANUMB,2.50,24/06/10,1:1,0.065,0.093,-,-,-,,,,
QANUMC,2.75,23/09/10,1:1,0.092,0.12,0.105,-,-,,,,
QANUMD,3.50,23/09/10,1:1,0.004,-,-,-,-,,,,
QBE Insurance Grp Last Sale Price $19.62,,,,,,,,,,,,
QBEUMC,21.00,24/06/10,4:1,0.061,0.076,-,-,-,,,,
QBEUMD,21.00,23/09/10,4:1,0.22,0.24,0.195,-,400,,,,
QBEWOB,22.50,23/09/10,4:1,0.11,0.115,-,-,-,,,,
QBEUME,24.00,23/09/10,4:1,0.053,0.063,-,-,-,,,,
QBEWOC,24.50,23/09/10,4:1,0.047,0.052,-,-,-,,,,
Rio Tinto Ltd Last Sale Price $68.20,,,,,,,,,,,,
RIOUMD,60.00,24/06/10,4:1,2.12,2.43,2.26,111.5,103,,,,
RIOUME,65.00,24/06/10,4:1,1.255,1.505,0.95,17.5,1720,,,,
RIOUMF,70.00,24/06/10,4:1,0.655,0.825,0.35,5,300,,,,
RIOVZG,70.00,24/06/10,6:1,0.485,0.51,0.18,-,-,,,,
RIOWOF,72.50,24/06/10,6:1,0.155,0.2,0.20,9.5,7761,,,,
RIOUMG,75.00,24/06/10,4:1,0.29,0.39,-,-,-,,,,
RIOWOJ,79.00,24/06/10,6:1,0.029,0.049,0.083,-,-,,,,
RIOUMH,80.00,24/06/10,4:1,0.115,0.17,-,-,-,,,,
RIOWOK,86.00,24/06/10,6:1,0.01,0.015,0.034,-,-,,,,
RIOWMA,90.00,24/06/10,4:1,0.004,-,0.005,-,-,,,,
RIOWMB,95.00,24/06/10,4:1,0.002,-,-,-,-,,,,
RIOWOA,70.00,26/08/10,6:1,0.82,0.9,0.915,39.5,230,,,,
RIOWOB,77.50,26/08/10,6:1,0.41,0.465,0.49,-,542,,,,
RIOWOG,82.50,26/08/10,6:1,0.25,0.295,-,-,-,,,,
RIOUMI,60.00,23/09/10,4:1,2.85,3.13,2.72,106.5,100,,,,
RIOUMJ,65.00,23/09/10,4:1,2.15,2.4,1.48,-,-,,,,
RIOUMK,70.00,23/09/10,4:1,1.51,1.71,-,-,-,,,,
RIOUML,75.00,23/09/10,4:1,1.05,1.205,-,-,-,,,,
RIOUMM,80.00,23/09/10,4:1,0.715,0.84,-,-,-,,,,
RIOWMH,95.00,23/09/10,4:1,0.11,-,0.03,-,-,,,,
RIOWMI,100.00,23/09/10,4:1,0.088,0.12,0.11,6.4,200,,,,
Santos Ltd Last Sale Price $12.45,,,,,,,,,,,,
STOUMB,13.00,24/06/10,4:1,0.085,0.1,0.053,0.8,400,,,,
STOWOC,13.50,26/08/10,4:1,0.17,0.175,0.14,-,100,,,,
STOWOD,15.00,26/08/10,4:1,0.089,0.094,-,-,-,,,,
STOUMC,13.00,23/09/10,4:1,0.245,0.265,0.26,-,20,,,,
STOUMD,15.00,23/09/10,4:1,0.105,0.12,-,-,-,,,,
Suncorp-Metway Last Sale Price $8.14,,,,,,,,,,,,
SUNUMC,8.50,23/09/10,4:1,0.125,0.14,-,-,-,,,,
Ten Network Hldgs Last Sale Price $1.77,,,,,,,,,,,,
TENWMH,2.50,23/09/10,1:1,0.025,-,-,-,-,,,,
Telstra Corp Last Sale Price $2.95,,,,,,,,,,,,
TLSWOC,3.00,24/06/10,2:1,0.039,0.049,0.145,-,-,,,,
TLSWMA,3.15,24/06/10,1:1,0.018,-,0.087,-,-,,,,
TLSWMB,3.30,24/06/10,1:1,0.02,-,-,-,-,,,,
TLSWOD,3.30,24/06/10,2:1,0.006,0.016,0.029,-,-,,,,
TLSWOE,3.10,26/08/10,2:1,0.054,0.059,-,-,-,,,,
TLSWOF,3.35,26/08/10,2:1,0.028,0.033,-,-,-,,,,
TLSUMD,2.92,23/09/10,1:1,0.22,0.235,0.24,-,300,,,,
TLSUMF,3.15,23/09/10,1:1,0.125,0.14,-,-,-,,,,
TLSWMH,3.40,23/09/10,1:1,0.044,-,0.047,-,-,,,,
TLSWMI,3.65,23/09/10,1:1,0.019,-,0.076,-,-,,,,
Toll Hldgs Ltd Last Sale Price $6.24,,,,,,,,,,,,
TOLUMC,7.00,23/09/10,1:1,0.225,0.245,0.235,-,1800,,,,
Westpac Banking Last Sale Price $23.40,,,,,,,,,,,,
WBCUMD,23.00,24/06/10,4:1,0.32,0.345,0.20,-,-,,,,
WBCUME,25.00,24/06/10,4:1,0.105,0.12,-,-,-,,,,
WBCVZE,26.00,24/06/10,4:1,0.069,0.074,0.071,1.8,200,,,,
WBCWOF,26.50,24/06/10,4:1,0.023,0.043,0.075,-,-,,,,
WBCWMA,27.00,24/06/10,4:1,0.023,-,0.03,-,-,,,,
WBCWOG,28.00,24/06/10,4:1,0.01,0.025,0.01,-1.3,1100,,,,
WBCWMB,29.00,24/06/10,4:1,0.001,-,0.098,-,-,,,,
WBCWOE,30.00,24/06/10,4:1,0.005,0.025,0.035,-,-,,,,
WBCUMF,31.00,24/06/10,4:1,0.001,-,-,-,-,,,,
WBCUMG,22.00,23/09/10,4:1,0.74,0.765,0.755,18,470,,,,
WBCUMH,24.00,23/09/10,4:1,0.465,0.485,0.365,0.5,70,,,,
WBCWOH,24.50,23/09/10,4:1,0.435,0.44,-,-,-,,,,
WBCUMI,26.00,23/09/10,4:1,0.27,0.285,0.21,8.5,400,,,,
WBCWOI,26.00,23/09/10,4:1,0.285,0.29,0.285,-,100,,,,
WBCWOJ,28.00,23/09/10,4:1,0.155,0.16,0.12,-,250,,,,
WBCWMH,29.00,23/09/10,4:1,0.086,-,0.14,-,-,,,,
WBCWMI,31.00,23/09/10,4:1,0.024,-,0.18,-,-,,,,
Wesfarmers Ltd Last Sale Price $28.90,,,,,,,,,,,,
WESWOC,30.00,26/08/10,5:1,0.245,0.275,-,-,-,,,,
WESWOA,32.00,26/08/10,5:1,0.13,0.155,0.115,-,500,,,,
WESUMB,28.00,23/09/10,4:1,0.605,0.67,-,-,-,,,,
WESUMC,31.00,23/09/10,4:1,0.295,0.335,-,-,-,,,,
WorleyParsons Ltd Last Sale Price $25.06,,,,,,,,,,,,
WORUMB,26.00,23/09/10,4:1,0.355,0.395,-,-,-,,,,
Woolworths Ltd Last Sale Price $26.41,,,,,,,,,,,,
WOWUMB,27.00,24/06/10,4:1,0.078,0.105,0.105,-,100,,,,
WOWWOB,28.50,26/08/10,4:1,0.13,0.135,-,-,-,,,,
WOWUMC,27.00,23/09/10,4:1,0.255,0.29,-,-,-,,,,
WOWUMD,30.00,23/09/10,4:1,0.051,0.063,-,-,-,,,,
Woodside Pet Last Sale Price $43.46,,,,,,,,,,,,
WPLUMB,42.00,24/06/10,4:1,0.66,0.7,0.38,-,1000,,,,
WPLWOG,44.00,24/06/10,5:1,0.24,0.25,0.215,15,2100,,,,
WPLVZD,45.00,24/06/10,5:1,0.29,0.315,-,-,-,,,,
WPLWMA,46.00,24/06/10,4:1,0.15,-,0.51,-,-,,,,
WPLWOH,47.50,24/06/10,5:1,0.095,0.105,0.40,-,-,,,,
WPLWOI,51.00,24/06/10,5:1,0.027,0.037,-,-,-,,,,
WPLWOA,46.00,26/08/10,5:1,0.36,0.365,0.305,8.5,360,,,,
WPLWOB,50.00,26/08/10,5:1,0.16,0.165,-,-,-,,,,
WPLUMC,44.00,23/09/10,4:1,0.875,0.91,0.755,-,11,,,,
WPLWMH,48.00,23/09/10,4:1,0.425,0.405,0.405,9,180,,,,
Equity Put Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $5.65,,,,,,,,,,,,
AMPWOP,5.75,23/09/10,3:1,0.185,0.19,-,-,-,,,,
AMPWOQ,6.25,23/09/10,3:1,0.29,0.295,-,-,-,,,,
ANZ Banking Grp Last Sale Price $22.52,,,,,,,,,,,,
ANZUMP,20.00,24/06/10,4:1,0.056,-,-,-,-,,,,
ANZUMU,20.00,24/06/10,4:1,0.056,0.068,-,-,-,,,,
ANZWOS,20.00,24/06/10,4:1,0.042,0.082,0.063,-,-,,,,
ANZUMQ,22.00,24/06/10,4:1,0.18,0.21,-,-,-,,,,
ANZUMV,22.00,24/06/10,4:1,0.18,-,-,-,-,,,,
ANZVZR,22.00,24/06/10,4:1,0.17,0.195,0.285,-,180,,,,
ANZWOT,22.00,24/06/10,4:1,0.15,0.165,0.165,-24,1730,,,,
ANZUMT,24.00,24/06/10,4:1,0.45,0.495,-,-,-,,,,
ANZUMW,24.00,24/06/10,4:1,0.45,-,-,-,-,,,,
ANZWOU,24.00,24/06/10,4:1,0.455,0.465,0.65,-8.5,90,,,,
ANZUMX,26.00,24/06/10,4:1,0.855,-,-,-,-,,,,
ANZWMR,26.00,24/06/10,4:1,0.855,-,1.28,-,-,,,,
ANZWOV,20.50,23/09/10,4:1,0.275,0.28,0.345,-,58,,,,
ANZWOW,22.00,23/09/10,4:1,0.405,0.41,-,-,-,,,,
ANZWOX,24.00,23/09/10,4:1,0.65,0.655,-,-,-,,,,
ANZWMV,28.00,23/09/10,4:1,1.36,-,-,-,-,,,,
ASX Ltd Last Sale Price $31.13,,,,,,,,,,,,
ASXUMP,32.00,23/09/10,4:1,0.725,0.755,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $38.97,,,,,,,,,,,,
BHPWOW,31.00,24/06/10,4:1,0.03,0.04,0.076,-,-,,,,
BHPWOX,34.00,24/06/10,4:1,0.07,-,0.07,-9.5,150,,,,
BHPUMP,36.00,24/06/10,4:1,0.16,0.22,0.24,-20.5,3500,,,,
BHPVZR,37.00,24/06/10,4:1,0.23,0.255,-,-,-,,,,
BHPWOY,37.00,24/06/10,4:1,0.175,0.185,0.18,-29,8554,,,,
BHPVOQ,38.50,24/06/10,4:1,0.315,0.325,0.34,-33,818,,,,
BHPUMQ,40.00,24/06/10,4:1,0.545,0.675,-,-,-,,,,
BHPWOZ,40.00,24/06/10,4:1,0.52,0.53,0.81,-14.5,80,,,,
BHPVOP,42.00,24/06/10,4:1,0.875,0.885,1.035,-,-,,,,
BHPWMR,45.00,24/06/10,4:1,1.475,-,1.08,-,-,,,,
BHPUMT,48.00,24/06/10,4:1,2.17,-,-,-,-,,,,
BHPWOR,30.00,26/08/10,4:1,0.13,0.135,0.175,-9.5,500,,,,
BHPWOT,33.00,26/08/10,4:1,0.24,0.245,0.255,-,1340,,,,
BHPWOU,36.00,26/08/10,4:1,0.42,0.425,0.42,-,2119,,,,
BHPVOR,39.00,26/08/10,4:1,0.7,0.735,-,-,-,,,,
BHPVOS,40.50,26/08/10,4:1,0.895,0.93,-,-,-,,,,
BHPVOT,42.00,26/08/10,4:1,1.125,1.165,-,-,-,,,,
BHPUMU,34.00,23/09/10,4:1,0.39,0.455,0.595,-,-,,,,
BHPUMV,38.00,23/09/10,4:1,0.74,0.84,0.94,-,-,,,,
BHPUMW,42.00,23/09/10,4:1,1.28,1.415,-,-,-,,,,
BHPWMV,48.00,23/09/10,4:1,2.38,2.57,1.725,-,-,,,,
BlueScope Steel Last Sale Price $2.31,,,,,,,,,,,,
BSLWOS,2.75,24/06/10,2:1,0.26,0.27,0.105,-,-,,,,
BSLWOQ,2.75,26/08/10,2:1,0.265,0.27,-,-,-,,,,
BSLUMP,2.50,28/10/10,1:1,0.385,0.41,-,-,-,,,,
Brambles Ltd Last Sale Price $6.54,,,,,,,,,,,,
BXBWOP,6.50,24/06/10,4:1,0.086,0.096,-,-,-,,,,
BXBWOQ,7.00,26/08/10,3:1,0.265,0.27,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $52.12,,,,,,,,,,,,
CBAWOS,47.50,24/06/10,5:1,0.09,-,0.15,-,-,,,,
CBAWOT,51.00,24/06/10,5:1,0.26,0.33,0.245,-29,2956,,,,
CBAUMP,53.00,24/06/10,4:1,0.555,0.615,0.625,-29.5,80,,,,
CBAVZT,54.00,24/06/10,5:1,0.635,0.66,0.92,-,400,,,,
CBAWOU,54.00,24/06/10,5:1,0.545,0.62,0.605,-9,2019,,,,
CBAUMQ,56.00,24/06/10,4:1,1.17,1.305,1.195,-64.5,186,,,,
CBAWMR,58.00,24/06/10,4:1,1.56,1.705,1.435,-,-,,,,
CBAUMT,60.00,24/06/10,4:1,1.985,2.15,-,-,-,,,,
CBAWOV,48.00,23/09/10,5:1,0.57,0.62,0.71,3.5,60,,,,
CBAUMU,50.00,23/09/10,4:1,1.01,1.09,1.23,-,11,,,,
CBAWOW,51.50,23/09/10,5:1,0.86,0.925,-,-,-,,,,
CBAUMV,53.00,23/09/10,4:1,1.4,1.495,1.22,-,-,,,,
CBAWOX,54.00,23/09/10,5:1,1.12,1.2,-,-,-,,,,
CBAUMW,56.00,23/09/10,4:1,1.855,1.97,-,-,-,,,,
CBAWMV,60.00,23/09/10,4:1,2.57,2.71,1.25,-,-,,,,
Computershare Ltd Last Sale Price $10.87,,,,,,,,,,,,
CPUUMP,11.50,23/09/10,1:1,1.335,1.425,-,-,-,,,,
CSL Ltd Last Sale Price $31.40,,,,,,,,,,,,
CSLUMP,34.00,23/09/10,4:1,0.94,0.98,-,-,-,,,,
Incitec Pivot Last Sale Price $3.01,,,,,,,,,,,,
IPLUMP,3.00,23/09/10,1:1,0.275,0.305,-,-,-,,,,
Macq Grp Ltd Last Sale Price $44.10,,,,,,,,,,,,
MQGVZX,44.00,24/06/10,5:1,0.435,0.46,0.445,-31.5,1100,,,,
MQGWOR,45.00,24/06/10,6:1,0.36,-,0.36,4,650,,,,
MQGWOP,42.50,23/09/10,6:1,0.57,0.575,0.65,-,18,,,,
MQGWOS,48.00,23/09/10,6:1,1.035,1.045,-,-,-,,,,
National Aust Bank Last Sale Price $24.78,,,,,,,,,,,,
NABWOS,24.00,24/06/10,4:1,0.23,0.245,0.21,-41,2451,,,,
NABVZT,25.00,24/06/10,4:1,0.375,0.4,0.53,-28.5,125,,,,
NABWOT,26.50,24/06/10,4:1,0.675,0.685,0.90,36,40,,,,
NABWOU,29.00,24/06/10,4:1,1.26,1.27,1.205,-,-,,,,
NABWOV,24.00,23/09/10,4:1,0.45,0.46,-,-,-,,,,
NABWOW,25.50,23/09/10,4:1,0.645,0.655,0.72,-,786,,,,
NABWOX,27.50,23/09/10,4:1,0.975,0.98,1.115,-,360,,,,
Newcrest Min Last Sale Price $32.04,,,,,,,,,,,,
NCMVZR,30.00,24/06/10,4:1,0.155,0.18,0.21,-8,120,,,,
NCMWOP,30.00,26/08/10,4:1,0.395,0.4,-,-,-,,,,
NCMWOQ,33.00,26/08/10,4:1,0.745,0.75,0.785,-,120,,,,
News Corp Last Sale Price $18.44,,,,,,,,,,,,
NWSUMP,18.00,24/06/10,4:1,0.185,0.195,0.20,-6.5,41,,,,
NWSWMR,20.00,24/06/10,4:1,0.455,0.47,0.48,-,-,,,,
NWSUMQ,19.00,23/09/10,4:1,0.48,0.49,0.53,-,-,,,,
Orica Ltd Last Sale Price $25.34,,,,,,,,,,,,
ORIUMP,27.00,23/09/10,4:1,0.595,0.61,-,-,-,,,,
Qantas Airways Last Sale Price $2.45,,,,,,,,,,,,
QANUMP,2.75,23/09/10,1:1,0.415,0.46,0.46,-5.5,4000,,,,
QBE Insurance Grp Last Sale Price $19.62,,,,,,,,,,,,
QBEWOP,21.00,26/08/10,4:1,0.625,0.63,-,-,-,,,,
QBEUMP,21.00,23/09/10,4:1,0.635,0.67,0.655,15,15,,,,
Rio Tinto Ltd Last Sale Price $68.20,,,,,,,,,,,,
RIOWOW,62.00,24/06/10,6:1,0.175,0.225,0.245,-32,1505,,,,
RIOVZX,65.00,24/06/10,6:1,0.345,0.37,-,-,-,,,,
RIOWOX,65.00,24/06/10,6:1,0.32,0.37,0.335,-46.5,607,,,,
RIOUMP,70.00,24/06/10,4:1,1.145,1.355,-,-,-,,,,
RIOWOY,70.00,24/06/10,6:1,0.705,0.815,1.41,-,-,,,,
RIOUMQ,75.00,24/06/10,4:1,1.965,2.25,-,-,-,,,,
RIOUMT,80.00,24/06/10,4:1,2.98,-,-,-,-,,,,
RIOWMR,90.00,24/06/10,4:1,5.33,-,5.37,-,-,,,,
RIOWOP,60.00,26/08/10,6:1,0.435,0.48,0.48,-,1000,,,,
RIOWOQ,66.00,26/08/10,6:1,0.78,0.85,-,-,-,,,,
RIOWOR,72.50,26/08/10,6:1,1.345,1.44,2.01,-,-,,,,
RIOUMU,60.00,23/09/10,4:1,0.915,1.025,-,-,-,,,,
RIOUMV,65.00,23/09/10,4:1,1.365,1.51,-,-,-,,,,
RIOUMW,70.00,23/09/10,4:1,1.975,2.16,-,-,-,,,,
RIOUMX,75.00,23/09/10,4:1,2.71,2.94,3.26,-,25,,,,
RIOUMY,80.00,23/09/10,4:1,3.57,3.84,-,-,-,,,,
RIOWMV,95.00,23/09/10,4:1,6.69,-,-,-,-,,,,
Santos Ltd Last Sale Price $12.45,,,,,,,,,,,,
STOWOP,13.00,26/08/10,4:1,0.33,0.335,0.38,-,1250,,,,
STOUMP,13.00,23/09/10,4:1,0.4,0.42,-,-,-,,,,
Suncorp-Metway Last Sale Price $8.14,,,,,,,,,,,,
SUNUMP,8.50,23/09/10,4:1,0.23,0.245,-,-,-,,,,
Telstra Corp Last Sale Price $2.95,,,,,,,,,,,,
TLSWMR,3.01,24/06/10,1:1,0.145,0.165,0.13,-,-,,,,
TLSWOR,3.20,24/06/10,2:1,0.145,0.155,0.185,-,-,,,,
TLSWMS,3.30,24/06/10,1:1,0.35,-,0.385,-,-,,,,
TLSWOS,3.00,26/08/10,2:1,0.15,0.155,-,-,-,,,,
TLSWMV,2.92,23/09/10,1:1,0.26,0.275,-,-,-,,,,
TLSUMP,3.15,23/09/10,1:1,0.41,0.43,-,-,-,,,,
Westpac Banking Last Sale Price $23.40,,,,,,,,,,,,
WBCWOS,22.50,24/06/10,4:1,0.095,0.13,0.155,-17,150,,,,
