FR INV WARRANTS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Report at Friday, October 1, 2010. Processed Saturday at 2010-10-02T23:15:08+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
Asciano Grp Last Sale Price $1.64,
AIOWMA,,1.80,27/01/11,1:1,.061,.064,.067,,,,
,
Amcor Last Sale Price $6.40,
AMCTMA,,4.50,23/06/11,1:1,2.08,2.09,,,,,
,
AMP Last Sale Price $5.12,
AMPWOC,,5.75,25/11/10,3:1,.032,.037,,,,,
AMPWOD,,6.25,25/11/10,3:1,.015,.02,,,,,
AMPWOE,,5.00,28/01/11,3:1,.17,.175,,,,,
AMPWOF,,5.50,28/01/11,3:1,.091,.096,,,,,
AMPWOG,,5.75,28/01/11,3:1,.064,.069,,,,,
AMPTMA,,3.50,23/06/11,1:1,1.735,1.74,,,,,
,
ANZ Banking Grp Last Sale Price $23.51,
ANZVZG,,25.00,28/10/10,4:1,.014,.04,,,,,
ANZWOJ,,22.00,25/11/10,4:1,.43,.435,,,,,
ANZWOK,,23.50,25/11/10,4:1,.22,.225,.23,-9,270,,
ANZVZH,,25.00,25/11/10,4:1,.025,.04,,,,,
ANZWOL,,25.00,25/11/10,4:1,.10,.105,.10,-3,2000,,
ANZWOM,,26.50,25/11/10,4:1,.04,.045,,,,,
ANZVMF,,21.00,27/01/11,4:1,.775,.78,.815,,249,,
ANZVMG,,23.00,27/01/11,4:1,.44,.445,,,,,
ANZVMH,,25.00,27/01/11,4:1,.215,.22,.315,,,,
ANZVMI,,26.00,27/01/11,4:1,.14,.145,.13,-4.5,600,,
ANZWOA,,23.00,28/01/11,4:1,.45,.455,,,,,
ANZWOB,,25.00,28/01/11,4:1,.225,.23,,,,,
ANZWOC,,27.00,28/01/11,4:1,.084,.089,,,,,
ANZUMA,,22.00,24/03/11,4:1,.70,.705,,,,,
ANZUMB,,24.00,24/03/11,4:1,.425,.43,.485,,,,
ANZTMA,,17.00,23/06/11,1:1,6.93,6.94,7.07,,10,,
,
ASX Last Sale Price $32.28,
ASXUMD,,31.00,24/03/11,4:1,.925,.935,.765,,,,
ASXTMA,,20.50,23/06/11,1:1,12.41,12.43,,,,,
,
Alumina Last Sale Price $1.81,
AWCWMA,,1.80,27/01/11,1:1,.225,.23,.315,,,,
AWCTMA,,1.00,23/06/11,1:1,.845,.85,,,,,
,
AWE Last Sale Price $1.55,
AWEWMA,,1.75,24/03/11,1:1,.19,.195,.255,,,,
,
AXA Asia Pacific Last Sale Price $5.19,
AXAWSA,,0.00,25/03/20,1:1,,,5.18,,,,
,
BHP Billiton Last Sale Price $39.46,
BHPWOA,,36.00,28/10/10,4:1,.985,.99,.95,,,,
BHPVZI,,38.00,28/10/10,4:1,.47,.515,.45,,,,
BHPWOB,,38.00,28/10/10,4:1,.59,.595,.59,+4.5,60,,
BHPWOG,,40.00,28/10/10,4:1,.295,.30,.31,+3,30,,
BHPWOH,,42.00,28/10/10,4:1,.12,.125,.12,,,,
BHPWOI,,44.00,28/10/10,4:1,.042,.047,.057,-.3,280,,
BHPWMC,,38.00,25/11/10,4:1,.695,.70,.66,,,,
BHPVZJ,,40.00,25/11/10,4:1,.31,.345,.295,,,,
BHPWOJ,,38.00,23/12/10,4:1,.90,.905,,,,,
BHPVOB,,39.00,23/12/10,4:1,.745,.75,.795,,,,
BHPWOK,,40.00,23/12/10,4:1,.605,.61,,,,,
BHPWOL,,41.00,23/12/10,4:1,.48,.485,,,,,
BHPVOC,,42.00,23/12/10,4:1,.385,.39,.425,+13.5,140,,
BHPVOF,,46.00,23/12/10,4:1,.125,.13,,,,,
BHPVMI,,39.00,27/01/11,4:1,.83,.84,.86,+6.5,350,,
BHPVMH,,40.00,27/01/11,4:1,.695,.71,.765,-.5,590,,
BHPVMJ,,44.00,27/01/11,4:1,.31,.32,.385,,,,
BHPVMK,,46.00,27/01/11,4:1,.165,.17,.175,+.5,800,,
BHPWMD,,41.00,24/03/11,4:1,.765,.775,,,,,
BHPWME,,43.00,24/03/11,4:1,.565,.57,,,,,
BHPTMA,,25.00,23/06/11,1:1,15.38,15.45,,,,,
BHPTMB,,31.00,23/06/11,1:1,10.40,10.46,,,,,
,
Boart Longyear Last Sale Price $3.16,
BLYWMA,,3.00,27/01/11,1:1,.485,.49,,,,,
,
BlueScope Steel Last Sale Price $2.18,
BSLUMB,,2.50,28/10/10,1:1,.022,.03,.105,,,,
BSLUMC,,2.25,27/01/11,1:1,.225,.235,,,,,
BSLTMA,,1.50,23/06/11,1:1,.80,.815,,,,,
,
Brambles Last Sale Price $6.29,
BXBVMF,,6.00,24/03/11,1:1,.84,.85,,,,,
BXBTMA,,4.00,23/06/11,1:1,2.43,2.45,,,,,
,
C'wlth Bank of Aust Last Sale Price $50.90,
CBAVZF,,55.00,28/10/10,5:1,.007,.04,.04,-13,240,,
