Warrant Market - Weekly,,,,,,,,,,,,
XAO 4586.3 at 16:37 6/8/2010  Report at 19:05 Friday 6/8/2010. Processed 17:49 Sunday 8/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Weekly Volume,,,,
ASXUMC,35.00,23/09/10,4:1,0.001,-,0.086,-,-,,,,
AXA Asia Pacific Last Sale Price $5.21,,,,,,,,,,,,
AXAWSA,0.00,25/03/20,1:1,-,-,5.47,-,-,,,,
BHP Billiton Ltd Last Sale Price $41.13,,,,,,,,,,,,
BHPVZG,40.00,25/08/10,4:1,0.57,0.6,-,-,-,,,,
BHPWOC,35.00,26/08/10,4:1,1.54,1.545,1.405,-,-,,,,
BHPWOD,37.50,26/08/10,4:1,0.95,0.955,0.815,-,-,,,,
BHPWOE,39.50,26/08/10,4:1,0.525,0.53,0.58,5.5,20,,,,
BHPWOF,41.00,26/08/10,4:1,0.305,0.31,0.365,10,355,,,,
BHPWON,43.00,26/08/10,4:1,0.12,0.125,0.135,1,2250,,,,
BHPWOO,45.00,26/08/10,4:1,0.04,0.045,0.058,-,-,,,,
BHPVOA,47.50,26/08/10,4:1,0.01,0.015,0.02,0.1,620,,,,
BHPUMH,34.00,23/09/10,4:1,1.855,1.86,1.69,-,-,,,,
BHPUMI,38.00,23/09/10,4:1,0.965,0.97,0.96,29.5,500,,,,
BHPVMF,40.00,23/09/10,4:1,0.605,0.61,0.63,11,200,,,,
BHPVZH,40.00,23/09/10,4:1,0.53,0.555,-,-,-,,,,
BHPUMJ,42.00,23/09/10,4:1,0.34,0.345,0.315,-2,1505,,,,
BHPVMG,44.00,23/09/10,4:1,0.155,0.16,0.145,-,900,,,,
BHPWMH,46.00,23/09/10,4:1,0.09,0.093,0.091,-1.4,290,,,,
BHPWMI,48.00,23/09/10,4:1,0.029,-,0.06,-,-,,,,
BHPWOA,36.00,28/10/10,4:1,1.45,1.455,-,-,-,,,,
BHPWOB,38.00,28/10/10,4:1,1.055,1.06,-,-,-,,,,
BHPWOG,40.00,28/10/10,4:1,0.725,0.73,-,-,-,,,,
BHPWOH,42.00,28/10/10,4:1,0.465,0.47,-,-,-,,,,
BHPWOI,44.00,28/10/10,4:1,0.285,0.29,0.28,-,120,,,,
BHPVOB,39.00,23/12/10,4:1,1.14,1.145,-,-,-,,,,
BHPVOC,42.00,23/12/10,4:1,0.725,0.73,-,-,-,,,,
BHPVOF,46.00,23/12/10,4:1,0.35,0.355,-,-,-,,,,
BHPVMH,40.00,27/01/11,4:1,1.16,1.165,0.85,-,-,,,,
BHPVMI,42.00,27/01/11,4:1,0.89,0.895,-,-,-,,,,
BHPVMJ,44.00,27/01/11,4:1,0.67,0.675,0.59,-,-,,,,
BHPVMK,46.00,27/01/11,4:1,0.455,0.46,0.44,1,3910,,,,
BlueScope Steel Last Sale Price $2.45,,,,,,,,,,,,
BSLWOF,2.25,26/08/10,2:1,0.125,0.13,0.125,-,-,,,,
BSLWOE,2.65,26/08/10,2:1,0.029,0.034,-,-,-,,,,
BSLUMB,2.50,28/10/10,1:1,0.195,0.2,0.195,-,-,,,,
Brambles Ltd Last Sale Price $5.41,,,,,,,,,,,,
BXBWOC,7.25,26/08/10,3:1,0.003,0.013,0.036,-,-,,,,
BXBWOD,7.75,26/08/10,3:1,-,-,-,-,-,,,,
BXBVME,5.00,23/09/10,1:1,0.57,0.575,0.605,-10,800,,,,
C'wlth Bank  of Aust  Last Sale Price $52.59,,,,,,,,,,,,
CBAVZD,52.00,25/08/10,5:1,0.285,0.315,0.365,-4.5,50,,,,
CBAUMG,50.00,23/09/10,4:1,0.755,0.765,0.765,-,-,,,,
CBAVZE,52.00,23/09/10,5:1,0.315,0.345,-,-,-,,,,
CBAUMH,53.00,23/09/10,4:1,0.355,0.36,0.375,-11.5,1860,,,,
CBAWOG,54.00,23/09/10,5:1,0.22,0.225,0.27,2,698,,,,
CBAUMI,55.00,23/09/10,4:1,0.18,0.19,0.33,13,10,,,,
CBAWOH,56.50,23/09/10,5:1,0.105,0.11,0.105,-,-,,,,
CBAWMI,57.00,23/09/10,4:1,0.089,0.094,0.56,-,-,,,,
CBAWMH,58.00,23/09/10,4:1,0.068,0.071,0.18,-,-,,,,
CBAWOI,59.00,23/09/10,5:1,0.048,0.053,0.066,-,-,,,,
CBAWOA,48.00,25/11/10,5:1,1.1,1.105,-,-,-,,,,
CBAWOB,50.50,25/11/10,5:1,0.79,0.795,-,-,-,,,,
CBAWOC,52.50,25/11/10,5:1,0.575,0.58,-,-,-,,,,
CBAWOJ,55.00,25/11/10,5:1,0.37,0.375,-,-,-,,,,
CBAWOK,57.50,25/11/10,5:1,0.235,0.24,-,-,-,,,,
CBAVMF,48.00,27/01/11,4:1,1.66,1.665,-,-,-,,,,
CBAVMG,52.00,27/01/11,4:1,1.11,1.115,1.17,-11,50,,,,
CBAVMH,56.00,27/01/11,4:1,0.7,0.705,-,-,-,,,,
CBAVMI,60.00,27/01/11,4:1,0.415,0.42,-,-,-,,,,
Computershare Ltd Last Sale Price $10.33,,,,,,,,,,,,
CPUUMB,11.50,23/09/10,1:1,0.175,0.18,0.20,0.5,35,,,,
CSL Ltd Last Sale Price $33.68,,,,,,,,,,,,
CSLUMB,34.00,23/09/10,4:1,0.325,0.33,0.26,-3,405,,,,
CSLUMC,37.00,23/09/10,4:1,0.081,0.084,-,-,-,,,,
Fortescue Metals Grp Last Sale Price $4.49,,,,,,,,,,,,
FMGUMB,4.50,23/09/10,1:1,0.395,0.4,0.395,6.5,300,,,,
Incitec Pivot Last Sale Price $3.46,,,,,,,,,,,,
IPLUMC,3.00,23/09/10,1:1,0.52,0.525,0.455,23.5,50,,,,
Macq Grp Ltd Last Sale Price $39.55,,,,,,,,,,,,
MQGVZB,42.00,25/08/10,5:1,0.165,0.195,0.195,-1,1000,,,,
MQGVZC,42.00,23/09/10,5:1,0.36,0.39,0.39,-,500,,,,
MQGWOB,50.00,23/09/10,6:1,0.03,0.035,0.036,-0.7,410,,,,
MQGWOC,57.50,23/09/10,6:1,0.011,0.021,0.014,-,-,,,,
MQGWOA,36.00,25/11/10,6:1,0.855,0.86,-,-,-,,,,
MQGWOF,40.00,25/11/10,6:1,0.475,0.48,-,-,-,,,,
MQGWOG,45.00,25/11/10,6:1,0.185,0.19,-,-,-,,,,
National Aust Bank Last Sale Price $25.03,,,,,,,,,,,,
NABVZE,26.00,25/08/10,4:1,0.12,0.145,-,-,-,,,,
NABWOI,25.00,23/09/10,4:1,0.265,0.27,0.275,-5.5,7740,,,,
NABVZF,26.00,23/09/10,4:1,0.15,0.175,-,-,-,,,,
NABWOG,26.00,23/09/10,4:1,0.16,0.165,0.175,-3.5,2120,,,,
NABWOH,28.00,23/09/10,4:1,0.053,0.058,0.091,-,-,,,,
NABWOA,23.50,25/11/10,4:1,0.555,0.56,-,-,-,,,,
NABWOB,25.50,25/11/10,4:1,0.285,0.29,0.295,-,1000,,,,
NABWOC,27.00,25/11/10,4:1,0.17,0.175,-,-,-,,,,
NABWOJ,28.50,25/11/10,4:1,0.1,0.105,-,-,-,,,,
NABWOK,30.00,25/11/10,4:1,0.054,0.059,-,-,-,,,,
NABWOL,32.00,25/11/10,4:1,0.026,0.031,-,-,-,,,,
NABWSA,0.00,25/03/20,1:1,-,-,23.94,-,-,,,,
Newcrest Min Last Sale Price $34.50,,,,,,,,,,,,
NCMVZH,36.00,25/08/10,4:1,0.195,0.22,-,-,-,,,,
NCMWOA,34.00,26/08/10,4:1,0.355,0.36,0.68,-,-,,,,
NCMWOB,36.50,26/08/10,4:1,0.125,0.13,0.125,4.2,3300,,,,
NCMWOH,40.00,26/08/10,4:1,0.026,0.031,0.195,-,-,,,,
NCMVZI,36.00,23/09/10,4:1,0.23,0.255,-,-,-,,,,
NCMWOD,35.00,28/10/10,4:1,0.5,0.505,-,-,-,,,,
NCMWOC,39.00,28/10/10,4:1,0.21,0.215,-,-,-,,,,
News Corp Last Sale Price $17.47,,,,,,,,,,,,
NWSUMC,18.00,23/09/10,4:1,0.2,0.205,0.195,7.5,4200,,,,
NWSUMD,20.00,23/09/10,4:1,0.054,0.057,0.145,-,-,,,,
NWSVMF,22.00,23/09/10,4:1,0.009,-,-,-,-,,,,
Orica Ltd Last Sale Price $25.22,,,,,,,,,,,,
ORIUMB,24.37,23/09/10,4:1,0.445,0.45,0.59,-,-,,,,
Oil Search Ltd Last Sale Price $5.95,,,,,,,,,,,,
OSHUMB,5.75,23/09/10,1:1,0.36,0.365,-,-,-,,,,
Paladin Energy Last Sale Price $4.00,,,,,,,,,,,,
PDNUMB,4.00,23/09/10,1:1,0.355,0.36,0.415,8,12,,,,
Qantas Airways Last Sale Price $2.62,,,,,,,,,,,,
QANUMD,2.50,23/09/10,1:1,0.225,0.23,0.16,-,-,,,,
QANUMC,2.75,23/09/10,1:1,0.1,0.105,0.12,-,-,,,,
QBE Insurance Grp Last Sale Price $17.23,,,,,,,,,,,,
QBEVMF,18.00,23/09/10,4:1,0.075,0.078,0.075,-,3260,,,,
QBEUME,20.00,23/09/10,4:1,0.008,-,0.155,-,-,,,,
QBEUMD,21.00,23/09/10,4:1,0.001,-,0.035,-,-,,,,
QBEWOB,22.50,23/09/10,4:1,0.008,0.013,0.023,-,-,,,,
QBEWOC,24.50,23/09/10,4:1,0.003,-,0.006,-,-,,,,
QBEWOD,18.00,25/11/10,4:1,0.19,0.195,0.185,-,120,,,,
QBEWOE,19.50,25/11/10,4:1,0.091,0.096,-,-,-,,,,
QBEWOA,21.50,25/11/10,4:1,0.035,0.04,-,-,-,,,,
Rio Tinto Ltd Last Sale Price $73.20,,,,,,,,,,,,
RIOVZF,72.00,25/08/10,6:1,0.615,0.64,0.615,-,280,,,,
RIOWOA,70.00,26/08/10,6:1,0.725,0.73,0.65,16,503,,,,
RIOWOB,77.50,26/08/10,6:1,0.17,0.175,0.16,-0.5,400,,,,
RIOWOG,82.50,26/08/10,6:1,0.057,0.062,0.18,-,-,,,,
RIOUMI,63.00,23/09/10,4:1,2.78,2.79,2.65,21,20,,,,
RIOUMJ,65.00,23/09/10,4:1,2.35,2.36,2.25,30,26,,,,
RIOUMK,68.00,23/09/10,4:1,1.76,1.765,1.74,20.5,320,,,,
RIOVMG,70.00,23/09/10,4:1,1.415,1.42,1.165,-,-,,,,
RIOUML,72.00,23/09/10,4:1,1.095,1.105,1.055,4,2190,,,,
RIOVZI,72.00,23/09/10,6:1,0.63,0.655,0.64,-,2000,,,,
RIOVMH,76.00,23/09/10,4:1,0.605,0.605,0.605,12.5,980,,,,
RIOUMM,80.00,23/09/10,4:1,0.305,0.315,0.29,2.5,1370,,,,
RIOWMH,95.00,23/09/10,4:1,0.008,0.05,0.021,-,-,,,,
RIOWMI,100.00,23/09/10,4:1,0.001,-,0.025,-,-,,,,
RIOWOC,71.00,28/10/10,6:1,1.045,1.05,-,-,-,,,,
RIOWOD,75.00,28/10/10,6:1,0.675,0.68,0.65,-,30,,,,
RIOWOE,80.00,28/10/10,6:1,0.39,0.395,-,-,-,,,,
RIOVMI,65.00,27/01/11,4:1,3.28,3.3,-,-,-,,,,
RIOVMJ,70.00,27/01/11,4:1,2.49,2.5,-,-,-,,,,
RIOVMK,75.00,27/01/11,4:1,1.825,1.835,-,-,-,,,,
RIOVML,80.00,27/01/11,4:1,1.315,1.32,1.08,-,-,,,,
RIOVMM,85.00,27/01/11,4:1,0.905,0.91,0.595,-,-,,,,
Santos Ltd Last Sale Price $13.48,,,,,,,,,,,,
STOWOC,13.50,26/08/10,4:1,0.12,0.125,0.165,-,-,,,,
STOWOD,15.00,26/08/10,4:1,0.026,0.031,0.043,-,-,,,,
STOUMC,13.00,23/09/10,4:1,0.225,0.23,0.25,-,-,,,,
STOUMD,14.00,23/09/10,4:1,0.105,0.11,0.26,-,-,,,,
STOWOA,14.00,28/10/10,4:1,0.15,0.155,-,-,-,,,,
STOWOB,16.00,28/10/10,4:1,0.049,0.054,-,-,-,,,,
Suncorp-Metway Last Sale Price $8.23,,,,,,,,,,,,
SUNUMC,8.00,23/09/10,4:1,0.115,0.12,-,-,-,,,,
Ten Network Hldgs Last Sale Price $1.67,,,,,,,,,,,,
TENWMH,1.75,23/09/10,1:1,0.09,0.093,-,-,-,,,,
Telstra Corp Last Sale Price $3.31,,,,,,,,,,,,
TLSWOE,3.10,26/08/10,2:1,0.06,0.065,0.08,-,-,,,,
TLSWOF,3.35,26/08/10,2:1,0.015,0.02,-,-,-,,,,
TLSUMD,2.92,23/09/10,1:1,0.385,0.39,0.375,2,800,,,,
TLSUMF,3.15,23/09/10,1:1,0.175,0.18,-,-,-,,,,
TLSWMH,3.24,23/09/10,1:1,0.115,0.12,0.11,0.5,200,,,,
TLSVMF,3.40,23/09/10,1:1,0.041,0.044,-,-,-,,,,
TLSWMI,3.65,23/09/10,1:1,0.005,-,0.039,-,-,,,,
TLSWOA,3.25,28/10/10,2:1,0.071,0.076,-,-,-,,,,
TLSWOB,3.50,28/10/10,2:1,0.035,0.04,-,-,-,,,,
Toll Hldgs Ltd Last Sale Price $5.97,,,,,,,,,,,,
TOLUMC,7.00,23/09/10,1:1,0.056,0.059,0.13,-,-,,,,
Westpac Banking Last Sale Price $23.62,,,,,,,,,,,,
WBCVZG,24.00,25/08/10,4:1,0.175,0.2,-,-,-,,,,
WBCVMF,20.00,23/09/10,4:1,1,1.005,0.59,-,-,,,,
WBCUMG,22.00,23/09/10,4:1,0.57,0.575,0.60,14.5,600,,,,
WBCUMH,24.00,23/09/10,4:1,0.24,0.245,0.175,-,-,,,,
WBCVZH,24.00,23/09/10,4:1,0.21,0.235,-,-,-,,,,
WBCWOH,24.50,23/09/10,4:1,0.175,0.18,0.255,-,-,,,,
WBCUMI,26.00,23/09/10,4:1,0.062,0.065,0.11,-,-,,,,
WBCWOI,26.00,23/09/10,4:1,0.076,0.081,0.078,-3.2,105,,,,
WBCWOJ,28.00,23/09/10,4:1,0.026,0.031,0.12,-,-,,,,
WBCWMH,29.00,23/09/10,4:1,0.002,-,0.016,-,-,,,,
WBCWMI,31.00,23/09/10,4:1,0.001,-,0.18,-,-,,,,
WBCWOA,23.00,25/11/10,4:1,0.425,0.43,-,-,-,,,,
WBCWOB,25.00,25/11/10,4:1,0.215,0.22,0.22,-,120,,,,
WBCWOC,26.50,25/11/10,4:1,0.115,0.12,-,-,-,,,,
WBCWOD,28.00,25/11/10,4:1,0.061,0.066,-,-,-,,,,
WBCWOK,29.50,25/11/10,4:1,0.035,0.04,-,-,-,,,,
WBCVMG,21.00,27/01/11,4:1,0.955,0.96,1.01,-,-,,,,
WBCVMH,25.00,27/01/11,4:1,0.4,0.405,0.375,-,-,,,,
WBCVMI,28.00,27/01/11,4:1,0.155,0.16,0.17,-1.5,45,,,,
WBCVMJ,32.00,27/01/11,4:1,0.036,0.039,-,-,-,,,,
Wesfarmers Ltd Last Sale Price $31.53,,,,,,,,,,,,
WESWOC,30.00,26/08/10,5:1,0.28,0.29,0.225,-,-,,,,
WESWOA,32.00,26/08/10,5:1,0.083,0.088,0.084,-3.6,3500,,,,
WESUMB,28.00,23/09/10,4:1,0.92,0.925,0.815,-,-,,,,
WESUMC,31.00,23/09/10,4:1,0.355,0.36,0.33,10,370,,,,
WESWOB,31.00,28/10/10,5:1,0.36,0.375,-,-,-,,,,
WESWOD,33.00,28/10/10,5:1,0.195,0.2,-,-,-,,,,
WorleyParsons Ltd Last Sale Price $23.40,,,,,,,,,,,,
WORUMB,26.00,23/09/10,4:1,0.069,0.072,0.083,-,-,,,,
Woolworths Ltd Last Sale Price $26.44,,,,,,,,,,,,
WOWWOB,28.50,26/08/10,4:1,0.013,0.018,0.10,-,-,,,,
WOWVMF,24.00,23/09/10,4:1,0.685,0.69,0.645,-,600,,,,
WOWUMC,27.00,23/09/10,4:1,0.13,0.135,0.105,3.7,3111,,,,
WOWUMD,30.00,23/09/10,4:1,0.003,-,-,-,-,,,,
WOWWOA,25.50,28/10/10,4:1,0.375,0.39,-,-,-,,,,
WOWWOC,27.00,28/10/10,4:1,0.2,0.21,-,-,-,,,,
Woodside Pet Last Sale Price $42.31,,,,,,,,,,,,
WPLVZF,44.00,25/08/10,5:1,0.165,0.19,0.21,-,1000,,,,
WPLWOA,46.00,26/08/10,5:1,0.027,0.032,0.026,-1.5,1600,,,,
WPLWOB,50.00,26/08/10,5:1,0.009,0.014,-,-,-,,,,
WPLUMC,44.00,23/09/10,4:1,0.275,0.28,0.295,2.5,2000,,,,
WPLVZG,44.00,23/09/10,5:1,0.2,0.225,-,-,-,,,,
WPLWMH,45.00,23/09/10,4:1,0.19,0.195,0.27,-,-,,,,
WPLWOC,42.00,28/10/10,5:1,0.505,0.51,-,-,-,,,,
WPLWOD,45.00,28/10/10,5:1,0.29,0.295,0.31,-,100,,,,
WPLWOE,47.00,28/10/10,5:1,0.175,0.18,-,-,-,,,,
Equity Put Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $5.42,,,,,,,,,,,,
AMPWOP,5.50,23/09/10,3:1,0.125,0.13,-,-,-,,,,
AMPWOQ,6.25,23/09/10,3:1,0.33,0.335,0.345,-,-,,,,
AMPWOS,5.00,25/11/10,3:1,0.09,0.095,-,-,-,,,,
AMPWOR,5.75,25/11/10,3:1,0.215,0.22,-,-,-,,,,
ANZ Banking Grp Last Sale Price $23.05,,,,,,,,,,,,
ANZVZT,22.00,25/08/10,4:1,0.09,0.115,-,-,-,,,,
ANZVMP,18.00,23/09/10,4:1,0.017,-,0.045,-,-,,,,
ANZVMQ,20.00,23/09/10,4:1,0.052,0.055,-,-,-,,,,
ANZWOV,20.50,23/09/10,4:1,0.076,0.081,0.10,-,-,,,,
ANZVZU,22.00,23/09/10,4:1,0.092,0.1,-,-,-,,,,
ANZWMV,22.00,23/09/10,4:1,0.14,0.145,-,-,-,,,,
ANZWOW,22.00,23/09/10,4:1,0.15,0.155,0.155,-9,1200,,,,
ANZVMR,24.00,23/09/10,4:1,0.355,0.36,0.365,-6,1340,,,,
ANZWOX,24.00,23/09/10,4:1,0.38,0.385,0.50,-,-,,,,
ANZVMS,26.00,23/09/10,4:1,0.735,0.74,-,-,-,,,,
ANZWOY,19.00,25/11/10,4:1,0.115,0.12,-,-,-,,,,
ANZWOR,21.00,25/11/10,4:1,0.225,0.23,-,-,-,,,,
ANZWOQ,23.00,25/11/10,4:1,0.415,0.42,-,-,-,,,,
ANZWOP,24.50,25/11/10,4:1,0.64,0.645,-,-,-,,,,
ANZVMT,20.00,27/01/11,4:1,0.255,0.26,0.27,-,-,,,,
ANZVMV,22.00,27/01/11,4:1,0.42,0.425,-,-,-,,,,
ANZVMW,24.00,27/01/11,4:1,0.665,0.67,-,-,-,,,,
ANZVMX,26.00,27/01/11,4:1,0.975,0.98,-,-,-,,,,
ASX Ltd Last Sale Price $29.98,,,,,,,,,,,,
ASXUMP,32.00,23/09/10,4:1,0.73,0.735,0.815,-,-,,,,
BHP Billiton Ltd Last Sale Price $41.13,,,,,,,,,,,,
BHPVZT,38.00,25/08/10,4:1,0.105,0.135,-,-,-,,,,
BHPWOR,30.00,26/08/10,4:1,-,-,0.033,-,-,,,,
BHPWOT,33.00,26/08/10,4:1,0.01,0.015,0.06,-,-,,,,
BHPWOU,36.00,26/08/10,4:1,0.026,0.031,0.065,-0.2,302,,,,
BHPVOR,39.00,26/08/10,4:1,0.11,0.115,0.11,-15.5,195,,,,
BHPVOS,40.50,26/08/10,4:1,0.21,0.215,0.235,-12,155,,,,
BHPVOT,42.00,26/08/10,4:1,0.41,0.415,1.06,-,-,,,,
BHPUMU,34.00,23/09/10,4:1,0.055,0.058,0.068,-2.3,250,,,,
BHPUMW,36.00,23/09/10,4:1,0.105,0.11,0.165,-1,200,,,,
BHPUMV,38.00,23/09/10,4:1,0.19,0.195,0.31,-,2000,,,,
BHPVZU,38.00,23/09/10,4:1,0.14,0.17,-,-,-,,,,
BHPWMV,40.00,23/09/10,4:1,0.34,0.345,0.465,-,-,,,,
BHPVMP,42.00,23/09/10,4:1,0.585,0.59,0.62,-,1000,,,,
BHPVOU,35.00,28/10/10,4:1,0.165,0.17,-,-,-,,,,
BHPWOV,37.00,28/10/10,4:1,0.26,0.265,-,-,-,,,,
BHPWOS,39.00,28/10/10,4:1,0.395,0.4,-,-,-,,,,
BHPWOQ,41.00,28/10/10,4:1,0.6,0.605,-,-,-,,,,
BHPWOP,43.00,28/10/10,4:1,0.87,0.875,-,-,-,,,,
BHPVOX,35.50,23/12/10,4:1,0.315,0.32,-,-,-,,,,
BHPVOW,39.50,23/12/10,4:1,0.635,0.64,-,-,-,,,,
BHPVOV,41.50,23/12/10,4:1,0.845,0.85,-,-,-,,,,
BHPVMQ,40.00,27/01/11,4:1,0.765,0.77,-,-,-,,,,
BHPVMR,42.00,27/01/11,4:1,1,1.005,-,-,-,,,,
BHPVMS,44.00,27/01/11,4:1,1.275,1.28,-,-,-,,,,
BHPVMT,46.00,27/01/11,4:1,1.6,1.605,-,-,-,,,,
BlueScope Steel Last Sale Price $2.45,,,,,,,,,,,,
BSLWOQ,2.20,26/08/10,2:1,0.019,0.024,-,-,-,,,,
BSLUMP,2.00,28/10/10,1:1,0.068,0.071,-,-,-,,,,
Brambles Ltd Last Sale Price $5.41,,,,,,,,,,,,
BXBWOQ,7.00,26/08/10,3:1,0.53,0.535,0.475,-,-,,,,
BXBVMS,5.00,23/09/10,1:1,0.215,0.22,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $52.59,,,,,,,,,,,,
CBAVZV,48.00,25/08/10,5:1,0.115,0.145,-,-,-,,,,
CBAUMU,45.00,23/09/10,4:1,0.1,0.105,0.16,-,-,,,,
CBAVZW,48.00,23/09/10,5:1,0.12,0.145,-,-,-,,,,
CBAWOV,48.00,23/09/10,5:1,0.205,0.21,0.235,-,-,,,,
CBAUMV,50.00,23/09/10,4:1,0.42,0.43,0.98,-,-,,,,
CBAWOW,51.50,23/09/10,5:1,0.495,0.5,0.54,-,-,,,,
CBAUMW,52.00,23/09/10,4:1,0.66,0.67,1.675,-,-,,,,
CBAWOX,54.00,23/09/10,5:1,0.795,0.8,0.78,-70,3000,,,,
CBAWMV,55.00,23/09/10,4:1,1.16,1.17,1.03,-172,260,,,,
CBAVMP,57.00,23/09/10,4:1,1.565,1.575,-,-,-,,,,
CBAWOZ,47.00,25/11/10,5:1,0.335,0.34,-,-,-,,,,
CBAWOY,49.00,25/11/10,5:1,0.46,0.465,-,-,-,,,,
CBAWOR,51.00,25/11/10,5:1,0.62,0.625,-,-,-,,,,
CBAWOQ,53.00,25/11/10,5:1,0.82,0.825,-,-,-,,,,
CBAWOP,56.00,25/11/10,5:1,1.185,1.19,-,-,-,,,,
CBAVMQ,48.00,27/01/11,4:1,0.71,0.72,-,-,-,,,,
CBAVMR,52.00,27/01/11,4:1,1.15,1.155,1.25,-,-,,,,
CBAVMS,56.00,27/01/11,4:1,1.725,1.73,-,-,-,,,,
CBAVMT,60.00,27/01/11,4:1,2.42,2.43,-,-,-,,,,
Computershare Ltd Last Sale Price $10.33,,,,,,,,,,,,
CPUUMP,11.50,23/09/10,1:1,1.425,1.43,1.585,-6,4,,,,
CSL Ltd Last Sale Price $33.68,,,,,,,,,,,,
CSLUMP,34.00,23/09/10,4:1,0.38,0.385,0.665,-,-,,,,
Fortescue Metals Grp Last Sale Price $4.49,,,,,,,,,,,,
FMGUMP,4.50,23/09/10,1:1,0.385,0.39,0.405,-11,743,,,,
Incitec Pivot Last Sale Price $3.46,,,,,,,,,,,,
IPLUMP,3.00,23/09/10,1:1,0.045,0.048,0.078,-2.2,600,,,,
Macq Grp Ltd Last Sale Price $39.55,,,,,,,,,,,,
MQGVZZ,38.00,25/08/10,5:1,0.195,0.22,0.23,-25,1200,,,,
MQGVZP,38.00,23/09/10,5:1,0.36,0.385,-,-,-,,,,
MQGWOS,38.00,23/09/10,6:1,0.285,0.29,0.285,-11,213,,,,
MQGWOP,42.50,23/09/10,6:1,0.685,0.69,0.89,-,-,,,,
MQGWOU,34.00,25/11/10,6:1,0.235,0.24,-,-,-,,,,
MQGWOT,38.00,25/11/10,6:1,0.455,0.46,-,-,-,,,,
MQGWOQ,42.00,25/11/10,6:1,0.795,0.8,-,-,-,,,,
National Aust Bank Last Sale Price $25.03,,,,,,,,,,,,
NABVZV,23.00,25/08/10,4:1,0.046,0.051,-,-,-,,,,
NABVZW,23.00,23/09/10,4:1,0.053,0.063,-,-,-,,,,
NABWOV,24.00,23/09/10,4:1,0.17,0.175,0.31,-,-,,,,
NABWOW,25.50,23/09/10,4:1,0.325,0.33,0.31,-1,5600,,,,
NABWOX,27.50,23/09/10,4:1,0.68,0.685,1.115,-,-,,,,
NABVOP,18.50,25/11/10,4:1,0.051,0.056,-,-,-,,,,
NABWOZ,20.00,25/11/10,4:1,0.093,0.098,-,-,-,,,,
NABWOY,22.00,25/11/10,4:1,0.19,0.195,-,-,-,,,,
NABWOR,24.00,25/11/10,4:1,0.36,0.365,-,-,-,,,,
NABWOQ,26.00,25/11/10,4:1,0.625,0.63,-,-,-,,,,
