Warrants Market,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Report at Friday, August 3, 2012. Processed Saturday at 2012-08-04T23:15:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
ANZ Banking Grp Last Sale Price $23.34,
ANZVOA,,22.00,30/08/12,4:1,.67,.67,.42,,,,
ANZWRN,,22.00,30/08/12,4:1,.395,.40,,,,,
ANZWRK,,23.50,30/08/12,4:1,.115,.12,,,,,
ANZVOB,,24.00,30/08/12,4:1,.285,.285,,,,,
ANZVOC,,26.00,30/08/12,4:1,.073,.078,,,,,
ANZVOD,,22.00,27/09/12,4:1,.735,.735,.545,,,,
ANZWMA,,22.00,27/09/12,4:1,.43,.455,,,,,
ANZWRO,,22.50,27/09/12,4:1,.35,.355,,,,,
ANZWMB,,23.50,27/09/12,4:1,.175,.20,,,,,
ANZVOE,,24.00,27/09/12,4:1,.375,.38,,,,,
ANZWRL,,24.00,27/09/12,4:1,.12,.125,,,,,
ANZVOG,,26.00,27/09/12,4:1,.145,.15,,,,,
ANZWMC,,22.50,25/10/12,4:1,.395,.42,,,,,
ANZWRA,,23.00,25/10/12,4:1,.31,.32,,,,,
ANZWMD,,24.00,25/10/12,4:1,.175,.20,,,,,
ANZWRB,,24.50,25/10/12,4:1,.115,.12,,,,,
ANZWME,,23.00,29/11/12,4:1,.27,.295,,,,,
ANZWMF,,25.00,29/11/12,4:1,.073,.098,,,,,
,
BHP Billiton Last Sale Price $31.30,
BHPVOJ,,31.00,30/08/12,4:1,.42,.425,.385,,,,
BHPWRL,,31.00,30/08/12,4:1,.295,.305,.36,,,,
BHPWRK,,32.00,30/08/12,4:1,.16,.17,.18,,,,
BHPVOK,,33.00,30/08/12,4:1,.20,.205,.235,,,,
BHPVOL,,35.00,30/08/12,4:1,.081,.086,.31,,,,
BHPVOM,,37.00,30/08/12,4:1,.033,.038,.125,,,,
BHPVOA,,31.00,27/09/12,4:1,.51,.515,.545,,,,
BHPWMA,,31.00,27/09/12,4:1,.355,.38,,,,,
BHPVON,,33.00,27/09/12,4:1,.295,.30,.30,,200,,
BHPWMB,,33.00,27/09/12,4:1,.15,.175,.205,,132,,
