Warrants Market,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Report at Friday, January 18, 2013. Processed Saturday at 2013-01-19T23:15:08+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
ANZ Banking Grp Last Sale Price $25.59,
ANZVMA,,25.50,24/01/13,4:1,.059,,.058,,,,
ANZVRB,,26.00,24/01/13,4:1,.025,.03,,,,,
ANZVMB,,26.50,24/01/13,4:1,.001,,.21,,,,
ANZVRC,,15.00,21/02/13,4:1,2.46,2.66,2.57,,,,
ANZVRD,,25.00,21/02/13,4:1,.245,.24,.195,,,,
ANZWOG,,25.00,21/02/13,4:1,.315,.32,.32,+1.5,353,,
ANZWOH,,27.00,21/02/13,4:1,.083,.088,.14,,,,
ANZVRI,,24.00,27/03/13,4:1,.505,.50,,,,,
ANZVMC,,26.00,27/03/13,4:1,.165,.19,,,,,
ANZVRK,,27.00,27/03/13,4:1,.092,.089,,,,,
ANZWOI,,25.00,23/04/13,4:1,.47,.475,.46,+2,150,,
ANZWOJ,,27.00,23/04/13,4:1,.225,.23,,,,,
,
BHP Billiton Last Sale Price $36.50,
BHPVMA,,34.00,24/01/13,4:1,.61,,.625,-29,60,,
BHPVMB,,38.00,24/01/13,4:1,.001,,.415,,,,
BHPVRC,,38.00,24/01/13,4:1,.006,.03,.115,,,,
BHPVRB,,39.00,24/01/13,4:1,.002,.03,,,,,
BHPVRE,,35.00,21/02/13,4:1,.52,.525,.48,,140,,
BHPWOJ,,37.00,21/02/13,4:1,.295,.30,.285,-32.5,40,,
BHPWOK,,39.00,21/02/13,4:1,.12,.125,.715,,,,
BHPVRD,,40.00,21/02/13,4:1,.029,.03,,,,,
BHPWOL,,41.00,21/02/13,4:1,.041,.046,,,,,
BHPVMC,,34.50,27/03/13,4:1,.645,.67,.67,-19.5,25,,
BHPVRF,,37.00,27/03/13,4:1,.255,.26,.255,-4,120,,
BHPVRG,,40.00,27/03/13,4:1,.042,.043,.062,,,,
BHPWON,,38.00,23/04/13,4:1,.42,.425,.62,,,,
BHPWOO,,40.00,23/04/13,4:1,.205,.21,,,,,
BHPWOM,,42.00,23/04/13,4:1,.105,.11,,,,,
,
Brambles Last Sale Price $7.82,
BXBVMA,,7.75,24/01/13,2:1,.062,,,,,,
BXBVMB,,7.97,27/03/13,2:1,.12,.145,,,,,
,
