FR INV WARRANTS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Report at Friday, December 3, 2010. Processed Saturday at 2010-12-04T23:15:09+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
Asciano Grp Last Sale Price $1.70,
AIOWMA,,1.65,27/01/11,1:1,.105,.115,.10,+.9,500,,
,
Amcor Last Sale Price $6.48,
AMCTMA,,4.50,02/12/10,1:1,,,,,,,
AMCTMC,,4.50,23/06/11,1:1,2.06,2.12,,,,,
,
AMP Last Sale Price $5.11,
AMPTMA,,3.50,02/12/10,1:1,,,,,,,
AMPWOE,,5.00,28/01/11,3:1,.125,.13,,,,,
AMPWOF,,5.50,28/01/11,3:1,.051,.056,,,,,
AMPWOG,,5.75,28/01/11,3:1,.032,.037,,,,,
AMPTMC,,3.50,23/06/11,1:1,1.695,1.75,,,,,
,
ANZ Banking Grp Last Sale Price $23.31,
ANZVZI,,25.00,23/12/10,4:1,.006,.04,.078,,,,
ANZVMF,,21.00,27/01/11,4:1,.675,.71,.62,-2.5,50,,
ANZVMG,,23.00,27/01/11,4:1,.32,.345,,,,,
ANZVMH,,25.00,27/01/11,4:1,.10,.115,.31,,,,
ANZVMI,,26.00,27/01/11,4:1,.048,.051,.057,-.2,180,,
ANZWOA,,23.00,28/01/11,4:1,.35,.42,.36,,2400,,
ANZWOB,,25.00,28/01/11,4:1,.135,.17,.13,+2,1847,,
ANZWOC,,27.00,28/01/11,4:1,.033,.049,.12,,,,
ANZVZJ,,24.00,24/02/11,4:1,.195,.22,.195,,140,,
ANZUMA,,22.00,24/03/11,4:1,.645,.675,.66,+10,170,,
ANZUMB,,24.00,24/03/11,4:1,.355,.38,.485,,,,
ANZWOD,,24.00,24/03/11,4:1,.36,.42,,,,,
ANZWOE,,26.00,24/03/11,4:1,.17,.21,,,,,
ANZWOF,,28.00,24/03/11,4:1,.068,.089,,,,,
ANZTMA,,17.00,23/06/11,1:1,6.96,,6.47,,,,
,
ASX Last Sale Price $37.93,
ASXTMA,,20.50,02/12/10,1:1,,,,,,,
ASXUMD,,31.00,24/03/11,4:1,1.89,1.93,1.89,,,,
ASXTMC,,20.50,23/06/11,1:1,17.97,18.13,,,,,
,
Alumina Last Sale Price $2.07,
AWCTMA,,1.00,02/12/10,1:1,,,,,,,
AWCWMA,,1.80,27/01/11,1:1,.305,.34,.28,-7.5,1250,,
AWCTMC,,1.00,23/06/11,1:1,1.025,,,,,,
,
AWE Last Sale Price $1.74,
AWEWMA,,1.75,24/03/11,1:1,.21,.225,.14,,,,
,
AXA Asia Pacific Last Sale Price $6.17,
AXAWSA,,0.00,25/03/20,1:1,,,5.19,,,,
,
BHP Billiton Last Sale Price $44.59,
BHPTMA,,25.00,02/12/10,1:1,,,,,,,
BHPTMB,,31.00,02/12/10,1:1,,,,,,,
BHPWOJ,,41.00,23/12/10,4:1,.995,1.00,,,,,
BHPVOC,,42.00,23/12/10,4:1,.78,.79,.805,+27,4670,,
BHPVOB,,42.50,23/12/10,4:1,.69,.695,.795,,,,
BHPWOK,,43.00,23/12/10,4:1,.595,.60,,,,,
BHPVZK,,44.00,23/12/10,4:1,.28,.335,.235,+5.5,226,,
BHPWOL,,45.00,23/12/10,4:1,.295,.30,1.05,,,,
BHPVOF,,46.00,23/12/10,4:1,.175,.195,.175,+5.5,7873,,
BHPVMI,,39.00,27/01/11,4:1,1.525,1.57,.86,,,,
BHPVMH,,40.00,27/01/11,4:1,1.305,1.355,1.13,,,,
BHPVMJ,,44.00,27/01/11,4:1,.56,.595,.54,,,,
BHPVMK,,46.00,27/01/11,4:1,.30,.33,.295,-1.5,8300,,
BHPWOC,,40.00,24/02/11,4:1,1.52,1.525,,,,,
BHPWOD,,42.00,24/02/11,4:1,1.14,1.15,.935,,,,
BHPVZL,,44.00,24/02/11,4:1,.61,.635,,,,,
BHPWOE,,44.00,24/02/11,4:1,.82,.825,,,,,
BHPWOF,,46.00,24/02/11,4:1,.55,.555,.485,+5.5,105,,
BHPWMD,,41.00,24/03/11,4:1,1.315,1.35,.93,,,,
BHPWME,,43.00,24/03/11,4:1,.97,1.005,.93,,47,,
BHPTMC,,25.00,23/06/11,1:1,20.19,20.39,,,,,
BHPTMD,,31.00,23/06/11,1:1,14.39,14.58,,,,,
,
Boart Longyear Last Sale Price $3.92,
BLYWMA,,3.50,27/01/11,1:1,.53,.56,.545,,,,
,
BlueScope Steel Last Sale Price $2.05,
BSLTMA,,1.50,02/12/10,1:1,,,.865,,,,
BSLUMC,,2.25,27/01/11,1:1,.055,,.036,-2.7,1000,,
