Warrant Market - Weekly,,,,,,,,,,,,
XAO 4264.9 at 16:46 2/7/2010  Report at 19:06 Friday 2/7/2010. Processed 18:02 Sunday 4/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Weekly Volume,,,,
BHPVMI,42.00,27/01/11,4:1,0.585,0.63,-,-,-,,,,
BHPVMJ,44.00,27/01/11,4:1,0.45,0.495,-,-,-,,,,
BHPVMK,46.00,27/01/11,4:1,0.345,0.375,-,-,-,,,,
BlueScope Steel Last Sale Price $2.08,,,,,,,,,,,,
BSLWOE,2.65,26/08/10,2:1,0.02,0.025,-,-,-,,,,
BSLWOF,2.90,26/08/10,2:1,0.013,0.018,-,-,-,,,,
BSLUMB,2.50,28/10/10,1:1,0.093,0.105,-,-,-,,,,
Brambles Ltd Last Sale Price $5.49,,,,,,,,,,,,
BXBWOC,7.25,26/08/10,3:1,0.014,0.024,0.036,-,-,,,,
BXBWOD,7.75,26/08/10,3:1,0.011,0.021,-,-,-,,,,
BXBVME,5.00,23/09/10,1:1,0.785,0.82,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $47.73,,,,,,,,,,,,
CBAVZC,54.00,28/07/10,5:1,0.071,0.085,0.092,-,100,,,,
CBAUMG,50.00,23/09/10,4:1,0.5,0.545,0.52,-56,1120,,,,
CBAUMH,53.00,23/09/10,4:1,0.29,0.32,0.32,-26.5,1780,,,,
CBAWOG,54.00,23/09/10,5:1,0.12,0.125,0.145,-13.5,1048,,,,
CBAUMI,55.00,23/09/10,4:1,0.185,0.21,0.20,-,506,,,,
CBAWOH,56.50,23/09/10,5:1,0.064,0.069,0.065,-29,2300,,,,
CBAWMI,57.00,23/09/10,4:1,0.12,0.14,0.56,-,-,,,,
CBAWMH,58.00,23/09/10,4:1,0.071,-,0.11,-12,200,,,,
CBAWOI,59.00,23/09/10,5:1,0.035,0.04,0.049,-9.1,845,,,,
CBAVMF,48.00,27/01/11,4:1,1.205,1.265,-,-,-,,,,
CBAVMG,52.00,27/01/11,4:1,0.83,0.875,-,-,-,,,,
CBAVMH,56.00,27/01/11,4:1,0.55,0.59,-,-,-,,,,
CBAVMI,60.00,27/01/11,4:1,0.355,0.385,-,-,-,,,,
Computershare Ltd Last Sale Price $10.17,,,,,,,,,,,,
CPUUMB,11.50,23/09/10,1:1,0.275,0.295,-,-,-,,,,
CSL Ltd Last Sale Price $32.49,,,,,,,,,,,,
CSLUMB,34.00,23/09/10,4:1,0.32,0.34,0.55,-,-,,,,
CSLUMC,37.00,23/09/10,4:1,0.1,0.115,-,-,-,,,,
Fortescue Metals Grp Last Sale Price $4.08,,,,,,,,,,,,
FMGUMB,4.50,23/09/10,1:1,0.315,0.335,0.325,-17,170,,,,
Incitec Pivot Last Sale Price $2.64,,,,,,,,,,,,
IPLUMC,3.00,23/09/10,1:1,0.095,0.105,0.12,-9.5,45,,,,
Macq Grp Ltd Last Sale Price $36.00,,,,,,,,,,,,
MQGVZM,48.00,28/07/10,5:1,0.006,-,-,-,-,,,,
MQGWOB,50.00,23/09/10,6:1,0.045,0.046,0.053,-5.2,4538,,,,
MQGWOC,57.50,23/09/10,6:1,0.013,0.023,0.02,-1,200,,,,
National Aust Bank Last Sale Price $23.06,,,,,,,,,,,,
NABVZD,27.00,28/07/10,4:1,0.02,-,-,-,-,,,,
NABWOG,26.00,23/09/10,4:1,0.115,0.12,0.12,-18,3370,,,,
NABWOH,28.00,23/09/10,4:1,0.047,0.052,0.17,-,-,,,,
NABWOI,30.50,23/09/10,4:1,0.018,0.023,-,-,-,,,,
NABWSA,0.00,25/03/20,1:1,-,-,23.94,-,-,,,,
Newcrest Min Last Sale Price $34.24,,,,,,,,,,,,
NCMVZG,36.00,28/07/10,4:1,0.225,0.255,-,-,-,,,,
NCMWOA,34.00,26/08/10,4:1,0.555,0.56,0.78,-,-,,,,
NCMWOB,36.50,26/08/10,4:1,0.315,0.32,0.315,-20.5,900,,,,
NCMWOH,40.00,26/08/10,4:1,0.13,0.135,0.195,-,3800,,,,
News Corp Last Sale Price $16.07,,,,,,,,,,,,
NWSUMC,18.00,23/09/10,4:1,0.135,0.15,0.145,-19,137,,,,
NWSUMD,20.00,23/09/10,4:1,0.042,0.049,0.145,-,-,,,,
NWSVMF,22.00,23/09/10,4:1,0.01,-,-,-,-,,,,
Orica Ltd Last Sale Price $24.66,,,,,,,,,,,,
ORIUMB,27.00,23/09/10,4:1,0.135,-,0.22,-3.5,85,,,,
Oil Search Ltd Last Sale Price $5.37,,,,,,,,,,,,
OSHUMB,5.75,23/09/10,1:1,0.15,0.175,-,-,-,,,,
Paladin Energy Last Sale Price $3.45,,,,,,,,,,,,
PDNUMB,4.00,23/09/10,1:1,0.19,0.205,-,-,-,,,,
Qantas Airways Last Sale Price $2.22,,,,,,,,,,,,
QANUMD,2.50,23/09/10,1:1,0.08,0.089,0.16,-,-,,,,
QANUMC,2.75,23/09/10,1:1,0.029,-,0.12,-,-,,,,
QBE Insurance Grp Last Sale Price $17.60,,,,,,,,,,,,
QBEVMF,18.00,23/09/10,4:1,0.21,0.235,-,-,-,,,,
QBEUME,20.00,23/09/10,4:1,0.065,0.076,0.155,-,-,,,,
QBEUMD,21.00,23/09/10,4:1,0.032,0.04,0.039,-3.9,13100,,,,
QBEWOB,22.50,23/09/10,4:1,0.019,0.024,0.058,-,-,,,,
QBEWOC,24.50,23/09/10,4:1,0.012,0.022,0.018,-,400,,,,
Rio Tinto Ltd Last Sale Price $65.30,,,,,,,,,,,,
RIOVZH,75.00,28/07/10,6:1,0.105,0.135,-,-,-,,,,
RIOWOA,70.00,26/08/10,6:1,0.365,0.375,0.38,-43.5,1288,,,,
RIOWOB,77.50,26/08/10,6:1,0.125,0.13,0.565,-,-,,,,
RIOWOG,82.50,26/08/10,6:1,0.057,0.062,0.18,-,-,,,,
RIOUMI,63.00,23/09/10,4:1,1.63,1.7,1.68,-101,1506,,,,
RIOUMJ,65.00,23/09/10,4:1,1.415,1.485,1.585,-61.5,45,,,,
RIOUMK,68.00,23/09/10,4:1,1.005,1.065,1.215,-54.5,80,,,,
RIOVMG,70.00,23/09/10,4:1,0.79,0.845,0.97,-,430,,,,
RIOUML,72.00,23/09/10,4:1,0.625,0.71,0.71,-55.5,396,,,,
RIOVMH,76.00,23/09/10,4:1,0.415,0.45,0.41,-,2000,,,,
RIOUMM,80.00,23/09/10,4:1,0.28,0.305,0.335,-30.5,995,,,,
RIOWMH,95.00,23/09/10,4:1,0.029,0.042,0.03,-16,3563,,,,
RIOWMI,100.00,23/09/10,4:1,0.015,-,0.051,-1.9,350,,,,
RIOVMI,65.00,27/01/11,4:1,2.26,2.34,-,-,-,,,,
RIOVMJ,70.00,27/01/11,4:1,1.715,1.78,-,-,-,,,,
RIOVMK,75.00,27/01/11,4:1,1.26,1.31,-,-,-,,,,
RIOVML,80.00,27/01/11,4:1,0.93,0.975,-,-,-,,,,
RIOVMM,85.00,27/01/11,4:1,0.665,0.7,-,-,-,,,,
Santos Ltd Last Sale Price $12.22,,,,,,,,,,,,
STOWOC,13.50,26/08/10,4:1,0.093,0.098,0.185,-,-,,,,
STOWOD,15.00,26/08/10,4:1,0.04,0.045,0.044,-,2650,,,,
STOUMC,13.00,23/09/10,4:1,0.16,0.17,0.25,-,-,,,,
STOUMD,14.00,23/09/10,4:1,0.083,0.089,-,-,-,,,,
Suncorp-Metway Last Sale Price $7.95,,,,,,,,,,,,
SUNUMC,8.00,23/09/10,4:1,0.12,0.135,-,-,-,,,,
Ten Network Hldgs Last Sale Price $1.64,,,,,,,,,,,,
TENWMH,1.75,23/09/10,1:1,0.115,0.125,-,-,-,,,,
Telstra Corp Last Sale Price $3.13,,,,,,,,,,,,
TLSWOE,3.10,26/08/10,2:1,0.06,0.065,0.08,-3,100,,,,
TLSWOF,3.35,26/08/10,2:1,0.024,0.029,-,-,-,,,,
TLSUMD,2.92,23/09/10,1:1,0.29,0.305,0.375,13.5,300,,,,
TLSUMF,3.15,23/09/10,1:1,0.135,0.145,-,-,-,,,,
TLSWMH,3.24,23/09/10,1:1,0.094,0.105,0.11,-,-,,,,
TLSVMF,3.40,23/09/10,1:1,0.046,0.051,-,-,-,,,,
TLSWMI,3.65,23/09/10,1:1,0.035,0.04,0.076,-,-,,,,
Toll Hldgs Ltd Last Sale Price $5.46,,,,,,,,,,,,
TOLUMC,7.00,23/09/10,1:1,0.027,-,0.145,-,-,,,,
Westpac Banking Last Sale Price $20.96,,,,,,,,,,,,
WBCVZF,25.00,28/07/10,4:1,0.013,-,-,-,-,,,,
WBCVMF,20.00,23/09/10,4:1,0.525,0.56,0.57,-,500,,,,
WBCUMG,22.00,23/09/10,4:1,0.265,0.29,0.29,-11,2790,,,,
WBCUMH,24.00,23/09/10,4:1,0.11,0.13,0.19,-23.5,70,,,,
WBCWOH,24.50,23/09/10,4:1,0.088,0.093,0.10,-12.5,340,,,,
WBCUMI,26.00,23/09/10,4:1,0.041,0.05,0.053,-20.7,900,,,,
WBCWOI,26.00,23/09/10,4:1,0.044,0.049,0.09,-,-,,,,
WBCWOJ,28.00,23/09/10,4:1,0.021,0.026,0.12,-,-,,,,
WBCWMH,29.00,23/09/10,4:1,0.006,-,0.058,-,-,,,,
WBCWMI,31.00,23/09/10,4:1,0.001,-,0.18,-,-,,,,
WBCVMG,21.00,27/01/11,4:1,0.575,0.605,-,-,-,,,,
WBCVMH,25.00,27/01/11,4:1,0.225,0.24,-,-,-,,,,
WBCVMI,28.00,27/01/11,4:1,0.1,0.11,-,-,-,,,,
WBCVMJ,32.00,27/01/11,4:1,0.032,0.038,-,-,-,,,,
Wesfarmers Ltd Last Sale Price $28.13,,,,,,,,,,,,
WESWOC,30.00,26/08/10,5:1,0.12,0.125,-,-,-,,,,
WESWOA,32.00,26/08/10,5:1,0.049,0.054,0.046,-6.9,1130,,,,
WESUMB,28.00,23/09/10,4:1,0.42,0.445,0.62,-,-,,,,
WESUMC,31.00,23/09/10,4:1,0.16,0.175,0.17,-17.5,270,,,,
WorleyParsons Ltd Last Sale Price $21.22,,,,,,,,,,,,
WORUMB,26.00,23/09/10,4:1,0.071,0.076,0.18,-,-,,,,
Woolworths Ltd Last Sale Price $26.64,,,,,,,,,,,,
WOWWOB,28.50,26/08/10,4:1,0.075,0.08,0.18,-,-,,,,
WOWVMF,24.00,23/09/10,4:1,0.755,0.785,0.795,-,10,,,,
WOWUMC,27.00,23/09/10,4:1,0.225,0.245,0.455,-,-,,,,
WOWUMD,30.00,23/09/10,4:1,0.028,0.034,-,-,-,,,,
Woodside Pet Last Sale Price $41.00,,,,,,,,,,,,
WPLVZE,48.00,28/07/10,5:1,0.054,0.068,-,-,-,,,,
WPLWOA,46.00,26/08/10,5:1,0.081,0.086,0.081,-25.9,2280,,,,
WPLWOB,50.00,26/08/10,5:1,0.028,0.033,-,-,-,,,,
WPLUMC,44.00,23/09/10,4:1,0.375,0.415,0.38,-30.5,119,,,,
WPLWMH,45.00,23/09/10,4:1,0.285,0.32,0.37,-12.5,100,,,,
Equity Put Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $5.13,,,,,,,,,,,,
AMPWOP,5.75,23/09/10,3:1,0.285,0.295,-,-,-,,,,
AMPWOQ,6.25,23/09/10,3:1,0.435,0.44,0.43,9.5,2310,,,,
ANZ Banking Grp Last Sale Price $20.86,,,,,,,,,,,,
ANZVZS,22.00,28/07/10,4:1,0.405,0.435,0.355,15.5,1200,,,,
ANZVMP,18.00,23/09/10,4:1,0.15,0.165,-,-,-,,,,
ANZVMQ,20.00,23/09/10,4:1,0.285,0.3,-,-,-,,,,
ANZWOV,20.50,23/09/10,4:1,0.35,0.355,0.31,14.5,720,,,,
ANZWMV,22.00,23/09/10,4:1,0.51,0.545,-,-,-,,,,
ANZWOW,22.00,23/09/10,4:1,0.535,0.54,0.25,-,-,,,,
ANZVMR,24.00,23/09/10,4:1,0.85,0.895,-,-,-,,,,
ANZWOX,24.00,23/09/10,4:1,0.88,0.885,0.585,2.5,350,,,,
ANZVMS,26.00,23/09/10,4:1,1.28,1.325,-,-,-,,,,
ANZVMT,20.00,27/01/11,4:1,0.53,0.555,-,-,-,,,,
ANZVMV,22.00,27/01/11,4:1,0.775,0.805,-,-,-,,,,
ANZVMW,24.00,27/01/11,4:1,1.085,1.125,-,-,-,,,,
ANZVMX,26.00,27/01/11,4:1,1.46,1.5,-,-,-,,,,
ASX Ltd Last Sale Price $28.81,,,,,,,,,,,,
ASXUMP,32.00,23/09/10,4:1,1.025,1.08,0.815,-,-,,,,
BHP Billiton Ltd Last Sale Price $37.09,,,,,,,,,,,,
BHPVZS,37.00,28/07/10,4:1,0.395,0.425,0.43,16,225,,,,
BHPWOR,30.00,26/08/10,4:1,0.078,0.083,0.08,3.4,500,,,,
BHPWOT,33.00,26/08/10,4:1,0.2,0.205,0.30,-,-,,,,
BHPWOU,36.00,26/08/10,4:1,0.44,0.445,0.43,15,40,,,,
BHPVOR,39.00,26/08/10,4:1,0.8,0.805,0.78,19,1483,,,,
BHPVOS,40.50,26/08/10,4:1,1.07,1.075,0.66,-,-,,,,
BHPVOT,42.00,26/08/10,4:1,1.365,1.37,1.32,-,1260,,,,
BHPUMU,34.00,23/09/10,4:1,0.375,0.42,0.285,-1,37,,,,
BHPUMW,36.00,23/09/10,4:1,0.54,0.595,0.55,22,27,,,,
BHPUMV,38.00,23/09/10,4:1,0.795,0.865,0.535,-,-,,,,
BHPWMV,40.00,23/09/10,4:1,1.095,1.165,1.11,32.5,820,,,,
BHPVMP,42.00,23/09/10,4:1,1.46,1.555,-,-,-,,,,
BHPVMQ,40.00,27/01/11,4:1,1.395,1.465,-,-,-,,,,
BHPVMR,42.00,27/01/11,4:1,1.7,1.765,-,-,-,,,,
BHPVMS,44.00,27/01/11,4:1,2.05,2.13,-,-,-,,,,
BHPVMT,46.00,27/01/11,4:1,2.43,2.51,-,-,-,,,,
BlueScope Steel Last Sale Price $2.08,,,,,,,,,,,,
BSLWOQ,2.75,26/08/10,2:1,0.345,0.35,-,-,-,,,,
BSLUMP,2.00,28/10/10,1:1,0.2,0.21,-,-,-,,,,
Brambles Ltd Last Sale Price $5.49,,,,,,,,,,,,
BXBWOQ,7.00,26/08/10,3:1,0.5,0.505,0.41,-,-,,,,
BXBVMS,5.00,23/09/10,1:1,0.305,0.325,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $47.73,,,,,,,,,,,,
CBAVZU,50.00,28/07/10,5:1,0.635,0.665,0.60,21.5,490,,,,
CBAUMU,45.00,23/09/10,4:1,0.65,0.695,1.23,-,-,,,,
CBAWOV,48.00,23/09/10,5:1,0.845,0.855,0.545,-,-,,,,
CBAUMV,50.00,23/09/10,4:1,1.33,1.4,0.78,-,-,,,,
CBAWOW,51.50,23/09/10,5:1,1.275,1.285,1.00,8,50,,,,
CBAUMW,52.00,23/09/10,4:1,1.69,1.77,1.675,-,100,,,,
CBAWOX,54.00,23/09/10,5:1,1.65,1.66,1.28,-,-,,,,
CBAWMV,55.00,23/09/10,4:1,2.28,2.37,2.75,-,-,,,,
CBAVMP,57.00,23/09/10,4:1,2.71,2.81,-,-,-,,,,
CBAVMQ,48.00,27/01/11,4:1,1.43,1.48,-,-,-,,,,
CBAVMR,52.00,27/01/11,4:1,2.01,2.09,-,-,-,,,,
CBAVMS,56.00,27/01/11,4:1,2.71,2.79,-,-,-,,,,
CBAVMT,60.00,27/01/11,4:1,3.48,3.57,-,-,-,,,,
Computershare Ltd Last Sale Price $10.17,,,,,,,,,,,,
CPUUMP,11.50,23/09/10,1:1,1.675,1.725,-,-,-,,,,
CSL Ltd Last Sale Price $32.49,,,,,,,,,,,,
CSLUMP,34.00,23/09/10,4:1,0.705,0.74,-,-,-,,,,
Fortescue Metals Grp Last Sale Price $4.08,,,,,,,,,,,,
FMGUMP,4.50,23/09/10,1:1,0.71,0.735,-,-,-,,,,
Incitec Pivot Last Sale Price $2.64,,,,,,,,,,,,
IPLUMP,3.00,23/09/10,1:1,0.435,0.45,-,-,-,,,,
Macq Grp Ltd Last Sale Price $36.00,,,,,,,,,,,,
MQGVZY,44.00,28/07/10,5:1,1.605,1.66,1.49,65.5,200,,,,
MQGWOP,42.50,23/09/10,6:1,1.25,1.255,0.65,-,-,,,,
MQGWOS,48.00,23/09/10,6:1,2.03,2.04,1.32,-,-,,,,
National Aust Bank Last Sale Price $23.06,,,,,,,,,,,,
NABVZU,24.00,28/07/10,4:1,0.36,0.39,0.38,18,1200,,,,
NABWOV,24.00,23/09/10,4:1,0.495,0.505,0.49,15,1300,,,,
NABWOW,25.50,23/09/10,4:1,0.725,0.735,0.73,22,1075,,,,
NABWOX,27.50,23/09/10,4:1,1.14,1.145,1.115,-,-,,,,
Newcrest Min Last Sale Price $34.24,,,,,,,,,,,,
NCMVZS,32.00,28/07/10,4:1,0.165,0.195,-,-,-,,,,
NCMWOP,30.00,26/08/10,4:1,0.15,0.155,0.21,-,-,,,,
NCMWOQ,33.00,26/08/10,4:1,0.37,0.375,0.375,12.5,1755,,,,
News Corp Last Sale Price $16.07,,,,,,,,,,,,
NWSUMQ,18.00,23/09/10,4:1,0.595,0.62,0.515,-1.5,2000,,,,
NWSVMP,20.00,23/09/10,4:1,0.995,1.02,-,-,-,,,,
Orica Ltd Last Sale Price $24.66,,,,,,,,,,,,
ORIUMP,26.00,23/09/10,4:1,0.5,-,0.445,2,200,,,,
Qantas Airways Last Sale Price $2.22,,,,,,,,,,,,
QANUMP,2.75,23/09/10,1:1,0.535,0.555,0.56,20,1200,,,,
QBE Insurance Grp Last Sale Price $17.60,,,,,,,,,,,,
QBEWOP,21.00,26/08/10,4:1,1.03,1.035,-,-,-,,,,
QBEUMP,20.00,23/09/10,4:1,0.775,0.81,0.69,-,-,,,,
Rio Tinto Ltd Last Sale Price $65.30,,,,,,,,,,,,
RIOVZY,68.00,28/07/10,6:1,0.845,0.875,0.77,-,800,,,,
RIOWOP,60.00,26/08/10,6:1,0.385,0.39,0.335,16,340,,,,
RIOWOQ,66.00,26/08/10,6:1,0.815,0.82,0.87,-,-,,,,
RIOWOR,72.50,26/08/10,6:1,1.51,1.52,0.86,-,-,,,,
RIOUMU,60.00,23/09/10,4:1,0.815,0.86,0.825,37,20,,,,
RIOUMX,63.00,23/09/10,4:1,1.09,1.14,2.90,-,-,,,,
RIOUMV,65.00,23/09/10,4:1,1.305,1.365,-,-,-,,,,
RIOUMY,68.00,23/09/10,4:1,1.72,1.785,-,-,-,,,,
RIOUMW,70.00,23/09/10,4:1,2,2.08,1.455,-,4,,,,
RIOWMV,72.00,23/09/10,4:1,2.33,2.42,1.645,-,-,,,,
RIOVMP,76.00,23/09/10,4:1,3.07,3.17,-,-,-,,,,
RIOVMQ,65.00,27/01/11,4:1,1.99,2.05,-,-,-,,,,
RIOVMR,70.00,27/01/11,4:1,2.65,2.72,-,-,-,,,,
RIOVMS,75.00,27/01/11,4:1,3.41,3.49,-,-,-,,,,
RIOVMT,80.00,27/01/11,4:1,4.3,4.39,-,-,-,,,,
RIOVMV,85.00,27/01/11,4:1,5.25,5.34,-,-,-,,,,
Santos Ltd Last Sale Price $12.22,,,,,,,,,,,,
STOWOP,13.00,26/08/10,4:1,0.295,0.3,0.38,-,-,,,,
STOUMP,13.00,23/09/10,4:1,0.36,0.375,0.26,-,-,,,,
Suncorp-Metway Last Sale Price $7.95,,,,,,,,,,,,
SUNUMP,8.00,23/09/10,4:1,0.155,0.17,-,-,-,,,,
Telstra Corp Last Sale Price $3.13,,,,,,,,,,,,
TLSWOS,3.00,26/08/10,2:1,0.08,0.085,0.04,-,-,,,,
TLSWMV,2.92,23/09/10,1:1,0.125,0.135,-,-,-,,,,
TLSUMP,3.15,23/09/10,1:1,0.24,0.25,-,-,-,,,,
TLSVMP,3.24,23/09/10,1:1,0.295,0.31,-,-,-,,,,
TLSVMQ,3.40,23/09/10,1:1,0.415,0.43,-,-,-,,,,
Toll Hldgs Ltd Last Sale Price $5.46,,,,,,,,,,,,
TOLVMP,6.00,23/09/10,1:1,0.745,0.77,-,-,-,,,,
Westpac Banking Last Sale Price $20.96,,,,,,,,,,,,
WBCVZU,22.00,28/07/10,4:1,0.39,0.42,0.355,15,760,,,,
WBCWMV,20.00,23/09/10,4:1,0.27,0.295,0.26,-175,100,,,,
WBCWOV,21.00,23/09/10,4:1,0.42,0.425,0.31,-,-,,,,
WBCUMQ,22.00,23/09/10,4:1,0.495,0.525,0.52,10.5,900,,,,
WBCWOW,23.00,23/09/10,4:1,0.665,0.67,-,-,-,,,,
WBCUMT,24.00,23/09/10,4:1,0.835,0.875,-,-,-,,,,
WBCWOX,25.00,23/09/10,4:1,1.055,1.06,0.805,-,-,,,,
WBCUMU,26.00,23/09/10,4:1,1.27,1.31,-,-,-,,,,
WBCVMP,21.00,27/01/11,4:1,0.635,0.66,-,-,-,,,,
WBCVMQ,25.00,27/01/11,4:1,1.26,1.3,-,-,-,,,,
WBCVMR,28.00,27/01/11,4:1,1.87,1.91,-,-,-,,,,
WBCVMS,32.00,27/01/11,4:1,2.77,2.82,-,-,-,,,,
Wesfarmers Ltd Last Sale Price $28.13,,,,,,,,,,,,
WESWOP,29.00,26/08/10,5:1,0.45,0.455,0.605,-,-,,,,
WESUMP,28.00,23/09/10,4:1,0.475,0.5,0.50,11.5,223,,,,
WorleyParsons Ltd Last Sale Price $21.22,,,,,,,,,,,,
WORVMP,28.00,23/09/10,4:1,1.79,1.81,-,-,-,,,,
Woolworths Ltd Last Sale Price $26.64,,,,,,,,,,,,
WOWWOQ,26.50,26/08/10,4:1,0.21,0.215,0.14,-,-,,,,
WOWVMP,24.00,23/09/10,4:1,0.125,0.135,-,-,-,,,,
WOWUMP,27.00,23/09/10,4:1,0.385,0.41,-,-,-,,,,
WOWVMQ,30.00,23/09/10,4:1,0.95,0.985,-,-,-,,,,
Woodside Pet Last Sale Price $41.00,,,,,,,,,,,,
WPLVZT,42.00,28/07/10,5:1,0.455,0.485,0.48,15.5,700,,,,
WPLWOS,44.00,26/08/10,5:1,0.83,0.835,0.74,32,760,,,,
WPLWMV,40.00,23/09/10,4:1,0.62,0.665,-,-,-,,,,
WPLUMP,44.00,23/09/10,4:1,1.125,1.195,-,-,-,,,,
Basket Call Warrants ,,,,,,,,,,,,
Equity Endowment Warrants ,,,,,,,,,,,,
ANZ Banking Grp Last Sale Price $20.86,,,,,,,,,,,,
ANZEEA,5.63,15/02/12,1:1,15.69,-,17.55,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $47.73,,,,,,,,,,,,
CBAEEA,10.45,15/02/12,1:1,37.3,-,42.18,-,-,,,,
National Aust Bank Last Sale Price $23.06,,,,,,,,,,,,
NABEEA,18.98,15/02/12,1:1,4.59,-,6.43,-,-,,,,
Telecom Corp Last Sale Price $1.50,,,,,,,,,,,,
TELEEA,1.49,15/02/12,1:1,0.021,-,0.28,-,-,,,,
Telstra Corp Last Sale Price $3.13,,,,,,,,,,,,
TLSEEA,2.16,02/10/12,1:1,1.09,-,1.27,-,-,,,,
Westpac Banking Last Sale Price $20.96,,,,,,,,,,,,
WBCEEA,4.02,15/02/12,1:1,17.15,-,19.47,-,-,,,,
Equity Installment Warrants ,,,,,,,,,,,,
Alinta Energy Grp Last Sale Price $0.05,,,,,,,,,,,,
AEJSMW,2.09,29/06/12,1:1,0.135,-,-,-,-,,,,
APN European Retail Last Sale Price $0.03,,,,,,,,,,,,
AEZSZC,0.81,30/06/17,1:1,0.135,-,0.022,-,-,,,,
Aust Foundation Last Sale Price $4.74,,,,,,,,,,,,
AFISMW,3.41,29/06/12,1:1,1.62,-,1.80,-,-,,,,
AFISZB,2.55,30/06/16,1:1,2.47,-,3.05,-,-,,,,
AGL Energy Ltd Last Sale Price $14.78,,,,,,,,,,,,
AGKIMF,6.75,17/11/10,1:1,8.31,8.32,7.28,-,-,,,,
AGKIMG,10.00,17/11/10,1:1,5.14,5.15,4.40,-,-,,,,
AGKIMC,8.50,19/05/11,1:1,7.03,7.04,-,-,-,,,,
