Warrants Market,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Report at Friday, August 30, 2013. Processed Saturday at 2013-08-31T23:15:08+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
ANZ Banking Grp Last Sale Price $29.69,
ANZWOM,,27.00,26/09/13,4:1,.725,.73,.755,,30,,
ANZVRA,,28.00,26/09/13,4:1,.50,.52,.505,,,,
ANZWON,,29.00,26/09/13,4:1,.34,.345,.35,-2,200,,
ANZWMB,,31.00,26/09/13,4:1,.054,.077,.105,,,,
ANZVMA,,29.00,24/10/13,4:1,.37,.395,.40,,,,
ANZVRD,,30.00,24/10/13,4:1,.24,.255,.28,,,,
ANZVMB,,31.00,19/12/13,4:1,.185,.21,.275,,,,
,
Arena REIT Last Sale Price $1.07,
ARFWCA,,0.50,26/09/13,1:1,.58,.585,.56,,,,
ARFWCB,,0.60,26/09/13,1:1,.485,.49,,,,,
,
BHP Billiton Last Sale Price $35.75,
BHPVRA,,32.00,26/09/13,4:1,.83,.87,.93,,,,
BHPWOD,,33.00,26/09/13,4:1,.65,.655,.795,,,,
BHPVRF,,35.00,26/09/13,4:1,.30,.325,.235,,200,,
BHPWOE,,35.00,26/09/13,4:1,.33,.335,.40,,,,
BHPWOF,,37.00,26/09/13,4:1,.13,.135,.15,+3,100,,
BHPWMB,,39.00,26/09/13,4:1,.004,.016,.016,,,,
BHPVRH,,34.00,24/10/13,4:1,.565,.595,,,,,
BHPVRG,,35.00,24/10/13,4:1,.38,.405,.48,,,,
BHPVMA,,38.00,24/10/13,4:1,.12,.145,.125,-7,1650,,
BHPVMB,,39.00,19/12/13,4:1,.215,.24,.805,,,,
,
C'wlth Bank of Aust Last Sale Price $72.84,
CBAVRA,,67.00,26/09/13,4:1,1.55,1.61,,,,,
CBAWON,,72.00,26/09/13,5:1,.53,.535,.84,,,,
CBAWMB,,74.00,26/09/13,4:1,.30,.325,.28,+1,395,,
CBAWOM,,76.00,26/09/13,5:1,.20,.205,.185,-1.5,100,,
CBAVRD,,74.00,24/10/13,4:1,.46,.49,.50,,,,
CBAVMA,,75.00,24/10/13,4:1,.385,.41,.36,,30,,
CBAVMB,,76.00,19/12/13,4:1,.59,.615,,,,,
,
Fortescue Metals Grp Last Sale Price $4.33,
FMGVRB,,3.00,26/09/13,2:1,.605,.625,,,,,
FMGWOM,,3.50,26/09/13,3:1,.285,.29,.195,,,,
FMGWON,,4.00,26/09/13,3:1,.165,.17,.19,-2,150,,
FMGVRC,,4.00,24/10/13,2:1,.225,.24,.245,,,,
,
Fonterra S/H Fund Last Sale Price $6.09,
FSFWCA,,3.00,27/02/14,1:1,3.01,3.07,,,,,
,
Iluka Res Last Sale Price $10.75,
ILUVRA,,10.00,26/09/13,3:1,.33,.35,,,,,
,
Macquarie Grp Last Sale Price $43.86,
MQGVRB,,42.00,26/09/13,4:1,.73,.75,.73,-7.5,50,,
MQGWON,,44.00,26/09/13,4:1,.48,.485,.49,-22,2171,,
MQGWOM,,47.00,26/09/13,4:1,.21,.215,.17,-17,702,,
,
National Aust Bank Last Sale Price $32.45,
NABWOM,,28.50,26/09/13,4:1,1.005,1.01,1.00,,,,
NABVRA,,29.00,26/09/13,4:1,.875,.915,,,,,
NABWON,,30.50,26/09/13,4:1,.57,.575,.55,,,,
NABWMB,,33.00,26/09/13,4:1,.115,.14,.11,+4.3,1000,,
NABVRD,,31.00,24/10/13,4:1,.535,.565,,,,,
NABVMA,,32.00,24/10/13,4:1,.34,.365,,,,,
NABVMB,,32.00,19/12/13,4:1,.35,.375,.395,+10,25,,
,
Newcrest Min Last Sale Price $13.26,
NCMWOM,,13.00,26/09/13,4:1,.28,.285,.29,+4.5,850,,
NCMWON,,16.00,26/09/13,4:1,.057,,.12,+5,1408,,
NCMWMB,,25.00,26/09/13,4:1,.001,,.005,,,,
NCMVRC,,12.00,24/10/13,4:1,.44,,.555,+15,60,,
NCMVMA,,13.00,24/10/13,4:1,.325,.35,.42,+14.5,120,,
NCMVRB,,14.00,24/10/13,4:1,.20,.215,.24,+5.5,2070,,
NCMVMB,,13.00,19/12/13,4:1,.45,.475,.54,+10,30,,
,
QBE Insurance Grp Last Sale Price $15.20,
QBEWON,,16.50,26/09/13,4:1,.069,.074,.125,,,,
QBEWOM,,17.50,26/09/13,4:1,.032,.037,.155,,,,
,
Rio Tinto Last Sale Price $58.30,
RIOVRB,,53.00,26/09/13,6:1,.98,1.02,1.07,,20,,
RIOVRC,,56.00,26/09/13,6:1,.60,.63,.64,-7.5,220,,
RIOWON,,57.00,26/09/13,6:1,.565,.57,.805,,,,
RIOWOM,,61.00,26/09/13,6:1,.245,.25,.275,-69.5,70,,
RIOWMB,,66.00,26/09/13,4:1,.02,.03,.13,,,,
RIOVRH,,57.00,24/10/13,6:1,.625,.655,.67,-9,40,,
RIOVRI,,60.00,24/10/13,6:1,.37,.395,.70,,,,
RIOVMA,,63.00,24/10/13,4:1,.265,.29,,,,,
RIOVMB,,65.00,19/12/13,4:1,.43,.455,,,,,
,
Telstra Corp Last Sale Price $4.90,
TLSWON,,5.00,26/09/13,2:1,.057,.062,.045,-1.8,3190,,
TLSWMB,,5.20,26/09/13,2:1,.001,,.10,,,,
TLSWOM,,5.25,26/09/13,2:1,.027,.032,,,,,
TLSVMA,,5.25,24/10/13,2:1,.009,,,,,,
TLSVMB,,5.10,19/12/13,2:1,.063,.086,.072,-.6,400,,
,
Unilife Corp Last Sale Price $0.63,
UNSWCA,,0.30,19/12/13,1:1,.375,.40,.40,,650,,
,
Virtus Health Last Sale Price $7.45,
VRTWCA,,3.00,26/09/13,1:1,4.43,4.49,3.91,,,,
VRTWCB,,4.00,26/09/13,1:1,3.44,3.50,,,,,
VRTWCC,,6.00,26/09/13,1:1,1.445,1.50,,,,,
,
Westpac Banking Last Sale Price $31.39,
WBCVRA,,28.00,26/09/13,4:1,.87,.90,,,,,
WBCWON,,30.00,26/09/13,4:1,.475,.48,.505,-5.5,482,,
WBCWOM,,32.00,26/09/13,4:1,.19,.195,.56,,,,
WBCWMB,,32.90,26/09/13,4:1,.061,.084,.088,,,,
WBCVRE,,30.00,24/10/13,4:1,.535,.56,,,,,
WBCVMA,,33.00,24/10/13,4:1,.13,.155,,,,,
WBCVMB,,34.00,19/12/13,4:1,.125,.15,,,,,
,
Wesfarmers Last Sale Price $40.66,
WESWOM,,39.00,26/09/13,4:1,.615,.62,,,,,
WESWON,,42.00,26/09/13,4:1,.22,.225,.26,,,,
,
Woodside Petroleum Last Sale Price $38.18,
WPLVRB,,35.00,26/09/13,4:1,.905,.875,,,,,
WPLWOM,,36.00,26/09/13,5:1,.60,.605,.42,,,,
WPLWON,,39.00,26/09/13,5:1,.235,.24,.19,-14.5,500,,
WPLVRC,,39.00,24/10/13,4:1,.355,.34,,,,,
,
Equity Put Warrants,
ANZ Banking Grp Last Sale Price $29.69,
ANZWOR,,26.50,26/09/13,4:1,.042,.047,.315,,,,
ANZVRR,,27.00,26/09/13,4:1,.053,.052,,,,,
ANZWMQ,,27.00,26/09/13,4:1,.024,.047,.24,,,,
ANZWOS,,28.50,26/09/13,4:1,.135,.14,.079,,,,
ANZVRS,,28.00,24/10/13,4:1,.14,.145,,,,,
ANZVMP,,29.00,24/10/13,4:1,.195,.22,,,,,
ANZVMQ,,28.00,19/12/13,4:1,.28,.305,.31,,33,,
,
BHP Billiton Last Sale Price $35.75,
BHPWMQ,,29.00,26/09/13,4:1,.001,,.092,,,,
BHPWRP,,29.00,26/09/13,4:1,.004,,.054,,,,
BHPWOY,,29.50,26/09/13,4:1,.034,.039,.495,,,,
BHPVRX,,31.00,26/09/13,4:1,.053,.05,,,,,
BHPWOX,,31.50,26/09/13,4:1,.075,.08,.087,,,,
BHPWOV,,33.50,26/09/13,4:1,.18,.185,.185,-3.5,100,,
BHPVRR,,33.00,24/10/13,4:1,.21,.21,,,,,
BHPVRS,,34.00,24/10/13,4:1,.29,.285,.325,,40,,
BHPVMP,,36.00,24/10/13,4:1,.475,.50,.43,,,,
BHPVMQ,,35.00,19/12/13,4:1,.515,.54,,,,,
,
C'wlth Bank of Aust Last Sale Price $72.84,
CBAWOR,,64.00,26/09/13,5:1,.044,.049,.046,-10.9,419,,
CBAVRT,,65.00,26/09/13,4:1,.01,,.035,,,,
CBAWOS,,70.00,26/09/13,5:1,.235,.24,.395,,,,
CBAWMQ,,73.00,26/09/13,4:1,.45,.475,.465,-14.5,400,,
CBAVRU,,70.00,24/10/13,4:1,.395,.385,,,,,
CBAVMP,,73.00,24/10/13,4:1,.63,.655,.64,+21.5,364,,
CBAVMQ,,72.00,19/12/13,4:1,.77,.795,.90,,60,,
,
Fortescue Metals Grp Last Sale Price $4.33,
FMGVRT,,2.75,26/09/13,2:1,.001,,.032,,,,
FMGWOS,,3.00,26/09/13,3:1,.019,.024,.068,,,,
FMGWOR,,3.50,26/09/13,3:1,.036,.041,.048,-1.5,300,,
FMGVRU,,3.50,24/10/13,2:1,.035,.035,.045,-1.2,500,,
,
Iluka Res Last Sale Price $10.75,
ILUVRS,,9.00,26/09/13,3:1,.026,.03,,,,,
,
Macquarie Grp Last Sale Price $43.86,
MQGVRS,,40.00,26/09/13,4:1,.145,.145,,,,,
MQGWOR,,40.00,26/09/13,4:1,.165,.17,.185,,,,
MQGWOS,,43.00,26/09/13,4:1,.40,.405,,,,,
,
National Aust Bank Last Sale Price $32.45,
NABWOS,,26.50,26/09/13,4:1,.019,.024,.15,,,,
NABVRU,,28.00,26/09/13,4:1,.023,.03,,,,,
NABWOR,,28.50,26/09/13,4:1,.036,.041,.054,,,,
