Warrant Market - Weekly,,,,,,,,,,,,
XAO 4597.2 at 16:47 27/11/2009  Report at 19:05 Friday 27/11/2009. Processed 20:30 Sunday 29/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Weekly Volume,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $5.92,,,,,,,,,,,,
AMPWOF,6.25,17/12/09,3:1,0.03,2.01,0.115,0.5,700,,,,
AMPWOE,6.75,17/12/09,3:1,0.001,-,0.044,0.7,1000,,,,
AMPWOA,6.00,25/02/10,3:1,0.001,1.005,0.12,-9.5,1500,,,,
AMPWOB,6.75,25/02/10,3:1,0.001,2.01,0.051,-5.4,5343,,,,
ANZ Banking Grp Last Sale Price $21.19,,,,,,,,,,,,
ANZWOG,17.00,17/12/09,4:1,0.06,2.06,1.50,-,-,,,,
ANZWOI,21.00,17/12/09,4:1,0.175,0.205,0.205,-11,1870,,,,
ANZWOH,23.00,17/12/09,4:1,0.001,1.005,0.029,-4.3,7592,,,,
ANZWZE,24.00,17/12/09,4:1,0.021,0.04,0.41,-,-
ANZWZF,26.00,17/12/09,4:1,0.002,0.04,-,-,-
ANZWZG,27.00,28/01/10,4:1,0.031,0.04,-,-,-
ANZWZH,22.00,25/02/10,4:1,0.395,0.42,-,-,-
ANZWOK,24.50,25/02/10,4:1,0.001,1.005,0.12,-4.5,1327
ANZWOL,26.50,25/02/10,4:1,0.001,1.005,0.054,-9.1,936
ANZWOJ,28.50,25/02/10,4:1,0.001,1.005,0.038,-,-
ANZVMA,22.00,25/03/10,3:1,0.56,0.565,0.565,-11.5,870
ANZVMB,24.00,25/03/10,3:1,0.305,0.31,-,-,-
ANZVME,26.00,29/04/10,3:1,0.225,0.23,0.315,2.5,191
ASX Ltd Last Sale Price $32.70,,,,,,,,
ASXVMA,33.00,25/03/10,4:1,0.63,0.635,0.68,-,200
ASXVMB,35.00,25/03/10,4:1,0.415,0.42,-,-,-
ASXVME,37.00,29/04/10,4:1,0.345,0.35,-,-,-
BHP Billiton Ltd Last Sale Price $40.39,,,,,,,,
BHPVZN,34.00,17/12/09,4:1,1.625,1.655,-,-,-
BHPWON,35.00,17/12/09,4:1,0.001,4.01,1.41,-12.5,450
BHPVZM,36.00,17/12/09,4:1,1.175,1.205,-,-,-
BHPWOO,37.50,17/12/09,4:1,0.001,2.01,0.84,4.5,1448
BHPVOA,40.00,17/12/09,4:1,0.001,1.005,0.38,2,3716
BHPVOB,42.50,17/12/09,4:1,0.001,1.005,0.10,-9,8400
BHPWZA,40.00,28/01/10,4:1,0.895,0.925,0.895,-,50
BHPVZO,44.00,28/01/10,4:1,0.5,0.525,-,-,-
BHPWOC,37.00,25/02/10,4:1,0.755,1.755,1.065,-,-
BHPWOD,39.00,25/02/10,4:1,0.39,1.39,0.87,-9.5,145
BHPWOE,41.00,25/02/10,4:1,0.13,1.13,0.685,-,300
BHPWOF,43.00,25/02/10,4:1,0.001,1.005,0.50,-5,400
BHPVOC,45.00,25/02/10,4:1,0.001,1.005,0.30,1,803
BHPWZB,46.00,25/02/10,4:1,0.525,0.55,-,-,-
BHPVMA,37.00,25/03/10,4:1,1.43,1.445,-,-,-
BHPVMB,39.00,25/03/10,4:1,1.125,1.14,-,-,-
BHPVME,41.00,29/04/10,4:1,1.045,1.055,1.065,-,70
BlueScope Steel Last Sale Price $2.69,,,,,,,,
BSLWOE,3.00,17/12/09,2:1,0.001,1.005,0.021,-2.4,3600
BSLWOF,3.50,17/12/09,2:1,0.001,0.002,0.028,-,-
BSLVMA,3.25,25/03/10,2:1,0.065,0.068,0.06,-,1000
C'wlth Bank  of Aust  Last Sale Price $50.60,,,,,,,,
CBAVZH,46.00,17/12/09,5:1,1,1.03,-,-,-
CBAWOH,47.50,17/12/09,5:1,0.001,4.01,0.725,-43,26
CBAWOI,50.00,17/12/09,5:1,0.001,4.01,0.34,-33,4431
CBAVZI,52.00,17/12/09,5:1,0.255,0.28,0.74,-,-
CBAWOG,53.00,17/12/09,5:1,0.001,2.01,0.24,-8,2764
CBAVZJ,50.00,28/01/10,5:1,0.745,0.775,-,-,-
CBAWOL,51.00,25/02/10,5:1,0.08,0.6,0.555,-25,4330
CBAWOJ,54.00,25/02/10,5:1,0.001,0.34,0.30,-17,1490
CBAVZK,55.00,25/02/10,5:1,0.51,0.535,-,-,-
CBAWOK,57.00,25/02/10,5:1,0.001,0.27,0.19,-141,300
CBAVMA,53.00,25/03/10,5:1,0.65,0.665,0.67,-,110
CBAVMB,55.00,25/03/10,5:1,0.495,0.505,-,-,-
CBAVME,57.00,29/04/10,5:1,0.465,0.475,0.50,-,100
Computershare Ltd Last Sale Price $10.34,,,,,,,,
CPUVMA,11.00,25/03/10,2:1,0.35,0.355,-,-,-
CSL Ltd Last Sale Price $31.00,,,,,,,,
CSLWZA,36.00,17/12/09,4:1,0.001,0.04,0.012,-,-
CSLWZB,32.00,28/01/10,4:1,0.285,0.31,0.53,-,-
CSLVMA,33.00,25/03/10,4:1,0.345,0.355,0.395,-,200
Fortescue Metals Grp Last Sale Price $4.01,,,,,,,,
FMGVMA,4.50,25/03/10,3:1,0.14,0.145,-,-,-
Insurance Aust Grp Last Sale Price $3.77,,,,,,,,
IAGVMA,4.00,25/03/10,3:1,0.092,0.097,0.125,-,-
Incitec Pivot Last Sale Price $2.81,,,,,,,,
IPLVMA,3.00,25/03/10,2:1,0.14,0.145,-,-,-
Lihir Gold Ltd Last Sale Price $3.57,,,,,,,,
LGLWOB,3.25,17/12/09,2:1,0.001,1.005,0.185,-,-
LGLWOA,3.50,17/12/09,2:1,0.001,1.005,0.395,-,-
