Warrant Market - Weekly,,,,,,,,,,,,
XAO 4439.4 at 16:38 25/6/2010  Report at 19:06 Friday 25/6/2010. Processed 21:05 Sunday 27/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Weekly Volume,,,,
WBCUMI,26.00,23/09/10,4:1,0.093,0.098,0.26,4.5,100,,,,
WBCWOI,26.00,23/09/10,4:1,0.089,0.094,0.09,-11,350,,,,
WBCWOJ,28.00,23/09/10,4:1,0.041,0.046,0.12,-,-,,,,
WBCWMH,29.00,23/09/10,4:1,0.022,-,0.058,-1.7,990,,,,
WBCWMI,31.00,23/09/10,4:1,0.005,-,0.18,-,-,,,,
Wesfarmers Ltd Last Sale Price $29.10,,,,,,,,,,,,
WESWOC,30.00,26/08/10,5:1,0.205,0.21,-,-,-,,,,
WESWOA,32.00,26/08/10,5:1,0.095,0.1,0.115,-,-,,,,
WESUMB,28.00,23/09/10,4:1,0.605,0.61,0.62,-,-,,,,
WESUMC,31.00,23/09/10,4:1,0.27,0.275,0.345,7.5,227,,,,
WorleyParsons Ltd Last Sale Price $21.80,,,,,,,,,,,,
WORUMB,26.00,23/09/10,4:1,0.11,0.115,0.18,-,-,,,,
Woolworths Ltd Last Sale Price $27.40,,,,,,,,,,,,
WOWWOB,28.50,26/08/10,4:1,0.155,0.19,0.18,-,550,,,,
WOWUMC,27.00,23/09/10,4:1,0.365,0.37,0.455,6,100,,,,
WOWUMD,30.00,23/09/10,4:1,0.073,0.076,-,-,-,,,,
Woodside Pet Last Sale Price $43.28,,,,,,,,,,,,
WPLVZE,48.00,28/07/10,5:1,0.15,0.175,-,-,-,,,,
WPLWOA,46.00,26/08/10,5:1,0.225,0.23,0.34,-11,380,,,,
WPLWOB,50.00,26/08/10,5:1,0.083,0.088,-,-,-,,,,
WPLUMC,44.00,23/09/10,4:1,0.685,0.69,0.685,-29.5,40,,,,
WPLWMH,45.00,23/09/10,4:1,0.53,0.535,0.495,-,-,,,,
Equity Put Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $5.43,,,,,,,,,,,,
AMPWOP,5.75,23/09/10,3:1,0.205,0.21,-,-,-,,,,
AMPWOQ,6.25,23/09/10,3:1,0.33,0.335,0.335,-,1500,,,,
ANZ Banking Grp Last Sale Price $22.47,,,,,,,,,,,,
ANZVZS,22.00,28/07/10,4:1,0.2,0.21,0.20,-,600,,,,
ANZWOV,20.50,23/09/10,4:1,0.2,0.205,0.165,-2,54,,,,
ANZWMV,22.00,23/09/10,4:1,0.335,0.34,-,-,-,,,,
ANZWOW,22.00,23/09/10,4:1,0.315,0.32,0.25,-6,470,,,,
ANZWOX,24.00,23/09/10,4:1,0.55,0.555,0.56,-,850,,,,
ASX Ltd Last Sale Price $29.70,,,,,,,,,,,,
ASXUMP,32.00,23/09/10,4:1,0.86,0.865,0.815,-,-,,,,
BHP Billiton Ltd Last Sale Price $38.80,,,,,,,,,,,,
BHPVZS,37.00,28/07/10,4:1,0.285,0.31,0.27,-,1225,,,,
BHPWOR,30.00,26/08/10,4:1,0.057,0.062,0.046,-2.4,750,,,,
BHPWOT,33.00,26/08/10,4:1,0.135,0.14,0.30,-,-,,,,
BHPWOU,36.00,26/08/10,4:1,0.305,0.31,0.28,-27.5,4000,,,,
BHPVOR,39.00,26/08/10,4:1,0.57,0.575,0.59,3,3623,,,,
BHPVOS,40.50,26/08/10,4:1,0.765,0.77,0.66,-,500,,,,
BHPVOT,42.00,26/08/10,4:1,1.015,1.02,-,-,-,,,,
BHPUMU,34.00,23/09/10,4:1,0.3,0.305,0.295,-21.5,137,,,,
BHPUMW,36.00,23/09/10,4:1,0.395,0.4,0.33,-20,16,,,,
BHPUMV,38.00,23/09/10,4:1,0.64,0.645,0.535,-10,100,,,,
BHPWMV,40.00,23/09/10,4:1,0.83,0.835,0.785,-94,1160,,,,
BlueScope Steel Last Sale Price $2.21,,,,,,,,,,,,
BSLWOQ,2.75,26/08/10,2:1,0.28,0.285,-,-,-,,,,
BSLUMP,2.00,28/10/10,1:1,0.165,0.17,-,-,-,,,,
Brambles Ltd Last Sale Price $5.77,,,,,,,,,,,,
BXBWOQ,7.00,26/08/10,3:1,0.415,0.42,0.41,1.5,2240,,,,
C'wlth Bank  of Aust  Last Sale Price $50.00,,,,,,,,,,,,
CBAVZU,50.00,28/07/10,5:1,0.44,0.465,0.385,-,440,,,,
CBAUMU,45.00,23/09/10,4:1,0.43,0.435,1.23,-,-,,,,
CBAWOV,48.00,23/09/10,5:1,0.6,0.605,0.545,10.5,720,,,,
CBAUMV,50.00,23/09/10,4:1,0.985,0.99,0.78,-69,32,,,,
CBAWOW,51.50,23/09/10,5:1,0.925,0.93,0.92,18.5,150,,,,
CBAUMW,52.00,23/09/10,4:1,1.28,1.285,-,-,-,,,,
CBAWOX,54.00,23/09/10,5:1,1.225,1.23,1.28,-,-,,,,
CBAWMV,55.00,23/09/10,4:1,1.81,1.815,2.75,-,-,,,,
Computershare Ltd Last Sale Price $10.83,,,,,,,,,,,,
CPUUMP,11.50,23/09/10,1:1,1.265,1.27,-,-,-,,,,
CSL Ltd Last Sale Price $32.57,,,,,,,,,,,,
CSLUMP,34.00,23/09/10,4:1,0.71,0.715,-,-,-,,,,
Incitec Pivot Last Sale Price $2.90,,,,,,,,,,,,
IPLUMP,3.00,23/09/10,1:1,0.29,0.295,-,-,-,,,,
Macq Grp Ltd Last Sale Price $39.50,,,,,,,,,,,,
MQGVZY,44.00,28/07/10,5:1,1.03,1.055,0.835,-,200,,,,
MQGWOP,42.50,23/09/10,6:1,0.845,0.85,0.65,-,-,,,,
MQGWOS,48.00,23/09/10,6:1,1.495,1.5,1.32,32,20,,,,
National Aust Bank Last Sale Price $23.80,,,,,,,,,,,,
NABVZU,24.00,28/07/10,4:1,0.285,0.31,0.20,-,600,,,,
NABWOV,24.00,23/09/10,4:1,0.4,0.405,0.34,5,3400,,,,
NABWOW,25.50,23/09/10,4:1,0.595,0.6,0.51,7.5,560,,,,
NABWOX,27.50,23/09/10,4:1,0.955,0.965,1.115,-,-,,,,
Newcrest Min Last Sale Price $36.00,,,,,,,,,,,,
NCMVZS,32.00,28/07/10,4:1,0.1,0.125,-,-,-,,,,
NCMWOP,30.00,26/08/10,4:1,0.095,0.1,0.21,-,-,,,,
NCMWOQ,33.00,26/08/10,4:1,0.21,0.255,0.25,-7.5,1800,,,,
News Corp Last Sale Price $17.15,,,,,,,,,,,,
NWSUMQ,18.00,23/09/10,4:1,0.445,0.45,0.53,-,-,,,,
Orica Ltd Last Sale Price $25.11,,,,,,,,,,,,
ORIUMP,26.00,23/09/10,4:1,0.44,0.445,0.425,-,400,,,,
Qantas Airways Last Sale Price $2.33,,,,,,,,,,,,
QANUMP,2.75,23/09/10,1:1,0.45,0.455,0.36,-,-,,,,
QBE Insurance Grp Last Sale Price $18.35,,,,,,,,,,,,
QBEWOP,21.00,26/08/10,4:1,0.825,0.83,-,-,-,,,,
QBEUMP,20.00,23/09/10,4:1,0.635,0.64,0.69,-,-,,,,
Rio Tinto Ltd Last Sale Price $69.60,,,,,,,,,,,,
RIOVZY,68.00,28/07/10,6:1,0.525,0.55,-,-,-,,,,
RIOWOP,60.00,26/08/10,6:1,0.25,0.255,0.175,-24,100,,,,
RIOWOQ,66.00,26/08/10,6:1,0.55,0.555,0.87,-,-,,,,
RIOWOR,72.50,26/08/10,6:1,1.055,1.065,0.86,-6,713,,,,
RIOUMU,60.00,23/09/10,4:1,0.57,0.575,0.455,-65,140,,,,
RIOUMX,63.00,23/09/10,4:1,0.775,0.78,2.90,-,-,,,,
RIOUMV,65.00,23/09/10,4:1,0.935,0.94,-,-,-,,,,
RIOUMY,68.00,23/09/10,4:1,1.225,1.23,-,-,-,,,,
RIOUMW,70.00,23/09/10,4:1,1.45,1.455,-,-,-,,,,
RIOWMV,72.00,23/09/10,4:1,1.7,1.705,1.645,-8.5,190,,,,
Santos Ltd Last Sale Price $12.70,,,,,,,,,,,,
STOWOP,13.00,26/08/10,4:1,0.25,0.255,0.38,-,-,,,,
STOUMP,13.00,23/09/10,4:1,0.305,0.31,0.26,-,-,,,,
Suncorp-Metway Last Sale Price $8.14,,,,,,,,,,,,
SUNUMP,8.00,23/09/10,4:1,0.14,0.145,-,-,-,,,,
Telstra Corp Last Sale Price $3.30,,,,,,,,,,,,
TLSWOS,3.00,26/08/10,2:1,0.051,0.056,0.04,-4.7,200,,,,
TLSWMV,2.92,23/09/10,1:1,0.078,0.081,-,-,-,,,,
TLSUMP,3.15,23/09/10,1:1,0.155,0.16,-,-,-,,,,
Westpac Banking Last Sale Price $21.75,,,,,,,,,,,,
WBCVZU,22.00,28/07/10,4:1,0.28,0.305,0.205,-,460,,,,
WBCWMV,20.00,23/09/10,4:1,0.225,0.23,2.01,-,-,,,,
WBCWOV,21.00,23/09/10,4:1,0.33,0.335,0.31,-,-,,,,
WBCUMQ,22.00,23/09/10,4:1,0.405,0.41,0.415,-,300,,,,
WBCWOW,23.00,23/09/10,4:1,0.515,0.52,-,-,-,,,,
WBCUMT,24.00,23/09/10,4:1,0.68,0.685,-,-,-,,,,
WBCWOX,25.00,23/09/10,4:1,0.855,0.86,0.805,-,-,,,,
WBCUMU,26.00,23/09/10,4:1,1.065,1.07,-,-,-,,,,
Wesfarmers Ltd Last Sale Price $29.10,,,,,,,,,,,,
WESWOP,29.00,26/08/10,5:1,0.355,0.36,0.605,-,-,,,,
WESUMP,28.00,23/09/10,4:1,0.385,0.39,0.385,-10,200,,,,
Woolworths Ltd Last Sale Price $27.40,,,,,,,,,,,,
WOWWOQ,26.50,26/08/10,4:1,0.135,0.14,0.14,-19.5,250,,,,
WOWUMP,27.00,23/09/10,4:1,0.29,0.295,-,-,-,,,,
Woodside Pet Last Sale Price $43.28,,,,,,,,,,,,
WPLVZT,42.00,28/07/10,5:1,0.31,0.34,0.325,-,500,,,,
WPLWOS,44.00,26/08/10,5:1,0.525,0.53,0.42,-21,400,,,,
WPLWMV,40.00,23/09/10,4:1,0.44,0.445,-,-,-,,,,
WPLUMP,44.00,23/09/10,4:1,0.825,0.83,-,-,-,,,,
Basket Call Warrants ,,,,,,,,,,,,
Equity Endowment Warrants ,,,,,,,,,,,,
ANZ Banking Grp Last Sale Price $22.47,,,,,,,,,,,,
ANZEEA,5.63,15/02/12,1:1,16.83,-,17.55,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $50.00,,,,,,,,,,,,
CBAEEA,10.45,15/02/12,1:1,39.49,-,42.18,-,-,,,,
National Aust Bank Last Sale Price $23.80,,,,,,,,,,,,
NABEEA,18.98,15/02/12,1:1,5.49,-,6.43,-,-,,,,
Telecom Corp Last Sale Price $1.60,,,,,,,,,,,,
TELEEA,1.49,15/02/12,1:1,0.12,-,0.28,-,-,,,,
Telstra Corp Last Sale Price $3.30,,,,,,,,,,,,
TLSEEA,2.16,02/10/12,1:1,1.2,-,1.27,-,-,,,,
Westpac Banking Last Sale Price $21.75,,,,,,,,,,,,
WBCEEA,4.02,15/02/12,1:1,17.72,-,19.47,-,-,,,,
Equity Installment Warrants ,,,,,,,,,,,,
Alinta Energy Grp Last Sale Price $0.06,,,,,,,,,,,,
AEJJMG,1.49,30/06/10,1:1,0.001,-,0.006,-,-,,,,
AEJSMW,1.94,29/06/12,1:1,0.002,-,-,-,-,,,,
APN European Retail Last Sale Price $0.03,,,,,,,,,,,,
AEZSZC,0.75,30/06/17,1:1,0.013,-,0.022,-,-,,,,
Aust Foundation Last Sale Price $4.73,,,,,,,,,,,,
AFISMW,3.17,29/06/12,1:1,1.615,-,1.80,-,-,,,,
AFISZB,2.36,30/06/16,1:1,2.5,-,3.05,-,-,,,,
AGL Energy Ltd Last Sale Price $14.81,,,,,,,,,,,,
AGKSSR,7.03,30/06/10,1:1,7.82,7.83,7.86,-12,5,,,,
AGKJMG,8.33,30/06/10,1:1,6.48,-,7.00,-,-,,,,
AGKJMH,11.00,30/06/10,1:1,3.82,-,3.88,-,-,,,,
AGKIMF,6.75,17/11/10,1:1,8.35,8.41,7.28,-,-,,,,
AGKIMG,10.00,17/11/10,1:1,5.19,5.25,4.40,-,-,,,,
AGKIMC,8.50,19/05/11,1:1,7.08,7.13,-,-,-,,,,
AGKIMD,11.50,19/05/11,1:1,4.74,4.79,-,-,-,,,,
AGKIZR,7.60,03/06/11,1:1,7.97,8.02,-,-,-,,,,
AGKIZZ,7.60,03/06/11,1:1,7.97,8.02,7.49,-,-,,,,
AGKIOD,10.00,17/06/11,1:1,5.91,5.93,5.80,-5,87,,,,
AGKDZQ,8.10,02/12/11,1:1,8.04,8.09,-,-,-,,,,
AGKIOO,8.00,15/12/11,1:1,7.86,7.88,8.13,-,-,,,,
AGKSMW,9.89,29/06/12,1:1,4.98,-,5.84,-,-,,,,
AGKSMA,6.84,28/06/13,1:1,8.01,-,6.87,-,-,,,,
AGKSOC,7.40,26/06/14,1:1,8.59,8.61,8.50,-,-,,,,
AGKSMC,7.50,30/06/15,1:1,8.8,8.85,-,-,-,,,,
AGKSWB,0.18,30/06/16,1:1,14.54,-,14.43,-,-,,,,
AGKSZB,3.15,30/06/16,1:1,11.64,-,12.15,-,-,,,,
AGKSZC,7.31,30/06/17,1:1,8.05,-,8.05,-,-,,,,
AGKSMY,10.54,30/06/17,1:1,4.57,-,5.68,-,-,,,,
AGKSZX,8.20,04/02/19,1:1,6.58,6.63,6.30,-,-,,,,
Auckland Airport Last Sale Price $1.59,,,,,,,,,,,,
AIASMV,1.01,30/06/11,1:1,0.555,-,1.37,-,-,,,,
Asciano Grp Last Sale Price $1.68,,,,,,,,,,,,
AIOJMG,1.00,30/06/10,1:1,0.66,-,0.765,-,-,,,,
AIOJMH,1.30,30/06/10,1:1,0.365,-,0.445,-,-,,,,
AIOIOO,1.00,15/12/11,1:1,0.905,0.925,0.925,2,30,,,,
AIOSOA,6.66,28/06/12,1:1,0.275,0.295,0.28,-,-,,,,
AIOSMW,4.95,29/06/12,1:1,0.048,-,0.055,-,-,,,,
AIOSOB,2.38,27/06/13,1:1,0.805,0.825,0.785,-,-,,,,
AIOSMA,3.36,28/06/13,1:1,0.135,-,0.21,-,-,,,,
AIOSSA,5.39,30/06/14,1:1,0.55,-,0.745,-,-,,,,
AIOSSB,3.02,30/06/15,1:1,0.72,-,0.98,-,-,,,,
AIOSZC,7.72,30/06/17,1:1,1.055,-,0.965,-,-,,,,
Aristocrat Leisure Last Sale Price $3.73,,,,,,,,,,,,
ALLJMG,3.00,30/06/10,1:1,0.715,-,4.40,-,-,,,,
ALLJMH,4.25,30/06/10,1:1,0.001,-,0.84,-,-,,,,
ALLMMI,6.48,30/06/10,1:1,0.001,-,-,-,-,,,,
ALLIMF,2.50,17/11/10,1:1,1.425,1.455,2.15,-,-,,,,
ALLIMG,3.50,17/11/10,1:1,0.775,0.795,0.96,-,-,,,,
ALLIOD,2.50,17/06/11,1:1,1.63,1.65,1.845,-,-,,,,
ALLSMV,7.61,30/06/11,1:1,0.064,-,0.12,-,-,,,,
ALLIOO,3.00,15/12/11,1:1,1.505,1.525,-,-,-,,,,
ALLSOA,8.78,28/06/12,1:1,0.855,0.875,0.92,-,-,,,,
ALLSMW,10.98,29/06/12,1:1,0.135,-,0.155,-,-,,,,
ALLSMA,5.77,28/06/13,1:1,0.515,-,-,-,-,,,,
ALLSSA,8.50,30/06/14,1:1,1.005,-,1.085,-,-,,,,
ALLSZC,9.13,30/06/17,1:1,1.51,-,1.43,-,-,,,,
ALLSMY,12.28,30/06/17,1:1,0.685,-,0.93,-,-,,,,
Amcor Ltd Last Sale Price $6.47,,,,,,,,,,,,
AMCSMU,3.25,30/06/10,1:1,3.23,-,3.36,9,35,,,,
AMCIMF,4.25,17/11/10,1:1,2.45,2.48,2.01,-,-,,,,
AMCIMC,3.25,19/05/11,1:1,3.61,3.64,-,-,-,,,,
AMCIZZ,3.10,03/06/11,1:1,3.57,3.62,3.79,-,-,,,,
AMCIOO,3.25,15/12/11,1:1,3.69,3.71,-,-,-,,,,
AMCSOA,4.11,28/06/12,1:1,3.01,3.03,0.015,-,-,,,,
AMCSZA,2.40,30/06/15,1:1,4.1,-,2.64,-,-,,,,
AMP Ltd Last Sale Price $5.43,,,,,,,,,,,,
AMPSMU,1.88,30/06/10,1:1,3.54,-,3.72,-,-,,,,
AMPSSR,2.35,30/06/10,1:1,3.08,3.09,4.21,-,-,,,,
AMPJMJ,4.03,30/06/10,1:1,1.395,-,1.58,-,-,,,,
AMPJMG,5.95,30/06/10,1:1,0.001,-,1.335,-,-,,,,
AMPMMI,6.66,30/06/10,1:1,0.001,-,-,-,-,,,,
AMPJMH,7.74,30/06/10,1:1,0.001,-,0.895,-,-,,,,
AMPISM,5.58,30/07/10,1:1,0.155,-,0.725,-,-,,,,
AMPIMX,5.00,23/09/10,1:1,0.84,0.88,1.01,-,-,,,,
AMPIOK,5.00,23/09/10,1:1,0.78,0.8,1.085,-,-,,,,
AMPIMF,3.25,17/11/10,1:1,2.33,2.39,2.45,-7,15,,,,
AMPIMG,4.50,17/11/10,1:1,1.305,1.35,1.425,-6,100,,,,
AMPIOG,5.25,24/03/11,1:1,1.055,1.075,1.15,-,-,,,,
AMPISQ,3.97,31/03/11,1:1,2.06,-,2.80,-,-,,,,
AMPIMC,3.50,19/05/11,1:1,2.39,2.44,-,-,-,,,,
AMPIMD,4.75,19/05/11,1:1,1.63,1.67,-,-,-,,,,
AMPIOL,4.00,26/05/11,1:1,1.96,1.98,-,-,-,,,,
AMPIZR,3.20,03/06/11,1:1,2.57,2.62,-,-,-,,,,
AMPIZZ,3.20,03/06/11,1:1,2.57,2.62,2.77,-,-,,,,
