Warrant Market - Weekly,,,,,,,,,,,,
XAO 4721.2 at 16:47 4/12/2009  Report at 19:05 Friday 4/12/2009. Processed 21:20 Friday 4/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Weekly Volume,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.15,,,,,,,,,,,,
AMPWOF,6.25,17/12/09,3:1,0.036,0.041,0.056,-5.9,2000,,,,
AMPWOE,6.75,17/12/09,3:1,0.005,-,0.044,-,-,,,,
AMPWOA,6.00,25/02/10,3:1,0.145,0.15,0.155,3.5,280,,,,
AMPWOB,6.75,25/02/10,3:1,0.055,0.06,0.063,1.2,3843,,,,
ANZ Banking Grp Last Sale Price $21.98,,,,,,,,,,,,
ANZWOG,17.00,17/12/09,4:1,1.235,1.245,1.50,-,-,,,,
ANZWOI,21.00,17/12/09,4:1,0.275,0.28,0.285,8,1013,,,,
ANZWOH,23.00,17/12/09,4:1,0.031,0.036,0.035,0.6,1290,,,,
ANZWZF,23.00,17/12/09,4:1,0.072,0.086,-,-,-
ANZWZE,24.00,17/12/09,4:1,0.025,0.04,0.41,-,-
ANZWZG,25.00,28/01/10,4:1,0.1,0.13,-,-,-
ANZWZH,22.00,25/02/10,4:1,0.43,0.455,0.505,-,200
ANZWOK,24.50,25/02/10,4:1,0.135,0.14,0.14,2,11222
ANZWOL,26.50,25/02/10,4:1,0.056,0.061,0.075,2.1,1443
ANZWOJ,28.50,25/02/10,4:1,0.027,0.032,0.034,-0.4,250
ANZVMA,22.00,25/03/10,3:1,0.68,0.69,0.67,10.5,870
ANZVMB,24.00,25/03/10,3:1,0.385,0.41,0.42,-,70
ANZVME,26.00,29/04/10,3:1,0.285,0.305,0.315,-,-
ASX Ltd Last Sale Price $33.10,,,,,,,,
ASXVMA,33.00,25/03/10,4:1,0.66,0.665,0.685,0.5,250
ASXVMB,35.00,25/03/10,4:1,0.435,0.44,-,-,-
ASXVME,37.00,29/04/10,4:1,0.36,0.365,-,-,-
BHP Billiton Ltd Last Sale Price $41.40,,,,,,,,
BHPWON,35.00,17/12/09,4:1,1.56,1.58,1.84,43,250
BHPWOO,37.50,17/12/09,4:1,0.91,1.01,1.105,26.5,229
BHPVOA,40.00,17/12/09,4:1,0.385,0.465,0.48,10,1195
