Warrants Market,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Report at Friday, September 13, 2013. Processed Saturday at 2013-09-14T23:15:08+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
ANZ Banking Grp Last Sale Price $30.27,
ANZWOM,,27.00,26/09/13,4:1,.85,.855,.755,,,,
ANZVRA,,28.00,26/09/13,4:1,.63,.635,.505,,,,
ANZWON,,29.00,26/09/13,4:1,.395,.40,.44,+2,280,,
ANZWMB,,31.00,26/09/13,4:1,.046,.069,.076,,,,
ANZVMA,,30.00,24/10/13,4:1,.275,.30,.40,,,,
ANZVRD,,30.00,24/10/13,4:1,.27,.28,.28,,,,
ANZVRE,,30.00,28/11/13,4:1,.445,.455,,,,,
ANZVMB,,31.00,19/12/13,4:1,.20,.225,.195,+1.5,400,,
,
Arena REIT Last Sale Price $1.11,
ARFWCA,,0.50,26/09/13,1:1,.61,,.61,+5,1500,,
ARFWCB,,0.60,26/09/13,1:1,.525,.54,,,,,
,
BHP Billiton Last Sale Price $36.20,
BHPVRA,,32.00,26/09/13,4:1,1.09,1.095,1.055,-2,,,
BHPWOD,,33.00,26/09/13,4:1,.845,.85,.795,,,,
BHPVRF,,35.00,26/09/13,4:1,.455,.46,.235,,,,
BHPWOE,,35.00,26/09/13,4:1,.425,.43,.40,,,,
BHPWOF,,37.00,26/09/13,4:1,.145,.15,.14,-6,200,,
BHPWMB,,39.00,26/09/13,4:1,.001,,.016,,,,
BHPVRH,,34.00,24/10/13,4:1,.835,.84,,,,,
BHPVRG,,35.00,24/10/13,4:1,.49,.50,.51,+16,200,,
BHPVMA,,38.00,24/10/13,4:1,.15,.175,.20,-.5,100,,
BHPVRI,,37.00,28/11/13,4:1,.58,.585,,,,,
BHPVMB,,37.00,19/12/13,4:1,.455,.48,.465,,,,
,
C'wlth Bank of Aust Last Sale Price $73.82,
CBAVRA,,67.00,26/09/13,4:1,1.80,1.815,,,,,
CBAWON,,72.00,26/09/13,5:1,.545,.55,.52,,,,
CBAWMB,,74.00,26/09/13,4:1,.27,.295,.27,+6.5,150,,
CBAWOM,,76.00,26/09/13,5:1,.155,.16,.185,,,,
CBAVRD,,74.00,24/10/13,4:1,.495,.505,.54,+4,34,,
CBAVMA,,75.00,24/10/13,4:1,.405,.43,.48,+3,15,,
CBAVRE,,75.00,28/11/13,4:1,1.065,1.075,,,,,
CBAVMB,,75.00,19/12/13,4:1,.76,.785,,,,,
,
Fortescue Metals Grp Last Sale Price $4.56,
FMGVRB,,3.00,26/09/13,2:1,.78,.785,,,,,
FMGWOM,,3.50,26/09/13,3:1,.385,.39,.405,+5.5,500,,
FMGWON,,4.00,26/09/13,3:1,.23,.235,.225,,,,
FMGVRC,,4.00,24/10/13,2:1,.365,.375,.245,,,,
FMGVRA,,4.75,28/11/13,2:1,.22,.225,,,,,
,
Fonterra S/H Fund Last Sale Price $6.25,
FSFWCA,,3.00,27/02/14,1:1,3.18,3.23,,,,,
,
Macquarie Grp Last Sale Price $48.80,
