FR INV WARRANTS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Report at Thursday, April 21, 2011. Processed Saturday at 2011-04-23T23:15:11+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
Asciano Grp Last Sale Price $1.64,
AIOVMA,,1.80,23/06/11,1:1,.038,.046,.07,,,,
,
Amcor Last Sale Price $7.12,
AMCTMC,,4.50,23/06/11,1:1,2.66,2.68,2.92,,,,
,
AMP Last Sale Price $5.61,
AMPTMC,,3.50,23/06/11,1:1,2.15,2.19,,,,,
,
ANZ Banking Grp Last Sale Price $24.11,
ANZWOG,,23.00,26/05/11,4:1,.295,.30,.30,+4,1600,,
ANZVZL,,25.00,26/05/11,4:1,.031,.038,,,,,
ANZWOH,,25.00,26/05/11,4:1,.086,.091,.11,,,,
ANZWOI,,27.00,26/05/11,4:1,.019,.024,.11,,,,
ANZTMA,,17.00,23/06/11,1:1,7.10,,8.24,,,,
ANZTMC,,17.00,23/06/11,1:1,6.69,,7.93,,,,
ANZVMA,,23.00,23/06/11,4:1,.355,.365,.36,+4.5,165,,
ANZVMB,,25.00,23/06/11,4:1,.115,.125,.12,-3.5,830,,
ANZVZM,,25.00,23/06/11,4:1,.072,.08,.085,,,,
ANZVZN,,26.00,23/06/11,4:1,.04,.047,.19,,,,
ANZVMC,,27.00,23/06/11,4:1,.025,.03,.055,,,,
ANZWOJ,,23.00,28/07/11,4:1,.465,.47,.43,-4,200,,
ANZWOK,,25.00,28/07/11,4:1,.225,.23,,,,,
ANZWOL,,27.00,28/07/11,4:1,.092,.097,,,,,
,
ASX Last Sale Price $33.13,
ASXTMC,,20.50,23/06/11,1:1,12.98,13.13,,,,,
,
Alumina Last Sale Price $2.45,
AWCTMC,,1.00,23/06/11,1:1,1.46,1.48,1.46,,350,,
AWCVMA,,2.50,23/06/11,1:1,.16,.175,.165,-5.5,400,,
,
BHP Billiton Last Sale Price $47.32,
BHPWOM,,44.00,28/04/11,4:1,.87,.875,.85,-7,1090,,
BHPWON,,46.00,28/04/11,4:1,.415,.42,.53,,,,
BHPWOO,,48.00,28/04/11,4:1,.12,.125,.225,-7.5,1000,,
BHPVOA,,50.00,28/04/11,4:1,.019,.029,.02,-20,45,,
BHPVZN,,48.00,26/05/11,4:1,.30,.32,.59,,,,
BHPTMC,,25.00,23/06/11,1:1,22.67,22.86,,,,,
BHPTMD,,31.00,23/06/11,1:1,16.65,16.84,16.64,-234,5,,
BHPVMA,,38.00,23/06/11,4:1,2.47,2.52,,,,,
BHPVMB,,42.00,23/06/11,4:1,1.575,1.62,1.53,,,,
BHPWOA,,45.00,23/06/11,4:1,.995,1.00,.925,-21,125,,
BHPWOB,,47.00,23/06/11,4:1,.685,.69,.825,,,,
BHPVMC,,48.00,23/06/11,4:1,.52,.55,.525,-7.5,3390,,
BHPWOG,,49.00,23/06/11,4:1,.44,.445,.46,-4,2000,,
BHPWZA,,49.00,23/06/11,4:1,.355,.36,.41,,,,
BHPVMD,,50.00,23/06/11,4:1,.30,.325,.44,,,,
BHPWZB,,50.00,23/06/11,4:1,.25,.26,,,,,
BHPWOH,,51.00,23/06/11,4:1,.26,.265,.27,-3.5,460,,
BHPVME,,53.00,23/06/11,4:1,.12,,.20,,,,
BHPWOI,,46.00,25/08/11,4:1,1.135,1.14,,,,,
BHPWOJ,,48.00,25/08/11,4:1,.855,.86,,,,,
BHPWOK,,50.00,25/08/11,4:1,.615,.62,,,,,
BHPWOL,,52.00,25/08/11,4:1,.43,.435,,,,,
,
Boart Longyear Last Sale Price $4.68,
BLYTMC,,2.00,23/06/11,1:1,2.69,,2.61,,,,
BLYVMA,,4.50,23/06/11,1:1,.46,.485,,,,,
,
Bank of Qld Last Sale Price $9.86,
BOQTMC,,6.00,23/06/11,1:1,3.69,,,,,,
,
BlueScope Steel Last Sale Price $1.94,
BSLWOC,,2.25,28/04/11,2:1,.011,.021,,,,,
BSLWOD,,2.75,28/04/11,2:1,.01,.02,,,,,
BSLTMC,,1.50,23/06/11,1:1,.475,.485,,,,,
BSLWOE,,2.25,23/06/11,2:1,.034,.039,.059,,,,
BSLWOF,,2.75,23/06/11,2:1,.012,.017,,,,,
BSLWOG,,1.90,25/08/11,2:1,.135,.14,.14,,500,,
BSLWOH,,2.25,25/08/11,2:1,.062,.067,,,,,
,
Brambles Last Sale Price $6.98,
BXBTMC,,4.00,23/06/11,1:1,3.02,3.05,,,,,
,
C'wlth Bank of Aust Last Sale Price $53.16,
CBAWOA,,51.00,26/05/11,5:1,.62,.625,.64,,,,
CBAWOB,,54.00,26/05/11,5:1,.27,.275,.27,-2,3040,,
CBAVZK,,56.00,26/05/11,4:1,.05,.067,.049,-6.6,400,,
CBAWOC,,57.00,26/05/11,5:1,.084,.089,.205,,,,
CBATME,,34.00,23/06/11,1:1,19.49,19.57,,,,,
CBATMD,,42.00,23/06/11,1:1,11.52,11.59,,,,,
CBAVMA,,48.00,23/06/11,4:1,1.51,1.53,,,,,
CBAVMB,,51.00,23/06/11,4:1,.92,.94,,,,,
CBAVMC,,53.00,23/06/11,4:1,.60,.615,,,,,
CBAVME,,54.00,23/06/11,4:1,.465,.48,,,,,
CBAVZM,,54.00,23/06/11,4:1,.365,.39,,,,,
CBAVZL,,55.00,23/06/11,4:1,.225,.25,,,,,
CBAVMD,,56.00,23/06/11,4:1,.255,.265,,,,,
CBAWOG,,50.00,28/07/11,5:1,1.045,1.05,1.00,,100,,
CBAWOH,,53.00,28/07/11,5:1,.67,.675,,,,,
CBAWOI,,56.00,28/07/11,5:1,.395,.40,,,,,
,
Computershare Last Sale Price $8.94,
CPUTMC,,6.50,23/06/11,1:1,2.49,2.54,2.54,,12,,
,
CSL Last Sale Price $35.73,
CSLTMC,,21.50,23/06/11,1:1,14.51,14.64,,,,,
,
Equinox Minerals Last Sale Price $7.34,
EQNTMC,,3.00,23/06/11,1:1,4.38,,2.38,,,,
EQNVMA,,6.00,23/06/11,1:1,1.455,,,,,,
,
Fortescue Metals Grp Last Sale Price $6.49,
FMGWOA,,7.00,28/04/11,3:1,.016,.026,.039,,,,
FMGWOB,,8.00,28/04/11,3:1,.01,.02,,,,,
FMGVZA,,7.00,26/05/11,2:1,.054,.077,,,,,
FMGTMC,,3.50,23/06/11,1:1,3.02,3.04,3.04,,,,
FMGWOC,,6.00,23/06/11,3:1,.27,.275,.335,,,,
FMGVZC,,6.50,23/06/11,2:1,.18,.20,.125,-13,5880,,
FMGVMA,,7.00,23/06/11,1:1,.24,.25,.165,-12,2450,,
FMGVZB,,7.00,23/06/11,2:1,.084,.092,,,,,
FMGVZD,,7.00,23/06/11,2:1,.10,.11,,,,,
FMGVMB,,7.50,23/06/11,1:1,.12,.13,.13,,,,
FMGWOD,,7.50,23/06/11,3:1,.061,.066,.135,,,,
FMGWOE,,6.50,25/08/11,3:1,.255,.26,,,,,
FMGWOF,,7.50,25/08/11,3:1,.115,.12,.096,,3680,,
,
