Warrant Market - Weekly
"Report at Friday, October 30, 2015. Processed Monday at 2/11/2015 5:03:51 PM."



ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Weekly Volume,
Spotless Group Last Sale Price $2.15,
SPOKOB,1.41,31/12/29,1:1,.735,.745,.735,-,-,
SPOKOF,1.69,31/12/29,1:1,.45,.46,-,-,-,

Sirtex Medical Last Sale Price $38.05,
SRXKOA,8.62,31/12/29,1:1,29.43,29.44,26.99,-,-,
SRXKOE,18.59,31/12/29,1:1,19.47,19.48,13.50,-,-,
SRXKOG,22.92,31/12/29,1:1,15.14,15.15,13.83,+535,19,

Santos Last Sale Price $5.84,
STOKOE,2.48,31/12/29,1:1,3.36,3.37,3.81,-,-,
STOQOA,3.02,31/12/29,1:1,2.82,2.83,3.18,-12,20,
STOKOH,3.03,31/12/29,1:1,2.81,2.82,2.35,-,-,
STOKOD,3.55,31/12/29,1:1,2.29,2.30,2.43,-51,350,
STOKOI,4.05,31/12/29,1:1,1.79,1.80,1.95,-45,200,
STOKOF,4.63,31/12/29,1:1,1.21,1.22,1.39,-44.5,2853,

Super Retail Grp Last Sale Price $9.66,
SULKOA,4.96,31/12/29,1:1,4.70,4.71,3.84,-,-,
SULKOB,6.92,31/12/29,1:1,2.74,2.75,2.75,+67,21,

Suncorp Grp Last Sale Price $13.11,
SUNKOA,10.17,31/12/29,1:1,2.95,2.96,2.99,-,-,
SUNKOD,10.77,31/12/29,1:1,2.34,2.35,3.84,-,-,
SUNKOF,11.52,31/12/29,1:1,1.595,1.605,-,-,-,

Seven West Media Last Sale Price $0.68,
SWMKOA,0.20,31/12/29,1:1,.465,.475,.69,-,-,
SWMKOC,0.40,31/12/29,1:1,.265,.275,-,-,-,
SWMKOD,0.40,31/12/29,1:1,.265,.275,-,-,-,
SWMKOF,0.58,31/12/29,1:1,.081,.091,.10,-,-,

Sydney Airport Last Sale Price $6.45,
SYDKOD,4.08,31/12/29,1:1,2.37,2.38,1.63,-,-,
SYDKOE,4.67,31/12/29,1:1,1.775,1.785,1.765,-,-,
SYDKOA,5.21,31/12/29,1:1,1.24,1.25,.855,-,-,

Tabcorp Hldgs Last Sale Price $4.72,
TAHKOA,1.23,31/12/29,1:1,3.49,3.50,1.905,-,-,
TAHKOC,3.87,31/12/29,1:1,.845,.855,.845,-18.5,100,
TAHKOF,3.95,31/12/29,1:1,1.285,1.105,-,-,-,
TAHKOE,4.10,31/12/29,1:1,.61,.62,.88,+9,1168,

Transurban Grp Last Sale Price $10.44,
TCLKOD,8.77,31/12/29,1:1,1.665,1.675,1.685,+42,44,
TCLKOB,8.95,31/12/29,1:1,1.49,1.50,1.825,-,-,

Telstra Corp Last Sale Price $5.40,
TLSLOD,5.41,30/10/15,1:1,.074,.085,.15,-11,52,
TLSLOJ,4.92,31/12/15,1:1,.56,.57,.65,-,-,
TLSLOF,5.02,31/12/15,1:1,.46,.47,-,-,-,
TLSLOE,5.12,31/12/15,1:1,.36,.37,.38,-15,130,
TLSKOK,4.34,31/12/29,1:1,1.05,1.06,1.25,-,-,
TLSKOJ,4.49,31/12/29,1:1,.91,.92,1.09,-,-,
TLSKOB,4.63,31/12/29,1:1,.77,.78,.80,-5,150,
TLSKOG,4.79,31/12/29,1:1,.60,.61,.68,-,-,
TLSQOA,4.93,31/12/29,1:1,.465,.475,.475,-7.5,510,
TLSKOI,5.05,31/12/29,1:1,.35,.36,.37,-15,1100,
TLSKOH,5.11,31/12/29,1:1,.285,.295,.345,-,720,
TLSLOG,5.30,31/12/29,1:1,.175,.185,.21,-,-,

Transpacific Indust Last Sale Price $0.68,
TPIKOC,0.44,31/12/29,1:1,.23,.24,.215,-,-,
TPIKOB,0.54,31/12/29,1:1,.13,.14,.10,-,-,

TPG Telecom Last Sale Price $11.06,
TPMKOA,7.68,31/12/29,1:1,3.38,3.39,3.21,-,-,
TPMKOB,9.09,31/12/29,1:1,1.97,1.98,2.55,-,-,

The Reject Shop Last Sale Price $11.50,
TRSKOD,9.49,31/12/29,1:1,2.01,-,2.05,-,-,

Transfield Services Last Sale Price $1.00,
TSEQOA,0.63,31/12/29,1:1,.36,.37,.195,+2.5,226,
TSEKOB,0.79,31/12/29,1:1,.20,.21,.35,-,-,

Tatts Grp Last Sale Price $3.96,
TTSKOC,2.14,31/12/29,1:1,1.81,1.82,.325,-,-,
TTSKOD,2.90,31/12/29,1:1,1.06,1.07,.83,-,-,
TTSKOB,3.04,31/12/29,1:1,.91,.92,.525,-,-,

Treasury Wine Last Sale Price $7.08,
TWEKOE,5.45,31/12/29,1:1,.595,.605,.99,-,-,
TWEKOF,5.82,31/12/29,1:1,1.25,1.26,1.385,-,-,

UGL Last Sale Price $2.28,
UGLKOD,1.73,31/12/29,1:1,1.145,1.25,1.25,-.5,40,
UGLKOC,2.03,31/12/29,1:1,.195,-,-,-,-,

Virtus Health Last Sale Price $6.31,
VRTKOD,3.07,31/12/29,1:1,3.23,3.24,2.22,-,-,
VRTKOE,4.27,31/12/29,1:1,2.04,2.05,-,-,-,
VRTKOB,4.82,31/12/29,1:1,1.485,1.495,1.67,-,-,

Westpac Banking Last Sale Price $31.38,
WBCXOD,27.79,17/12/15,2:1,2.09,2.10,1.865,-,-,
WBCXOC,30.00,17/12/15,2:1,.97,.98,1.38,-,-,
WBCLOJ,27.22,31/12/15,1:1,4.72,4.73,-,-,-,
WBCLOG,29.23,31/12/15,1:1,2.71,2.72,1.95,-,-,
WBCLOI,29.78,31/12/15,1:1,2.16,2.17,-,-,-,
WBCLOA,31.28,31/12/15,1:1,.545,.57,-,-,-,
WBCQOB,23.12,31/12/29,1:1,8.27,8.28,-,-,-,
WBCQOA,23.59,31/12/29,1:1,7.80,7.81,-,-,-,
WBCKOO,24.07,31/12/29,1:1,7.32,7.33,-,-,-,
WBCKON,24.55,31/12/29,1:1,6.84,6.85,-,-,-,
WBCKOM,25.02,31/12/29,1:1,6.37,6.38,-,-,-,
WBCKOK,25.50,31/12/29,1:1,5.89,5.90,-,-,-,
WBCKOL,26.24,31/12/29,1:1,5.15,5.16,5.18,-28,169,
WBCQOF,26.99,31/12/29,1:1,4.40,4.41,4.89,+13,20,
WBCMOA,27.39,31/12/29,1:1,4.00,4.01,3.59,-,-,
WBCMOB,28.17,31/12/29,1:1,3.22,3.23,3.58,-,-,
WBCLOC,28.21,31/12/29,1:1,3.73,3.74,4.35,+23,35,
WBCMOC,28.54,31/12/29,1:1,2.85,2.86,3.13,-,-,
WBCKOA,29.16,31/12/29,1:1,2.24,2.25,3.00,+50,40,
WBCKOG,29.79,31/12/29,1:1,1.465,1.49,5.69,-,-,
WBCLOE,30.35,31/12/29,1:1,1.59,1.60,1.69,+52,265,

Wesfarmers Last Sale Price $39.41,
WESQOA,36.17,02/11/15,1:1,-,4.67,3.63,-,5,
WESKOG,36.62,02/11/15,1:1,3.59,-,3.59,-236,20,
WESKOB,34.10,31/12/29,1:1,-,-,4.40,-,-,
WESKOE,34.58,31/12/29,1:1,4.84,4.85,4.93,-100,248,
WESQOB,34.98,31/12/29,1:1,4.45,4.46,6.77,-,-,
WESKOC,35.72,31/12/29,1:1,3.70,3.71,6.06,-,-,
WESLOH,36.51,31/12/29,1:1,-,-,3.06,-,-,
WESLOC,37.29,31/12/29,1:1,2.93,2.94,5.06,-,-,
WESLOB,37.79,31/12/29,1:1,2.43,2.44,3.40,-,-,
WESLOA,38.29,31/12/29,1:1,1.93,1.94,1.87,-20,10,
WESLOD,39.05,31/12/29,1:1,1.17,1.18,1.27,-225,131,

Westfield Corp Last Sale Price $10.25,
WFDKOE,8.00,31/12/29,1:1,2.25,2.26,1.81,-,-,
WFDKOD,8.37,31/12/29,1:1,1.88,1.89,1.45,-,-,
WFDKOB,8.78,31/12/29,1:1,1.47,1.48,1.975,-,-,
WFDKOA,9.07,31/12/29,1:1,1.175,1.185,.97,-,-,

Whitehaven Coal Last Sale Price $1.02,
WHCQOA,0.17,31/12/29,1:1,.84,.85,-,-,-,
WHCKOC,0.45,31/12/29,1:1,.565,.575,.275,-,-,
WHCKOD,0.61,31/12/29,1:1,.405,.415,-,-,-,
WHCKOA,0.81,31/12/29,1:1,.205,.215,.20,-,-,
WHCKOB,0.91,31/12/29,1:1,.10,.11,-,-,-,

WorleyParsons Last Sale Price $6.52,
WORQOB,4.50,31/12/29,1:1,-,-,.775,-138.5,120,
WORKOC,5.06,31/12/29,1:1,1.455,1.465,1.155,+14.5,25,
WORKOB,5.51,31/12/29,1:1,1.005,1.015,1.135,-,-,

Woolworths Last Sale Price $24.11,
WOWKOE,24.36,02/11/15,1:1,.735,-,.735,-264.5,120,
WOWKOJ,21.04,31/12/29,1:1,3.08,3.09,3.09,-269,331,
WOWKOD,21.72,31/12/29,1:1,2.40,2.41,2.39,-293,518,
WOWKOI,22.19,31/12/29,1:1,-,-,2.71,-,-,

Woodside Petroleum Last Sale Price $29.61,
WPLLOB,29.29,29/10/15,1:1,-,-,2.24,-68,225,
WPLKOL,26.81,02/11/15,1:1,2.65,-,2.65,-,124,
WPLXOC,34.00,17/12/15,4:1,-,-,-,-,-,
WPLKOB,22.14,31/12/29,1:1,7.48,7.49,4.24,-,-,
WPLQOF,22.93,31/12/29,1:1,6.69,6.70,5.45,-,-,
WPLKOO,23.57,31/12/29,1:1,6.05,6.06,-,-,-,
WPLKON,24.02,31/12/29,1:1,5.60,5.61,-,-,-,
WPLKOH,24.78,31/12/29,1:1,4.84,4.85,4.82,-118,84,
WPLKOM,25.39,31/12/29,1:1,4.23,4.24,5.27,-,-,
WPLKOD,26.30,31/12/29,1:1,3.32,3.33,3.45,-148,277,
WPLLOE,26.86,31/12/29,1:1,3.86,3.87,1.69,-,-,
WPLLOC,28.22,31/12/29,1:1,2.50,2.51,2.32,-109,149,
WPLLOA,28.72,31/12/29,1:1,2.00,2.01,1.97,-116,365,
WPLLOD,29.31,31/12/29,1:1,3.20,3.21,2.07,-,-,

Westfield Retail Tr Last Sale Price $3.28,
WRTKOB,2.55,31/12/29,1:1,-,-,.87,-,-,
WRTKOA,2.78,31/12/29,1:1,-,-,.655,-,-,

Western Areas Last Sale Price $2.39,
WSAKOA,1.87,31/12/29,1:1,.515,.525,.535,+27.5,253,
WSAQOA,2.13,31/12/29,1:1,.255,.265,.495,+18,91,

Crude Oil (Nymex) futures,
ZCLKOD,19.58,31/12/29,.10:1,3.70,3.72,3.69,+9,50,
ZCLKOC,22.86,31/12/29,.10:1,3.23,3.25,3.39,-,-,
ZCLKOB,29.14,31/12/29,.10:1,2.35,2.37,-,-,-,
ZCLKOG,31.92,31/12/29,.10:1,1.955,1.975,1.99,-19,32,
ZCLKOI,36.07,31/12/29,.10:1,1.37,1.39,1.35,+3.5,122,
ZCLKOE,40.72,31/12/29,.10:1,.715,.735,.725,-,-,

Comex Gold Futures,
ZGCKOH,862.69,31/12/29,.01:1,4.02,4.03,4.03,-,-,
ZGCKOC,932.91,31/12/29,.01:1,3.03,3.04,3.04,-30,50,
ZGCKOF,968.96,31/12/29,.01:1,2.53,2.54,2.95,-,-,
ZGCKOD,1011.65,31/12/29,.01:1,1.92,1.93,2.17,-,-,
ZGCKOG,1050.22,31/12/29,.01:1,1.38,1.39,-,-,-,

Comex Copper Futures,
ZHGKOH,0.98,31/12/29,1:1,-,-,-,-,-,
ZHGKOG,1.18,31/12/29,1:1,1.60,1.62,-,-,-,
ZHGKOC,1.36,31/12/29,1:1,1.345,1.365,-,-,-,
ZHGKOA,1.54,31/12/29,1:1,1.09,1.11,-,-,-,
ZHGKOJ,1.74,31/12/29,1:1,.82,.84,-,-,-,
ZHGKOB,1.91,31/12/29,1:1,.57,.59,-,-,-,

Comex Silver Futures,
ZSIKOD,5.95,31/12/29,.10:1,1.36,1.365,.305,-,-,
ZSIKOC,7.77,31/12/29,.10:1,1.105,1.11,-,-,-,
ZSIKOB,9.61,31/12/29,.10:1,.845,.85,-,-,-,
ZSIKOJ,11.43,31/12/29,.10:1,.59,.595,.64,-,30,
ZSIKOA,13.90,31/12/29,.10:1,-,-,.23,-.5,200,

Barrier Put Warrants,
Ardent Leisure Grp Last Sale Price $2.79,
AADKOQ,3.24,31/12/29,1:1,.445,.455,.77,-,-,
AADKOP,3.83,31/12/29,1:1,1.03,1.04,1.16,-,-,

Adelaide Brighton Last Sale Price $4.19,
ABCKOQ,5.26,31/12/29,1:1,1.07,1.08,1.66,-,-,
ABCKOP,5.59,31/12/29,1:1,1.39,1.40,1.50,-,-,

AGL Energy Last Sale Price $16.73,
AGLKOP,18.09,31/12/29,1:1,1.35,1.36,1.565,-62.5,24,
AGLKOR,19.98,31/12/29,1:1,3.25,3.26,3.24,-60,80,
AGLKOQ,21.43,31/12/29,1:1,4.70,4.71,-,-,-,

Atlas Iron Last Sale Price $0.03,
AGOKOQ,0.03,31/12/29,1:1,.001,-,.17,-,-,
AGOKOR,0.14,31/12/29,1:1,.11,-,.66,-,-,
AGOKOS,0.26,31/12/29,1:1,.22,-,.26,-,-,
AGOKOU,0.37,31/12/29,1:1,.33,-,.255,-,-,
AGOKOV,0.48,31/12/29,1:1,.44,-,.44,-,-,

Asciano Last Sale Price $8.20,
AIOKOQ,9.83,31/12/29,1:1,1.63,-,2.29,-,-,
AIOKOR,10.39,31/12/29,1:1,2.18,-,2.40,-,-,
AIOKOU,10.94,31/12/29,1:1,2.74,-,2.44,-,-,
AIOKOT,11.87,31/12/29,1:1,3.66,-,-,-,-,

Aristocrat Leisure Last Sale Price $9.32,
ALLKOU,10.48,31/12/29,1:1,1.15,1.16,2.20,-,-,
ALLKOV,10.81,31/12/29,1:1,1.48,1.49,2.18,-,-,
ALLKOS,11.18,31/12/29,1:1,1.855,1.865,2.29,-,-,
ALLKOP,11.55,31/12/29,1:1,2.23,2.24,1.29,-,-,

ALS Last Sale Price $5.15,
ALQKOP,6.24,31/12/29,1:1,1.085,1.095,1.515,-,-,
ALQKOQ,6.54,31/12/29,1:1,1.385,1.395,1.88,-,-,
ALQKOT,7.01,31/12/29,1:1,1.85,1.86,-,-,-,
ALQKOU,7.42,31/12/29,1:1,2.26,2.27,-,-,-,

Amcor Last Sale Price $13.65,
AMCKOP,15.53,31/12/29,1:1,1.87,1.88,2.34,-,-,
AMCKOT,16.08,31/12/29,1:1,2.43,2.44,3.16,-,-,
AMCKOQ,16.90,31/12/29,1:1,3.25,3.26,-,-,-,

AMP Last Sale Price $5.73,
AMPLOP,5.96,31/12/29,1:1,.34,.35,-,-,-,
AMPLOR,6.31,31/12/29,1:1,.695,.705,.75,-,-,
AMPLOV,6.59,31/12/29,1:1,.975,.985,.445,-,-,
AMPKOQ,6.62,31/12/29,1:1,2.47,2.48,2.58,-,-,
AMPKOS,6.93,31/12/29,1:1,1.19,1.20,-,-,-,
AMPLOU,6.93,31/12/29,1:1,1.315,1.325,1.125,-,-,
AMPKOV,7.51,31/12/29,1:1,1.78,1.79,2.19,-,-,
AMPKOR,7.79,31/12/29,1:1,2.06,2.07,2.03,-,-,

Ansell Last Sale Price $20.12,
ANNKOS,22.83,31/12/29,1:1,2.71,2.72,-,-,-,
ANNKOP,25.62,31/12/29,1:1,5.50,5.51,6.50,-,-,

ANZ Banking Grp Last Sale Price $27.21,
ANZXOR,33.00,17/12/15,2:1,3.09,3.10,.45,-,-,
ANZXOS,35.00,17/12/15,2:1,4.09,4.10,4.08,-,-,
ANZLOS,28.49,31/12/15,1:1,3.01,3.02,1.47,+18.5,1226,
ANZLOV,29.49,31/12/15,1:1,4.01,4.02,-,-,-,
ANZLOQ,27.49,31/12/29,1:1,1.79,1.80,3.32,+264.5,60,
ANZLOR,27.99,31/12/29,1:1,2.51,2.52,1.465,-140.5,150,
ANZKOQ,28.94,31/12/29,1:1,9.24,9.25,9.45,+149,10,
ANZLOT,28.99,31/12/29,1:1,3.51,3.52,1.86,+5,600,
ANZKOT,29.95,31/12/29,1:1,2.74,2.75,2.64,-,-,
ANZLOW,29.99,31/12/29,1:1,4.46,4.47,.74,-,-,
ANZKOP,30.72,31/12/29,1:1,3.51,3.52,3.55,+178,95,
ANZKOS,31.62,31/12/29,1:1,4.41,4.42,4.38,+128,170,
ANZQOR,32.19,31/12/29,1:1,4.98,4.99,3.80,+55,210,
ANZQOS,32.72,31/12/29,1:1,5.51,5.52,8.38,-,-,
ANZKOU,33.43,31/12/29,1:1,6.22,6.23,4.84,-,-,
ANZKOY,34.03,31/12/29,1:1,6.82,6.83,5.98,-,-,
ANZKOW,34.69,31/12/29,1:1,7.48,7.49,2.83,-,-,
ANZKOR,35.43,31/12/29,1:1,8.22,8.23,7.25,+571.5,6,
ANZKOV,40.24,31/12/29,1:1,13.03,13.04,7.81,-,-,

APA Grp Last Sale Price $9.20,
APAKOR,10.98,31/12/29,1:1,1.775,1.785,2.45,-,-,
APAKOS,11.98,31/12/29,1:1,2.78,2.79,1.94,-,-,

Arrium Last Sale Price $0.10,
ARIKOW,0.17,31/12/29,1:1,.062,.067,.65,-,-,
ARIKOP,0.34,31/12/29,1:1,.24,.245,.195,-,-,
ARIKOT,0.50,31/12/29,1:1,.40,.405,.325,-,-,

ASX Last Sale Price $41.22,
ASXKOU,46.30,31/12/29,1:1,5.08,5.09,-,-,-,
ASXKOP,46.89,31/12/29,1:1,5.67,5.68,7.26,-,-,

Alumina Last Sale Price $1.09,
AWCKOP,1.39,31/12/29,1:1,.295,.305,-,-,-,
AWCKOV,1.51,31/12/29,1:1,.415,.425,.48,-,-,
AWCKOR,1.64,31/12/29,1:1,.55,.56,.54,+12,162,
AWCKOY,1.76,31/12/29,1:1,.665,.675,-,-,-,
AWCKOT,1.86,31/12/29,1:1,.765,.775,.55,-,-,
AWCKOX,1.99,31/12/29,1:1,.905,.915,.835,-,-,

AWE Last Sale Price $0.63,
AWEKOP,0.94,31/12/29,1:1,.30,.31,.755,-,-,
AWEKOQ,1.06,31/12/29,1:1,.425,.435,.62,-,-,
AWEKOR,1.24,31/12/29,1:1,.60,.61,1.31,-,-,
AWEKOS,1.37,31/12/29,1:1,.735,.745,1.06,-,-,

Aurizon Hldgs Last Sale Price $5.17,
AZJKOR,6.01,31/12/29,1:1,.83,.84,1.035,-,-,
AZJKOT,6.28,31/12/29,1:1,1.10,1.11,1.59,-,-,
AZJKOQ,6.56,31/12/29,1:1,1.38,1.39,1.445,-,-,
AZJKOZ,6.88,31/12/29,1:1,1.70,1.71,.945,-,-,

Bendigo&Adelaide Bk Last Sale Price $10.70,
BENKOT,12.22,31/12/29,1:1,1.51,1.52,1.68,-,-,
BENKOU,12.77,31/12/29,1:1,2.07,2.08,2.29,-,-,
BENKOQ,13.47,31/12/29,1:1,2.77,2.78,-,-,-,
BENKOP,14.47,31/12/29,1:1,3.77,3.78,2.74,-,-,

BHP Billiton Last Sale Price $23.02,
BHPXOR,30.00,17/12/15,2:1,3.76,3.77,3.13,-,-,
BHPXOS,32.00,17/12/15,2:1,4.76,4.77,-,-,-,
BHPLOV,26.12,31/12/15,1:1,3.84,3.85,-,-,-,
BHPLOP,23.26,31/12/29,1:1,7.73,7.74,1.165,-,-,
BHPLOR,24.02,31/12/29,1:1,1.74,1.75,9.10,-,-,
BHPLOS,24.72,31/12/29,1:1,2.44,2.45,.935,-,-,
BHPKOQ,25.15,31/12/29,1:1,2.95,2.96,-,-,-,
BHPLOT,25.42,31/12/29,1:1,3.14,3.15,1.185,-,-,
BHPKOU,25.90,31/12/29,1:1,4.67,4.68,4.72,+159,372,
BHPKOS,26.94,31/12/29,1:1,3.92,3.93,3.98,+165,274,
BHPLOZ,27.05,31/12/29,1:1,4.78,4.79,3.95,+17,70,
BHPLOU,28.18,31/12/29,1:1,5.91,5.92,4.03,-,-,
BHPQOY,28.85,31/12/29,1:1,5.83,5.84,5.88,+160,1732,
BHPLOX,28.91,31/12/29,1:1,6.64,6.65,7.84,+363,80,
BHPKOV,29.96,31/12/29,1:1,6.94,6.95,5.39,-,20,
BHPKOY,30.76,31/12/29,1:1,7.74,7.75,5.22,-,-,
BHPQOT,31.68,31/12/29,1:1,8.66,8.67,8.30,+125,13,
BHPMOP,32.99,31/12/29,1:1,9.97,9.98,9.99,-,5,
BHPQOP,33.75,31/12/29,1:1,10.73,10.74,-,-,-,
BHPQOV,34.50,31/12/29,1:1,11.48,11.49,-,-,-,

Bradken Last Sale Price $0.97,
BKNKOV,1.19,31/12/29,1:1,.21,-,.895,-,-,
BKNKOW,1.48,31/12/29,1:1,.505,-,-,-,-,

Boral Last Sale Price $5.39,
BLDKOP,6.36,31/12/29,1:1,.96,.97,1.275,-,-,
BLDKOQ,6.68,31/12/29,1:1,1.285,1.295,1.435,-,-,
BLDKOU,7.10,31/12/29,1:1,1.705,1.715,1.495,-,-,

Bank of Qld Last Sale Price $13.07,
BOQKOV,14.93,31/12/29,1:1,1.855,1.865,1.95,-126,40,
BOQKOP,15.42,31/12/29,1:1,2.35,2.36,2.30,+3,740,

Beach Energy Last Sale Price $0.64,
BPTKOS,0.89,31/12/29,1:1,.24,.25,-,-,-,
BPTKOP,1.15,31/12/29,1:1,.50,.51,-,-,-,
BPTKOR,1.40,31/12/29,1:1,.755,.765,.53,-,-,

BlueScope Steel Last Sale Price $4.46,
BSLKOR,5.51,31/12/29,1:1,1.04,1.05,1.44,-,-,
BSLKOP,6.47,31/12/29,1:1,2.00,-,2.16,-,-,

Brambles Last Sale Price $10.38,
BXBKOT,11.64,31/12/29,1:1,1.255,1.265,1.275,-26.5,11,
BXBKOQ,11.88,31/12/29,1:1,1.495,1.505,2.05,-,-,
BXBKOP,12.23,31/12/29,1:1,1.845,1.855,1.55,-,-,

Carsales.com Last Sale Price $9.80,
CARKOP,11.32,31/12/29,1:1,1.515,1.525,2.64,-,-,
CARKOT,12.03,31/12/29,1:1,2.22,2.23,2.54,-,-,

C'wlth Bank  of Aust Last Sale Price $76.73,
CBAXOR,84.00,17/12/15,4:1,2.04,2.05,-,-,-,
CBAXOS,87.00,17/12/15,4:1,2.78,2.79,-,-,-,
CBALOW,77.75,31/12/15,1:1,2.42,2.43,3.40,-,-,
CBALOY,79.00,31/12/15,1:1,3.67,3.68,2.96,-93,51,
CBALOQ,80.28,31/12/15,1:1,4.96,4.97,4.66,+41,97,
CBALOP,85.60,31/12/15,1:1,10.28,10.29,6.16,-,-,
CBAQOP,82.04,31/12/29,1:1,5.32,5.33,-,-,-,
CBALOZ,82.52,31/12/29,1:1,7.00,7.01,5.99,-38,31,
CBAQOT,83.37,31/12/29,1:1,6.65,6.66,6.62,+73,445,
CBALOS,84.33,31/12/29,1:1,8.91,8.92,8.40,+13,3,
CBAKOZ,85.37,31/12/29,1:1,8.64,8.65,8.75,+92,36,
CBAQOQ,85.49,31/12/29,1:1,8.77,8.78,-,-,-,
CBAQOR,86.80,31/12/29,1:1,10.08,10.09,10.06,+97,12,
CBAQOU,88.12,31/12/29,1:1,11.40,11.41,-,-,-,
CBAQOW,89.43,31/12/29,1:1,12.70,12.71,-,-,-,
CBAQOS,91.49,31/12/29,1:1,14.77,14.78,14.95,+96,3,
CBAQOX,95.42,31/12/29,1:1,18.69,18.70,18.09,-153,6,
CBAKOU,100.11,31/12/29,1:1,23.39,23.40,26.37,-,-,

Coca-Cola Amatil Last Sale Price $9.11,
CCLKOR,10.47,31/12/29,1:1,1.35,1.36,1.89,-,-,
CCLKOS,11.02,31/12/29,1:1,1.90,1.91,1.52,-,-,

Cardno Last Sale Price $3.06,
CDDKOQ,4.12,31/12/29,1:1,1.05,-,2.12,-,-,
CDDKOR,4.72,31/12/29,1:1,1.655,-,1.70,-,-,

CuDECO Last Sale Price $1.11,
CDUKOQ,2.72,31/12/29,1:1,-,-,1.515,-,-,

Challenger Last Sale Price $8.23,
CGFKOU,9.17,31/12/29,1:1,.935,.945,1.82,-,-,
CGFKOP,9.82,31/12/29,1:1,1.58,1.59,1.92,-,-,
CGFKOT,10.68,31/12/29,1:1,2.45,2.46,2.78,-,-,

Cimic Grp Last Sale Price $27.72,
CIMKOQ,30.98,31/12/29,1:1,3.26,3.27,4.41,-,-,
CIMKOP,32.07,31/12/29,1:1,4.35,4.36,4.52,-102,2,
CIMKOT,33.13,31/12/29,1:1,5.41,5.42,5.64,+236,3,
CIMKOR,33.89,31/12/29,1:1,3.02,3.07,-,-,-,

Cochlear Last Sale Price $88.95,
COHKOR,96.28,30/10/15,1:1,-,-,9.43,-337,10,
COHKOT,99.66,31/12/29,1:1,10.71,10.72,10.25,-989,18,
COHKOS,102.99,31/12/29,1:1,14.05,14.06,18.35,-,-,
COHKOQ,107.09,31/12/29,1:1,18.15,18.16,19.11,-,-,

Computershare Last Sale Price $10.81,
CPUKOQ,12.57,31/12/29,1:1,1.75,1.76,1.975,-3.5,50,
CPUKOP,13.40,31/12/29,1:1,2.59,2.60,-,-,-,

CSL Last Sale Price $93.79,
CSLKOT,105.50,31/12/29,1:1,11.72,11.73,12.07,-267,59,
CSLKOX,108.26,31/12/29,1:1,14.48,14.49,16.15,-135,36,
CSLKOZ,111.03,31/12/29,1:1,17.25,17.26,30.16,-,-,
CSLKOS,115.03,31/12/29,1:1,21.25,21.26,26.24,-,-,
CSLQOQ,118.61,31/12/29,1:1,24.83,24.84,13.67,-,-,
CSLKOQ,123.18,31/12/29,1:1,29.40,29.41,-,-,-,

CSR Last Sale Price $2.77,
CSRKOP,3.21,31/12/29,1:1,.43,.44,.62,-,-,
CSRKOQ,3.43,31/12/29,1:1,.65,.66,.78,-,-,

Caltex Aust Last Sale Price $31.60,
CTXKOQ,35.84,31/12/29,1:1,4.24,4.25,4.20,-,-,
CTXKOR,37.72,31/12/29,1:1,6.12,6.13,4.01,-,-,
CTXKOZ,39.38,31/12/29,1:1,7.78,7.79,9.50,-,-,

Crown Resorts Last Sale Price $11.46,
CWNKOQ,12.99,31/12/29,1:1,1.53,1.54,3.47,-,-,
CWNKOP,14.02,31/12/29,1:1,2.56,2.57,2.65,+19,200,

DuluxGroup Last Sale Price $5.90,
DLXKOP,6.77,31/12/29,1:1,.865,.875,1.255,-,-,
DLXKOQ,7.44,31/12/29,1:1,1.535,1.545,-,-,-,

Domino's Pizza Last Sale Price $46.75,
DMPKOP,57.56,31/12/29,1:1,10.81,10.82,10.85,-15,10,
DMPKOQ,59.32,31/12/29,1:1,12.58,12.59,11.81,-,-,

Downer EDI Last Sale Price $3.55,
DOWKOP,4.11,31/12/29,1:1,.555,.565,1.625,-,-,
DOWKOR,4.39,31/12/29,1:1,.83,.84,1.22,-,-,
DOWKOS,4.74,31/12/29,1:1,1.18,1.19,1.04,-,-,
DOWKOT,5.05,31/12/29,1:1,1.495,1.505,.84,-,-,

DUET Grp Last Sale Price $2.36,
DUEKOP,2.79,31/12/29,1:1,.43,.44,.64,-,-,
DUEKOQ,3.01,31/12/29,1:1,.655,.665,.37,-,-,

Echo Entertainment Last Sale Price $5.11,
EGPKOP,5.94,31/12/29,1:1,.82,.83,.64,-,-,
EGPKOQ,6.24,31/12/29,1:1,1.125,1.135,1.45,-,-,
EGPKOR,6.70,31/12/29,1:1,1.58,1.59,.68,-,-,

Estia Health Last Sale Price $7.44,
EHEKOP,8.61,31/12/29,1:1,1.165,-,-,-,-,
EHEKOQ,9.22,31/12/29,1:1,1.775,-,-,-,-,

Fletcher Bldg Last Sale Price $7.06,
FBUKOQ,7.89,31/12/29,1:1,.825,.835,1.34,-,-,
FBUKOP,8.84,31/12/29,1:1,1.78,1.79,2.13,-,-,

Flight Centre Travel Last Sale Price $37.95,
FLTKOP,45.52,31/12/29,1:1,7.57,7.58,7.60,-,-,
