FR INV WARRANTS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Report at Friday, July 29, 2011. Processed Saturday at 2011-07-30T23:15:11+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
ANZ Banking Grp Last Sale Price $20.83,
ANZVOA,,21.50,25/08/11,4:1,.125,.13,.19,-6.5,49,,
ANZVZC,,22.00,25/08/11,4:1,.047,.047,.06,-8.5,3800,,
ANZVZD,,23.00,25/08/11,4:1,.014,.04,,,,,
ANZVOB,,23.50,25/08/11,4:1,.016,.021,.115,,,,
ANZWMB,,24.00,25/08/11,4:1,.001,,.061,,,,
ANZVOC,,25.50,25/08/11,4:1,.006,.011,,,,,
ANZVOD,,22.00,29/09/11,4:1,.17,.175,.235,-6.5,1300,,
ANZVRA,,22.00,29/09/11,4:1,.285,.285,,,,,
ANZVRB,,23.00,29/09/11,4:1,.205,.205,,,,,
ANZWMC,,23.00,29/09/11,4:1,.054,.077,.11,-4.5,364,,
ANZVOE,,24.00,29/09/11,4:1,.043,.048,,,,,
ANZWMD,,25.00,29/09/11,4:1,.001,,,,,,
ANZVOF,,26.00,29/09/11,4:1,.01,.015,,,,,
ANZWOA,,21.00,27/10/11,4:1,.365,.37,.415,,150,,
ANZWOB,,23.00,27/10/11,4:1,.145,.15,.15,,66,,
ANZWOC,,25.00,27/10/11,4:1,.042,.047,,,,,
,
Alumina Last Sale Price $2.18,
AWCWMA,,2.25,29/09/11,1:1,.09,.115,,,,,
AWCWMC,,2.50,29/09/11,1:1,.023,.046,,,,,
,
BHP Billiton Last Sale Price $41.42,
BHPWZE,,43.00,25/08/11,4:1,.175,.175,.175,,780,,
BHPWMG,,45.00,25/08/11,4:1,.046,.069,.057,,,,
BHPWZF,,45.00,25/08/11,4:1,.064,.064,,,,,
BHPWOI,,46.00,25/08/11,4:1,.045,.05,.06,-10,3490,,
BHPWOJ,,48.00,25/08/11,4:1,.023,.028,.067,,,,
BHPWOK,,50.00,25/08/11,4:1,.012,.017,.115,,,,
BHPWOL,,52.00,25/08/11,4:1,.011,.016,.048,,,,
BHPVOI,,42.50,29/09/11,4:1,.44,.445,.525,-24.5,320,,
BHPVOF,,44.50,29/09/11,4:1,.24,.245,.39,-1.5,40,,
BHPVRA,,45.00,29/09/11,4:1,.415,.42,,,,,
BHPVRB,,46.00,29/09/11,4:1,.35,.35,,,,,
BHPWMH,,46.00,29/09/11,4:1,.11,.125,.115,-17,1130,,
BHPVOG,,46.50,29/09/11,4:1,.12,.125,.12,,450,,
BHPVOH,,48.50,29/09/11,4:1,.056,.061,.083,,70,,
BHPWMI,,49.00,29/09/11,4:1,.017,.04,.031,-7.9,1000,,
BHPWMJ,,51.00,29/09/11,4:1,.001,,.032,-2.4,1389,,
BHPWMK,,54.00,29/09/11,4:1,.001,,.13,,,,
BHPWOC,,42.00,27/10/11,4:1,.615,.62,,,,,
BHPWOD,,44.00,27/10/11,4:1,.40,.405,,,,,
BHPWOE,,46.00,27/10/11,4:1,.245,.25,,,,,
BHPWOF,,48.00,27/10/11,4:1,.14,.145,.145,,200,,
,
BlueScope Steel Last Sale Price $1.14,
BSLVZC,,1.20,25/08/11,2:1,.026,.06,.04,-1.7,400,,
BSLWOG,,1.90,25/08/11,2:1,.004,.01,.021,,,,
BSLWOH,,2.25,25/08/11,2:1,.01,.015,,,,,
BSLVRA,,1.30,29/09/11,2:1,.027,.04,,,,,
,
C'wlth Bank of Aust Last Sale Price $49.27,
CBAVOA,,50.00,25/08/11,5:1,.12,.125,.13,-4.5,2390,,
CBAWZA,,51.50,25/08/11,4:1,.058,.055,.13,,,,
CBAWZB,,52.50,25/08/11,4:1,.033,.04,,,,,
CBAVOB,,53.00,25/08/11,5:1,.016,.021,.027,-2.6,800,,
CBAWMF,,54.00,25/08/11,4:1,.001,,.12,,,,
CBAVOC,,56.00,25/08/11,5:1,.008,.013,,,,,
CBAVOD,,50.00,29/09/11,5:1,.26,.265,.27,-12.5,6200,,
CBAVRA,,51.00,29/09/11,4:1,.58,.575,,,,,
CBAVRB,,52.00,29/09/11,4:1,.50,.495,,,,,
CBAWMD,,52.00,29/09/11,4:1,.135,.16,.175,,,,
CBAVOE,,53.00,29/09/11,5:1,.11,.115,.125,-1.5,180,,
CBAWMC,,54.00,29/09/11,4:1,.047,.07,.067,-5.8,6570,,
CBAVOF,,56.00,29/09/11,5:1,.037,.042,,,,,
CBAWOD,,49.00,27/10/11,5:1,.50,.505,,,,,
CBAWOE,,52.00,27/10/11,5:1,.265,.27,,,,,
CBAWOF,,55.00,27/10/11,5:1,.12,.125,,,,,
,
Fortescue Metals Grp Last Sale Price $6.31,
FMGVZI,,6.25,25/08/11,2:1,.155,.155,,,,,
FMGVZJ,,6.50,25/08/11,2:1,.098,.095,.13,,4000,,
FMGWMF,,6.50,25/08/11,1:1,.18,.205,,,,,
FMGWOE,,6.50,25/08/11,3:1,.085,.09,,,,,
FMGVZK,,6.75,25/08/11,2:1,.058,.056,,,,,
FMGWOF,,7.50,25/08/11,3:1,.016,.021,.059,,,,
FMGVOC,,6.00,29/09/11,3:1,.22,.225,,,,,
FMGVRA,,6.75,29/09/11,2:1,.15,.155,,,,,
FMGWMC,,6.75,29/09/11,1:1,.20,.225,.445,,,,
FMGVOD,,7.00,29/09/11,3:1,.07,.075,.16,,,,
FMGVRB,,7.00,29/09/11,2:1,.115,.115,,,,,
FMGWMD,,7.00,29/09/11,1:1,.125,.15,,,,,
FMGVRC,,7.25,29/09/11,2:1,.087,.086,,,,,
FMGWOA,,6.00,27/10/11,3:1,.255,.26,,,,,
FMGWOB,,7.50,27/10/11,3:1,.056,.061,,,,,
,
Incitec Pivot Last Sale Price $3.95,
IPLWMA,,4.00,29/09/11,1:1,.21,.235,,,,,
IPLWMD,,4.25,29/09/11,1:1,.11,.135,.20,,,,
,
Macquarie Grp Last Sale Price $27.57,
MQGVZG,,32.00,25/08/11,4:1,.001,.04,.048,-4.1,146,,
MQGVZH,,33.00,25/08/11,4:1,.008,.04,,,,,
MQGVOA,,33.50,25/08/11,4:1,.015,.02,.019,-9.1,2370,,
MQGVOB,,36.50,25/08/11,4:1,.006,.011,,,,,
MQGVOC,,39.50,25/08/11,4:1,.005,.01,.074,,,,
MQGVRA,,30.00,29/09/11,4:1,.29,.305,,,,,
MQGVRB,,31.00,29/09/11,4:1,.22,.235,,,,,
MQGVOD,,33.50,29/09/11,4:1,.073,.078,.08,-15.5,3430,,
MQGVOE,,36.50,29/09/11,4:1,.021,.026,.27,,,,
MQGVOF,,39.50,29/09/11,4:1,.008,.013,,,,,
MQGWOD,,28.50,27/10/11,4:1,.515,.52,,,,,
MQGWOE,,31.50,27/10/11,4:1,.245,.25,.255,,200,,
MQGWOH,,34.50,27/10/11,4:1,.10,.105,,,,,
,
National Aust Bank Last Sale Price $24.00,
NABVOA,,26.00,25/08/11,4:1,.043,.048,.205,,,,
NABWMF,,26.00,25/08/11,4:1,.018,.041,.14,,,,
NABWZC,,26.00,25/08/11,4:1,.029,.04,.062,,,,
NABWZD,,27.00,25/08/11,4:1,.012,.04,,,,,
NABVOB,,28.00,25/08/11,4:1,.007,.012,.063,,,,
NABVOC,,30.00,25/08/11,4:1,.006,.011,,,,,
NABVRA,,25.00,29/09/11,4:1,.355,.36,,,,,
NABVOD,,26.00,29/09/11,4:1,.13,.135,.15,-11,1000,,
NABVRB,,26.00,29/09/11,4:1,.27,.275,,,,,
NABWMG,,27.00,29/09/11,4:1,.04,.063,.086,+1.4,200,,
NABVOE,,28.00,29/09/11,4:1,.034,.039,,,,,
NABWMD,,29.00,29/09/11,4:1,.001,,,,,,
NABVOF,,30.00,29/09/11,4:1,.008,.013,.019,,,,
NABWOD,,24.50,27/10/11,4:1,.355,.36,,,,,
NABWOE,,26.50,27/10/11,4:1,.16,.165,,,,,
NABWOF,,28.50,27/10/11,4:1,.057,.062,,,,,
NABWSA,,0.00,25/03/20,1:1,24.00,,26.20,,,,
,
Newcrest Min Last Sale Price $39.55,
NCMWZG,,38.00,25/08/11,4:1,.615,.62,,,,,
NCMWOE,,39.00,25/08/11,4:1,.485,.49,.59,-.5,300,,
NCMWZH,,39.00,25/08/11,4:1,.465,.47,,,,,
NCMWZI,,41.00,25/08/11,4:1,.21,.215,.40,,,,
NCMWOF,,42.00,25/08/11,4:1,.17,.175,.395,,,,
NCMWME,,43.00,25/08/11,4:1,.059,.082,.235,,,,
NCMWOG,,45.00,25/08/11,4:1,.048,.053,.13,,,,
NCMVOD,,37.00,29/09/11,4:1,.98,.985,1.20,,,,
NCMVOE,,40.00,29/09/11,4:1,.56,.565,,,,,
NCMVRA,,42.00,29/09/11,4:1,.50,.505,,,,,
NCMWMD,,42.00,29/09/11,4:1,.235,.26,,,,,
NCMVOF,,43.00,29/09/11,4:1,.275,.28,.365,-3.5,50,,
NCMVRB,,43.00,29/09/11,4:1,.42,.425,,,,,
NCMWMF,,44.00,29/09/11,4:1,.135,.16,,,,,
NCMVRC,,45.00,29/09/11,4:1,.29,.295,,,,,
NCMWOA,,38.50,27/10/11,4:1,.855,.86,,,,,
NCMWOB,,41.50,27/10/11,4:1,.505,.51,,,,,
NCMWOH,,44.50,27/10/11,4:1,.28,.285,,,,,
,
News Corp Last Sale Price $14.94,
NWSVZF,,16.50,25/08/11,4:1,.039,.047,.10,,,,
NWSVZG,,17.50,25/08/11,4:1,.001,.04,.092,,,,
NWSVRA,,16.00,29/09/11,4:1,.17,.18,,,,,
NWSVRB,,17.00,29/09/11,4:1,.105,.11,,,,,
NWSWMA,,17.00,29/09/11,1:1,.315,.34,.49,,,,
NWSWMB,,19.00,29/09/11,1:1,.074,.097,.085,-5,1000,,
,
OZ Minerals Last Sale Price $13.63,
OZLWOG,,15.00,25/08/11,2:1,.125,.13,,,,,
OZLWOH,,17.00,25/08/11,2:1,.024,.029,,,,,
,
Qantas Airways Last Sale Price $1.85,
QANWZA,,1.90,25/08/11,2:1,.03,.04,,,,,
QANVRA,,2.00,29/09/11,2:1,.042,.042,,,,,
QANWMB,,2.00,29/09/11,1:1,.054,.077,,,,,
