Warrant Market - Weekly,,,,,,,,,,,,
XAO 4671.9 at 16:47 18/12/2009  Report at 19:05 Friday 18/12/2009. Processed 20:49 Saturday 19/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Weekly Volume,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.51,,,,,,,,,,,,
AMPWOA,6.00,25/02/10,3:1,0.21,0.215,0.165,0.5,650,,,,
AMPWOB,6.75,25/02/10,3:1,0.083,0.088,0.07,0.7,1790,,,,
ANZ Banking Grp Last Sale Price $21.34,,,,,,,,,,,,
ANZWZG,25.00,28/01/10,4:1,0.03,0.04,0.04,-3.7,3186,,,,
ANZWZH,22.00,25/02/10,4:1,0.28,0.33,0.31,-2,116,,,,
ANZWOK,24.50,25/02/10,4:1,0.087,0.093,0.086,-2.4,4316,,,,
ANZWOL,26.50,25/02/10,4:1,0.032,0.037,0.033,-0.9,2500,,,,
ANZWOJ,28.50,25/02/10,4:1,0.016,0.021,0.024,-,-,,,,
ANZVMA,22.00,25/03/10,3:1,0.52,0.525,0.575,-,-
ANZVMB,24.00,25/03/10,3:1,0.265,0.27,0.345,-,-
ANZWOA,23.50,29/04/10,4:1,0.24,0.25,-,-,-
ANZWOB,25.00,29/04/10,4:1,0.135,0.145,-,-,-
ANZVME,26.00,29/04/10,3:1,0.195,0.2,0.205,-11,4669
ANZWOC,26.50,29/04/10,4:1,0.072,0.082,-,-,-
ASX Ltd Last Sale Price $34.07,,,,,,,,
ASXVMA,33.00,25/03/10,4:1,0.755,0.76,0.71,-,-
ASXVMB,35.00,25/03/10,4:1,0.495,0.5,-,-,-
ASXVME,37.00,29/04/10,4:1,0.41,0.415,-,-,-
BHP Billiton Ltd Last Sale Price $40.60,,,,,,,,
BHPWZA,40.00,28/01/10,4:1,0.655,0.685,0.895,-,-
BHPVZO,44.00,28/01/10,4:1,0.3,0.33,-,-,-
BHPWOC,37.00,25/02/10,4:1,1.14,1.165,1.285,8.5,480
BHPWOD,39.00,25/02/10,4:1,0.76,0.785,0.88,12.5,1330
BHPWOE,41.00,25/02/10,4:1,0.51,0.53,0.49,-18,2020
BHPWOF,43.00,25/02/10,4:1,0.325,0.33,0.355,-2,200
BHPVOC,45.00,25/02/10,4:1,0.21,0.215,0.205,-,3390
BHPWZB,46.00,25/02/10,4:1,0.345,0.375,-,-,-
BHPVMA,37.00,25/03/10,4:1,1.375,1.38,1.36,-,130
BHPVMB,39.00,25/03/10,4:1,1.06,1.065,-,-,-
BHPWOA,36.00,29/04/10,4:1,1.57,1.58,-,-,-
BHPWOB,38.50,29/04/10,4:1,1.125,1.135,-,-,-
BHPWOG,40.50,29/04/10,4:1,0.85,0.86,-,-,-
BHPVME,41.00,29/04/10,4:1,0.985,0.99,1.015,5,1279
BHPWOH,43.50,29/04/10,4:1,0.505,0.515,0.515,-,194
BHPWOI,46.00,29/04/10,4:1,0.335,0.345,-,-,-
BlueScope Steel Last Sale Price $2.83,,,,,,,,
BSLWOA,3.00,25/03/10,2:1,0.105,0.115,-,-,-
BSLVMA,3.25,25/03/10,2:1,0.076,0.079,0.088,0.9,1000
BSLWOB,3.50,25/03/10,2:1,0.036,0.046,-,-,-
C'wlth Bank  of Aust  Last Sale Price $52.86,,,,,,,,
CBAVZJ,50.00,28/01/10,5:1,0.9,0.93,-,-,-
CBAWOL,51.00,25/02/10,5:1,0.725,0.73,0.68,-1.5,5840
CBAWOJ,54.00,25/02/10,5:1,0.24,0.38,0.35,-1,2650
CBAVZK,55.00,25/02/10,5:1,0.58,0.61,-,-,-
CBAWOK,57.00,25/02/10,5:1,0.215,0.22,0.14,-8.5,600
CBAVMA,53.00,25/03/10,5:1,0.78,0.8,0.735,-2.5,150
CBAVMB,55.00,25/03/10,5:1,0.595,0.61,0.775,-,-
CBAWOA,50.00,29/04/10,5:1,1.15,1.16,-,-,-
CBAWOB,55.00,29/04/10,5:1,0.625,0.635,-,-,-
CBAVME,57.00,29/04/10,5:1,0.56,0.575,0.655,-,-
CBAWOC,59.00,29/04/10,5:1,0.35,0.36,-,-,-
Computershare Ltd Last Sale Price $11.29,,,,,,,,
CPUVMA,11.00,25/03/10,2:1,0.55,0.555,-,-,-
CSL Ltd Last Sale Price $31.15,,,,,,,,
CSLWZB,32.00,28/01/10,4:1,0.215,0.245,0.365,-,-
CSLVMA,33.00,25/03/10,4:1,0.31,0.315,0.24,-4.5,100
Fortescue Metals Grp Last Sale Price $4.26,,,,,,,,
FMGVMA,4.50,25/03/10,3:1,0.16,0.165,-,-,-
Insurance Aust Grp Last Sale Price $3.89,,,,,,,,
IAGVMA,4.00,25/03/10,3:1,0.1,0.105,0.10,-,-
Incitec Pivot Last Sale Price $3.33,,,,,,,,
IPLVMA,3.00,25/03/10,2:1,0.275,0.28,0.27,5.5,50
Lihir Gold Ltd Last Sale Price $3.12,,,,,,,,
LGLWOD,3.25,25/03/10,2:1,0.14,0.15,-,-,-
LGLVMA,3.50,25/03/10,2:1,0.105,0.105,0.105,-4,9424
LGLWOE,3.75,25/03/10,2:1,0.067,0.077,-,-,-
LGLWOF,4.00,25/03/10,2:1,0.048,0.058,-,-,-
Macq Grp Ltd Last Sale Price $45.95,,,,,,,,
MQGVZG,50.00,25/02/10,5:1,0.61,0.64,0.785,-8.5,45
MQGWOB,50.00,25/02/10,6:1,0.345,0.355,0.295,-19,18
MQGWOC,60.00,25/02/10,6:1,0.062,0.072,0.15,-,-
MQGWOA,55.00,29/04/10,6:1,0.265,0.275,0.23,-,43
National Aust Bank Last Sale Price $25.99,,,,,,,,
NABWZH,32.00,28/01/10,4:1,0.025,0.04,-,-,-
NABWOJ,28.00,25/02/10,4:1,0.205,0.225,0.215,-25.5,2350
NABWZI,28.00,25/02/10,4:1,0.255,0.32,0.29,-39,3220
NABWOK,30.00,25/02/10,4:1,0.092,0.11,0.09,-16,5470
NABWOL,32.00,25/02/10,4:1,0.037,0.042,0.045,-8.5,1300
NABVMA,29.00,25/03/10,5:1,0.205,0.215,0.215,-14.5,200
NABVMB,31.00,25/03/10,5:1,0.11,0.12,-,-,-
NABWOA,28.50,29/04/10,4:1,0.335,0.345,-,-,-
NABWOB,30.50,29/04/10,4:1,0.19,0.2,-,-,-
NABVME,33.00,29/04/10,5:1,0.093,0.1,0.097,-,800
NABWOC,33.00,29/04/10,4:1,0.085,0.095,0.097,-,360
Newcrest Min Last Sale Price $34.18,,,,,,,,
NCMVMA,35.00,25/03/10,4:1,0.805,0.795,0.805,-14,576
NCMWOC,35.00,25/03/10,4:1,0.705,0.715,-,-,-
NCMVMB,37.00,25/03/10,4:1,0.6,0.605,0.57,-39,400
NCMWOD,37.50,25/03/10,4:1,0.46,0.47,0.44,-,60
NCMWOE,40.00,25/03/10,4:1,0.315,0.325,-,-,-
NCMVME,39.00,29/04/10,4:1,0.59,0.595,0.555,-36,18
News Corp Last Sale Price $17.34,,,,,,,,
NWSVMA,16.00,25/03/10,4:1,0.575,0.58,0.385,-,-
NWSVME,18.00,29/04/10,4:1,0.37,0.375,0.34,-,20
Oil Search Ltd Last Sale Price $5.79,,,,,,,,
OSHVMA,6.50,25/03/10,2:1,0.14,0.145,0.105,1.5,1409
OSHVME,7.50,29/04/10,2:1,0.069,0.072,0.06,1.4,200
OZ Min Last Sale Price $1.14,,,,,,,,
OZLWOA,1.25,25/03/10,2:1,0.048,0.058,-,-,-
OZLWOB,1.45,25/03/10,2:1,0.025,0.035,-,-,-
Paladin Energy Last Sale Price $4.07,,,,,,,,
PDNVMA,4.00,25/03/10,2:1,0.27,0.275,0.24,2,1570
PDNVME,5.00,29/04/10,2:1,0.15,0.155,0.145,-5.5,540
Qantas Airways Last Sale Price $2.74,,,,,,,,
QANVMA,2.50,25/03/10,2:1,0.18,0.185,0.16,3,340
QANVME,3.50,29/04/10,2:1,0.031,-,-,-,-
QBE Insurance Grp Last Sale Price $24.58,,,,,,,,
