Warrant Market - Weekly
"Report at Friday, September 18, 2015. Processed Monday at 21/09/2015 3:58:10 PM."



ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Weekly Volume,
Equity Call Warrants,
BKIJOH,0.98,12/12/17,1:1,.61,.625,.60,-,-,

Boral Last Sale Price $5.75,
BLDIOV,3.40,15/12/15,1:1,2.44,2.45,2.30,-,-,
BLDSWR,3.54,30/06/20,1:1,3.27,3.30,3.19,-,-,

Bank of Qld Last Sale Price $12.32,
BOQJOA,5.79,26/11/15,1:1,6.53,6.54,7.43,-,-,
BOQJOB,8.18,26/11/15,1:1,4.14,4.15,4.00,-,-,
BOQIOV,7.01,15/12/15,1:1,5.46,5.47,6.23,-,-,
BOQIOZ,9.91,15/12/15,1:1,2.65,2.66,2.55,-147,45,
BOQJRA,7.78,16/12/15,1:1,4.55,-,6.70,-,-,
BOQIYE,6.58,21/06/16,1:1,5.98,-,6.95,-,-,
BOQIYF,9.08,21/06/16,1:1,3.74,-,4.92,-,-,
BOQSOE,6.53,23/06/16,1:1,6.14,6.15,6.96,-,-,
BOQSWS,11.64,29/06/16,1:1,2.16,2.17,2.10,-5,10,
BOQSZB,10.31,30/06/16,1:1,2.63,-,5.63,-,-,
BOQSMY,9.58,30/06/17,1:1,3.19,-,3.12,-,-,
BOQJOP,6.87,30/05/19,1:1,5.45,5.46,6.98,-,-,
BOQJOQ,9.66,30/05/19,1:1,2.66,2.67,2.10,-,-,
BOQSO1,6.75,06/12/19,1:1,5.57,5.58,5.96,-,-,
BOQSWR,7.74,30/06/20,1:1,7.57,7.60,-,-,-,
BOQSRU,3.40,06/08/21,1:1,8.93,-,8.93,-,-,

BlueScope Steel Last Sale Price $4.18,
BSLIOV,2.75,15/12/15,1:1,1.53,1.54,-,-,-,
BSLIOZ,4.15,15/12/15,1:1,.53,.54,.66,-,-,
BSLIOL,2.22,20/05/16,1:1,2.16,2.17,-,-,-,
BSLSWH,2.51,30/06/16,1:1,2.01,2.03,.24,-,-,
BSLSWI,3.13,30/06/16,1:1,1.40,1.41,.87,-,-,
BSLSWG,8.47,30/06/16,1:1,-,-,.18,+3,83,
BSLSWB,17.27,30/06/16,1:1,.01,-,.01,-,-,
BSLSMX,27.39,30/06/16,1:1,.001,-,.37,-,-,
BSLSZB,38.97,30/06/16,1:1,.72,-,.24,-,-,
BSLSMY,46.21,30/06/17,1:1,.021,-,.435,-,-,
BSLSMB,48.43,29/06/18,1:1,.054,-,4.80,-,-,
BSLSWR,2.22,30/06/20,1:1,3.09,3.11,-,-,-,

Brambles Last Sale Price $9.87,
BXBIOV,5.50,15/12/15,1:1,4.50,4.51,-,-,-,
BXBIOZ,7.65,15/12/15,1:1,2.49,2.50,4.50,-,-,
BXBIOL,7.00,20/05/16,1:1,3.37,3.38,-,-,-,
BXBISI,4.88,08/06/16,1:1,5.16,5.17,-,-,-,
BXBSSA,5.61,08/06/16,1:1,4.51,4.52,4.80,-,-,
BXBIYE,5.54,21/06/16,1:1,4.55,-,6.15,-,-,
BXBSOF,2.93,23/06/16,1:1,7.09,7.10,6.94,-,-,
BXBSOE,5.08,23/06/16,1:1,5.10,5.11,5.35,-,-,
BXBSSR,3.15,24/06/16,1:1,6.86,6.87,7.71,-,-,
BXBISN,8.90,24/06/16,1:1,1.745,1.84,-,-,-,
BXBISQ,9.92,24/06/16,1:1,1.745,1.855,-,-,-,
BXBSWB,2.36,30/06/16,1:1,5.75,-,8.73,-,-,
BXBSWG,2.80,30/06/16,1:1,7.26,7.27,8.73,-,-,
BXBSMX,6.81,30/06/16,1:1,3.29,-,2.61,-,-,
BXBSWC,6.94,30/06/16,1:1,1.27,-,3.98,-,-,
BXBSZB,7.43,30/06/16,1:1,2.81,-,4.64,-,-,
BXBSSN,10.68,30/06/16,1:1,.74,.75,-,-,-,
BXBSSP,10.68,30/06/16,1:1,.70,.71,-,-,-,
BXBSSM,11.16,30/06/16,1:1,.595,.605,-,-,-,
BXBSWL,4.32,30/06/17,1:1,6.01,6.03,7.14,-,-,
BXBSMY,11.74,30/06/17,1:1,.385,-,.66,-,-,
BXBJOJ,5.87,31/05/18,1:1,3.99,4.00,3.60,-,-,
BXBJOK,8.01,31/05/18,1:1,1.855,1.865,1.70,-,-,
BXBSMB,6.80,29/06/18,1:1,3.30,-,4.31,-,-,
BXBSZX,1.50,04/02/19,1:1,8.38,-,7.94,-,-,
BXBSO1,5.52,06/12/19,1:1,4.35,4.36,5.60,-,-,
BXBSWR,6.49,30/06/20,1:1,5.18,5.20,4.95,-,-,
BXBSRV,2.73,06/08/21,1:1,7.15,-,7.22,-,-,

Cabcharge Aust Last Sale Price $3.08,
CABJOA,1.90,26/11/15,1:1,1.17,1.18,2.17,-,-,
CABSRU,2.32,06/08/21,1:1,.75,-,3.05,-,-,

C'wlth Bank  of Aust Last Sale Price $75.83,
CBAISZ,92.58,21/09/15,1:1,-,-,.04,-16,10,
CBAIO2,36.67,06/11/15,1:1,39.66,39.67,-,-,-,
CBAJOI,48.93,26/11/15,1:1,26.92,26.93,45.46,-,-,
CBAIOV,45.67,15/12/15,1:1,30.95,30.96,30.27,-,-,
CBAIOZ,60.87,15/12/15,1:1,16.08,16.09,15.30,+179,2,
CBAJRC,62.73,16/12/15,1:1,13.33,-,24.56,-,-,
CBASWQ,61.73,04/03/16,1:1,16.42,16.51,15.61,-83,46,
CBASOC,62.08,04/03/16,1:1,16.04,16.05,15.56,-128,4,
CBAISA,81.02,31/03/16,1:1,5.51,5.54,5.95,-,-,
CBAIO1,46.66,06/05/16,1:1,32.15,32.16,32.95,-,-,
CBAIOL,79.66,20/05/16,1:1,8.94,8.95,8.66,-81,24,
CBAISI,39.35,08/06/16,1:1,38.16,38.33,36.60,-110,100,
CBASSA,43.62,08/06/16,1:1,34.42,34.49,30.17,-,-,
CBASSW,92.68,15/06/16,1:1,3.20,4.04,7.87,-,-,
CBASOE,11.38,23/06/16,1:1,65.04,65.05,66.72,-,-,
CBASOF,18.12,23/06/16,1:1,58.66,58.67,54.75,-,-,
CBASSS,15.71,24/06/16,1:1,61.01,61.08,61.31,-,-,
CBASST,34.06,24/06/16,1:1,43.48,43.55,52.30,-,-,
CBAISN,72.40,24/06/16,1:1,11.12,11.83,12.62,-,-,
CBASOB,77.92,24/06/16,1:1,8.60,8.61,7.10,-,-,
CBAISQ,89.41,24/06/16,1:1,10.00,10.88,-,-,-,
CBASSO,88.78,28/06/16,1:1,3.38,4.09,-,-,-,
CBASWS,73.28,29/06/16,1:1,10.09,10.15,9.56,-,-,
CBASWB,0.00,30/06/16,1:1,-,-,83.79,-,-,
CBASWC,6.29,30/06/16,1:1,57.79,-,78.10,-,-,
CBASZB,10.80,30/06/16,1:1,65.59,-,81.53,-,-,
CBASMX,11.65,30/06/16,1:1,64.11,-,67.73,-,-,
CBASWG,13.25,30/06/16,1:1,63.75,63.84,76.57,-,-,
CBASWD,17.18,30/06/16,1:1,47.00,-,76.20,-,-,
CBASWE,22.54,30/06/16,1:1,41.76,-,52.93,-,-,
CBASSN,88.30,30/06/16,1:1,4.14,4.16,-,-,-,
CBASSP,88.30,30/06/16,1:1,3.78,3.80,6.74,-,-,
CBASSM,88.41,30/06/16,1:1,3.83,3.85,6.45,-,-,
CBAIWF,61.24,31/08/16,1:1,20.40,20.48,19.47,+153,21,
CBAJOC,33.48,22/06/17,1:1,42.36,42.37,42.44,-,-,
CBASWJ,14.67,30/06/17,1:1,63.10,63.18,60.22,-,-,
CBASMY,21.04,30/06/17,1:1,55.06,-,54.73,-,-,
CBASZC,29.12,30/06/17,1:1,48.04,-,39.15,-,-,
CBASWK,31.82,30/06/17,1:1,47.07,47.16,49.71,-,-,
CBAJOH,51.87,12/12/17,1:1,23.98,23.99,25.34,-,-,
CBAJOJ,42.47,31/05/18,1:1,33.37,33.38,34.53,-,-,
CBAJOK,55.76,31/05/18,1:1,20.10,20.11,17.82,+53,30,
CBASZD,6.40,28/06/18,1:1,69.85,-,81.71,-,-,
CBASMB,19.26,29/06/18,1:1,56.78,-,66.26,-,-,
CBASZW,2.40,04/02/19,1:1,73.63,-,88.30,-,-,
CBASZV,16.24,04/02/19,1:1,59.79,-,59.55,-,-,
CBASZU,23.47,04/02/19,1:1,52.56,-,70.20,-,-,
CBAJOQ,47.61,30/05/19,1:1,28.24,28.25,29.30,-,-,
CBAJOP,59.98,30/05/19,1:1,15.88,15.89,12.60,-,-,
CBASO1,42.86,06/12/19,1:1,32.99,33.00,30.68,-,-,
CBASOG,38.76,13/12/19,1:1,40.30,40.31,42.39,-,-,
CBAJOU,38.17,14/04/20,1:1,37.67,37.68,-,-,-,
CBAJOF,60.43,14/04/20,1:1,15.43,15.44,11.30,-,-,
CBAJOL,63.11,14/04/20,1:1,12.75,12.76,12.00,-133,17,
CBASOH,55.68,23/06/20,1:1,31.38,31.39,31.15,-,-,
CBASWR,52.24,30/06/20,1:1,38.53,38.60,37.81,+257,20,
CBASRX,12.80,06/08/21,1:1,63.23,-,69.10,-,-,
CBASRV,16.24,06/08/21,1:1,59.79,-,70.84,-,-,
CBASRU,23.47,06/08/21,1:1,52.56,-,68.60,-,-,
CBASRT,42.60,06/08/21,1:1,33.45,-,36.60,-,-,

Coca-Cola Amatil Last Sale Price $8.83,
CCLISI,4.52,08/06/16,1:1,4.43,4.44,4.36,-,-,
CCLSSA,5.05,08/06/16,1:1,3.96,3.97,3.80,+17,8,
CCLIYE,5.28,21/06/16,1:1,3.74,-,4.35,-,-,
CCLIYF,6.98,21/06/16,1:1,2.21,-,2.60,-,-,
CCLSWB,2.11,30/06/16,1:1,5.13,-,-,-,-,
CCLSWG,5.24,30/06/16,1:1,3.87,3.89,3.69,-,-,
CCLSZX,2.80,04/02/19,1:1,6.00,-,5.83,-,-,
CCLSZW,5.20,04/02/19,1:1,3.60,-,4.00,-,-,
CCLSO1,4.85,06/12/19,1:1,3.98,3.99,4.18,-,-,
CCLSOG,4.86,13/12/19,1:1,4.59,4.60,5.20,-,-,
CCLSWR,6.00,30/06/20,1:1,4.49,4.51,4.67,-,-,
CCLSRX,4.50,06/08/21,1:1,4.29,-,6.26,-,-,
CCLSRW,5.20,06/08/21,1:1,3.60,-,3.99,-,-,
CCLSRT,6.76,06/08/21,1:1,2.04,-,2.19,-,-,

Challenger Last Sale Price $7.15,
CGFSSC,4.14,08/06/16,1:1,3.22,3.24,2.99,-,-,

Cimic Grp Last Sale Price $23.59,
CIMSOE,8.67,23/06/16,1:1,15.37,-,14.54,-,-,
CIMSZC,30.23,30/06/17,1:1,2.91,-,3.79,-,-,
CIMSZX,4.09,04/02/19,1:1,19.62,-,17.08,-,-,
CIMSZW,9.28,04/02/19,1:1,14.45,-,11.44,-,-,
CIMSRX,7.76,06/08/21,1:1,15.96,-,13.20,-,-,
CIMSRW,9.28,06/08/21,1:1,14.45,-,11.46,-,-,

Cochlear Last Sale Price $81.79,
COHIOV,35.85,15/12/15,1:1,46.57,46.58,41.10,-,-,
COHIOZ,47.00,15/12/15,1:1,35.61,35.62,37.49,-,-,
COHSWG,32.11,30/06/16,1:1,52.38,52.46,43.81,-,-,
COHSZW,33.32,04/02/19,1:1,48.56,-,21.74,-,-,
COHJOQ,52.07,30/05/19,1:1,29.74,29.75,-,-,-,
COHJOP,70.58,30/05/19,1:1,11.24,11.25,13.80,-,-,
COHSO1,44.37,06/12/19,1:1,37.44,37.45,-,-,-,
COHJOE,33.92,14/04/20,1:1,47.89,47.90,-,-,-,
COHJOF,61.77,14/04/20,1:1,20.04,20.05,25.41,-,-,
COHSWR,51.97,30/06/20,1:1,56.94,56.96,53.74,-,-,
COHSRT,23.74,06/08/21,1:1,58.13,-,34.56,-,-,
COHSRX,31.91,06/08/21,1:1,49.96,-,52.44,-,-,
COHSRW,33.32,06/08/21,1:1,48.56,-,38.24,-,-,

Computershare Last Sale Price $10.56,
CPUIOV,6.50,15/12/15,1:1,4.20,4.21,4.26,+30,18,
CPUIOL,7.00,20/05/16,1:1,4.04,4.05,3.86,+45,10,
CPUISI,6.21,08/06/16,1:1,4.60,4.62,-,-,-,
CPUSSA,7.27,08/06/16,1:1,3.69,3.71,-,-,-,
CPUIYE,6.36,21/06/16,1:1,4.49,-,6.42,-,-,
CPUSSO,12.62,28/06/16,1:1,.54,.65,-,-,-,
CPUSWG,4.66,30/06/16,1:1,6.13,6.16,5.37,-,-,
CPUSWB,5.23,30/06/16,1:1,3.51,-,-,-,-,
CPUSZV,3.76,28/12/17,1:1,6.80,-,8.56,-,-,
CPUSZW,5.71,04/02/19,1:1,4.85,-,6.64,-,-,
CPUJOP,6.44,30/05/19,1:1,4.12,4.13,3.50,-,-,
CPUJOQ,8.06,30/05/19,1:1,2.50,2.51,1.85,-,-,
CPUSO1,6.23,06/12/19,1:1,4.33,4.34,4.15,-,-,
CPUJOF,6.92,14/04/20,1:1,3.64,3.65,2.57,-,-,
CPUSWR,7.35,30/06/20,1:1,5.54,5.57,4.74,-,-,
CPUSRX,3.08,06/08/21,1:1,7.48,-,9.24,-,-,
CPUSRV,3.76,06/08/21,1:1,6.80,-,9.50,-,-,
CPUSRW,5.71,06/08/21,1:1,4.85,-,4.60,-78,40,

CSL Last Sale Price $90.57,
CSLIOV,41.00,15/12/15,1:1,50.29,50.30,58.40,-,-,
CSLIOZ,54.75,15/12/15,1:1,36.77,36.78,35.05,-,-,
CSLISA,88.70,31/03/16,1:1,8.35,8.36,11.00,-,-,
CSLISI,38.60,08/06/16,1:1,53.49,53.50,-,-,-,
CSLSSA,45.06,08/06/16,1:1,47.60,47.61,40.40,-,-,
CSLIYE,46.47,21/06/16,1:1,45.90,-,42.15,-,-,
CSLIYF,59.46,21/06/16,1:1,33.53,-,36.84,-,-,
CSLIYG,68.89,21/06/16,1:1,24.95,-,-,-,-,
CSLSOE,40.72,23/06/16,1:1,52.00,52.01,51.22,-,-,
CSLSSR,23.54,24/06/16,1:1,68.28,68.29,71.29,-,-,
CSLISN,66.56,24/06/16,1:1,27.66,28.29,32.28,-,-,
CSLISQ,73.71,24/06/16,1:1,24.78,25.50,-,-,-,
CSLSSO,90.64,28/06/16,1:1,7.92,8.64,-,-,-,
CSLSWH,13.15,30/06/16,1:1,78.66,78.70,57.21,-,-,
CSLSWG,18.17,30/06/16,1:1,73.61,73.65,73.42,-,-,
CSLSWB,23.22,30/06/16,1:1,53.63,-,34.44,-,-,
CSLSSN,88.43,30/06/16,1:1,9.15,9.16,9.04,-,-,
CSLSSP,88.43,30/06/16,1:1,8.94,8.95,10.82,-,-,
CSLSSM,90.13,30/06/16,1:1,8.53,8.54,10.19,-,-,
CSLSWK,35.51,30/06/17,1:1,58.17,58.20,54.86,-,-,
CSLJOJ,40.49,31/05/18,1:1,50.09,50.10,50.61,-,-,
CSLJOK,55.54,31/05/18,1:1,35.06,35.07,35.13,-,-,
CSLSMB,25.88,29/06/18,1:1,65.60,-,42.65,-,-,
CSLSZX,21.27,04/02/19,1:1,69.56,-,73.98,-,-,
CSLSO1,50.09,14/04/20,1:1,40.50,40.51,-,-,-,
CSLJOT,65.30,14/04/20,1:1,25.30,25.31,25.03,+27,1,
CSLSOH,52.04,23/06/20,1:1,48.18,48.19,45.94,-,-,
CSLSWR,53.77,30/06/20,1:1,49.75,49.79,47.93,-,-,
CSLSRT,21.27,06/08/21,1:1,69.56,-,20.56,-,-,

CSR Last Sale Price $3.24,
CSRIOV,1.50,15/12/15,1:1,1.785,1.795,2.67,-,-,
CSRIOM,2.70,20/05/16,1:1,.89,.90,-,-,-,

Crown Resorts Last Sale Price $10.89,
CWNIOV,10.50,15/12/15,1:1,1.17,1.18,1.12,-381,29,
CWNIOZ,13.60,15/12/15,1:1,.425,.435,.625,-,-,
CWNISA,12.90,31/05/16,1:1,.935,.945,-,-,-,
CWNISI,7.18,08/06/16,1:1,4.13,4.15,3.75,-,10,
CWNSSA,8.63,08/06/16,1:1,2.95,2.97,2.69,-22,100,
CWNSSW,13.78,15/06/16,1:1,.56,.695,1.71,-,-,
CWNIYF,11.51,21/06/16,1:1,1.295,-,3.34,-,-,
CWNSSO,13.00,28/06/16,1:1,.64,.755,-,-,-,
CWNSWG,4.01,30/06/16,1:1,7.12,7.15,7.24,-,-,
CWNSWB,6.08,30/06/16,1:1,3.18,-,7.13,-,-,
CWNSZB,6.08,30/06/16,1:1,5.06,-,8.01,-,-,
CWNSSN,12.72,30/06/16,1:1,.795,.805,-,-,-,
CWNSSP,12.72,30/06/16,1:1,.725,.735,1.245,-,-,
CWNSSM,13.16,30/06/16,1:1,.65,.66,1.175,-,-,
CWNSMY,3.85,30/06/17,1:1,7.15,-,9.12,-,-,
CWNSWL,9.10,30/06/17,1:1,3.43,3.46,4.11,-,-,
CWNSMB,6.31,29/06/18,1:1,4.80,-,10.90,-,-,
CWNSZX,3.67,04/02/19,1:1,7.26,-,10.69,-,-,
CWNJOP,8.05,30/05/19,1:1,2.84,2.85,2.58,-15,218,
CWNSO1,7.94,06/12/19,1:1,2.95,2.96,3.70,-,-,
CWNJOE,9.22,14/04/20,1:1,1.665,1.675,1.34,-26,88,
CWNSWR,7.49,30/06/20,1:1,6.08,6.11,6.16,-,-,
CWNSRX,3.36,06/08/21,1:1,7.57,-,9.33,-,-,
CWNSRT,3.67,06/08/21,1:1,7.26,-,9.26,-,-,

Djerriwarrh Invest Last Sale Price $4.20,
DJWJOH,3.06,12/12/17,1:1,1.14,1.16,1.875,-,-,

Downer EDI Last Sale Price $3.58,
DOWSO1,2.29,06/12/19,1:1,1.285,1.295,1.505,-,-,
DOWSRX,1.53,06/08/21,1:1,2.04,-,1.95,-39,63,

DUET Grp Last Sale Price $2.15,
DUESMX,0.02,30/06/16,1:1,2.12,-,2.24,-,-,
DUESMB,0.90,29/06/18,1:1,1.26,-,-,-,-,
DUESWR,1.36,30/06/20,1:1,1.23,-,-,-,-,

DEXUS Prop Grp Last Sale Price $7.26,
DXSISI,3.53,08/06/16,1:1,3.87,3.88,-,-,-,
DXSSSA,3.92,08/06/16,1:1,3.52,3.53,3.89,-,-,

Echo Entertainment Last Sale Price $4.88,
EGPSZX,1.24,04/02/19,1:1,3.64,-,3.19,-,-,

Flight Centre Travel Last Sale Price $36.80,
FLTJOP,22.71,30/05/19,1:1,14.10,14.11,12.95,-124,30,
FLTJOU,24.61,14/04/20,1:1,12.20,12.21,-,-,-,

Fortescue Metals Grp Last Sale Price $2.06,
FMGIOV,3.20,15/12/15,1:1,.095,.105,.10,-,-,
FMGIOL,1.50,20/05/16,1:1,.875,.885,-,-,-,
FMGISJ,1.10,08/06/16,1:1,1.11,1.12,1.15,-,-,
FMGSSC,1.18,08/06/16,1:1,1.05,1.06,.83,-,-,
FMGSOE,3.50,23/06/16,1:1,.205,.215,.55,-,-,
FMGSWG,2.88,30/06/16,1:1,.48,-,.32,-,-,
FMGJON,1.04,30/05/19,1:1,1.01,1.02,1.02,+1,410,
FMGJOP,1.38,30/05/19,1:1,.68,.69,.425,-,-,
FMGSWR,1.03,30/06/20,1:1,2.04,-,-,-,-,

Fairfax Media Last Sale Price $0.88,
FXJIOV,0.35,15/12/15,1:1,.545,.555,.51,-,-,
FXJIOL,0.85,20/05/16,1:1,.215,.225,-,-,-,

G8 Education Last Sale Price $3.19,
GEMJOG,1.75,14/04/20,1:1,1.435,1.445,1.575,-,-,
GEMJOF,2.06,14/04/20,1:1,1.125,1.135,1.055,-,-,
GEMJOE,2.37,14/04/20,1:1,.815,.825,.77,-,-,

Goodman Grp Last Sale Price $5.69,
GMGISI,2.84,08/06/16,1:1,2.98,2.99,-,-,-,
GMGSWG,2.29,30/06/16,1:1,3.53,3.55,4.24,-,-,
GMGSWR,3.52,30/06/20,1:1,3.15,3.17,-,-,-,

GPT Grp Last Sale Price $4.48,
GPTISI,2.05,08/06/16,1:1,2.52,2.53,-,-,-,
GPTSSA,2.28,08/06/16,1:1,2.32,2.33,-,-,-,
GPTSWG,1.64,30/06/16,1:1,2.95,2.97,2.95,-5,100,
GPTSMY,22.94,30/06/17,1:1,.032,-,.081,-,-,
GPTSWR,2.55,30/06/20,1:1,2.70,2.72,2.54,-,-,

Highfield Res Last Sale Price $1.60,
HFRJOT,0.60,14/04/20,1:1,.985,.995,-,-,-,
HFRJOH,0.71,14/04/20,1:1,.875,.885,.85,-3.5,200,
HFRJOG,0.82,14/04/20,1:1,.77,.78,.77,-,686,

Henderson Grp Last Sale Price $5.89,
HGGSSO,5.70,28/06/16,1:1,.615,.67,-,-,-,

Hunter Hall Global Last Sale Price $1.08,
HHVSZC,0.81,30/06/17,1:1,.31,-,.35,-,-,

Healthscope Last Sale Price $2.57,
HSOSST,1.20,24/06/16,1:1,1.46,1.47,1.525,-,-,
HSOSWL,1.13,30/06/17,1:1,1.61,1.63,1.72,-,-,
HSOJOE,1.74,14/04/20,1:1,.825,.835,.815,-,-,
HSOSWR,1.68,30/06/20,1:1,1.43,1.45,1.36,-,-,

Harvey Norman Last Sale Price $3.98,
HVNSZW,1.19,04/02/19,1:1,2.79,-,3.34,-,-,
HVNSRX,0.51,06/08/21,1:1,3.47,-,3.39,-,-,

BetaShares DivHarv Last Sale Price $21.76,
HVSJOE,12.24,14/04/20,1:1,9.46,9.49,9.40,-19,10,

iShares Asia 50 Last Sale Price $60.89,
IAAIOM,37.50,20/05/16,1:1,25.25,25.39,-,-,-,
IAAJOM,32.18,30/05/19,1:1,28.59,28.73,26.78,-,-,

Insurance Aust Grp Last Sale Price $5.00,
IAGIOV,3.90,15/12/15,1:1,1.225,1.235,1.29,-,-,
IAGIOZ,4.85,15/12/15,1:1,.505,.515,.525,+4,130,
IAGISA,5.70,31/03/16,1:1,.305,.315,-,-,-,
IAGIOL,5.00,20/05/16,1:1,.755,.765,.76,+3,444,
IAGISI,3.17,08/06/16,1:1,1.95,1.96,1.99,-,-,
IAGSSA,3.59,08/06/16,1:1,1.595,1.605,2.27,-,-,
IAGIYE,3.73,21/06/16,1:1,1.47,-,2.30,-,-,
IAGIYF,5.05,21/06/16,1:1,.58,-,1.35,-,-,
IAGSOE,3.17,23/06/16,1:1,2.05,2.06,2.05,-,-,
IAGSSR,2.65,24/06/16,1:1,2.46,2.47,2.78,-,-,
IAGISQ,6.38,24/06/16,1:1,.71,.785,-,-,-,
IAGSWG,1.12,30/06/16,1:1,3.95,3.97,4.10,-,-,
IAGSWB,1.39,30/06/16,1:1,2.81,-,4.03,-,-,
IAGSWH,2.43,30/06/16,1:1,2.70,2.72,3.44,-,-,
IAGSZB,2.59,30/06/16,1:1,2.48,-,3.41,-,-,
IAGSMX,3.71,30/06/16,1:1,1.355,-,2.07,-,-,
IAGSSN,5.81,30/06/16,1:1,.29,.30,-,-,-,
IAGSSP,5.81,30/06/16,1:1,.27,.28,.49,-,-,
IAGSSM,5.94,30/06/16,1:1,.25,.26,.48,-,-,
IAGSMY,4.67,30/06/17,1:1,.67,-,1.52,-,-,
IAGSMB,1.56,29/06/18,1:1,3.43,-,3.76,-,-,
IAGSZX,1.29,04/02/19,1:1,3.68,-,3.63,-40,500,
IAGSWR,3.36,30/06/20,1:1,2.58,2.59,-,-,-,

iShares MSCI Em Mkt Last Sale Price $47.90,
IEMIOM,30.50,20/05/16,1:1,19.17,19.18,-,-,-,
IEMJOM,25.85,30/05/19,1:1,22.06,22.07,22.08,-402,1,

iShares Europe Last Sale Price $58.30,
IEUJOE,30.37,14/04/20,1:1,27.94,27.95,-,-,-,
IEUJOF,48.39,14/04/20,1:1,9.93,9.94,10.30,-,-,

iShares S&P High Div Last Sale Price $14.03,
IHDSZX,5.73,04/02/19,1:1,8.24,-,8.57,-,-,
IHDSO1,7.77,06/12/19,1:1,6.24,6.27,6.57,-,-,
IHDSRX,3.53,06/08/21,1:1,10.43,-,11.90,-,-,
IHDSRY,4.38,06/08/21,1:1,9.59,-,10.76,-,-,
IHDSRT,5.70,06/08/21,1:1,8.27,-,10.47,-,-,

iShares S&P/ASX 20 Last Sale Price $23.24,
ILCIO2,12.00,06/11/15,1:1,11.37,-,-,-,-,
ILCSWS,22.38,29/06/16,1:1,2.45,3.07,-,-,-,
ILCSWG,9.18,30/06/16,1:1,13.78,14.76,16.69,-,-,
ILCSWH,11.46,30/06/16,1:1,11.57,12.55,14.31,-,-,
ILCSWI,13.66,30/06/16,1:1,9.53,10.49,11.92,-,-,
ILCSO1,13.73,14/04/20,1:1,9.49,9.55,12.57,-,-,
ILCSWR,15.58,30/06/20,1:1,9.68,10.47,9.65,-,-,
ILCSRY,8.07,06/08/21,1:1,15.12,-,9.72,-,-,
ILCSRX,10.88,06/08/21,1:1,12.31,-,11.30,-,-,

Iluka Res Last Sale Price $6.82,
ILUISI,4.13,08/06/16,1:1,2.98,2.99,-,-,-,
ILUSSA,4.85,08/06/16,1:1,2.42,2.43,-,-,-,
ILUJOP,4.23,30/05/19,1:1,2.58,2.59,4.15,-,-,

Investa Office Fd Last Sale Price $3.91,
IOFSWG,0.79,30/06/16,1:1,3.18,3.20,2.60,-,-,
IOFSWR,1.89,30/06/20,1:1,2.41,2.43,-,-,-,

iShares Glb 100 ETF Last Sale Price $99.52,
IOOIOM,56.00,20/05/16,1:1,46.33,46.34,43.50,-,-,
IOOSO1,53.02,06/12/19,1:1,46.53,46.54,47.02,-,-,

iShares MSCI Aus 200 Last Sale Price $22.10,
IOZSWH,7.08,30/06/16,1:1,15.34,15.82,16.41,-,-,
IOZSWG,10.98,30/06/16,1:1,11.64,12.11,13.15,-,-,
IOZSO1,12.07,06/12/19,1:1,9.98,10.04,-,-,-,
IOZSWR,14.16,30/06/20,1:1,10.29,10.70,9.75,-,-,
IOZSRX,10.05,06/08/21,1:1,11.98,-,14.69,-,-,

Incitec Pivot Last Sale Price $3.81,
IPLISI,1.42,08/06/16,1:1,2.45,2.46,-,-,-,
IPLSSA,1.63,08/06/16,1:1,2.26,2.27,-,-,-,
IPLSOE,1.88,23/06/16,1:1,2.03,2.04,2.21,-,-,
IPLSWG,1.93,30/06/16,1:1,1.99,2.01,1.96,-,-,
IPLSWR,2.32,30/06/20,1:1,2.37,2.38,1.98,-,-,
IPLSRX,1.76,06/08/21,1:1,2.06,-,1.97,-,-,

iShares Small Ords Last Sale Price $3.60,
ISOJOM,2.11,30/05/19,1:1,1.475,1.505,1.395,-,-,

iShares MSCI EAFE Last Sale Price $83.50,
IVEJOE,44.89,14/04/20,1:1,38.51,38.70,38.40,-43,10,

iShares S&P 500 Last Sale Price $278.27,
IVVISJ,144.00,08/06/16,1:1,140.39,141.13,-,-,-,
IVVSOB,287.71,24/06/16,1:1,25.13,25.24,34.30,-,-,
IVVSO1,141.13,06/12/19,1:1,138.26,138.47,148.35,-,-,
IVVSOG,112.61,13/12/19,1:1,172.82,173.03,160.83,-,-,
IVVSOH,157.70,23/06/20,1:1,139.90,140.09,-,-,-,

iShares Glb Cons Last Sale Price $124.92,
IXIIOM,68.00,20/05/16,1:1,60.13,60.14,-,-,-,

iShares Glb Health Last Sale Price $147.57,
IXJIOM,78.00,20/05/16,1:1,73.25,73.26,68.92,-,-,

iShares China LCap Last Sale Price $51.58,
IZZJOM,31.31,30/05/19,1:1,20.28,20.29,20.00,-,-,

JB Hi-Fi Last Sale Price $18.59,
JBHSSO,21.33,28/06/16,1:1,1.295,1.475,-,-,-,
JBHSSN,20.40,30/06/16,1:1,1.53,1.54,1.58,-,-,
JBHSMB,6.22,29/06/18,1:1,12.57,-,14.80,-,-,
JBHJOP,8.99,30/05/19,1:1,9.60,9.61,11.09,-,-,
JBHJOQ,11.64,30/05/19,1:1,6.95,6.96,6.94,-,-,
