Warrant Market - Weekly,,,,,,,,,,,,
XAO 4588.8 at 16:39 12/2/2010  Report at 19:05 Friday 12/2/2010. Processed 18:10 Sunday 14/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Weekly Volume,,,,
WBCWOJ,29.00,25/02/10,4:1,0.001,0.011,0.007,-,-,,,,
WBCVZA,24.00,25/03/10,4:1,0.225,0.255,-,-,-,,,,
WBCVZB,25.00,25/03/10,4:1,0.145,0.175,-,-,-,,,,
WBCVMA,26.00,25/03/10,5:1,0.049,0.098,0.041,-,-,,,,
WBCVMB,28.00,25/03/10,5:1,0.006,-,0.08,-,-,,,,
WBCVMC,30.00,25/03/10,5:1,0.001,-,0.03,-,-,,,,
WBCVZC,23.00,29/04/10,4:1,0.565,0.595,-,-,-,,,,
WBCWOA,23.50,29/04/10,4:1,0.31,0.38,0.31,-2,1270,,,,
WBCWOB,25.00,29/04/10,4:1,0.155,0.2,0.15,1.5,227,,,,
WBCWOC,27.00,29/04/10,4:1,0.067,0.085,0.056,-1.5,400,,,,
WBCVME,32.00,29/04/10,5:1,0.001,-,0.001,-0.7,100,,,,
Wesfarmers Ltd Last Sale Price $29.03,,,,,,,,,,,,
WESVMA,30.00,25/03/10,4:1,0.185,0.22,0.082,-,-,,,,
WESWOB,30.00,25/03/10,4:1,0.165,0.17,0.16,8.3,50,,,,
WorleyParsons Ltd Last Sale Price $22.92,,,,,,,,,,,,
WORVMA,30.00,25/03/10,4:1,0.021,0.03,0.024,-3.7,125,,,,
Woolworths Ltd Last Sale Price $25.55,,,,,,,,,,,,
WOWVMA,28.00,25/03/10,4:1,0.025,0.032,0.033,-1.7,550,,,,
WOWVMB,30.00,25/03/10,4:1,0.001,-,0.042,-,-,,,,
Woodside Pet Last Sale Price $42.80,,,,,,,,,,,,
WPLWOD,47.50,25/03/10,5:1,0.088,0.093,0.08,-,-,,,,
WPLVMA,49.62,25/03/10,5:1,0.06,0.069,0.22,-,-,,,,
WPLVZA,50.00,25/03/10,5:1,0.125,0.155,0.18,-,-,,,,
WPLWOE,50.00,25/03/10,5:1,0.041,0.046,-,-,-,,,,
WPLWOF,53.00,25/03/10,5:1,0.017,0.022,0.024,-,-,,,,
WPLVZB,45.00,29/04/10,5:1,0.875,0.905,-,-,-,,,,
WPLVME,54.59,29/04/10,5:1,0.052,0.059,0.08,-,-,,,,
Equity Put Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.16,,,,,,,,,,,,
AMPWOP,5.50,25/02/10,3:1,0.019,0.024,-,-,-,,,,
AMPWOQ,6.25,25/02/10,3:1,0.11,0.12,0.185,-,-,,,,
ANZ Banking Grp Last Sale Price $20.59,,,,,,,,,,,,
ANZWOY,20.00,25/02/10,4:1,0.085,0.09,0.05,-,-,,,,
ANZWZX,20.00,25/02/10,4:1,0.071,0.085,0.068,-,-,,,,
ANZWOZ,22.00,25/02/10,4:1,0.405,0.415,0.24,-,-,,,,
ANZVOP,24.00,25/02/10,4:1,0.895,0.905,0.705,-,-,,,,
ANZWZZ,20.00,25/03/10,4:1,0.185,0.215,-,-,-,,,,
ANZWZY,21.00,25/03/10,4:1,0.31,0.34,-,-,-,,,,
ANZVMS,22.00,25/03/10,3:1,0.61,0.665,0.66,23.5,1570,,,,
ANZVMT,24.00,25/03/10,3:1,1.11,1.205,-,-,-,,,,
ANZVZP,20.00,29/04/10,4:1,0.36,0.39,-,-,-,,,,
ANZWOP,21.00,29/04/10,4:1,0.34,0.365,0.31,7.5,100,,,,
ANZWOQ,23.00,29/04/10,4:1,0.64,0.68,0.615,3,750,,,,
ANZWOR,25.00,29/04/10,4:1,1.075,1.12,-,-,-,,,,
ANZVMU,26.00,29/04/10,3:1,1.785,1.855,-,-,-,,,,
ASX Ltd Last Sale Price $35.85,,,,,,,,,,,,
ASXVMS,35.00,25/03/10,4:1,0.37,0.395,-,-,-,,,,
ASXVMU,37.00,29/04/10,4:1,0.755,0.785,0.985,-,-,,,,
BHP Billiton Ltd Last Sale Price $40.82,,,,,,,,,,,,
BHPWOU,36.00,25/02/10,4:1,0.008,-,0.041,-4.7,2600,,,,
BHPVOV,39.00,25/02/10,4:1,0.073,0.078,0.089,-16.1,14250,,,,
BHPWOR,40.50,25/02/10,4:1,0.18,0.2,0.205,-12,250,,,,
BHPWOT,42.50,25/02/10,4:1,0.49,0.495,0.47,-20,960,,,,
BHPWZV,46.00,25/02/10,4:1,1.305,1.335,1.10,-,-,,,,
BHPVMS,37.00,25/03/10,4:1,0.2,0.23,0.275,-,-,,,,
BHPVMT,39.00,25/03/10,4:1,0.36,0.405,0.46,-,-,,,,
BHPWZX,39.00,25/03/10,4:1,0.485,0.515,-,-,-,,,,
BHPWZW,40.00,25/03/10,4:1,0.6,0.63,0.775,-,-,,,,
BHPWOP,32.00,29/04/10,4:1,0.078,0.083,0.11,-2,1500,,,,
BHPWOQ,35.00,29/04/10,4:1,0.17,0.175,0.25,5,25,,,,
BHPVZP,36.00,29/04/10,4:1,0.47,0.5,-,-,-,,,,
BHPWOS,37.50,29/04/10,4:1,0.3,0.305,0.35,-11,370,,,,
BHPVMU,40.00,29/04/10,4:1,0.65,0.7,0.635,-22,300,,,,
BHPWOV,40.50,29/04/10,4:1,0.56,0.565,0.65,-11,600,,,,
BlueScope Steel Last Sale Price $2.56,,,,,,,,,,,,
BSLWOP,2.75,25/03/10,2:1,0.15,0.155,-,-,-,,,,
BSLVMS,3.25,25/03/10,2:1,0.345,0.355,0.29,-,-,,,,
BSLWOR,3.25,25/03/10,2:1,0.36,0.365,0.34,-,2000,,,,
C'wlth Bank  of Aust  Last Sale Price $52.30,,,,,,,,,,,,
CBAWOY,41.00,25/02/10,5:1,0.005,0.01,0.006,-,-,,,,
CBAVOP,46.00,25/02/10,5:1,0.023,0.028,0.033,-,-,,,,
CBAWZZ,48.00,25/02/10,5:1,0.056,0.07,0.23,-,-,,,,
CBAWOZ,50.00,25/02/10,5:1,0.135,0.16,0.14,-11,2243,,,,
CBAVZQ,50.00,25/03/10,5:1,0.41,0.44,-,-,-,,,,
CBAVZP,52.00,25/03/10,5:1,0.61,0.64,0.59,-10,200,,,,
CBAVMS,53.00,25/03/10,5:1,0.685,0.73,0.515,-,-,,,,
CBAVMT,55.00,25/03/10,5:1,0.95,0.995,0.615,-,-,,,,
CBAWOP,45.00,29/04/10,5:1,0.22,0.23,0.19,-3.5,2050,,,,
CBAWOQ,49.00,29/04/10,5:1,0.415,0.43,0.37,-6.5,329,,,,
CBAVZR,50.00,29/04/10,5:1,0.76,0.79,-,-,-,,,,
CBAWOR,52.50,29/04/10,5:1,0.71,0.73,0.495,-,-,,,,
CBAVMU,57.00,29/04/10,5:1,1.385,1.435,0.935,-,-,,,,
Computershare Ltd Last Sale Price $12.00,,,,,,,,,,,,
CPUVMS,11.00,25/03/10,2:1,0.125,0.16,-,-,-,,,,
CSL Ltd Last Sale Price $31.10,,,,,,,,,,,,
CSLVMS,33.00,25/03/10,4:1,0.645,0.66,-,-,-,,,,
Incitec Pivot Last Sale Price $3.48,,,,,,,,,,,,
IPLVMS,3.00,25/03/10,2:1,0.031,0.035,0.054,-,-,,,,
Lihir Gold Ltd Last Sale Price $2.86,,,,,,,,,,,,
LGLWOP,3.00,25/03/10,2:1,0.13,0.135,-,-,-,,,,
LGLVMS,3.50,25/03/10,2:1,0.33,0.35,0.36,8,200,,,,
LGLWOQ,3.50,25/03/10,2:1,0.325,0.33,0.21,-,-,,,,
Macq Grp Ltd Last Sale Price $47.35,,,,,,,,,,,,
MQGWOP,45.00,25/02/10,6:1,0.12,0.15,0.12,6.8,1768,,,,
MQGVZU,45.00,25/03/10,5:1,0.62,0.65,0.665,16.5,70,,,,
MQGVZT,47.00,25/03/10,5:1,0.815,0.845,0.845,-36.5,100,,,,
MQGVZV,48.00,29/04/10,5:1,1.22,1.25,-,-,-,,,,
MQGWOQ,48.00,29/04/10,6:1,0.65,0.66,0.70,25,340,,,,
National Aust Bank Last Sale Price $24.40,,,,,,,,,,,,
NABWOY,24.50,25/02/10,4:1,0.175,0.18,0.13,-1,70,,,,
NABWZU,26.00,25/02/10,4:1,0.42,0.45,0.30,-,-,,,,
NABWOZ,26.50,25/02/10,4:1,0.535,0.545,0.30,-,-,,,,
NABVOP,28.50,25/02/10,4:1,1.01,1.03,0.795,-,-,,,,
NABWZW,25.00,25/03/10,4:1,0.385,0.415,-,-,-,,,,
NABWZV,27.00,25/03/10,4:1,0.73,0.76,0.39,-,-,,,,
NABVMS,29.00,25/03/10,5:1,0.88,0.935,0.745,-,-,,,,
NABVMT,31.00,25/03/10,5:1,1.265,-,-,-,-,,,,
NABVZR,25.00,29/04/10,4:1,0.6,0.63,-,-,-,,,,
NABWOP,25.00,29/04/10,4:1,0.415,0.435,0.365,-,-,,,,
NABWOQ,27.50,29/04/10,4:1,0.8,0.825,-,-,-,,,,
NABWOR,30.00,29/04/10,4:1,1.335,1.365,0.95,-,-,,,,
NABVMU,33.00,29/04/10,5:1,1.675,1.74,-,-,-,,,,
Newcrest Min Last Sale Price $32.68,,,,,,,,,,,,
NCMWOR,30.00,25/03/10,4:1,0.2,0.205,0.175,-7.5,100,,,,
NCMWOS,34.00,25/03/10,4:1,0.62,0.625,0.375,-,-,,,,
NCMWZY,35.00,25/03/10,4:1,0.915,0.945,-,-,-,,,,
NCMVMS,37.00,25/03/10,4:1,1.19,1.215,1.35,-,-,,,,
NCMVZP,30.00,29/04/10,4:1,0.59,0.62,-,-,-,,,,
NCMVMU,39.00,29/04/10,4:1,1.7,1.725,-,-,-,,,,
News Corp Last Sale Price $17.32,,,,,,,,,,,,
NWSVMS,16.00,25/03/10,4:1,0.1,0.11,0.125,-7,400,,,,
NWSVMU,18.00,29/04/10,4:1,0.39,0.41,0.35,-,-,,,,
OZ Minerals Last Sale Price $1.02,,,,,,,,,,,,
OZLWOP,1.10,25/03/10,2:1,0.065,0.07,0.067,-0.9,10300,,,,
QBE Insurance Grp Last Sale Price $22.77,,,,,,,,,,,,
QBEWOR,20.00,25/03/10,4:1,0.06,0.065,-,-,-,,,,
QBEWOS,22.50,25/03/10,4:1,0.255,0.27,-,-,-,,,,
QBEVMS,25.00,25/03/10,4:1,0.73,0.76,0.64,-,-,,,,
QBEVMU,27.00,29/04/10,4:1,1.19,1.225,0.825,-,-,,,,
Rio Tinto Ltd Last Sale Price $71.94,,,,,,,,,,,,
RIOWOS,64.00,25/02/10,6:1,0.054,0.064,0.155,-,-,,,,
RIOVZT,70.00,25/02/10,6:1,0.4,0.43,0.46,-,-,,,,
RIOVZU,68.00,25/03/10,6:1,0.645,0.675,0.775,-,-,,,,
RIOVMS,70.00,25/03/10,6:1,0.705,0.735,0.925,-,-,,,,
RIOWZV,70.00,25/03/10,6:1,0.795,0.825,-,-,-,,,,
RIOVMT,75.00,25/03/10,6:1,1.16,1.2,1.115,-,-,,,,
RIOWOT,60.00,29/04/10,6:1,0.23,0.24,0.245,-7,385,,,,
RIOVZV,62.00,29/04/10,6:1,0.72,0.75,-,-,-,,,,
RIOWOU,66.00,29/04/10,6:1,0.48,0.49,0.62,-27,120,,,,
RIOWOV,71.00,29/04/10,6:1,0.79,0.8,0.82,-52,492,,,,
RIOVMU,80.00,29/04/10,6:1,1.83,1.87,1.93,60,50,,,,
Santos Ltd Last Sale Price $13.35,,,,,,,,,,,,
STOWZQ,13.00,25/03/10,4:1,0.165,0.195,-,-,-,,,,
STOWOR,15.00,25/03/10,4:1,0.47,0.475,-,-,-,,,,
STOVMU,16.00,29/04/10,3:1,0.95,0.995,1.055,4.5,90,,,,
Telstra Corp Last Sale Price $3.12,,,,,,,,,,,,
TLSWOP,3.00,25/03/10,2:1,0.069,0.074,-,-,-,,,,
TLSWOQ,3.30,25/03/10,2:1,0.17,0.175,0.16,-,3200,,,,
TLSVZQ,3.50,25/03/10,2:1,0.245,0.275,-,-,-,,,,
TLSVMS,3.61,25/03/10,2:1,0.305,0.315,-,-,-,,,,
TLSVZR,3.25,29/04/10,2:1,0.16,0.19,-,-,-,,,,
TLSVMU,3.85,29/04/10,2:1,0.42,0.43,-,-,-,,,,
Westpac Banking Last Sale Price $23.20,,,,,,,,,,,,
WBCVZY,23.00,25/02/10,4:1,0.135,0.165,0.13,-,-,,,,
WBCWOZ,23.00,25/02/10,4:1,0.084,0.135,0.17,1,160,,,,
WBCVOP,24.50,25/02/10,4:1,0.275,0.375,0.40,-9,770,,,,
WBCWOY,26.00,25/02/10,4:1,0.61,0.735,0.69,-18,220,,,,
WBCVZR,21.00,25/03/10,4:1,0.09,0.1,-,-,-,,,,
WBCVZQ,23.00,25/03/10,4:1,0.26,0.29,-,-,-,,,,
WBCVMS,28.00,25/03/10,5:1,0.81,0.985,0.86,-,-,,,,
WBCVMT,30.00,25/03/10,5:1,1.165,-,1.105,-,-,,,,
WBCWOP,21.00,29/04/10,4:1,0.115,0.145,0.145,2.5,400,,,,
WBCVZP,22.00,29/04/10,4:1,0.345,0.375,-,-,-,,,,
WBCWOQ,23.00,29/04/10,4:1,0.25,0.305,0.155,-,-,,,,
WBCWOR,24.50,29/04/10,4:1,0.425,0.505,0.59,-,-,,,,
WBCVMU,32.00,29/04/10,5:1,1.56,-,-,-,-,,,,
Wesfarmers Ltd Last Sale Price $29.03,,,,,,,,,,,,
WESWOQ,28.00,25/03/10,4:1,0.235,0.24,0.295,-,500,,,,
WESVMS,30.00,25/03/10,4:1,0.51,0.56,0.53,7.5,60,,,,
WorleyParsons Ltd Last Sale Price $22.92,,,,,,,,,,,,
WORVMS,30.00,25/03/10,4:1,1.81,1.865,1.43,-,-,,,,
Woolworths Ltd Last Sale Price $25.55,,,,,,,,,,,,
WOWVMS,30.00,25/03/10,4:1,1.22,1.28,0.73,-,-,,,,
Woodside Pet Last Sale Price $42.80,,,,,,,,,,,,
WPLWOP,45.00,25/03/10,5:1,0.7,0.705,-,-,-,,,,
WPLWOQ,49.00,25/03/10,5:1,1.34,1.345,0.745,-,-,,,,
WPLVMS,49.62,25/03/10,5:1,1.48,1.525,-,-,-,,,,
WPLVZQ,40.00,29/04/10,5:1,0.795,0.825,-,-,-,,,,
WPLVMU,54.59,29/04/10,5:1,2.43,2.48,-,-,-,,,,
Basket Call Warrants ,,,,,,,,,,,,
Equity Endowment Warrants ,,,,,,,,,,,,
ANZ Banking Grp Last Sale Price $20.59,,,,,,,,,,,,
ANZEEA,5.95,15/02/12,1:1,14.43,-,17.20,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $52.30,,,,,,,,,,,,
CBAEEA,11.31,15/02/12,1:1,40.58,-,46.19,-,-,,,,
National Aust Bank Last Sale Price $24.40,,,,,,,,,,,,
